GEO_ID,B07011_001E,B07011_001M,B07011_002E,B07011_002M,B07011_003E,B07011_003M,B07011_004E,B07011_004M,B07011_005E,B07011_005M,B07011_006E,B07011_006M,NAME,B07011_001EA,B07011_001MA,B07011_002EA,B07011_002MA,B07011_003MA,B07011_003EA,B07011_004MA,B07011_004EA,B07011_005MA,B07011_005EA,B07011_006MA,B07011_006EA,state
0400000US01,21618,234,22647,333,16261,741,13324,1131,16891,1359,23101,7660,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,30234,715,31462,769,25902,1739,21960,5566,25634,3233,16845,14566,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,24827,302,25841,331,21395,654,15069,2549,23114,1570,18371,4217,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,20941,283,21988,304,15554,935,12888,1873,16027,1347,23630,3403,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,25592,119,26362,136,22181,312,20507,701,21636,601,17519,1885,California,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,28857,442,30876,301,21978,701,21894,1537,22489,1584,21464,7421,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,31458,357,32392,443,22412,1516,17666,3731,27199,3860,11909,4554,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,29766,737,31114,583,18692,2827,20738,8536,26020,3405,28426,6334,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,40030,1358,40571,881,36702,4917,-666666666,-222222222,36231,3258,32115,16008,District of Columbia,null,null,null,null,null,null,**,-,null,null,null,null,11
0400000US12,23173,195,23929,197,20168,440,18528,1138,21568,844,16340,2285,Florida,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,23925,231,25245,238,17473,785,18133,1340,20547,1110,25735,3974,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,29311,696,30240,429,25122,2283,18465,6108,22372,1905,23227,7597,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,21749,380,23404,444,14979,1165,11867,1565,17322,3475,14934,6108,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,16
