GEO_ID,B19001I_001E,B19001I_001M,B19001I_002E,B19001I_002M,B19001I_003E,B19001I_003M,B19001I_004E,B19001I_004M,B19001I_005E,B19001I_005M,B19001I_006E,B19001I_006M,B19001I_007E,B19001I_007M,B19001I_008E,B19001I_008M,B19001I_009E,B19001I_009M,B19001I_010E,B19001I_010M,B19001I_011E,B19001I_011M,B19001I_012E,B19001I_012M,B19001I_013E,B19001I_013M,B19001I_014E,B19001I_014M,B19001I_015E,B19001I_015M,B19001I_016E,B19001I_016M,B19001I_017E,B19001I_017M,NAME,B19001I_001EA,B19001I_001MA,B19001I_002MA,B19001I_002EA,B19001I_003MA,B19001I_003EA,B19001I_004EA,B19001I_004MA,B19001I_005EA,B19001I_005MA,B19001I_006EA,B19001I_006MA,B19001I_007EA,B19001I_007MA,B19001I_008EA,B19001I_008MA,B19001I_009EA,B19001I_009MA,B19001I_010EA,B19001I_010MA,B19001I_011MA,B19001I_011EA,B19001I_012EA,B19001I_012MA,B19001I_013MA,B19001I_013EA,B19001I_014MA,B19001I_014EA,B19001I_015MA,B19001I_015EA,B19001I_016EA,B19001I_016MA,B19001I_017EA,B19001I_017MA,state
0400000US01,46291,2590,3202,816,3691,1310,4612,1399,5600,1571,3634,970,2915,1233,2257,809,2563,1237,3154,1224,3626,1037,3554,1033,2415,808,1952,809,1018,1066,1244,572,854,832,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,10357,1301,406,320,95,90,292,251,420,314,581,421,1061,792,825,458,634,421,245,222,578,518,1174,612,1965,676,721,362,561,366,493,304,306,250,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,512662,9086,56541,4674,38717,3910,41340,3892,41230,4386,37654,4133,36787,3840,30691,3581,30505,3364,25825,3431,39977,4482,46777,4946,39601,3479,21224,3570,11569,2333,9892,2415,4332,1671,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,47808,2987,5742,1361,4553,1416,5357,1451,4867,1418,3749,1166,3017,1021,4165,1470,2376,900,2767,1045,2383,1124,2816,1051,2762,1017,1239,736,742,443,459,426,814,562,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,3452241,20549,219127,7752,216911,8346,230367,9150,242932,8861,219658,7868,221593,8816,200663,7279,194514,6437,173762,6935,307114,9779,348786,10646,374496,10294,227956,8454,115316,7035,102988,5552,56058,3926,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,304144,5304,30983,2814,16493,2147,20802,2568,21892,2608,20234,2566,22732,2520,17622,2478,19065,2981,16783,2487,27189,2706,29198,2967,29910,2970,14387,2164,6748,1339,5645,1591,4461,1056,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,143432,3949,18689,2113,10601,1519,10570,1952,9982,1503,9690,1796,9575,1970,7052,1677,8493,1489,7318,1549,10651,1772,9426,1569,12059,1961,8285,1380,3944,1054,3880,1126,3217,825,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,19531,1450,1266,864,815,496,1336,693,1171,534,1951,945,926,486,1422,816,1136,634,874,518,541,327,1558,630,2418,901,1406,671,1254,698,505,302,952,570,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,20576,1497,2402,939,501,303,848,537,1116,697,1071,533,460,365,750,489,980,486,346,216,1907,754,2086,747,1577,705,1966,724,1936,802,999,462,1631,882,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,1291193,14791,127519,6724,96374,5640,99004,5247,102406,6076,93188,6566,82371,6030,74754,5082,71684,6337,57307,4403,102617,6573,111960,6701,116493,6630,65036,4726,32894,3417,32151,3707,25435,2859,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
