GEO_ID,B20017F_001E,B20017F_001M,B20017F_002E,B20017F_002M,B20017F_003E,B20017F_003M,B20017F_004E,B20017F_004M,B20017F_005E,B20017F_005M,B20017F_006E,B20017F_006M,B20017F_007E,B20017F_007M,NAME,B20017F_001EA,B20017F_001MA,B20017F_002MA,B20017F_002EA,B20017F_003MA,B20017F_003EA,B20017F_004MA,B20017F_004EA,B20017F_005MA,B20017F_005EA,B20017F_006EA,B20017F_006MA,B20017F_007MA,B20017F_007EA,state
0400000US01,17515,2859,17448,3767,20754,894,8461,2169,17789,4282,25977,1706,5955,2148,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,27473,5583,31739,5078,35095,10475,10455,23794,22841,6270,40499,16086,14118,10300,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,17911,1210,20315,1517,27645,2280,10238,1037,15494,1085,25790,1294,7795,1103,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,22199,1522,23342,1615,24801,1354,9292,1564,19801,3701,23820,1487,10559,3564,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,20585,296,22460,373,30328,380,11285,233,17328,388,27596,694,9041,354,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,20552,1319,23482,2018,32161,2419,11627,933,16398,1546,26882,2163,9234,1065,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,20462,1250,22244,2138,31943,1981,12378,1768,17730,2856,29535,2686,10282,1204,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,22096,2738,21007,2246,32414,7627,11853,1641,23776,3411,28370,3999,5786,3409,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,33530,3921,35776,2803,36521,9558,30804,21479,27765,8624,38578,3452,15184,7612,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,18802,802,19822,1081,25717,1276,10321,794,17446,1067,25165,1456,9209,1668,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,16916,634,17100,829,21670,896,11540,936,16514,964,25004,3298,7388,1244,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,29629,6826,30960,15051,41677,8230,8433,5441,24363,10419,36178,2600,8697,1354,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,17682,3429,19834,4531,27262,2362,7585,4137,11665,4014,19270,6353,6781,4255,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,21841,445,24274,956,30008,905,11643,989,18407,1256,26155,885,9550,932,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,20396,1222,21498,1246,26801,1498,10240,1842,17021,2058,23983,2880,9383,1134,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,21192,1551,22563,1624,28122,3753,9343,2507,15961,4836,24147,2285,10297,2275,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,19421,2430,22499,2513,30348,2040,9859,2381,15548,1232,23374,2225,7764,1675,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,16777,3171,15945,4446,19805,2865,9303,907,17764,3377,23244,2613,7208,4721,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,19727,2619,25101,7483,27433,7126,11224,1044,12066,6400,22473,9699,5572,3356,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,19303,8146,21897,6095,22494,7749,18826,22714,12326,6753,32004,48562,8636,9895,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,20653,1411,23152,2974,33943,3693,12103,1181,17445,2021,26978,2582,8973,2567,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,20930,1321,24477,2028,35455,1702,10310,1446,18059,1578,28395,2258,10470,1083,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,18174,1974,21685,2314,29468,2593,11388,1427,14910,2509,23763,2647,8077,1267,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,18422,1940,20964,2103,26227,2251,12246,1602,15964,1312,24766,2817,10428,2528,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,15942,1483,18350,5300,28203,8617,6495,3538,9994,5652,12608,6866,9420,6083,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,18004,2265,19566,2879,26053,1451,10279,3691,14655,2657,25323,2092,10845,1182,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,18794,1621,19185,2117,22023,71350,11925,8953,17419,3479,20007,2884,5920,9850,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,20893,4272,25685,1815,27786,3124,11531,5777,15086,5008,26095,7229,8724,4254,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,22688,1185,24666,1804,30717,1334,11894,2051,21091,1382,25656,1621,10534,1390,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,24362,10392,24038,17267,43482,41208,5667,3889,28221,18463,41347,14151,7235,10595,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,21765,646,23393,1519,30073,1332,10976,787,19482,1135,29905,1831,9970,691,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,21346,1426,24495,3230,30767,1193,10375,1643,18456,2931,26432,1340,7836,1320,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,20924,462,22220,661,27549,1219,10886,417,18696,927,27657,1162,9615,524,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,17032,927,18521,1077,23153,1590,11344,527,14084,2000,20886,1062,8440,1093,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,22500,12608,27465,5652,32450,17551,25448,8948,8294,1048,8071,1923,8485,819,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,20554,1591,21938,1759,30140,5235,9098,1893,17047,2960,29006,3553,6253,2472,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,20804,1036,22095,1208,27881,2375,13207,1668,15782,2124,24941,3775,6960,3061,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,16369,857,18992,2273,23689,1977,9315,2348,11703,1308,21440,3141,6376,1215,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,20262,1087,21733,1085,31779,3501,8739,2347,16682,1117,28862,3316,7617,1225,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,21414,2245,25664,5271,32802,3153,9978,4421,14227,4228,32161,7572,7679,4418,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,17822,1851,19173,1900,22204,2707,12051,1620,14628,2525,20089,6556,7320,3088,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
