GEO_ID,B06003_001E,B06003_001M,B06003_002E,B06003_002M,B06003_003E,B06003_003M,B06003_004E,B06003_004M,B06003_005E,B06003_005M,B06003_006E,B06003_006M,B06003_007E,B06003_007M,B06003_008E,B06003_008M,B06003_009E,B06003_009M,B06003_010E,B06003_010M,B06003_011E,B06003_011M,B06003_012E,B06003_012M,B06003_013E,B06003_013M,B06003_014E,B06003_014M,B06003_015E,B06003_015M,NAME,B06003_001EA,B06003_001MA,B06003_002EA,B06003_002MA,B06003_003MA,B06003_003EA,B06003_004MA,B06003_004EA,B06003_005EA,B06003_005MA,B06003_006EA,B06003_006MA,B06003_007EA,B06003_007MA,B06003_008MA,B06003_008EA,B06003_009MA,B06003_009EA,B06003_010EA,B06003_010MA,B06003_011EA,B06003_011MA,B06003_012EA,B06003_012MA,B06003_013EA,B06003_013MA,B06003_014MA,B06003_014EA,B06003_015EA,B06003_015MA,state
0400000US01,4802740,-555555555,2324413,5329,2478327,5329,3373202,20301,1621680,12289,1751522,13441,1228033,18885,599657,11460,628376,11694,38832,4074,18504,2722,20328,2837,162673,6965,84572,4633,78101,4717,Alabama,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,722718,-555555555,372916,1425,349802,1425,287822,6395,149726,4652,138096,3756,368212,6103,191954,4435,176258,3979,15081,2369,7746,1513,7335,1358,51603,4006,23490,2744,28113,2392,Alaska,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6482505,-555555555,3228514,4431,3253991,4431,2487999,29017,1266735,19112,1221264,17537,3043995,27189,1496427,16398,1547568,17754,78844,6191,39379,5152,39465,3853,871667,17750,425973,11425,445694,11514,Arizona,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2937979,-555555555,1447850,3826,1490129,3826,1799271,16869,884338,10518,914933,10148,992193,16515,486704,9173,505489,10220,17706,2120,9119,1638,8587,1595,128809,5642,67689,4456,61120,2940,Arkansas,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,37691912,-555555555,18750692,4823,18941220,4823,20466513,50583,10288793,33836,10177720,30023,6585658,40077,3277914,26122,3307744,23206,444684,13840,226294,8846,218390,10509,10195057,49934,4957691,29853,5237366,29126,California,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5116796,-555555555,2569136,4217,2547660,4217,2167926,23306,1085448,15270,1082478,13477,2382916,20086,1197017,13471,1185899,12090,71194,5482,39247,3621,31947,3444,494760,14421,247424,9117,247336,8631,Colorado,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3580709,-555555555,1743795,1891,1836914,1891,1987475,17407,983585,12410,1003890,10185,984640,15029,468526,9749,516114,10591,130271,7217,60932,4309,69339,4263,478323,13320,230752,7650,247571,7920,Connecticut,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,907135,-555555555,439918,939,467217,939,411676,9964,201207,5565,210469,6977,403052,11183,191939,6401,211113,7225,16045,2866,8656,1754,7389,1748,76362,5323,38116,2868,38246,3264,Delaware,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,617996,-555555555,292283,485,325713,485,236114,6986,110099,4522,126015,4084,287921,6818,137150,4430,150771,4102,10362,1724,4339,928,6023,1459,83599,5243,40695,3297,42904,3085,District of Columbia,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,19057542,-555555555,9321149,7263,9736393,7263,6772683,53422,3396084,33759,3376599,28718,7969073,47104,3881434,27615,4087639,30606,613159,20110,302299,13475,310860,12205,3702627,38369,1741332,21424,1961295,23697,Florida,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
