GEO_ID,C15002A_001E,C15002A_001M,C15002A_002E,C15002A_002M,C15002A_003E,C15002A_003M,C15002A_004E,C15002A_004M,C15002A_005E,C15002A_005M,C15002A_006E,C15002A_006M,C15002A_007E,C15002A_007M,C15002A_008E,C15002A_008M,C15002A_009E,C15002A_009M,C15002A_010E,C15002A_010M,C15002A_011E,C15002A_011M,NAME,C15002A_001MA,C15002A_001EA,C15002A_002EA,C15002A_002MA,C15002A_003MA,C15002A_003EA,C15002A_004EA,C15002A_004MA,C15002A_005EA,C15002A_005MA,C15002A_006MA,C15002A_006EA,C15002A_007EA,C15002A_007MA,C15002A_008MA,C15002A_008EA,C15002A_009EA,C15002A_009MA,C15002A_010EA,C15002A_010MA,C15002A_011EA,C15002A_011MA,state
0400000US01,2302745,5250,1107942,4260,186707,7760,326075,8005,310522,8171,284638,6632,1194803,3385,168394,6580,374713,7228,364553,7982,287143,6653,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,330656,1610,173473,1138,9606,1768,48941,3162,65252,3337,49674,3543,157183,949,6696,1132,36741,2528,60964,3471,52782,2796,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,3479150,12998,1694644,7866,224543,9896,400484,14505,570756,14017,498861,10436,1784506,6935,212446,7939,445184,12033,650633,13744,476243,9806,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1579291,4327,766037,2796,119510,5077,279478,7306,200077,7159,166972,5802,813254,3050,111887,5067,288402,8624,242816,8518,170149,5811,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,15932800,33668,7837929,19757,1315103,20498,1674759,25563,2357376,23166,2490691,25684,8094871,18807,1303506,15503,1713484,17812,2632243,22480,2445638,21005,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2937118,9004,1450372,5599,128086,5881,314994,7965,438860,9083,568432,9647,1486746,4804,109424,5421,329033,8003,482645,10457,565644,11140,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1983149,6043,943168,3713,87206,4799,262395,7275,225467,7978,368100,7458,1039981,3298,82822,4182,282482,7023,277536,6324,397141,8174,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,451421,2615,216551,1496,28540,2515,64079,3370,55035,3364,68897,2919,234870,1366,24344,2320,76648,3934,64073,3387,69805,3205,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,182764,2198,93702,1418,4398,1445,3712,943,7316,1312,78276,1841,89062,1214,3041,1039,2466,681,5640,1301,77915,1529,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,10605954,18219,5109308,10538,667860,13988,1517978,21711,1458771,20320,1464699,17423,5496646,11374,633682,12535,1708814,21238,1716155,24546,1437995,21708,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,4053177,10658,1976625,6458,289159,10576,568963,11402,504195,10593,614308,11033,2076552,6764,275170,10062,622146,14175,574170,12248,605066,13495,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,259407,1916,139283,1209,5588,1273,32401,2746,50001,3441,51293,3340,120124,1338,4841,1046,23466,2074,44462,2813,47355,2915,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,935297,4019,461283,2487,50001,3675,123638,5408,162084,5598,125560,5713,474014,2175,47535,3315,135581,5587,177602,5241,113296,5679,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,6443299,15360,3117818,9026,329778,8427,876037,12422,874935,15668,1037068,14300,3325481,8443,322996,7727,942226,11633,984014,12421,1076245,13861,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,3712557,5319,1796190,3617,218421,6683,657296,9815,493894,9271,426579,7638,1916367,2811,213368,7281,689203,10576,568634,10415,445162,10221,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,1901211,2912,920496,1846,85389,3300,321265,6164,278244,6342,235598,6536,980715,1712,74775,3939,315442,5531,331918,7149,258580,5660,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1626850,3887,787577,2388,72644,4094,230717,6166,239846,5910,244370,5958,839273,2207,70254,3334,225109,4989,282386,6118,261524,6112,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,2629153,3505,1265534,2440,227236,6738,455987,8574,316384,8035,265927,6901,1363619,2218,214100,6177,447219,9083,411696,8371,290604,7313,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1983459,5107,966036,3511,143072,5423,329026,6813,256139,7493,237799,6895,1017423,2622,126991,4921,352738,7673,284942,7797,252752,7587,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,911737,1093,436461,708,44302,2842,154003,4130,117267,3981,120889,3791,475276,891,34768,2718,152360,4670,148618,4073,139530,4106,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,2411388,7321,1159070,4363,108963,5613,291614,7592,279283,8721,479210,9347,1252318,3938,107511,4925,328235,7689,322657,7231,493915,7792,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,3752396,8019,1779274,4726,157907,5890,476987,9427,410091,10283,734289,12442,1973122,4341,159400,6420,502439,10182,515922,10262,795361,10363,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,5408770,4875,2621137,3266,275389,6625,812405,9276,827188,9477,706155,8176,2787633,2719,256497,7545,883790,11949,928231,12165,719115,9235,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,3177405,3964,1552218,2615,109012,3948,438847,8201,495862,9522,508497,7464,1625187,2051,89876,3876,429944,7433,559096,7865,546271,6471,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1217952,3720,590542,3016,101542,5427,176361,6114,177642,5953,134997,6216,627410,1695,80801,4018,191963,6179,211113,6946,143533,5890,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,3422691,4074,1653518,3037,195822,6733,532706,9377,470631,9402,454359,9070,1769173,2632,198463,5757,560587,8215,543481,9318,466642,9288,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,622267,1502,308856,900,23563,2333,98161,4231,96321,4319,90811,4131,313411,993,21508,2237,90339,3613,110453,4251,91111,3819,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1086889,3181,529112,1833,42061,2706,158275,4388,178794,4198,149982,4276,557777,2301,38006,2611,162543,4077,195686,4232,161542,4560,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1350618,8426,685449,5162,95080,5941,205565,7741,225576,7989,159228,7584,665169,4652,91808,5781,192770,7878,224107,7782,156484,7561,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,871404,1503,423026,860,40077,2925,130489,4449,116130,4498,136330,4018,448378,1039,32153,2703,129292,3838,136776,4879,150157,4053,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,4303265,12711,2049409,7126,204991,6881,592022,13076,479401,9866,772995,11344,2253856,7672,223153,7478,716216,10774,537719,9129,776768,10401,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,1018476,8300,494220,5031,75272,3731,123841,5787,145508,5804,149599,5655,524256,4924,69684,4147,129200,5553,173197,6655,152175,4895,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,8977998,18735,4306822,10380,463455,11286,1192024,17405,1074136,14212,1577207,13868,4671176,11276,473352,9744,1300987,15205,1186508,13304,1710329,14550,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
