GEO_ID,C25095_001E,C25095_001M,C25095_002E,C25095_002M,C25095_003E,C25095_003M,C25095_004E,C25095_004M,C25095_005E,C25095_005M,C25095_006E,C25095_006M,C25095_007E,C25095_007M,C25095_008E,C25095_008M,C25095_009E,C25095_009M,C25095_010E,C25095_010M,C25095_011E,C25095_011M,C25095_012E,C25095_012M,C25095_013E,C25095_013M,C25095_014E,C25095_014M,C25095_015E,C25095_015M,C25095_016E,C25095_016M,C25095_017E,C25095_017M,C25095_018E,C25095_018M,C25095_019E,C25095_019M,C25095_020E,C25095_020M,C25095_021E,C25095_021M,C25095_022E,C25095_022M,C25095_023E,C25095_023M,C25095_024E,C25095_024M,C25095_025E,C25095_025M,C25095_026E,C25095_026M,C25095_027E,C25095_027M,C25095_028E,C25095_028M,C25095_029E,C25095_029M,NAME,C25095_001EA,C25095_001MA,C25095_002MA,C25095_002EA,C25095_003EA,C25095_003MA,C25095_004MA,C25095_004EA,C25095_005EA,C25095_005MA,C25095_006EA,C25095_006MA,C25095_007MA,C25095_007EA,C25095_008EA,C25095_008MA,C25095_009MA,C25095_009EA,C25095_010EA,C25095_010MA,C25095_011MA,C25095_011EA,C25095_012MA,C25095_012EA,C25095_013EA,C25095_013MA,C25095_014EA,C25095_014MA,C25095_015EA,C25095_015MA,C25095_016EA,C25095_016MA,C25095_017MA,C25095_017EA,C25095_018MA,C25095_018EA,C25095_019EA,C25095_019MA,C25095_020EA,C25095_020MA,C25095_021EA,C25095_021MA,C25095_022MA,C25095_022EA,C25095_023MA,C25095_023EA,C25095_024EA,C25095_024MA,C25095_025EA,C25095_025MA,C25095_026MA,C25095_026EA,C25095_027MA,C25095_027EA,C25095_028MA,C25095_028EA,C25095_029MA,C25095_029EA,state
0400000US01,1289217,12212,74638,4162,6337,1185,57050,3776,11251,1508,140432,6455,59948,3794,80484,4677,0,190,214456,7612,130400,5517,84056,4982,0,190,190639,6312,140911,5735,49728,3580,0,190,250434,6477,220149,6584,30285,2738,0,190,169628,5903,158262,5827,11366,1926,0,190,248990,7411,242463,7402,6527,1399,0,190,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,162312,3867,4172,921,377,185,3615,891,180,94,7015,1173,2199,679,4816,991,0,149,13879,1628,8090,1337,5789,932,0,149,15629,1946,8575,1165,7054,1528,0,149,31780,2584,20955,1878,10825,1808,0,149,27526,2337,21931,1962,5595,1314,0,149,62311,3444,58922,3188,3389,945,0,149,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1501528,15067,75027,5602,7309,1246,48903,4114,18815,2993,124017,6128,41174,3163,82843,5218,0,229,228752,9085,110413,5744,118339,7408,0,229,222001,9275,127835,7019,94166,6004,0,229,296547,9875,224613,9298,71934,5257,0,229,200667,8373,175048,7766,25619,3254,0,229,354517,9007,334366,8383,20151,3030,0,229,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,750984,9249,40639,3062,4434,904,28399,2413,7806,1448,87926,4204,43812,3341,44114,2794,0,192,127820,4795,85383,3479,42437,3432,0,192,121305,4684,97352,4169,23953,2198,0,192,151472,5475,138177,5720,13295,1644,0,192,94466,4281,91615,4277,2851,821,0,192,127356,4838,125703,4938,1653,549,0,192,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,6843369,25886,218147,7251,8857,1247,147865,5708,61425,3980,406750,10169,114976,5572,291774,8338,0,208,718301,13628,287009,7894,431292,10324,0,208,752165,13855,322121,7419,430044,10826,0,208,1175938,17928,589825,11872,586113,13241,0,208,964052,16013,587804,10777,376248,10636,0,208,2608016,20559,2124963,19210,483053,11883,0,208,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1271804,10881,42399,3017,1941,620,31386,2722,9072,1731,72568,4070,21800,2225,50768,3505,0,201,140634,4680,62952,3516,77682,4214,0,201,158065,6621,77978,4019,80087,5602,0,201,252835,8431,171782,7251,81053,4351,0,201,189051,6391,160557,5929,28494,3658,0,201,416252,8934,394043,8706,22209,2859,0,201,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,911059,6941,22254,1950,41,67,16942,1812,5271,1096,40678,3026,2694,551,37984,2885,0,198,82095,4590,18345,1606,63750,4038,0,198,90027,4199,35678,2811,54349,3105,0,198,152856,4574,80313,3578,72543,4117,0,198,142767,5398,99033,4752,43734,3354,0,198,380382,7087,340637,6519,39745,2472,0,198,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,238560,4816,7076,1223,304,281,5687,1144,1085,460,14171,1707,4634,1045,9537,1385,0,192,26532,2050,12238,1400,14294,1688,0,192,30647,2356,16524,1740,14123,1648,0,192,47437,3228,33111,3085,14326,1509,0,192,39456,3334,32849,3093,6607,1362,0,192,73241,3702,70815,3586,2426,566,0,192,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,110625,3425,3163,765,0,200,2555,697,608,308,3905,658,889,321,3016,589,0,200,7652,1324,2398,557,5254,1266,0,200,8987,1422,3297,666,5690,1179,0,200,15861,1795,8190,1281,7671,1313,0,200,13532,1730,9475,1423,4057,944,0,200,57525,2398,51873,2321,5652,969,0,200,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4741169,31771,249106,9237,13883,1631,174185,7504,61038,5224,466413,13505,137343,7127,329070,10486,0,238,781433,15330,358197,10702,423236,11901,0,238,699000,15245,399874,11428,299126,10930,0,238,926299,19755,646890,16420,279409,9900,0,238,596393,14921,488906,14360,107487,6119,0,238,1022525,15609,943860,15009,78665,5211,0,238,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2256703,18001,110984,5723,7089,1115,76294,4819,27601,3761,195291,7166,68460,3949,126831,5577,0,225,317332,8261,149080,6220,168252,6658,0,225,310342,11061,184190,7812,126152,7387,0,225,457492,11555,348497,9613,108995,5934,0,225,306538,8212,269100,8178,37438,3946,0,225,558724,11836,532825,11546,25899,2972,0,225,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,254700,5244,5895,1022,301,194,3851,784,1743,683,11730,1705,3063,603,8667,1520,0,187,22954,1874,11531,1173,11423,1568,0,187,28616,2641,14626,1825,13990,1782,0,187,47884,3329,23636,2391,24248,2694,0,187,41020,2738,25075,2342,15945,1703,0,187,96601,4390,80744,4068,15857,2161,0,187,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,398816,6649,15671,2038,1689,497,11514,1754,2468,702,34736,2865,15387,1764,19349,2369,0,195,65353,4327,34881,3097,30472,2639,0,195,69173,4166,44274,3546,24899,2803,0,195,87576,4441,70140,4035,17436,2386,0,195,54919,3645,51072,3612,3847,1023,0,195,71388,4586,68074,4411,3314,978,0,195,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3190282,18062,102087,4086,2923,696,78172,3813,20992,2196,214168,6076,55265,2672,158903,5752,0,189,398844,8747,175089,4650,223755,7972,0,189,402445,10961,226164,7400,176281,8381,0,189,645607,11304,431879,9327,213728,7221,0,189,473467,10777,377348,9210,96119,5544,0,189,953664,12588,882029,11707,71635,4246,0,189,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1720062,14287,57675,3859,2589,604,42419,3111,12667,2045,142618,5313,52642,2779,89976,4725,0,190,264102,8030,155725,5906,108377,6221,0,190,259873,7847,190379,6538,69494,4272,0,190,386653,9128,338148,8598,48505,3490,0,190,260106,7668,246704,7434,13402,2115,0,190,349035,9395,343494,9258,5541,1177,0,190,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,880368,8898,23347,1849,1359,466,18483,1534,3505,782,63922,3216,26664,1817,37258,2656,0,155,130413,4581,81591,3214,48822,3315,0,155,132744,4177,100984,3385,31760,2444,0,155,201080,5268,179305,5130,21775,2160,0,155,138572,4757,132979,4651,5593,1091,0,155,190290,4691,187037,4599,3253,925,0,155,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,747079,8180,22448,1743,1706,413,16588,1473,4154,868,56622,2975,21908,1802,34714,2624,0,168,103821,4115,62360,3100,41461,2798,0,168,110249,4629,78538,3385,31711,2805,0,168,159739,5482,135371,5201,24368,2267,0,168,117287,4801,109694,4888,7593,1183,0,168,176913,4860,171778,4886,5135,1002,0,168,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
