GEO_ID,B17011_001E,B17011_001M,B17011_002E,B17011_002M,B17011_003E,B17011_003M,B17011_004E,B17011_004M,B17011_005E,B17011_005M,NAME,B17011_001EA,B17011_001MA,B17011_002MA,B17011_002EA,B17011_003MA,B17011_003EA,B17011_004EA,B17011_004MA,B17011_005EA,B17011_005MA,state
0400000US01,1610805300,73314576,450904800,38510156,1159900500,68889426,123962700,19218045,1035937800,68292419,Alabama,null,null,null,null,null,null,null,null,null,null,01
0400000US02,119299200,19503404,37155700,9146952,82143500,17542785,25304300,10923812,56839200,13928724,Alaska,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2170543400,110664877,771621100,65552187,1398922300,98497544,293188900,45352610,1105733400,82123699,Arizona,null,null,null,null,null,null,null,null,null,null,04
0400000US05,978540700,54398975,340634400,35004080,637906300,50609620,92313000,19306583,545593300,45448687,Arkansas,null,null,null,null,null,null,null,null,null,null,05
0400000US06,9947561000,179099229,4074833900,141310781,5872727000,168695448,1127971200,81836712,4744755800,152244814,California,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1091342300,64333198,401529300,45697346,689813000,53698185,121336400,21834559,568476600,49681727,Colorado,null,null,null,null,null,null,null,null,null,null,08
0400000US09,648049400,50462562,145779000,19889101,502270400,44561278,48908000,14091976,453362500,40507137,Connecticut,null,null,null,null,null,null,null,null,null,null,09
0400000US10,171302600,23365538,37960400,11503991,133342200,21708532,16469400,7980691,116872900,19966325,Delaware,null,null,null,null,null,null,null,null,null,null,10
0400000US11,179230700,25807668,17083400,8227862,162147300,25501586,21174000,10832180,140973300,23198047,District of Columbia,null,null,null,null,null,null,null,null,null,null,11
0400000US12,5063209700,164600519,1880423200,99051488,3182786500,131536333,564286600,53065328,2618499900,110628586,Florida,null,null,null,null,null,null,null,null,null,null,12
0400000US13,3263955300,116577337,1041116000,80836533,2222839400,97981607,304704500,33627926,1918134900,86090470,Georgia,null,null,null,null,null,null,null,null,null,null,13
