GEO_ID,C12002A_001E,C12002A_001M,C12002A_002E,C12002A_002M,C12002A_003E,C12002A_003M,C12002A_004E,C12002A_004M,C12002A_005E,C12002A_005M,C12002A_006E,C12002A_006M,NAME,C12002A_001MA,C12002A_001EA,C12002A_002EA,C12002A_002MA,C12002A_003EA,C12002A_003MA,C12002A_004MA,C12002A_004EA,C12002A_005MA,C12002A_005EA,C12002A_006MA,C12002A_006EA,state
0400000US01,2732335,6385,613438,10758,1526275,19920,51821,5008,198840,6049,341961,12350,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,395136,1843,107979,4831,213760,6370,7112,1801,14593,1483,51692,4073,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,4158961,15795,1216143,18335,2062840,26500,76427,6388,252945,8971,550606,16274,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1873029,5152,411239,8852,1037526,14497,35932,3467,132354,4954,255978,8578,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,19245452,45258,6484210,36734,9145610,55711,426894,13477,1092589,12056,2096149,24559,California,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3505438,11966,1036909,13784,1823694,22624,52740,4583,168202,5635,423893,12123,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2330059,7740,696894,10804,1194455,16838,28372,3273,155239,5586,255099,8311,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,534251,3116,157725,4892,268351,6620,8267,1595,38337,2570,61571,3879,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,223543,2761,129387,4053,71765,3887,2226,910,5148,994,15017,2052,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,12323382,23036,3354829,32580,6064251,40701,280868,11154,971717,17368,1651717,24918,Florida,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,4840817,13496,1251916,18499,2635078,27937,91290,6912,300560,8125,561973,16880,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,300574,2533,79391,4174,163903,5472,4096,1317,13481,1699,39703,2935,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1141018,4399,288054,7941,639259,12550,13880,2135,56986,3988,142839,7140,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,7648592,19498,2310260,18359,3955697,26746,103218,5434,492424,8217,786993,15140,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,4469198,6251,1234644,13099,2327988,23666,59883,3912,281357,7447,565326,14147,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2282561,3387,618226,9061,1231403,13326,27228,2870,154185,4792,251519,7953,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1962121,4667,520010,7888,1064809,11471,25043,2709,121477,3999,230782,7100,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,3132500,4303,797912,11175,1631742,21333,68858,4743,216373,6093,417615,12562,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,2357641,5223,633715,10110,1229354,15407,47642,4128,165122,4707,281808,9776,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1064798,1084,287391,6665,550226,11927,12291,2018,68928,2900,145962,7249,Maine,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,2843468,8928,823965,10693,1485281,14975,57966,4432,180905,5859,295351,9067,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,4457988,9531,1478376,17480,2169779,24028,71952,4182,294053,7892,443828,11202,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,6462484,6529,1839266,13743,3371428,21716,74755,4211,422417,7764,754618,12424,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,3756889,5070,1097897,11255,2038185,15736,34812,2777,210873,4725,375122,9313,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1446529,3518,341846,8073,788894,13074,29159,3826,109039,4587,177591,8115,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,4081342,5292,1068627,14184,2180997,21173,65954,4433,270286,6417,495478,10688,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,739080,1880,194866,6058,393612,8735,8736,1469,47593,2289,94273,5072,Montana,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1307388,3980,356134,7177,717832,9774,14214,1855,78921,2844,140287,5848,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1584756,11138,460407,11416,765591,16836,38217,5051,84849,4696,235692,10940,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1037020,1821,289044,5926,555482,10170,12589,2011,56387,3367,123518,5863,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,5038822,15866,1512249,18464,2615572,27249,85831,5322,367320,7395,457850,12942,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,1210144,10389,344736,9489,601230,13253,20237,2332,74037,4110,169904,7471,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,10633189,22673,3523255,26577,5180747,34182,220674,6860,737816,12208,970697,15060,New York,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,5562582,12026,1400199,18644,3064324,31219,152691,8808,359516,9976,585852,14450,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,509763,956,146976,4552,278008,6831,3435,882,33103,1970,48241,3495,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,7861605,5426,2192301,15761,4053474,28952,126235,5688,534716,7800,954879,18578,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,2291287,4456,529517,8648,1259576,13074,41714,3223,159953,5164,300527,8441,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,2726907,8411,768185,13398,1391262,17606,43492,4171,156044,5257,367924,11264,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,8788821,8261,2621226,18839,4496143,29029,168141,5780,666280,9813,837031,16639,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,730529,4523,237951,6946,342739,9175,11338,1638,51904,3022,86597,5495,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,2596176,6566,635682,13782,1437296,19825,68108,6272,180070,6356,275020,11686,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,577413,1804,157356,5165,318866,8069,5736,1135,36478,2141,58977,4024,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,4106856,5935,992617,13082,2209571,21644,74632,5068,286260,8169,543776,13015,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,14974708,31450,4290509,35065,7823358,45364,361825,14097,824740,14191,1674276,24199,Texas,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,1844100,6887,513770,10666,1057175,13983,26983,3581,69251,3619,176921,5996,Utah,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,502291,876,150620,4241,258840,6388,5538,906,26571,1802,60722,3584,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,4645806,10279,1268904,15872,2524102,24698,102940,5989,273053,6715,476807,10879,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,4435491,10826,1240836,15930,2297960,21966,68670,4650,239569,7794,588456,13086,Washington,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1451724,1911,384849,8582,731659,12164,27821,2518,118985,4839,188410,6790,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,4104192,5497,1167880,13121,2208680,19129,40557,3219,252077,5121,434998,10457,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,416247,1763,111382,4840,224780,6623,5246,1290,21605,1703,53234,3892,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,2067134,17780,736756,13715,834456,15522,66048,4216,152505,5629,277369,8925,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,72
