GEO_ID,C12002G_001E,C12002G_001M,C12002G_002E,C12002G_002M,C12002G_003E,C12002G_003M,C12002G_004E,C12002G_004M,C12002G_005E,C12002G_005M,C12002G_006E,C12002G_006M,NAME,C12002G_001MA,C12002G_001EA,C12002G_002MA,C12002G_002EA,C12002G_003MA,C12002G_003EA,C12002G_004EA,C12002G_004MA,C12002G_005EA,C12002G_005MA,C12002G_006MA,C12002G_006EA,state
0400000US01,39020,3376,14281,2031,15206,1925,1070,496,2523,705,5940,1381,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,32224,3082,16237,2129,9539,1626,891,464,607,316,4950,1075,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,111199,8194,55633,5036,36777,4187,2121,941,4207,1546,12461,2397,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,35130,3663,13299,2367,14604,2164,1209,575,2111,704,3907,1000,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,999307,24855,500045,16458,354438,11972,22445,2265,28348,2593,94031,5672,California,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,103022,5997,46603,3968,38670,3277,2247,888,2895,831,12607,2185,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,53714,4265,28941,3002,16247,1862,1988,813,2267,766,4271,964,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,12519,2082,7183,1469,4250,1239,348,389,222,225,516,297,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,9341,1397,5765,1329,2288,640,303,259,400,234,585,331,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,257123,12753,117020,7501,94220,6887,7120,1576,8645,1684,30118,3041,Florida,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,102330,7060,50689,4545,35654,4832,2806,937,3426,1072,9755,1994,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,223426,9865,105569,6138,87125,5611,3493,787,8605,1460,18634,2335,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,22154,2804,9235,2009,8917,1932,317,236,883,565,2802,763,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,150059,8288,79535,6142,49542,3747,3520,1404,4738,1142,12724,1675,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,77623,4810,41441,3517,23327,3066,1755,661,1895,677,9205,1311,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,30274,2857,17501,2052,8680,1730,821,472,479,215,2793,650,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,54309,4408,28025,3142,18078,2291,593,370,1663,542,5950,1015,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,38631,3575,19974,2295,10970,1809,1396,676,1972,746,4319,1123,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,45888,3825,22413,2682,13816,1931,1241,495,2115,649,6303,1292,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,13297,1969,6134,1279,4102,1003,442,390,557,290,2062,633,Maine,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,85965,5599,40695,3546,33620,3972,2524,1002,2239,715,6887,1348,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,111131,8505,59268,5560,35699,3947,4094,1147,3446,786,8624,1594,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,144740,7066,73287,5188,49570,3817,2588,889,5259,874,14036,1838,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,69540,5153,40233,3847,20553,1866,755,469,1571,484,6428,1159,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,16494,2556,7260,1682,5401,1148,354,238,994,441,2485,1070,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,84402,4919,40197,3773,29899,3084,1937,853,3308,1018,9061,1584,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,14722,2036,7277,1690,4929,1134,158,155,635,346,1723,537,Montana,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,20074,2757,9535,1917,6015,1194,823,457,864,479,2837,768,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,63400,6349,32920,4161,19291,3700,1812,745,1654,517,7723,1376,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,12761,1485,3849,777,6254,1278,458,339,807,488,1393,489,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,134808,9205,61110,5367,52676,4168,4237,1168,3618,836,13167,1895,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,38950,3185,17199,2113,14170,1837,1474,633,1319,484,4788,1197,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,340504,11348,177023,8719,109689,6964,12036,1984,12078,1487,29678,2664,New York,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,107118,8112,53192,5139,33994,3433,4020,1790,4684,1388,11228,2291,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,6246,1066,2948,745,2624,767,141,126,32,45,501,260,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,132680,6523,69837,4674,39293,3783,3366,1040,5313,1156,14871,1925,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,191669,6147,69605,4009,79068,3316,6514,1374,9099,1050,27383,2149,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,88513,5644,42564,3910,29364,3332,2559,962,2433,905,11593,1768,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,126733,6480,68681,4256,36459,3141,4597,940,4402,802,12594,2011,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,18203,3063,10655,2100,5129,1354,391,333,563,329,1465,648,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,43322,4574,22074,3497,14534,2416,1645,1002,1896,606,3173,779,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,12079,1915,6976,1467,3240,945,118,148,383,359,1362,651,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,67508,5645,30585,3871,21647,2566,1542,685,2612,810,11122,2073,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,351892,12545,147982,9102,141667,7070,9100,1573,12858,1713,40285,4864,Texas,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,36061,4420,16208,2747,14219,2100,701,406,1000,529,3933,1234,Utah,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,8995,1302,3982,784,3582,868,34,72,259,210,1138,431,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,142216,8768,70734,5459,50385,5520,4269,1131,4123,1098,12705,2328,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,51
