GEO_ID,C12002H_001E,C12002H_001M,C12002H_002E,C12002H_002M,C12002H_003E,C12002H_003M,C12002H_004E,C12002H_004M,C12002H_005E,C12002H_005M,C12002H_006E,C12002H_006M,NAME,C12002H_001MA,C12002H_001EA,C12002H_002MA,C12002H_002EA,C12002H_003EA,C12002H_003MA,C12002H_004EA,C12002H_004MA,C12002H_005EA,C12002H_005MA,C12002H_006MA,C12002H_006EA,state
0400000US44,686203,1606,217658,6176,325762,8933,9186,1561,51165,2962,82432,5063,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,2498194,1731,596498,13231,1390968,18445,64143,6138,177678,6214,268907,11565,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,569083,1055,153312,5173,316076,7930,5284,1062,36388,2145,58023,4033,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,3996596,1328,950711,12719,2155924,20467,70914,4784,283337,8032,535710,13215,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,9571384,4372,2335329,22514,5253367,36197,153719,8784,618983,12897,1209986,19982,Texas,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,1690565,1572,457938,9393,978370,12946,22197,3197,66386,3412,165674,5727,Utah,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,496972,488,148231,4110,256508,6233,5382,911,26552,1800,60299,3514,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,4353010,2254,1152866,14255,2385328,21133,92011,5768,266391,6730,456414,10491,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,4139025,2183,1116646,13523,2166215,20088,60066,4458,233152,7669,562946,12853,Washington,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1440641,1633,379371,8190,727659,12005,27356,2490,118481,4843,187774,6762,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,3946740,1598,1099185,12491,2141676,18104,36068,2991,248351,5237,421460,10240,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,397572,287,105225,4497,215474,6363,4627,1097,20817,1650,51429,3951,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,23867,3082,7980,1697,11235,2084,200,250,1313,491,3139,849,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,72
