GEO_ID,B10060_001E,B10060_001M,B10060_002E,B10060_002M,B10060_003E,B10060_003M,B10060_004E,B10060_004M,B10060_005E,B10060_005M,B10060_006E,B10060_006M,B10060_007E,B10060_007M,B10060_008E,B10060_008M,B10060_009E,B10060_009M,B10060_010E,B10060_010M,B10060_011E,B10060_011M,B10060_012E,B10060_012M,B10060_013E,B10060_013M,B10060_014E,B10060_014M,B10060_015E,B10060_015M,B10060_016E,B10060_016M,NAME,B10060_001MA,B10060_001EA,B10060_002EA,B10060_002MA,B10060_003MA,B10060_003EA,B10060_004MA,B10060_004EA,B10060_005MA,B10060_005EA,B10060_006MA,B10060_006EA,B10060_007EA,B10060_007MA,B10060_008EA,B10060_008MA,B10060_009EA,B10060_009MA,B10060_010EA,B10060_010MA,B10060_011MA,B10060_011EA,B10060_012MA,B10060_012EA,B10060_013EA,B10060_013MA,B10060_014EA,B10060_014MA,B10060_015EA,B10060_015MA,B10060_016EA,B10060_016MA,state
0400000US01,119988,5433,91482,5341,49325,3484,31329,2980,17996,2227,42157,4000,7344,1430,2976,971,2309,901,667,403,4368,1311,21162,2729,14345,2378,11344,2180,3001,935,6817,1346,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,15076,1951,12429,1830,4764,802,2686,720,2078,521,7665,1578,1839,764,885,541,574,349,311,294,954,485,808,477,368,348,0,149,368,348,440,368,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,166960,9274,136609,8689,48669,4241,32386,3492,16283,2500,87940,7441,11071,2431,5167,1548,4158,1414,1009,610,5904,1659,19280,3532,10187,2475,5959,1605,4228,1657,9093,2107,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,66271,5143,49023,5134,25585,3104,16791,2461,8794,1587,23438,3841,4589,1206,2348,897,1993,856,355,249,2241,983,12659,1947,8459,1524,5178,1138,3281,875,4200,1141,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,1116265,21393,915741,18810,249646,11185,157831,8719,91815,5452,666095,16229,169378,9686,54521,5402,40627,4591,13894,2264,114857,7818,31146,4109,12207,2460,6993,2045,5214,1349,18939,3011,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,92500,6540,77709,5822,29366,3512,19578,2788,9788,2046,48343,4472,9057,2359,4099,1436,3397,1295,702,577,4958,1839,5734,1585,3724,1196,2680,964,1044,617,2010,766,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,62737,4835,46176,3911,14797,2401,8958,1617,5839,1524,31379,3394,16337,2173,6591,1530,4497,1377,2094,725,9746,1723,224,227,56,94,56,94,0,198,168,205,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,22515,2980,20438,2869,7385,1590,4697,1169,2688,778,13053,2215,715,382,197,163,47,82,150,142,518,354,1362,576,798,468,527,350,271,261,564,421,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,10592,1468,7598,1310,3078,874,1862,693,1216,522,4520,1072,2994,1039,1106,581,835,515,271,222,1888,870,0,200,0,200,0,200,0,200,0,200,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,450326,17452,359220,17699,125299,7969,78334,6543,46965,4444,233921,14812,54423,5341,22798,3420,13937,2269,8861,2424,31625,4379,36683,4786,16853,3519,11803,3134,5050,1561,19830,4170,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
