GEO_ID,C08101_001E,C08101_001M,C08101_002E,C08101_002M,C08101_003E,C08101_003M,C08101_004E,C08101_004M,C08101_005E,C08101_005M,C08101_006E,C08101_006M,C08101_007E,C08101_007M,C08101_008E,C08101_008M,C08101_009E,C08101_009M,C08101_010E,C08101_010M,C08101_011E,C08101_011M,C08101_012E,C08101_012M,C08101_013E,C08101_013M,C08101_014E,C08101_014M,C08101_015E,C08101_015M,C08101_016E,C08101_016M,C08101_017E,C08101_017M,C08101_018E,C08101_018M,C08101_019E,C08101_019M,C08101_020E,C08101_020M,C08101_021E,C08101_021M,C08101_022E,C08101_022M,C08101_023E,C08101_023M,C08101_024E,C08101_024M,C08101_025E,C08101_025M,C08101_026E,C08101_026M,C08101_027E,C08101_027M,C08101_028E,C08101_028M,C08101_029E,C08101_029M,C08101_030E,C08101_030M,C08101_031E,C08101_031M,C08101_032E,C08101_032M,C08101_033E,C08101_033M,C08101_034E,C08101_034M,C08101_035E,C08101_035M,C08101_036E,C08101_036M,C08101_037E,C08101_037M,C08101_038E,C08101_038M,C08101_039E,C08101_039M,C08101_040E,C08101_040M,C08101_041E,C08101_041M,C08101_042E,C08101_042M,NAME,C08101_001MA,C08101_001EA,C08101_002EA,C08101_002MA,C08101_003EA,C08101_003MA,C08101_004MA,C08101_004EA,C08101_005EA,C08101_005MA,C08101_006MA,C08101_006EA,C08101_007EA,C08101_007MA,C08101_008EA,C08101_008MA,C08101_009MA,C08101_009EA,C08101_010EA,C08101_010MA,C08101_011EA,C08101_011MA,C08101_012MA,C08101_012EA,C08101_013EA,C08101_013MA,C08101_014EA,C08101_014MA,C08101_015MA,C08101_015EA,C08101_016EA,C08101_016MA,C08101_017MA,C08101_017EA,C08101_018EA,C08101_018MA,C08101_019EA,C08101_019MA,C08101_020EA,C08101_020MA,C08101_021EA,C08101_021MA,C08101_022MA,C08101_022EA,C08101_023MA,C08101_023EA,C08101_024EA,C08101_024MA,C08101_025EA,C08101_025MA,C08101_026MA,C08101_026EA,C08101_027EA,C08101_027MA,C08101_028MA,C08101_028EA,C08101_029EA,C08101_029MA,C08101_030EA,C08101_030MA,C08101_031MA,C08101_031EA,C08101_032EA,C08101_032MA,C08101_033MA,C08101_033EA,C08101_034MA,C08101_034EA,C08101_035EA,C08101_035MA,C08101_036EA,C08101_036MA,C08101_037MA,C08101_037EA,C08101_038EA,C08101_038MA,C08101_039MA,C08101_039EA,C08101_040EA,C08101_040MA,C08101_041EA,C08101_041MA,C08101_042MA,C08101_042EA,state
0400000US01,1953274,17253,57716,3757,191046,5819,847816,9370,458172,6470,184950,6156,213574,7153,1657419,17029,45572,3183,156777,5673,714337,10629,396840,6347,161305,5631,182588,6673,194044,9491,7589,1496,23123,2485,95038,6612,39028,3332,14310,1860,14956,1942,9329,1497,529,319,1701,653,3540,914,1869,637,956,508,734,350,41356,3435,3361,753,6951,1455,15770,2434,7829,1420,2971,854,4474,940,51126,4304,665,418,2494,715,19131,2905,12606,2112,5408,1034,10822,1449,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,348777,5794,12477,1423,40901,2300,148363,3476,79372,2930,35434,2841,32230,2258,237947,6151,6560,1100,25977,2528,103072,4444,55776,3256,24812,2710,21750,1992,43244,3560,3131,1003,6014,1308,19632,2839,8562,1559,3321,870,2584,639,6474,1704,380,289,1147,680,2709,852,886,587,1038,589,314,217,44237,2394,1910,418,6131,861,17161,1833,10861,1360,4319,949,3855,747,16875,2033,496,385,1632,676,5789,1312,3287,748,1944,676,3727,938,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2650164,18238,90342,6080,269762,7435,1183521,10642,583133,7980,242090,8155,281316,9046,2009959,20339,56959,5285,195923,7863,907597,13577,444785,8449,185094,6836,219601,7662,308658,11901,16579,3416,36713,3400,142847,8568,69018,4661,22817,2758,20684,2631,52557,4841,2534,1126,8632,2038,23948,3033,9135,1671,4959,993,3349,1085,133208,8681,10713,2431,21644,3332,56734,5516,24115,2838,11026,2062,8976,1546,145782,8522,3557,1183,6850,1628,52395,5465,36080,3256,18194,2520,28706,3887,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1215837,12175,38591,3114,127289,4853,525655,8383,271988,5380,118175,4766,134139,4852,1006040,12866,27784,2844,102208,5063,435323,9318,228635,5695,98409,4487,113681,4577,125188,7263,5483,1273,16008,2628,57673,5216,25401,2855,11493,2038,9130,1392,5271,1187,25,42,588,412,2585,976,996,400,590,426,487,292,38769,4122,4157,876,6571,1600,13938,2676,6936,1255,2664,1168,4503,1270,40569,3617,1142,550,1914,666,16136,2564,10020,1646,5019,1173,6338,1216,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,16047067,39617,404743,9382,1609376,14549,7399336,25502,3646070,19766,1423330,16129,1564212,19231,11754858,46377,244732,7814,1114993,13882,5450186,33116,2734851,22131,1067636,15870,1142460,17196,1780802,26860,64537,4062,203292,8543,862237,19876,385841,10765,135965,5239,128930,6207,827736,16053,29280,2672,108460,6065,402832,12876,155551,6812,60144,3880,71469,4454,826319,17204,51471,4080,140041,7115,370449,14214,143868,5565,58620,4107,61870,3496,857352,17561,14723,1983,42590,3928,313632,11397,225959,8017,100965,5009,159483,6605,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2477748,12566,83109,4640,242270,6267,1112423,8950,551395,6784,240676,6994,247875,8379,1869617,13390,52006,3618,171390,6871,846782,10328,425636,7092,187525,6513,186278,6708,241770,7994,12992,2329,29561,3521,120829,6032,48387,3818,15238,1770,14763,2309,77042,4988,4717,1311,11535,1892,33091,2994,15226,1935,6308,1536,6165,1333,134365,6991,11284,1729,25398,3293,54662,4801,21054,1995,10099,1738,11868,1721,154954,7327,2110,693,4386,1304,57059,4550,41092,4030,21506,2754,28801,2864,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1711088,11556,61967,3884,139286,4119,676528,7632,441762,4177,175313,4770,216232,6006,1336932,12437,35853,3194,99050,4360,528467,8745,354292,4706,142951,4877,176319,5584,148783,8231,12377,1714,15179,2809,62547,4996,33589,2605,13481,1985,11610,1629,80026,4791,3038,739,7760,1495,37855,3584,18169,1952,6248,1308,6956,1380,72912,5160,8960,1511,14005,1836,27670,3009,12064,1775,4449,875,5764,1117,72435,4059,1739,662,3292,858,19989,2238,23648,2230,8184,1270,15583,1731,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,415063,5667,12170,1349,39960,2269,171087,3582,100581,2741,39883,2456,51382,3625,336725,7468,8846,1396,30458,2252,135986,4435,84894,2801,33353,2246,43188,3476,36871,3571,2247,718,5115,1227,17805,2675,6139,1343,2449,804,3116,961,13588,2199,190,235,1638,687,6642,1730,3498,1228,1042,423,578,265,12856,1904,818,457,2173,780,4916,1503,2400,800,1723,724,826,326,15023,1984,69,82,576,387,5738,1147,3650,978,1316,436,3674,1093,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,306801,5723,4606,1025,30394,2456,167529,3914,51450,2435,20282,1873,32540,2098,101621,4559,974,521,5360,1197,50351,3143,20911,1956,8912,1636,15113,1805,19792,2593,191,178,1134,545,10636,1570,3832,1270,1672,602,2327,705,121460,5348,2099,776,15465,1745,69322,4219,18784,2193,6052,1139,9738,1381,49228,3749,1136,735,7250,1518,30731,2880,5077,1222,1922,564,3112,807,14700,2159,206,189,1185,671,6489,1451,2846,773,1724,777,2250,650,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7991880,34064,217258,8227,734235,12352,3383508,18649,1924077,16398,773843,15714,958959,14501,6370889,38977,148273,7677,557056,12220,2699998,20951,1557947,16059,639262,14676,768353,13188,791693,21826,35660,4915,89806,6906,362899,15171,174065,9797,57140,5089,72123,5072,167591,9709,6928,1633,25904,4753,72892,6263,33566,4299,12542,2245,15759,2296,293594,11673,20600,2957,43598,4697,116068,7949,62401,5564,21769,2663,29158,3263,368113,13214,5797,1242,17871,2266,131651,7855,96098,6792,43130,4453,73566,5113,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
