GEO_ID,B24010C_001E,B24010C_001M,B24010C_002E,B24010C_002M,B24010C_003E,B24010C_003M,B24010C_004E,B24010C_004M,B24010C_005E,B24010C_005M,B24010C_006E,B24010C_006M,B24010C_007E,B24010C_007M,B24010C_008E,B24010C_008M,B24010C_009E,B24010C_009M,B24010C_010E,B24010C_010M,B24010C_011E,B24010C_011M,B24010C_012E,B24010C_012M,B24010C_013E,B24010C_013M,B24010C_014E,B24010C_014M,B24010C_015E,B24010C_015M,B24010C_016E,B24010C_016M,B24010C_017E,B24010C_017M,B24010C_018E,B24010C_018M,B24010C_019E,B24010C_019M,B24010C_020E,B24010C_020M,B24010C_021E,B24010C_021M,B24010C_022E,B24010C_022M,B24010C_023E,B24010C_023M,B24010C_024E,B24010C_024M,B24010C_025E,B24010C_025M,B24010C_026E,B24010C_026M,B24010C_027E,B24010C_027M,B24010C_028E,B24010C_028M,B24010C_029E,B24010C_029M,B24010C_030E,B24010C_030M,B24010C_031E,B24010C_031M,B24010C_032E,B24010C_032M,B24010C_033E,B24010C_033M,B24010C_034E,B24010C_034M,B24010C_035E,B24010C_035M,B24010C_036E,B24010C_036M,B24010C_037E,B24010C_037M,B24010C_038E,B24010C_038M,B24010C_039E,B24010C_039M,B24010C_040E,B24010C_040M,B24010C_041E,B24010C_041M,B24010C_042E,B24010C_042M,B24010C_043E,B24010C_043M,B24010C_044E,B24010C_044M,B24010C_045E,B24010C_045M,B24010C_046E,B24010C_046M,B24010C_047E,B24010C_047M,B24010C_048E,B24010C_048M,B24010C_049E,B24010C_049M,B24010C_050E,B24010C_050M,B24010C_051E,B24010C_051M,B24010C_052E,B24010C_052M,B24010C_053E,B24010C_053M,B24010C_054E,B24010C_054M,B24010C_055E,B24010C_055M,B24010C_056E,B24010C_056M,B24010C_057E,B24010C_057M,B24010C_058E,B24010C_058M,B24010C_059E,B24010C_059M,B24010C_060E,B24010C_060M,B24010C_061E,B24010C_061M,B24010C_062E,B24010C_062M,B24010C_063E,B24010C_063M,B24010C_064E,B24010C_064M,B24010C_065E,B24010C_065M,B24010C_066E,B24010C_066M,B24010C_067E,B24010C_067M,B24010C_068E,B24010C_068M,B24010C_069E,B24010C_069M,B24010C_070E,B24010C_070M,B24010C_071E,B24010C_071M,B24010C_072E,B24010C_072M,B24010C_073E,B24010C_073M,NAME,B24010C_001EA,B24010C_001MA,B24010C_002EA,B24010C_002MA,B24010C_003EA,B24010C_003MA,B24010C_004EA,B24010C_004MA,B24010C_005EA,B24010C_005MA,B24010C_006MA,B24010C_006EA,B24010C_007EA,B24010C_007MA,B24010C_008EA,B24010C_008MA,B24010C_009EA,B24010C_009MA,B24010C_010EA,B24010C_010MA,B24010C_011EA,B24010C_011MA,B24010C_012EA,B24010C_012MA,B24010C_013MA,B24010C_013EA,B24010C_014MA,B24010C_014EA,B24010C_015MA,B24010C_015EA,B24010C_016EA,B24010C_016MA,B24010C_017EA,B24010C_017MA,B24010C_018MA,B24010C_018EA,B24010C_019MA,B24010C_019EA,B24010C_020MA,B24010C_020EA,B24010C_021EA,B24010C_021MA,B24010C_022EA,B24010C_022MA,B24010C_023EA,B24010C_023MA,B24010C_024MA,B24010C_024EA,B24010C_025MA,B24010C_025EA,B24010C_026EA,B24010C_026MA,B24010C_027MA,B24010C_027EA,B24010C_028EA,B24010C_028MA,B24010C_029MA,B24010C_029EA,B24010C_030MA,B24010C_030EA,B24010C_031EA,B24010C_031MA,B24010C_032MA,B24010C_032EA,B24010C_033EA,B24010C_033MA,B24010C_034EA,B24010C_034MA,B24010C_035MA,B24010C_035EA,B24010C_036EA,B24010C_036MA,B24010C_037MA,B24010C_037EA,B24010C_038MA,B24010C_038EA,B24010C_039EA,B24010C_039MA,B24010C_040MA,B24010C_040EA,B24010C_041EA,B24010C_041MA,B24010C_042MA,B24010C_042EA,B24010C_043MA,B24010C_043EA,B24010C_044EA,B24010C_044MA,B24010C_045EA,B24010C_045MA,B24010C_046EA,B24010C_046MA,B24010C_047MA,B24010C_047EA,B24010C_048MA,B24010C_048EA,B24010C_049MA,B24010C_049EA,B24010C_050EA,B24010C_050MA,B24010C_051EA,B24010C_051MA,B24010C_052EA,B24010C_052MA,B24010C_053EA,B24010C_053MA,B24010C_054EA,B24010C_054MA,B24010C_055EA,B24010C_055MA,B24010C_056MA,B24010C_056EA,B24010C_057EA,B24010C_057MA,B24010C_058EA,B24010C_058MA,B24010C_059EA,B24010C_059MA,B24010C_060EA,B24010C_060MA,B24010C_061EA,B24010C_061MA,B24010C_062MA,B24010C_062EA,B24010C_063MA,B24010C_063EA,B24010C_064MA,B24010C_064EA,B24010C_065MA,B24010C_065EA,B24010C_066EA,B24010C_066MA,B24010C_067EA,B24010C_067MA,B24010C_068MA,B24010C_068EA,B24010C_069MA,B24010C_069EA,B24010C_070MA,B24010C_070EA,B24010C_071EA,B24010C_071MA,B24010C_072EA,B24010C_072MA,B24010C_073MA,B24010C_073EA,state
0400000US01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,34644,2245,17263,1310,3930,837,2112,664,1973,657,139,95,519,267,89,102,355,248,75,60,1029,438,346,274,83,125,515,311,85,90,270,253,215,240,55,72,2955,608,365,369,544,213,239,113,305,179,399,258,1318,321,329,132,2218,552,708,328,1510,455,5036,890,950,458,2798,504,1288,470,3124,760,1100,417,1054,495,970,355,17381,1514,5823,874,2046,434,1381,337,665,303,316,237,190,200,46,64,80,84,3124,734,930,479,70,64,1815,451,309,328,337,290,117,124,220,257,4135,812,761,328,158,109,117,101,41,33,570,158,1436,568,1210,368,6393,992,1634,586,4759,729,148,102,83,88,60,42,5,9,882,360,354,218,109,111,419,259,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,87071,4477,40891,2661,6968,1408,2504,656,2267,658,237,155,979,452,219,237,555,352,205,184,2842,949,691,348,298,282,913,476,940,803,643,460,172,202,471,414,9007,1480,554,524,2562,910,1382,712,1180,710,2428,970,2731,750,732,297,5748,1468,2044,683,3704,1242,12280,2139,422,275,8027,2163,3831,1151,6888,1148,3109,803,2132,640,1647,616,46180,2751,13229,1544,4099,1066,1984,718,2115,905,400,284,209,236,14,23,177,148,6700,1179,1729,646,404,404,3986,971,581,357,2030,587,840,378,1190,613,13679,1640,2617,1011,1207,585,667,405,540,423,3275,955,2051,650,4529,977,16268,1974,4809,1140,11459,1749,389,419,61,104,85,102,243,398,2615,759,1144,530,1292,548,179,171,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,105955,6259,55701,3844,14315,1724,6881,1311,5832,1177,1049,535,3164,898,1285,596,1052,600,827,467,3613,797,493,298,353,325,1568,593,1199,434,657,391,322,269,335,293,12824,1778,145,152,3248,940,2077,639,1171,722,3676,1161,4602,1155,1153,661,7842,1306,2671,725,5171,1145,10979,1568,1568,765,5446,1204,3965,1127,9741,1600,4249,1039,2955,841,2537,913,50254,4146,16642,2506,6968,1604,4556,1253,2412,779,1113,442,445,282,517,362,151,129,5705,1473,1470,604,437,347,3330,1097,468,314,2856,844,1272,556,1584,657,14412,2282,2265,760,1040,623,919,607,121,138,2986,956,2758,965,5363,1401,15962,2175,4777,1336,11185,1901,734,400,440,300,24,41,270,266,2504,735,1431,581,586,450,487,289,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,21212,2437,10646,1547,1679,648,751,458,676,477,75,95,458,325,129,157,329,279,0,201,344,267,57,87,0,201,57,87,230,239,126,147,68,109,58,96,2409,706,132,154,349,255,284,242,65,83,1055,585,522,323,351,266,1755,606,1028,444,727,417,2292,707,64,87,1617,638,611,345,2511,783,1089,587,720,361,702,404,10566,1625,3600,834,813,423,566,338,247,269,657,442,162,178,193,252,302,302,1615,644,100,125,134,130,1013,538,368,323,515,301,168,191,347,262,2831,1064,356,270,97,125,97,125,0,201,1234,777,508,377,636,391,3605,1021,1470,689,2135,744,128,138,66,114,0,201,62,81,402,236,330,222,0,201,72,107,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
