GEO_ID,B07009_001E,B07009_001M,B07009_002E,B07009_002M,B07009_003E,B07009_003M,B07009_004E,B07009_004M,B07009_005E,B07009_005M,B07009_006E,B07009_006M,B07009_007E,B07009_007M,B07009_008E,B07009_008M,B07009_009E,B07009_009M,B07009_010E,B07009_010M,B07009_011E,B07009_011M,B07009_012E,B07009_012M,B07009_013E,B07009_013M,B07009_014E,B07009_014M,B07009_015E,B07009_015M,B07009_016E,B07009_016M,B07009_017E,B07009_017M,B07009_018E,B07009_018M,B07009_019E,B07009_019M,B07009_020E,B07009_020M,B07009_021E,B07009_021M,B07009_022E,B07009_022M,B07009_023E,B07009_023M,B07009_024E,B07009_024M,B07009_025E,B07009_025M,B07009_026E,B07009_026M,B07009_027E,B07009_027M,B07009_028E,B07009_028M,B07009_029E,B07009_029M,B07009_030E,B07009_030M,B07009_031E,B07009_031M,B07009_032E,B07009_032M,B07009_033E,B07009_033M,B07009_034E,B07009_034M,B07009_035E,B07009_035M,B07009_036E,B07009_036M,NAME,B07009_001MA,B07009_001EA,B07009_002MA,B07009_002EA,B07009_003MA,B07009_003EA,B07009_004MA,B07009_004EA,B07009_005MA,B07009_005EA,B07009_006EA,B07009_006MA,B07009_007MA,B07009_007EA,B07009_008MA,B07009_008EA,B07009_009MA,B07009_009EA,B07009_010MA,B07009_010EA,B07009_011EA,B07009_011MA,B07009_012MA,B07009_012EA,B07009_013MA,B07009_013EA,B07009_014MA,B07009_014EA,B07009_015MA,B07009_015EA,B07009_016EA,B07009_016MA,B07009_017EA,B07009_017MA,B07009_018MA,B07009_018EA,B07009_019MA,B07009_019EA,B07009_020MA,B07009_020EA,B07009_021MA,B07009_021EA,B07009_022EA,B07009_022MA,B07009_023MA,B07009_023EA,B07009_024MA,B07009_024EA,B07009_025MA,B07009_025EA,B07009_026MA,B07009_026EA,B07009_027EA,B07009_027MA,B07009_028EA,B07009_028MA,B07009_029MA,B07009_029EA,B07009_030MA,B07009_030EA,B07009_031EA,B07009_031MA,B07009_032EA,B07009_032MA,B07009_033EA,B07009_033MA,B07009_034MA,B07009_034EA,B07009_035MA,B07009_035EA,B07009_036MA,B07009_036EA,state
0400000US01,3193078,4624,551746,14373,985450,12657,945350,13152,443488,11458,267044,8962,2805543,13136,476573,12818,868531,11929,825284,12362,394392,10260,240763,8667,227685,10239,45452,4222,71263,5505,73872,5428,25234,3369,11864,2009,85222,6655,19235,3140,27451,3368,22740,3484,11018,2281,4778,1099,66089,5552,9489,2164,16479,2287,21322,3077,10793,1834,8006,2064,8539,1811,997,448,1726,807,2132,748,2051,763,1633,775,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,456862,1804,37621,2878,128373,4664,170407,5688,77153,3956,43308,3306,381239,4953,31203,2522,109128,4892,141106,5983,64208,3682,35594,2914,43238,3954,4001,1102,11266,2016,17864,2730,6293,1473,3814,1307,11115,2016,938,411,3015,1011,4208,1252,1353,491,1601,753,18976,2618,1120,683,4453,1080,6737,1531,4578,1081,2088,636,2294,623,359,302,511,272,492,254,721,422,211,198,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,4211223,3828,602097,14551,1036587,20711,1453341,22959,719546,14987,399652,11714,3477999,22929,491583,13553,864758,17826,1183376,22205,593326,13939,344956,9228,494421,18836,78643,5737,120860,8636,186971,12913,77165,7087,30782,4504,68199,7448,11399,2143,17396,3106,26781,3452,7926,2427,4697,1549,141462,9422,13687,2884,27259,3489,50201,4839,33611,4864,16704,2841,29142,4703,6785,1817,6314,1919,6012,1743,7518,3058,2513,925,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1943427,3997,315541,10594,693216,14689,539850,12564,254903,7605,139917,6993,1681011,11175,267101,9204,598749,12788,463506,12454,226952,7517,124703,6562,162563,8113,29818,3773,61369,6072,48994,4056,15321,2649,7061,1765,55642,5520,13132,2506,20092,2976,15248,2282,4718,1396,2452,835,38659,4179,4272,1084,12236,2487,10765,1986,6194,1461,5192,1535,5552,1652,1218,685,770,467,1337,629,1718,970,509,391,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,24443872,5625,4622091,38750,5150994,40373,7264467,36266,4697422,39369,2708898,28692,20945180,43177,3993912,38836,4416475,37477,6204849,34560,3992292,38256,2337652,27736,2433680,34376,478252,15960,531799,14137,758513,19004,449442,15830,215674,10277,620633,18059,98316,6615,127170,7688,197000,8631,124933,7375,73214,5338,279662,12553,23486,2788,48675,4792,74091,5820,78397,5767,55013,4878,164717,11286,28125,3231,26875,3881,30014,3571,52358,5030,27345,3408,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3387310,3216,331285,9330,757700,13160,1055233,15452,789859,16005,453233,11279,2821624,13278,263413,9570,638478,13103,879971,14290,653593,14911,386169,10195,266915,10715,34868,3838,56848,5327,84708,5851,62008,5089,28483,3222,153486,8300,19847,2642,37246,4528,50858,4554,31216,3441,14319,2822,123734,8456,7884,1796,22062,3282,35015,4181,37514,5066,21259,2870,21551,3806,5273,2557,3066,1043,4681,1339,5528,1601,3003,916,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2444403,1883,266694,8473,676513,12158,617137,11801,500103,9320,383956,10540,2199441,9781,234605,7716,614312,11718,554325,10518,446964,8860,349235,9738,155091,9281,23346,2861,45343,4708,41448,3030,28188,3096,16766,2125,38885,3411,4498,858,9822,1897,11974,2001,7300,1552,5291,1037,39708,4425,1749,712,5026,979,7474,1729,14657,2129,10802,2258,11278,2086,2496,996,2010,794,1916,920,2994,1076,1862,743,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,611120,929,79516,4724,192931,6829,162430,6150,104599,4415,71644,5051,543512,5265,69347,4551,171723,6808,145529,6464,92517,4755,64396,5016,39855,3751,6924,1972,13964,2234,10293,1635,5725,1397,2949,791,5360,1578,1058,665,2502,983,909,455,755,403,136,153,19419,2996,1607,679,4421,1326,5086,1383,4694,1381,3611,838,2974,949,580,459,321,180,613,405,908,536,552,350,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,428261,167,54690,3958,75897,4546,72910,4020,99622,3700,125142,3892,351125,4640,47210,3580,65397,4630,61110,3717,78746,3730,98662,3789,42570,4072,5352,1554,7370,1533,6761,1254,10425,1631,12662,1770,0,200,0,200,0,200,0,200,0,200,0,200,29628,2894,1833,671,2679,801,4775,1000,9190,1843,11151,1662,4938,1308,295,253,451,339,264,206,1261,493,2667,1040,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,13267581,9014,1867802,24625,4033074,39265,3937476,37708,2190780,26016,1238449,20554,11364681,35734,1590520,24651,3456005,38286,3363888,33993,1880905,27452,1073363,18951,1116074,28340,177409,9565,351071,15126,346147,13019,160945,11096,80502,5863,336187,15851,50379,4026,102477,8052,104826,7982,54852,4967,23653,3066,334945,12730,30628,4185,93519,6657,97525,6860,69197,5796,44076,4234,115694,10320,18866,3368,30002,4871,25090,3231,24881,4394,16855,3120,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
