GEO_ID,C07401_001E,C07401_001M,C07401_002E,C07401_002M,C07401_003E,C07401_003M,C07401_004E,C07401_004M,C07401_005E,C07401_005M,C07401_006E,C07401_006M,C07401_007E,C07401_007M,C07401_008E,C07401_008M,C07401_009E,C07401_009M,C07401_010E,C07401_010M,C07401_011E,C07401_011M,C07401_012E,C07401_012M,C07401_013E,C07401_013M,C07401_014E,C07401_014M,C07401_015E,C07401_015M,C07401_016E,C07401_016M,C07401_017E,C07401_017M,C07401_018E,C07401_018M,C07401_019E,C07401_019M,C07401_020E,C07401_020M,C07401_021E,C07401_021M,C07401_022E,C07401_022M,C07401_023E,C07401_023M,C07401_024E,C07401_024M,C07401_025E,C07401_025M,C07401_026E,C07401_026M,C07401_027E,C07401_027M,C07401_028E,C07401_028M,C07401_029E,C07401_029M,C07401_030E,C07401_030M,C07401_031E,C07401_031M,C07401_032E,C07401_032M,C07401_033E,C07401_033M,C07401_034E,C07401_034M,C07401_035E,C07401_035M,C07401_036E,C07401_036M,C07401_037E,C07401_037M,C07401_038E,C07401_038M,C07401_039E,C07401_039M,C07401_040E,C07401_040M,C07401_041E,C07401_041M,C07401_042E,C07401_042M,C07401_043E,C07401_043M,C07401_044E,C07401_044M,C07401_045E,C07401_045M,C07401_046E,C07401_046M,C07401_047E,C07401_047M,C07401_048E,C07401_048M,C07401_049E,C07401_049M,C07401_050E,C07401_050M,NAME,C07401_001EA,C07401_001MA,C07401_002EA,C07401_002MA,C07401_003EA,C07401_003MA,C07401_004EA,C07401_004MA,C07401_005EA,C07401_005MA,C07401_006MA,C07401_006EA,C07401_007MA,C07401_007EA,C07401_008MA,C07401_008EA,C07401_009EA,C07401_009MA,C07401_010EA,C07401_010MA,C07401_011MA,C07401_011EA,C07401_012MA,C07401_012EA,C07401_013MA,C07401_013EA,C07401_014MA,C07401_014EA,C07401_015EA,C07401_015MA,C07401_016EA,C07401_016MA,C07401_017EA,C07401_017MA,C07401_018MA,C07401_018EA,C07401_019EA,C07401_019MA,C07401_020MA,C07401_020EA,C07401_021EA,C07401_021MA,C07401_022EA,C07401_022MA,C07401_023MA,C07401_023EA,C07401_024EA,C07401_024MA,C07401_025MA,C07401_025EA,C07401_026EA,C07401_026MA,C07401_027EA,C07401_027MA,C07401_028MA,C07401_028EA,C07401_029EA,C07401_029MA,C07401_030EA,C07401_030MA,C07401_031MA,C07401_031EA,C07401_032EA,C07401_032MA,C07401_033MA,C07401_033EA,C07401_034EA,C07401_034MA,C07401_035EA,C07401_035MA,C07401_036MA,C07401_036EA,C07401_037EA,C07401_037MA,C07401_038EA,C07401_038MA,C07401_039MA,C07401_039EA,C07401_040EA,C07401_040MA,C07401_041EA,C07401_041MA,C07401_042MA,C07401_042EA,C07401_043EA,C07401_043MA,C07401_044MA,C07401_044EA,C07401_045EA,C07401_045MA,C07401_046EA,C07401_046MA,C07401_047MA,C07401_047EA,C07401_048EA,C07401_048MA,C07401_049MA,C07401_049EA,C07401_050MA,C07401_050EA,state
0400000US01,4719541,12453,239354,4542,823509,6201,478594,5819,610700,6521,606700,6048,684439,4793,605221,3011,378780,3346,292244,2167,4024442,22751,186555,6511,702359,8864,329985,6775,465286,8541,516905,7310,622019,5621,564621,4218,359755,3344,276957,2739,439576,20589,37912,4327,85859,7712,88120,5536,84160,6511,57818,5398,37537,3781,26570,2850,11517,1580,10083,1444,148717,8705,7623,1609,18187,3038,37685,3296,35813,4369,18137,2589,14975,2489,8739,1639,4145,1133,3413,1008,106806,10575,7264,1767,17104,3189,22804,3179,25441,3832,13840,3003,9908,1979,5291,1245,3363,1233,1791,693,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,760987,10956,48359,2597,142906,3812,82714,3711,116959,4556,101166,3995,113751,3318,94828,2395,38737,1593,21567,1231,571857,8892,33808,2119,110261,4097,46549,2556,76099,3226,75289,2829,93779,2627,81511,1826,35702,1325,18859,801,80837,7416,5929,1376,13897,3254,17773,2386,17466,2947,9899,2026,8123,1922,5432,1404,1157,602,1161,475,19443,3529,1229,657,3286,1405,3813,904,3178,755,2815,1052,2356,831,2024,875,433,273,309,225,88850,10161,7393,2078,15462,3474,14579,2355,20216,3747,13163,2997,9493,2646,5861,1860,1445,816,1238,918,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6347678,23532,367992,6684,1178673,9256,636960,7118,857228,8060,820487,6674,839302,6106,742540,4327,508522,4064,395974,3616,5107496,39045,264588,7870,944565,13215,420344,9972,602003,14211,650618,9478,716807,8688,670554,6723,474254,5193,363763,3846,901151,33273,79928,6627,174499,11624,152303,8478,184900,11525,122847,7146,89733,6668,51000,5279,24857,3203,21084,2919,127215,13519,9735,2176,21415,5854,27866,3701,28158,4097,18496,3387,8427,1776,6502,2002,3308,1258,3308,1652,211816,17644,13741,2758,38194,7269,36447,3427,42167,4770,28526,4045,24335,3988,14484,2279,6103,1443,7819,1710,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2904803,10494,165748,3852,516406,4866,279567,5737,381472,5536,368104,5018,402521,4101,362012,3179,238502,1820,190471,1923,2421746,18606,124069,4438,431644,6494,185022,6261,285161,6499,303991,5479,356482,5223,332217,4033,226634,2054,176526,2278,306205,14598,29954,3576,58213,5342,55475,4643,60107,4825,39921,4317,29199,3212,18855,2986,7010,1376,7471,1313,99626,9095,5527,1500,13326,3159,25131,3322,21243,3079,12174,2122,9879,1753,6825,1936,2058,857,3463,1105,77226,6899,6198,1966,13223,2651,13939,2387,14961,2262,12018,2222,6961,1589,4115,1087,2800,930,3011,1252,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,37046821,31985,2052613,11054,6713582,9032,3948081,11305,5355275,15134,5149791,9674,5240158,7501,4207677,7243,2367465,5296,2012179,4303,31213310,71183,1617632,15009,5745283,21911,2905215,20393,3988338,25893,4336719,20152,4652832,17532,3863534,11937,2224578,6180,1879179,7483,4208649,65064,334880,13284,782113,20489,657976,19308,970282,20655,602339,17941,426731,14226,240924,10517,97721,4918,95683,6171,1062519,30460,67098,7297,120643,9447,254145,9043,256729,11902,140092,7185,111080,6406,62369,4421,25730,3070,24633,2828,562343,20646,33003,3816,65543,6422,130745,7202,139926,8257,70641,5883,49515,3948,40850,4447,19436,2391,12684,2289,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4971898,16206,268036,5064,877083,5271,490166,6083,718877,7780,700331,6376,724743,5888,622960,3370,325813,2674,243889,2758,4048042,22888,207133,5216,731855,9792,287430,7942,491060,8965,587276,8477,638776,5643,570816,6041,306820,2601,226876,2951,498820,18637,36053,3355,90148,9477,105704,6032,116629,7174,61056,4837,44640,3875,26542,3493,9117,1395,8931,1438,264413,12819,16372,2606,36465,5082,58090,4468,72203,5789,32097,3810,24642,3363,15164,2312,4801,1125,4579,1043,160623,10427,8478,1791,18615,2718,38942,3378,38985,3751,19902,3576,16685,2705,10438,1676,5075,1230,3503,1106,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3547674,10318,161859,3531,605227,2931,337970,4257,425223,5079,463643,3625,574360,3104,462497,2057,265909,2452,250986,1640,3139496,16755,132336,4120,549741,5994,257978,4343,326401,5951,411806,4597,532481,4334,438478,2873,253223,1896,237052,2033,249933,15358,21594,3420,39975,5265,33273,2837,60313,5797,34630,3145,29312,3539,13798,1926,7518,1291,9520,1384,66950,5385,3473,1279,6659,1471,17933,2772,17290,2531,8274,1698,5037,1183,4891,1268,1126,575,2267,664,91295,7653,4456,1350,8852,2623,28786,2658,21219,3247,8933,2346,7530,1859,5330,1159,4042,2044,2147,1120,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,885201,5201,45369,1498,148596,1313,86850,2500,112162,2924,113172,1836,133070,1993,114370,1227,74342,1118,57270,867,775414,8584,38459,1923,131642,2810,61801,2948,86489,3586,100242,2383,122139,2212,108805,1399,72316,1288,53521,1339,74460,6664,5086,1373,12704,2492,16815,2422,15513,2219,9400,2069,6735,1320,3624,847,1689,552,2894,962,8696,2698,217,249,1448,1409,1671,595,2003,896,930,495,1065,532,900,520,180,166,282,220,26631,3629,1607,693,2802,912,6563,1702,8157,1847,2600,959,3131,1325,1041,521,157,111,573,394,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,605910,6790,30006,1557,69460,1610,80173,3305,128754,3966,84908,2506,74907,1510,66782,1225,38396,794,32524,850,489659,6701,24346,1616,58986,2151,55202,3452,86987,3439,70214,2050,67178,1601,59972,1314,36176,689,30598,724,66519,6073,3860,1270,6997,1806,13092,2652,23713,2852,8177,1696,4635,1015,4439,1126,719,423,887,407,0,193,0,193,0,193,0,193,0,193,0,193,0,193,0,193,0,193,0,193,49732,4949,1800,751,3477,1039,11879,1859,18054,2493,6517,1927,3094,909,2371,814,1501,654,1039,585,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,18633625,32707,873332,10909,2892268,10508,1782259,11256,2299235,15334,2379540,10920,2710301,11192,2391891,8240,1740062,7898,1564737,6183,15742168,59355,678192,10923,2429492,20398,1269803,18550,1711208,19228,1970609,17780,2397754,16086,2182618,11671,1637087,9845,1465405,7271,1894403,49038,137618,8116,344155,17101,296556,13385,376688,14572,279925,13486,209157,10325,127216,8160,62323,5006,60765,4413,559852,21367,32088,4523,61182,6825,130395,8198,115825,8317,72041,7073,59903,5690,48115,5417,21007,3699,19296,3297,437202,19015,25434,4097,57439,5535,85505,4710,95514,7904,56965,4658,43487,4112,33942,4019,19645,2694,19271,2441,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
