GEO_ID,C24010G_001E,C24010G_001M,C24010G_002E,C24010G_002M,C24010G_003E,C24010G_003M,C24010G_004E,C24010G_004M,C24010G_005E,C24010G_005M,C24010G_006E,C24010G_006M,C24010G_007E,C24010G_007M,C24010G_008E,C24010G_008M,C24010G_009E,C24010G_009M,C24010G_010E,C24010G_010M,C24010G_011E,C24010G_011M,C24010G_012E,C24010G_012M,C24010G_013E,C24010G_013M,NAME,C24010G_001MA,C24010G_001EA,C24010G_002EA,C24010G_002MA,C24010G_003MA,C24010G_003EA,C24010G_004MA,C24010G_004EA,C24010G_005EA,C24010G_005MA,C24010G_006EA,C24010G_006MA,C24010G_007EA,C24010G_007MA,C24010G_008MA,C24010G_008EA,C24010G_009EA,C24010G_009MA,C24010G_010EA,C24010G_010MA,C24010G_011EA,C24010G_011MA,C24010G_012EA,C24010G_012MA,C24010G_013EA,C24010G_013MA,state
0400000US13,51420,4976,25084,3503,7756,1782,5054,1411,5797,1552,3392,1424,3085,1139,26336,2863,10161,1923,5131,1750,9155,1633,449,356,1440,698,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,130628,6507,65276,3246,12397,1638,16625,1847,11599,1719,13054,1772,11601,1745,65352,4559,20893,2276,16174,2518,24009,2865,904,451,3372,992,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,10499,1666,5765,1605,1041,426,1449,872,1359,981,820,591,1096,577,4734,928,1591,595,1387,519,1427,527,139,170,190,187,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,84171,5982,44883,3951,13443,1886,6169,1195,9809,1976,5668,1432,9794,1714,39288,3778,15085,2409,8476,1710,13339,1843,106,127,2282,851,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,36747,3300,18289,2079,4877,1159,4744,1144,2912,1029,1537,509,4219,995,18458,2084,6313,1312,3808,1022,6145,1275,181,197,2011,728,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,15952,2410,7951,1517,1209,581,1982,939,1084,573,2028,789,1648,581,8001,1564,1678,841,3100,823,2710,994,0,155,513,320,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,27138,2599,12746,1831,2877,652,3167,852,1639,636,2936,998,2127,681,14392,1664,4646,846,4486,1031,3841,968,71,111,1348,535,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,17292,2588,7916,1703,1524,567,1832,802,760,447,1726,675,2074,880,9376,1678,3116,905,3326,1209,2095,607,77,127,762,685,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,22716,2704,10689,1674,2701,835,1673,602,1169,588,2834,863,2312,906,12027,1972,3694,931,3701,1307,4176,1143,225,209,231,251,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,6101,1210,3171,830,819,497,575,398,796,414,451,248,530,325,2930,768,653,362,699,285,1322,596,0,157,256,179,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,52310,4628,27149,3386,10525,1967,4852,1256,6239,1634,3181,1041,2352,796,25161,2368,11133,1698,5185,1324,7772,1485,98,104,973,699,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,63153,6597,32106,4023,8856,1740,8407,2176,6441,1441,2874,867,5528,1418,31047,3501,10778,1692,7982,1525,9653,1712,244,176,2390,908,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,68862,4241,34358,2821,8318,1350,7677,1480,6662,1326,3982,902,7719,1469,34504,2697,10947,1645,8790,1320,11759,1984,200,274,2808,663,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,38625,3306,19192,2380,5462,1040,3652,987,2505,713,2892,905,4681,1331,19433,2114,7515,1154,5160,1188,5709,1175,328,293,721,304,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,7473,1633,4061,1214,792,397,756,536,992,477,555,330,966,584,3412,945,884,500,1055,507,1280,614,0,206,193,201,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,42422,3147,20478,2349,6332,1169,4222,1402,3103,872,3166,932,3655,1015,21944,2340,7690,1593,6346,1234,6389,1360,223,229,1296,552,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,7925,1526,4028,1020,719,375,799,390,586,479,1419,712,505,357,3897,1046,648,280,1816,756,1239,598,0,165,194,176,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,11217,2379,5313,1475,891,397,1254,623,683,408,972,537,1513,1003,5904,1262,1852,735,1291,442,2056,805,117,142,588,333,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,33321,4712,15488,2727,3453,1234,4552,1157,3054,1504,2456,1185,1973,804,17833,3382,4636,1464,6086,1730,6120,2085,102,166,889,610,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,6309,1185,2391,692,752,354,194,203,756,468,409,264,280,176,3918,908,1750,704,594,345,1543,569,0,184,31,57,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,75266,6098,37597,3604,10688,1846,6788,1511,6826,1373,5090,1511,8205,1584,37669,3873,12005,1890,10298,1706,12301,2010,27,43,3038,941,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,20143,2313,10827,1742,3726,1068,2321,738,1696,630,1913,734,1171,480,9316,1630,3129,944,2197,826,3620,1077,67,115,303,218,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,181669,7627,93608,5543,26035,2845,22037,2616,18499,2187,11221,2040,15816,2076,88061,4628,33413,2840,21650,2581,28125,2489,958,637,3915,1214,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,49210,5545,21732,2879,5636,1554,5609,1421,3573,1183,2802,997,4112,1253,27478,3819,9716,1723,6674,1775,8417,1701,497,370,2174,1139,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,3706,943,1990,637,272,184,340,252,526,350,335,207,517,316,1716,690,586,340,669,489,245,173,0,143,216,201,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,64187,4265,31795,2832,9250,1629,7058,1587,5287,1074,4078,950,6122,1322,32392,2746,12792,1923,8478,1365,8908,1382,306,297,1908,617,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,101129,4380,52888,2911,11398,1500,8936,1356,8193,1362,11959,1982,12402,1428,48241,2622,17216,1789,11361,1570,16488,1833,439,322,2737,701,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,47160,4340,24261,2905,6977,1577,5358,1241,5080,1377,3425,1002,3421,1082,22899,2554,8309,1409,6407,1606,6633,1448,491,347,1059,449,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,62020,4652,30206,2789,8396,1307,6379,1232,5007,1136,3680,935,6744,1094,31814,2970,11165,1458,8747,1737,9890,1388,43,59,1969,608,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,9527,1961,5323,1248,1241,647,1269,680,1470,706,379,357,964,529,4204,1186,1052,406,1265,659,1537,687,0,207,350,242,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,19755,3139,7667,1690,1537,625,1576,922,1268,596,901,441,2385,866,12088,2456,3308,1196,3844,1347,4131,1199,41,73,764,460,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,6795,1341,3302,1000,641,467,961,431,614,423,761,427,325,233,3493,970,883,473,1022,682,1413,613,31,54,144,150,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,31147,3453,16749,2147,4618,1163,2743,818,3918,1324,2225,943,3245,950,14398,2383,3872,1072,4133,1372,4954,1117,308,307,1131,476,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,194482,7347,103784,5959,32032,3436,17781,3774,19825,2894,16185,2271,17961,2410,90698,4206,32402,2957,22593,2863,31613,3427,93,99,3997,1327,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,19988,2895,10510,2102,2710,870,1105,539,2311,871,1974,1017,2410,917,9478,1735,2904,938,2036,731,3584,1101,0,192,954,441,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,4667,862,2494,761,581,341,825,578,296,249,539,369,253,216,2173,397,974,314,520,261,524,274,34,57,121,211,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,83878,6992,42391,4225,13481,2551,7989,1455,7303,1537,8190,2351,5428,1379,41487,4294,15314,2291,9478,1985,14922,2889,380,339,1393,611,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,103153,6100,51746,3910,16170,2089,8417,1673,9631,1952,8815,1585,8713,1981,51407,3767,18593,2393,11980,2002,18831,2407,327,304,1676,764,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,9606,1308,4973,951,1047,443,1409,679,607,352,729,477,1181,472,4633,990,1022,434,1731,779,1726,514,99,156,55,93,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,34191,3078,17697,2184,4053,1192,3996,1209,2482,773,2716,714,4450,1096,16494,2164,4097,888,4942,1090,6178,1439,92,89,1185,454,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,6561,1642,3496,1294,732,472,382,306,1223,1121,557,290,602,388,3065,958,1155,628,895,446,835,409,0,189,180,206,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,146712,7294,75921,4832,15676,2201,17021,2330,16824,2366,14509,1904,11891,2083,70791,4675,26080,2910,13976,1930,28123,3348,0,210,2612,762,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
