GEO_ID,B06001_001E,B06001_001M,B06001_002E,B06001_002M,B06001_003E,B06001_003M,B06001_004E,B06001_004M,B06001_005E,B06001_005M,B06001_006E,B06001_006M,B06001_007E,B06001_007M,B06001_008E,B06001_008M,B06001_009E,B06001_009M,B06001_010E,B06001_010M,B06001_011E,B06001_011M,B06001_012E,B06001_012M,B06001_013E,B06001_013M,B06001_014E,B06001_014M,B06001_015E,B06001_015M,B06001_016E,B06001_016M,B06001_017E,B06001_017M,B06001_018E,B06001_018M,B06001_019E,B06001_019M,B06001_020E,B06001_020M,B06001_021E,B06001_021M,B06001_022E,B06001_022M,B06001_023E,B06001_023M,B06001_024E,B06001_024M,B06001_025E,B06001_025M,B06001_026E,B06001_026M,B06001_027E,B06001_027M,B06001_028E,B06001_028M,B06001_029E,B06001_029M,B06001_030E,B06001_030M,B06001_031E,B06001_031M,B06001_032E,B06001_032M,B06001_033E,B06001_033M,B06001_034E,B06001_034M,B06001_035E,B06001_035M,B06001_036E,B06001_036M,B06001_037E,B06001_037M,B06001_038E,B06001_038M,B06001_039E,B06001_039M,B06001_040E,B06001_040M,B06001_041E,B06001_041M,B06001_042E,B06001_042M,B06001_043E,B06001_043M,B06001_044E,B06001_044M,B06001_045E,B06001_045M,B06001_046E,B06001_046M,B06001_047E,B06001_047M,B06001_048E,B06001_048M,B06001_049E,B06001_049M,B06001_050E,B06001_050M,B06001_051E,B06001_051M,B06001_052E,B06001_052M,B06001_053E,B06001_053M,B06001_054E,B06001_054M,B06001_055E,B06001_055M,B06001_056E,B06001_056M,B06001_057E,B06001_057M,B06001_058E,B06001_058M,B06001_059E,B06001_059M,B06001_060E,B06001_060M,NAME,B06001_001EA,B06001_001MA,B06001_002EA,B06001_002MA,B06001_003MA,B06001_003EA,B06001_004MA,B06001_004EA,B06001_005EA,B06001_005MA,B06001_006EA,B06001_006MA,B06001_007EA,B06001_007MA,B06001_008MA,B06001_008EA,B06001_009MA,B06001_009EA,B06001_010MA,B06001_010EA,B06001_011EA,B06001_011MA,B06001_012EA,B06001_012MA,B06001_013EA,B06001_013MA,B06001_014MA,B06001_014EA,B06001_015MA,B06001_015EA,B06001_016EA,B06001_016MA,B06001_017EA,B06001_017MA,B06001_018EA,B06001_018MA,B06001_019MA,B06001_019EA,B06001_020MA,B06001_020EA,B06001_021MA,B06001_021EA,B06001_022EA,B06001_022MA,B06001_023EA,B06001_023MA,B06001_024EA,B06001_024MA,B06001_025MA,B06001_025EA,B06001_026MA,B06001_026EA,B06001_027EA,B06001_027MA,B06001_028EA,B06001_028MA,B06001_029EA,B06001_029MA,B06001_030MA,B06001_030EA,B06001_031MA,B06001_031EA,B06001_032MA,B06001_032EA,B06001_033EA,B06001_033MA,B06001_034EA,B06001_034MA,B06001_035EA,B06001_035MA,B06001_036MA,B06001_036EA,B06001_037MA,B06001_037EA,B06001_038EA,B06001_038MA,B06001_039EA,B06001_039MA,B06001_040EA,B06001_040MA,B06001_041MA,B06001_041EA,B06001_042MA,B06001_042EA,B06001_043EA,B06001_043MA,B06001_044EA,B06001_044MA,B06001_045EA,B06001_045MA,B06001_046EA,B06001_046MA,B06001_047MA,B06001_047EA,B06001_048MA,B06001_048EA,B06001_049EA,B06001_049MA,B06001_050EA,B06001_050MA,B06001_051EA,B06001_051MA,B06001_052MA,B06001_052EA,B06001_053MA,B06001_053EA,B06001_054EA,B06001_054MA,B06001_055EA,B06001_055MA,B06001_056EA,B06001_056MA,B06001_057EA,B06001_057MA,B06001_058MA,B06001_058EA,B06001_059MA,B06001_059EA,B06001_060EA,B06001_060MA,state
0400000US01,4802740,-555555555,298465,2738,825923,3198,485274,3900,609611,5278,613286,5109,687009,4260,310121,7002,122996,5466,176265,5849,380257,2302,293533,1879,3373202,20301,265669,3801,662295,7355,337969,5571,394304,7862,386023,5903,440152,7495,210771,6180,84264,3997,117873,4824,259121,3891,214761,3953,1228033,18885,30072,2699,145722,6700,126386,5806,160654,7437,185171,6317,216183,6884,91158,4708,34843,2947,53477,3516,110720,3816,73647,3332,38832,4074,1307,632,4393,1144,4909,1349,7686,1906,7928,1637,7503,1620,2089,650,944,590,560,273,1236,595,277,184,162673,6965,1417,622,13513,2242,16010,2361,46967,3950,34164,3608,23171,2658,6103,1269,2945,990,4355,1112,9180,1651,4848,1083,Alabama,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,722718,-555555555,54031,875,134192,720,77633,1773,106279,2010,93356,2331,107984,2009,52473,2546,16778,1822,21625,2308,37827,1151,20540,665,287822,6395,45961,1272,91585,2819,37629,2171,40527,2748,22835,2045,24261,1841,8766,957,3133,742,2770,558,7227,900,3128,426,368212,6103,7513,1253,36050,2910,31787,1899,54930,3218,59140,2389,70294,2401,38165,2234,12285,1747,16688,2040,26541,921,14819,685,15081,2369,307,225,1752,754,2959,905,3444,897,1689,547,2489,1067,1361,581,321,244,289,250,415,229,55,54,51603,4006,250,182,4805,1695,5258,1184,7378,1301,9692,1366,10940,1624,4181,884,1039,543,1878,569,3644,980,2538,503,Alaska,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6482505,-555555555,447964,2472,1176060,2861,647258,3720,866715,4140,824699,3530,839975,2903,387403,9014,152121,6623,217157,8847,524094,2106,399059,2012,2487999,29017,397887,6096,834133,13343,333384,8610,309775,11432,214545,8708,182283,7919,66039,5612,26486,3400,30227,3008,54450,3509,38790,3546,3043995,27189,42625,5389,269457,13452,236982,8849,381846,11556,391740,10031,486666,8026,257015,7520,103058,6221,159139,7028,399642,4761,315825,4435,78844,6191,1514,844,13196,3169,8306,1856,13077,2559,15444,2835,13060,2422,4297,1212,1499,671,1655,619,4096,1255,2700,879,871667,17750,5938,1818,59274,6233,68586,6049,162017,8343,202970,7287,157966,5955,60052,4543,21078,2911,26136,2889,65906,4707,41744,3661,Arizona,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2937979,-555555555,197666,2124,513520,2544,283366,3891,382514,4879,365721,4179,402432,3510,188300,5118,73879,3970,101956,4551,238937,1567,189688,1498,1799271,16869,171567,3224,384134,6506,176227,5623,215126,6353,191994,6292,204212,5559,103217,4009,42297,3292,60224,3360,137333,3835,112940,3087,992193,16515,24016,2558,114070,6419,91565,4863,132133,5787,140573,6198,172405,5848,77933,4295,29717,2840,40122,3057,97146,3884,72513,3242,17706,2120,263,249,2247,958,2171,938,3236,1152,3289,910,4402,1107,1108,551,203,188,32,61,400,297,355,267,128809,5642,1820,883,13069,2513,13403,2628,32019,3234,29865,2916,21413,2541,6042,1481,1662,859,1578,521,4058,976,3880,1065,Arkansas,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,37691912,-555555555,2533655,2934,6733781,3245,3980604,5348,5404486,6748,5169975,5936,5253128,5512,2279802,19305,821109,14263,1117319,15525,2376991,3268,2021062,3190,20466513,50583,2379130,8815,5828886,19439,2878926,16563,2770438,21716,1981260,20603,2018986,19809,831209,15012,283824,8832,375039,9096,654454,9888,464361,9890,6585658,40077,92543,6002,367280,12791,335981,10639,743135,14952,811863,14083,1135948,17424,639754,12123,253949,8955,370514,8088,904638,10635,930053,9984,444684,13840,18565,2774,63186,5755,49234,5122,64095,4771,75005,4606,78999,5246,32429,2833,9427,1513,12873,2198,22081,2594,18790,2118,10195057,49934,43417,3441,474429,16262,716463,13523,1826818,22870,2301847,18843,2019195,17952,776410,13475,273909,9134,358893,9383,795818,10214,607858,8507,California,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5116796,-555555555,341041,1953,887536,2189,500909,3235,744951,4672,709547,3994,729029,3539,341161,7514,120214,5632,166911,5915,328585,1890,246912,1558,2167926,23306,295191,4565,625712,9999,241506,7230,271812,8508,204947,6601,216028,6781,92487,4614,31592,2551,42064,2808,82205,3064,64382,2647,2382916,20086,38568,4083,211227,8438,200151,5827,356803,9330,372062,6704,419864,6938,215391,6429,78134,4382,111390,5381,218521,4035,160805,3338,71194,5482,2610,1028,11096,2772,8699,1524,12482,2001,10597,1892,13352,1947,6038,1222,1368,587,2013,791,1696,591,1243,624,494760,14421,4672,1412,39501,3843,50553,4397,103854,7085,121941,5242,79785,4485,27245,2951,9120,1389,11444,1646,26163,2142,20482,2328,Colorado,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3580709,-555555555,196206,1187,607414,1207,332686,1812,428130,2283,467003,2066,573005,2141,245840,5288,87334,3841,127777,3981,263918,1241,251396,882,1987475,17407,168777,3157,460594,6956,205708,4433,215052,5763,213102,5601,274707,6681,118988,4561,41029,2880,58000,2796,112643,3493,118875,4173,984640,15029,21499,2488,104632,6251,78322,3729,102496,4904,134218,4897,182669,6165,83142,4220,30398,2657,48857,3238,103113,3885,95294,4093,130271,7217,2150,836,13709,2434,9919,1770,21831,3076,20217,2531,23709,2422,10604,1360,3492,1127,6049,1143,11841,1483,6750,1203,478323,13320,3780,1327,28479,3181,38737,3668,88751,4462,99466,4654,91920,4473,33106,2892,12415,1480,14871,1543,36321,3164,30477,2164,Connecticut,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,907135,-555555555,55248,253,149377,487,91390,945,114197,1500,114001,1172,133118,1217,57042,2846,23729,2305,35121,2218,75752,948,58160,735,411676,9964,47188,1585,103812,3700,46057,2996,46530,2504,42533,2880,47948,2767,21135,1979,7128,1416,11108,1440,21182,2177,17055,1553,403052,11183,7242,1503,39640,3444,35949,3230,46866,2877,51723,3204,70433,3252,31047,2322,14962,2087,21229,1975,47331,2192,36630,1809,16045,2866,272,229,2368,1127,1969,872,2501,1037,2685,926,2883,906,831,371,216,248,585,366,607,712,1128,754,76362,5323,546,340,3557,1352,7415,1494,18300,1778,17060,1762,11854,1648,4029,1005,1423,581,2199,749,6632,1219,3347,873,Delaware,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,617996,-555555555,36232,153,69248,176,84255,266,133265,254,82827,761,75369,758,35264,2114,13672,1543,18126,1901,37760,393,31978,514,236114,6986,27352,1719,52979,2510,27424,2748,32638,2629,25033,1897,30440,1899,14347,1918,4400,889,5219,958,10355,1237,5927,954,287921,6818,7588,1596,12841,2375,45944,2912,75779,2514,37184,2288,31257,1837,15732,1949,7291,1186,9670,1495,22662,1198,21973,1073,10362,1724,203,210,395,406,1321,583,3280,926,1564,496,1567,576,739,437,248,370,745,630,189,185,111,167,83599,5243,1089,636,3033,1001,9566,1765,21568,2404,19046,1874,12105,1261,4446,1023,1733,742,2492,743,4554,743,3967,1032,District of Columbia,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,19057542,-555555555,1074324,4530,2920626,5253,1795011,8185,2328282,9895,2408924,6707,2739211,7050,1253012,15282,477537,13965,701220,13486,1777707,5122,1581688,3438,6772683,53422,964900,9205,2086866,18045,960293,16567,851556,17366,619881,16859,571066,13317,224543,9552,75569,5850,95965,5197,184661,6363,137383,6491,7969073,47104,84782,6996,556532,16961,501656,15029,817432,15555,973636,16964,1355995,15642,704482,10972,283112,9432,435802,9905,1161960,9752,1093684,8842,613159,20110,11319,3048,82248,7343,52364,5192,89211,6967,101914,7712,109068,5764,40036,3850,16785,2850,22746,3169,48852,3255,38616,3440,3702627,38369,13323,3009,194980,9254,280698,13008,570083,13338,713493,13446,703082,12717,283951,8474,102071,7099,146707,7973,382234,9143,312005,7170,Florida,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
