GEO_ID,B17002_001E,B17002_001M,B17002_002E,B17002_002M,B17002_003E,B17002_003M,B17002_004E,B17002_004M,B17002_005E,B17002_005M,B17002_006E,B17002_006M,B17002_007E,B17002_007M,B17002_008E,B17002_008M,B17002_009E,B17002_009M,B17002_010E,B17002_010M,B17002_011E,B17002_011M,B17002_012E,B17002_012M,B17002_013E,B17002_013M,NAME,B17002_001EA,B17002_001MA,B17002_002EA,B17002_002MA,B17002_003MA,B17002_003EA,B17002_004MA,B17002_004EA,B17002_005MA,B17002_005EA,B17002_006EA,B17002_006MA,B17002_007EA,B17002_007MA,B17002_008EA,B17002_008MA,B17002_009MA,B17002_009EA,B17002_010MA,B17002_010EA,B17002_011EA,B17002_011MA,B17002_012EA,B17002_012MA,B17002_013EA,B17002_013MA,state
0400000US01,4687363,2037,367360,15673,258142,14842,266981,13011,276108,16701,244229,14869,259092,15073,98999,8699,133479,9404,812968,23868,613613,19947,450922,17593,905470,20210,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,706860,918,33460,4270,14756,2669,25689,2969,28633,4359,30715,5388,33080,4762,12293,3007,21225,4325,99142,8050,102669,8489,80382,7101,224816,10977,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6336449,3861,551893,22706,315391,20704,336217,23515,339968,18588,360609,24267,304854,20131,132174,13633,183335,18077,1119362,34050,848974,35417,552019,24331,1291653,29103,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2856663,2079,226213,10212,150388,11011,179275,11043,168974,9838,193838,13525,162139,11786,62833,6822,95881,10858,504656,20657,379684,18214,248346,12894,484436,17344,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,36941931,7933,2656228,42028,1514346,43728,1948229,48120,1994581,43020,2013247,46622,1913679,42847,711791,30535,1008467,32551,5749826,68158,4339401,70959,3254825,57747,9837311,72106,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5002128,3154,304970,15930,177147,15242,192078,14436,230871,15356,219454,13859,228991,15472,92111,9003,121811,12590,789744,22705,662949,22119,536758,19307,1445244,24241,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3471802,1406,173018,11329,95353,8402,109485,10150,111666,10599,122225,10383,109818,8477,51894,7727,67365,8082,450411,18678,447074,17694,370520,13858,1362973,19243,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,882353,1386,50966,5724,27153,4718,26712,4768,36007,6116,35327,5391,44289,6030,14881,3718,21657,4001,128237,11974,133456,9277,110051,9238,253617,12293,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,584583,305,60274,6558,26434,4685,22655,5078,18792,3487,19600,4212,18679,3814,5788,1571,10542,2612,64106,6587,61067,6656,46557,4535,230089,6718,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,18652057,5175,1403086,39365,821548,29631,948822,33822,1039577,38112,1045530,38515,1017019,36900,419225,23540,547396,27575,3292220,55161,2510665,54671,1694210,41890,3912759,53758,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,9550271,4699,821084,24220,484864,24146,521795,23624,510326,24616,522608,24986,510989,25262,179969,15599,269356,17554,1603295,40440,1220982,31108,901411,33672,2003592,40803,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1338543,1297,81183,9342,38739,7661,41368,7015,45573,5741,52973,7864,53319,6943,19759,3335,31503,5134,225955,12542,214283,11952,156282,11426,377606,11953,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
