GEO_ID,C06001_001E,C06001_001M,C06001_002E,C06001_002M,C06001_003E,C06001_003M,C06001_004E,C06001_004M,C06001_005E,C06001_005M,C06001_006E,C06001_006M,C06001_007E,C06001_007M,C06001_008E,C06001_008M,C06001_009E,C06001_009M,C06001_010E,C06001_010M,C06001_011E,C06001_011M,C06001_012E,C06001_012M,C06001_013E,C06001_013M,C06001_014E,C06001_014M,C06001_015E,C06001_015M,C06001_016E,C06001_016M,C06001_017E,C06001_017M,C06001_018E,C06001_018M,C06001_019E,C06001_019M,C06001_020E,C06001_020M,C06001_021E,C06001_021M,C06001_022E,C06001_022M,C06001_023E,C06001_023M,C06001_024E,C06001_024M,C06001_025E,C06001_025M,C06001_026E,C06001_026M,C06001_027E,C06001_027M,C06001_028E,C06001_028M,C06001_029E,C06001_029M,C06001_030E,C06001_030M,C06001_031E,C06001_031M,C06001_032E,C06001_032M,C06001_033E,C06001_033M,C06001_034E,C06001_034M,C06001_035E,C06001_035M,C06001_036E,C06001_036M,C06001_037E,C06001_037M,C06001_038E,C06001_038M,C06001_039E,C06001_039M,C06001_040E,C06001_040M,C06001_041E,C06001_041M,C06001_042E,C06001_042M,C06001_043E,C06001_043M,C06001_044E,C06001_044M,C06001_045E,C06001_045M,NAME,C06001_001MA,C06001_001EA,C06001_002EA,C06001_002MA,C06001_003EA,C06001_003MA,C06001_004MA,C06001_004EA,C06001_005EA,C06001_005MA,C06001_006EA,C06001_006MA,C06001_007MA,C06001_007EA,C06001_008EA,C06001_008MA,C06001_009EA,C06001_009MA,C06001_010MA,C06001_010EA,C06001_011EA,C06001_011MA,C06001_012MA,C06001_012EA,C06001_013EA,C06001_013MA,C06001_014EA,C06001_014MA,C06001_015MA,C06001_015EA,C06001_016EA,C06001_016MA,C06001_017MA,C06001_017EA,C06001_018MA,C06001_018EA,C06001_019EA,C06001_019MA,C06001_020EA,C06001_020MA,C06001_021EA,C06001_021MA,C06001_022EA,C06001_022MA,C06001_023MA,C06001_023EA,C06001_024MA,C06001_024EA,C06001_025MA,C06001_025EA,C06001_026MA,C06001_026EA,C06001_027EA,C06001_027MA,C06001_028EA,C06001_028MA,C06001_029MA,C06001_029EA,C06001_030MA,C06001_030EA,C06001_031MA,C06001_031EA,C06001_032MA,C06001_032EA,C06001_033EA,C06001_033MA,C06001_034EA,C06001_034MA,C06001_035EA,C06001_035MA,C06001_036MA,C06001_036EA,C06001_037MA,C06001_037EA,C06001_038EA,C06001_038MA,C06001_039EA,C06001_039MA,C06001_040EA,C06001_040MA,C06001_041MA,C06001_041EA,C06001_042EA,C06001_042MA,C06001_043MA,C06001_043EA,C06001_044EA,C06001_044MA,C06001_045EA,C06001_045MA,state
0400000US01,4802740,-555555555,298465,2738,825923,3198,485274,3900,1222897,5699,687009,4260,609382,2162,380257,2302,293533,1879,3373202,20301,265669,3801,662295,7355,337969,5571,780327,9915,440152,7495,412908,6061,259121,3891,214761,3953,1228033,18885,30072,2699,145722,6700,126386,5806,345825,9382,216183,6884,179478,5242,110720,3816,73647,3332,38832,4074,1307,632,4393,1144,4909,1349,15614,2616,7503,1620,3593,851,1236,595,277,184,162673,6965,1417,622,13513,2242,16010,2361,81131,4972,23171,2658,13403,1511,9180,1651,4848,1083,Alabama,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,722718,-555555555,54031,875,134192,720,77633,1773,199635,2337,107984,2009,90876,1132,37827,1151,20540,665,287822,6395,45961,1272,91585,2819,37629,2171,63362,3508,24261,1841,14669,1375,7227,900,3128,426,368212,6103,7513,1253,36050,2910,31787,1899,114070,3775,70294,2401,67138,1556,26541,921,14819,685,15081,2369,307,225,1752,754,2959,905,5133,992,2489,1067,1971,675,415,229,55,54,51603,4006,250,182,4805,1695,5258,1184,17070,1941,10940,1624,7098,1026,3644,980,2538,503,Alaska,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6482505,-555555555,447964,2472,1176060,2861,647258,3720,1691414,4561,839975,2903,756681,1603,524094,2106,399059,2012,2487999,29017,397887,6096,834133,13343,333384,8610,524320,14185,182283,7919,122752,6189,54450,3509,38790,3546,3043995,27189,42625,5389,269457,13452,236982,8849,773586,16281,486666,8026,519212,6804,399642,4761,315825,4435,78844,6191,1514,844,13196,3169,8306,1856,28521,3810,13060,2422,7451,1439,4096,1255,2700,879,871667,17750,5938,1818,59274,6233,68586,6049,364987,10790,157966,5955,107266,5702,65906,4707,41744,3661,Arizona,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2937979,-555555555,197666,2124,513520,2544,283366,3891,748235,5208,402432,3510,364135,2312,238937,1567,189688,1498,1799271,16869,171567,3224,384134,6506,176227,5623,407120,9118,204212,5559,205738,5172,137333,3835,112940,3087,992193,16515,24016,2558,114070,6419,91565,4863,272706,8315,172405,5848,147772,4947,97146,3884,72513,3242,17706,2120,263,249,2247,958,2171,938,6525,1385,4402,1107,1343,633,400,297,355,267,128809,5642,1820,883,13069,2513,13403,2628,61884,4166,21413,2541,9282,1634,4058,976,3880,1065,Arkansas,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,37691912,-555555555,2533655,2934,6733781,3245,3980604,5348,10574461,7263,5253128,5512,4218230,3554,2376991,3268,2021062,3190,20466513,50583,2379130,8815,5828886,19439,2878926,16563,4751698,31243,2018986,19809,1490072,17739,654454,9888,464361,9890,6585658,40077,92543,6002,367280,12791,335981,10639,1554998,18638,1135948,17424,1264217,14453,904638,10635,930053,9984,444684,13840,18565,2774,63186,5755,49234,5122,139100,6485,78999,5246,54729,4164,22081,2594,18790,2118,10195057,49934,43417,3441,474429,16262,716463,13523,4128665,30127,2019195,17952,1409212,13718,795818,10214,607858,8507,California,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5116796,-555555555,341041,1953,887536,2189,500909,3235,1454498,4638,729029,3539,628286,2098,328585,1890,246912,1558,2167926,23306,295191,4565,625712,9999,241506,7230,476759,10934,216028,6781,166143,5844,82205,3064,64382,2647,2382916,20086,38568,4083,211227,8438,200151,5827,728865,10879,419864,6938,404915,6197,218521,4035,160805,3338,71194,5482,2610,1028,11096,2772,8699,1524,23079,2770,13352,1947,9419,1772,1696,591,1243,624,494760,14421,4672,1412,39501,3843,50553,4397,225795,8779,79785,4485,47809,3388,26163,2142,20482,2328,Colorado,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3580709,-555555555,196206,1187,607414,1207,332686,1812,895133,2627,573005,2141,460951,1132,263918,1241,251396,882,1987475,17407,168777,3157,460594,6956,205708,4433,428154,8300,274707,6681,218017,5263,112643,3493,118875,4173,984640,15029,21499,2488,104632,6251,78322,3729,236714,6622,182669,6165,162397,4708,103113,3885,95294,4093,130271,7217,2150,836,13709,2434,9919,1770,42048,4095,23709,2422,20145,1803,11841,1483,6750,1203,478323,13320,3780,1327,28479,3181,38737,3668,188217,6687,91920,4473,60392,3489,36321,3164,30477,2164,Connecticut,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,907135,-555555555,55248,253,149377,487,91390,945,228198,1559,133118,1217,115892,564,75752,948,58160,735,411676,9964,47188,1585,103812,3700,46057,2996,89063,4031,47948,2767,39371,2418,21182,2177,17055,1553,403052,11183,7242,1503,39640,3444,35949,3230,98589,4782,70433,3252,67238,2641,47331,2192,36630,1809,16045,2866,272,229,2368,1127,1969,872,5186,1449,2883,906,1632,634,607,712,1128,754,76362,5323,546,340,3557,1352,7415,1494,35360,2723,11854,1648,7651,1190,6632,1219,3347,873,Delaware,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,617996,-555555555,36232,153,69248,176,84255,266,216092,756,75369,758,67062,343,37760,393,31978,514,236114,6986,27352,1719,52979,2510,27424,2748,57671,3270,30440,1899,23966,2081,10355,1237,5927,954,287921,6818,7588,1596,12841,2375,45944,2912,112963,3228,31257,1837,32693,1858,22662,1198,21973,1073,10362,1724,203,210,395,406,1321,583,4844,1007,1567,576,1732,751,189,185,111,167,83599,5243,1089,636,3033,1001,9566,1765,40614,3288,12105,1261,8671,1336,4554,743,3967,1032,District of Columbia,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,19057542,-555555555,1074324,4530,2920626,5253,1795011,8185,4737206,8497,2739211,7050,2431769,4715,1777707,5122,1581688,3438,6772683,53422,964900,9205,2086866,18045,960293,16567,1471437,27714,571066,13317,396077,10705,184661,6363,137383,6491,7969073,47104,84782,6996,556532,16961,501656,15029,1791068,21254,1355995,15642,1423396,13083,1161960,9752,1093684,8842,613159,20110,11319,3048,82248,7343,52364,5192,191125,10821,109068,5764,79567,5386,48852,3255,38616,3440,3702627,38369,13323,3009,194980,9254,280698,13008,1283576,20500,703082,12717,532729,11419,382234,9143,312005,7170,Florida,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
