GEO_ID,C15002_001E,C15002_001M,C15002_002E,C15002_002M,C15002_003E,C15002_003M,C15002_004E,C15002_004M,C15002_005E,C15002_005M,C15002_006E,C15002_006M,C15002_007E,C15002_007M,C15002_008E,C15002_008M,C15002_009E,C15002_009M,C15002_010E,C15002_010M,C15002_011E,C15002_011M,C15002_012E,C15002_012M,C15002_013E,C15002_013M,C15002_014E,C15002_014M,C15002_015E,C15002_015M,C15002_016E,C15002_016M,C15002_017E,C15002_017M,NAME,C15002_001MA,C15002_001EA,C15002_002EA,C15002_002MA,C15002_003MA,C15002_003EA,C15002_004EA,C15002_004MA,C15002_005MA,C15002_005EA,C15002_006MA,C15002_006EA,C15002_007EA,C15002_007MA,C15002_008MA,C15002_008EA,C15002_009EA,C15002_009MA,C15002_010MA,C15002_010EA,C15002_011EA,C15002_011MA,C15002_012EA,C15002_012MA,C15002_013MA,C15002_013EA,C15002_014MA,C15002_014EA,C15002_015EA,C15002_015MA,C15002_016EA,C15002_016MA,C15002_017EA,C15002_017MA,state
0400000US13,6308961,10090,3004726,6945,189122,8514,312188,10894,900697,13408,601343,12978,173252,7764,534645,12865,293479,8106,3304235,5907,179826,7325,308196,11697,948444,19474,710226,15030,246702,9665,585003,15646,325838,11341,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,939512,1375,462509,1232,17020,2224,24082,2431,136408,4244,109069,3990,46021,3224,84684,4420,45225,3158,477003,1168,24042,2034,23244,2534,131055,4925,107118,4760,48179,3224,95547,3862,47818,2899,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,998460,2711,494011,2376,24923,2485,34507,3050,131366,5515,131316,4936,40000,3721,86397,4428,45502,4194,504449,2355,20085,1870,34184,2623,143667,5903,137368,5123,48949,3854,88249,5303,31947,2716,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,8521694,5022,4090567,4558,237695,7006,312346,8944,1141164,15090,863725,15919,267384,8162,782695,12550,485558,10425,4431127,3644,243125,7151,298415,8019,1210158,13720,948253,13142,355565,10036,862639,15755,512972,9948,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,4255459,5260,2052213,3265,91986,3611,182650,6329,737941,10040,420238,10201,141823,5530,305516,7357,172059,6105,2203246,3731,85757,4656,181414,7408,771832,11190,469615,9461,192987,7648,322657,8339,178984,6847,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2027201,3883,985672,2995,38652,2642,61054,2936,340366,6648,203450,6327,92784,4454,167855,5687,81511,3857,1041529,2442,36525,2850,53858,3672,329737,5855,228561,5718,119115,5210,190196,5274,83537,3533,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1852094,3310,899868,2775,40368,2581,55149,3919,262307,6921,217097,5970,56315,3372,171408,5180,97224,4723,952226,2224,36104,2689,53101,3034,254176,5996,238634,6181,80736,3889,194133,5900,95342,4435,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,2922350,4214,1404490,3663,105675,4271,147674,5754,508375,9249,277446,7876,74208,4345,174749,6322,116363,4572,1517860,3049,98196,4662,143469,5970,488554,9403,333351,8074,129377,6511,185226,7283,139687,5807,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,2972737,4320,1421896,3529,97973,4839,176575,6504,500691,8003,295181,8371,63008,4520,191444,6498,97024,4854,1550841,3213,83503,3995,162650,5337,524134,8546,348730,8653,92352,5099,223971,7813,115501,5473,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,942537,1811,451592,1458,18679,2009,28842,2592,158325,4389,86800,3645,35003,2367,77929,3710,46014,2688,490945,1559,13366,1423,24679,2341,156131,4477,104300,3404,48861,2729,90676,4200,52932,2703,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,3915657,4054,1843965,2790,85035,5124,135317,5307,482869,10764,364632,8981,96661,6065,373215,9514,306236,8327,2071692,2604,82383,4588,133156,5851,527974,9853,414027,9745,149231,5872,426962,8118,337959,9468,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,4502048,2155,2130741,1760,102740,3771,132753,5313,568473,10364,340662,9271,138031,6391,486220,10601,361862,8233,2371307,1615,120189,5867,129690,6751,597218,11996,398035,10529,211747,7522,517913,9943,396515,8268,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,6588324,4325,3165493,3336,114251,4654,265087,6687,985791,10733,756845,11552,225709,6906,496360,8093,321450,6340,3422831,3000,114577,4745,244081,7985,1042413,13244,821042,12708,330259,9069,541242,8230,329217,8145,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,3560801,3784,1743571,2906,56501,3273,90733,3963,487891,9078,380170,7856,170139,5585,370535,7145,187602,5352,1817230,2588,60044,3215,76631,4103,470352,7635,417596,7704,197893,6136,406804,6755,187910,4920,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1912708,4765,903797,3433,67767,3673,123237,5995,284006,7738,200109,8012,58619,4438,107416,4829,62643,4704,1008911,3082,57929,3684,111997,4618,294267,7028,234585,7059,100567,5872,133310,5824,76256,5264,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,4008554,4585,1925630,3836,77018,4007,170648,6972,619359,10386,424456,10157,125951,5461,320240,8528,187958,6180,2082924,3742,80368,4687,170238,5783,641264,8983,493858,9066,160412,6189,335982,8392,200802,6586,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,676793,2419,335111,1919,7552,1067,19914,2295,107178,4471,79968,4265,25944,2195,62388,3940,32167,2559,341682,1692,6086,1193,18695,2035,99521,3910,90102,4018,30915,2745,70558,3464,25805,2205,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1196112,2683,582471,2066,24858,1912,31785,2617,171513,4756,138393,4233,55125,2707,106821,3923,53976,2982,613641,2395,21841,1782,29280,2504,175710,4236,154054,4346,59426,3244,119001,4096,54329,3379,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1810960,2490,907541,1753,57028,4323,90951,5684,268507,9016,226730,8974,63621,5714,132169,7243,68535,4714,903419,2187,58655,5375,83485,5527,259885,9159,229156,8367,66067,4654,137292,7105,68879,4321,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,914207,1652,444745,1428,13759,1540,29216,2882,134978,4587,85309,3729,35198,2812,91181,3733,55104,3051,469462,1432,12272,1600,23736,2423,132748,3937,90146,4563,51532,3145,100567,4140,58461,2991,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,6004613,2513,2852446,2150,158095,6640,187044,6863,816837,14339,501342,10746,148279,6670,632944,11321,407905,8218,3152167,2009,176177,5615,191316,6292,950380,12125,536231,9525,220009,8044,689281,9994,388773,9425,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,1354186,3246,658821,2761,49661,3493,68512,3282,179850,6157,147333,6186,44515,3452,92392,5183,76558,4199,695365,2045,48682,3254,60870,3686,179778,6319,172325,6794,56665,3611,103135,4534,73910,3970,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,13197704,4096,6234632,4035,413833,11263,534253,11166,1746866,20109,1042103,16397,463827,11045,1184426,16851,849324,10341,6963072,3199,486714,10829,539466,11202,1888683,18560,1108188,14485,628104,12908,1283110,16049,1028807,13340,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,6399357,7967,3034749,6635,199106,8458,316609,10429,868590,14509,627742,12487,219197,7985,520111,13186,283394,9700,3364608,6171,167642,6555,293281,9243,876661,15560,768507,13747,339548,10121,616367,13605,302602,9452,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,448145,1606,223043,1327,10007,924,11714,1584,65529,2740,52235,2713,28810,2473,39503,2543,15245,1575,225102,1345,10044,1178,9824,1323,55159,2446,56980,2879,29943,1986,47112,2464,16040,2127,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,7749236,5217,3704377,3586,130161,4711,317937,8001,1305454,13736,771708,11393,243737,6902,586243,11518,349137,7646,4044859,3535,127412,5140,330995,8773,1390281,15567,861718,13361,359088,9753,610654,11852,364711,9549,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,2469196,3220,1198119,2738,65597,3560,111748,4541,378384,7864,281552,7062,76590,3990,188822,5872,95426,4395,1271077,2510,52248,2744,108513,4284,396576,6902,313732,7544,96171,4188,207397,5941,96440,4187,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,2644754,3695,1286421,3021,55785,4951,91694,5112,323969,8696,333713,8400,99526,4791,234020,6663,147714,6129,1358333,2526,53995,3564,80191,4448,338580,7646,375293,7463,116187,6046,252297,6820,141790,5250,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,8714235,4255,4157544,3802,152506,4825,333074,8343,1574194,13443,681495,9978,281239,7457,691211,12342,443825,8934,4556691,2891,164701,5697,341817,9534,1696144,15323,761768,11858,377624,9408,751872,10299,462765,8753,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,712266,1103,336083,1067,22142,2175,31417,2913,87560,4665,60929,3569,25160,2519,65272,3058,43603,3185,376183,818,23707,2251,31145,3005,100406,4228,73663,3867,34325,3088,68777,3808,44160,3251,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,3110532,5039,1474305,3580,90529,5579,161781,7153,465938,10750,291627,9016,108603,6558,230321,8952,125506,5493,1636227,3398,82753,4550,157940,5965,489571,10899,355545,10468,157570,7496,256248,8192,136600,7101,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,537588,1811,264798,1552,12268,1353,15234,1866,89095,3721,57947,3342,23914,2320,45252,2998,21088,1688,272790,1518,9951,1244,13174,1834,79811,3387,66134,2947,28426,2013,52704,2690,22590,2669,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,4294392,5728,2046502,5011,134327,6328,211696,7574,698210,11228,419699,10699,103510,5577,306102,9237,172958,6275,2247890,4003,127784,5734,202715,7730,737676,11310,489022,9675,155855,6930,349449,9618,185389,6281,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,16074391,9988,7818598,7660,758856,16476,760673,17497,1982250,22965,1727707,23441,485996,14662,1380616,21855,722500,15715,8255793,6422,770360,12256,752338,16279,2117269,23557,1904978,24314,566285,13795,1466885,25204,677678,14743,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,1608668,2783,798958,2346,26569,3011,57073,3540,181185,6068,208734,6265,65392,3540,161336,5033,98669,4406,809710,2280,24211,2759,47411,3808,200366,6018,236186,6593,82975,4851,161647,5075,56914,3367,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,434652,1212,210305,982,6922,757,14214,1438,70422,2358,36509,2156,14289,1366,41074,2562,26875,2122,224347,883,5059,695,9632,1037,60797,2575,40739,2474,22179,1975,52114,2313,33827,2334,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,5418844,6732,2605062,5670,136030,6650,201415,7077,677486,11172,500473,10918,157518,6876,516666,9531,415474,9194,2813782,4864,125220,5643,196223,7424,711127,12721,586791,12302,223067,8304,594559,9837,376795,8822,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,4583426,3948,2254973,3249,94713,5504,135345,6984,542608,11214,534458,11413,203438,7928,466844,11200,277567,7932,2328453,2936,98211,5072,123535,5503,549900,9761,598371,10595,241843,8003,458251,11094,258342,8317,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1294198,2703,625433,2850,42598,2866,64320,3413,265124,6229,108391,4553,30138,2104,72786,3823,42076,2501,668765,1697,32787,2636,64667,4203,273899,6632,120679,4685,52554,3356,78130,4100,46049,3113,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,3831373,4033,1872855,3346,68205,3313,128347,4374,636920,8958,389339,8307,166564,5566,310083,6414,173397,4906,1958518,2840,61811,3204,111145,4699,629975,9203,424895,7003,199859,5942,358361,7450,172472,5567,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,375608,1728,188831,1598,3973,1073,12416,1443,61610,3693,50127,3351,15850,1599,29697,2607,15158,1641,186777,1575,2952,713,10822,1867,53911,2745,49871,3233,21228,2614,32118,2525,15875,1865,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,2443515,2195,1130397,1392,226024,6432,126728,5571,328612,7126,147645,5063,81330,3993,157564,5710,62494,3871,1313118,1728,235587,5826,117111,5059,319592,6193,157187,5998,134148,4879,258444,7654,91049,4465,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
