GEO_ID,C16010_001E,C16010_001M,C16010_002E,C16010_002M,C16010_003E,C16010_003M,C16010_004E,C16010_004M,C16010_005E,C16010_005M,C16010_006E,C16010_006M,C16010_007E,C16010_007M,C16010_008E,C16010_008M,C16010_009E,C16010_009M,C16010_010E,C16010_010M,C16010_011E,C16010_011M,C16010_012E,C16010_012M,C16010_013E,C16010_013M,C16010_014E,C16010_014M,C16010_015E,C16010_015M,C16010_016E,C16010_016M,C16010_017E,C16010_017M,C16010_018E,C16010_018M,C16010_019E,C16010_019M,C16010_020E,C16010_020M,C16010_021E,C16010_021M,C16010_022E,C16010_022M,C16010_023E,C16010_023M,C16010_024E,C16010_024M,C16010_025E,C16010_025M,C16010_026E,C16010_026M,C16010_027E,C16010_027M,C16010_028E,C16010_028M,C16010_029E,C16010_029M,C16010_030E,C16010_030M,C16010_031E,C16010_031M,C16010_032E,C16010_032M,C16010_033E,C16010_033M,C16010_034E,C16010_034M,C16010_035E,C16010_035M,C16010_036E,C16010_036M,C16010_037E,C16010_037M,NAME,C16010_001MA,C16010_001EA,C16010_002MA,C16010_002EA,C16010_003EA,C16010_003MA,C16010_004EA,C16010_004MA,C16010_005EA,C16010_005MA,C16010_006MA,C16010_006EA,C16010_007MA,C16010_007EA,C16010_008MA,C16010_008EA,C16010_009EA,C16010_009MA,C16010_010EA,C16010_010MA,C16010_011EA,C16010_011MA,C16010_012EA,C16010_012MA,C16010_013MA,C16010_013EA,C16010_014EA,C16010_014MA,C16010_015EA,C16010_015MA,C16010_016EA,C16010_016MA,C16010_017MA,C16010_017EA,C16010_018MA,C16010_018EA,C16010_019MA,C16010_019EA,C16010_020EA,C16010_020MA,C16010_021EA,C16010_021MA,C16010_022EA,C16010_022MA,C16010_023MA,C16010_023EA,C16010_024MA,C16010_024EA,C16010_025EA,C16010_025MA,C16010_026EA,C16010_026MA,C16010_027EA,C16010_027MA,C16010_028MA,C16010_028EA,C16010_029MA,C16010_029EA,C16010_030MA,C16010_030EA,C16010_031EA,C16010_031MA,C16010_032EA,C16010_032MA,C16010_033EA,C16010_033MA,C16010_034MA,C16010_034EA,C16010_035MA,C16010_035EA,C16010_036EA,C16010_036MA,C16010_037EA,C16010_037MA,state
0400000US01,3193078,4624,551746,14373,208410,9170,175257,7821,29129,3219,4024,1065,343336,10781,329446,10360,9762,2166,4128,1006,985450,12657,555557,12118,526423,11190,22375,3717,6759,1741,429893,9086,420256,9025,5471,1616,4166,949,945350,13152,631660,12592,609761,12768,12168,1728,9731,1708,313690,8926,304095,8839,4514,1002,5081,1086,710532,12099,526486,12425,495967,11730,10104,1833,20415,2338,184046,5777,174233,5462,3442,882,6371,1239,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,456862,1804,37621,2878,19182,2439,11544,1742,1673,912,5965,1349,18439,1463,10434,1205,430,246,7575,812,128373,4664,85322,4351,70294,4061,2969,873,12059,1402,43051,3013,36027,2929,1144,510,5880,916,170407,5688,126453,5424,109660,5451,3420,832,13373,1816,43954,3024,39322,2926,954,408,3678,734,120461,5752,99239,5635,86799,5422,3403,925,9037,1560,21222,1888,19079,1823,502,400,1641,594,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,4211223,3828,602097,14551,290536,12153,90684,7098,178491,8922,21361,2550,311561,9159,143009,7229,136066,6715,32486,2970,1036587,20711,563472,17072,394288,13064,133232,8570,35952,3878,473115,13058,375452,12062,69305,4480,28358,3158,1453341,22959,944332,18030,758461,16843,132943,6941,52928,5102,509009,13525,429772,12174,50491,4361,28746,3129,1119198,17134,774187,15957,645887,14737,59840,5004,68460,5301,345011,12063,298351,10854,19765,3121,26895,3571,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1943427,3997,315541,10594,118471,6707,86031,5153,28814,3024,3626,1231,197070,8207,181817,7466,12143,2021,3110,984,693216,14689,391718,11147,370420,10757,15414,2530,5884,1683,301498,8116,292988,8000,5350,1761,3160,1076,539850,12564,358981,9911,344214,9675,9095,1835,5672,1458,180869,7936,173444,7564,4019,1212,3406,908,394820,10674,292668,9103,275055,8691,7127,1665,10486,1866,102152,4998,95430,4694,2745,1057,3977,1337,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,24443872,5625,4622091,38750,2471333,32758,392032,13322,1855538,28682,223763,9300,2150758,21380,637337,15487,1113395,17005,400026,10823,5150994,40373,3144158,31995,1666559,24013,1096618,20826,380981,12203,2006836,24505,1316876,20237,401575,10350,288385,9993,7264467,36266,4961946,29649,3312325,29224,1008166,18744,641455,14633,2302521,23720,1731993,21664,268790,8920,301738,9659,7406320,43401,5593698,39408,3695109,36028,507713,12717,1390876,17479,1812622,23644,1230550,17498,111005,5215,471067,12652,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3387310,3216,331285,9330,175885,7883,75475,5600,90631,5446,9779,1728,155400,6040,88036,4890,55080,3198,12284,1690,757700,13160,477614,11744,393979,10515,64353,5615,19282,2829,280086,7550,241084,7004,26135,2693,12867,1771,1055233,15452,760412,14233,682167,13699,48979,4263,29266,2914,294821,7843,264350,7717,17297,1991,13174,2139,1243092,18741,961300,16389,859174,14761,37727,3473,64399,4938,281792,9408,252920,8616,10506,1889,18366,2241,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2444403,1883,266694,8473,114258,6501,48798,3733,45048,4449,20412,3049,152436,5791,86883,5360,37118,2857,28435,2904,676513,12158,432511,11260,332395,10055,58531,4401,41585,3533,244002,6130,203147,5503,16495,2559,24360,2584,617137,11801,468329,10231,381858,8373,47009,3814,39462,4205,148808,5844,127460,5338,9226,1746,12122,1601,884059,13371,682618,11276,567605,10518,31232,3133,83781,4710,201441,6436,169796,5731,5045,1016,26600,2567,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,611120,929,79516,4724,36237,2998,21659,2535,11066,1672,3512,1229,43279,3671,36811,3129,3178,1165,3290,896,192931,6829,116056,6456,105386,6187,7658,1899,3012,770,76875,3699,71478,3571,2207,838,3190,738,162430,6150,115513,5191,102784,5147,7171,1618,5558,1389,46917,2799,43245,2796,1579,602,2093,688,176243,5352,132104,4291,111048,4217,5519,1516,15537,1854,44139,3207,36715,2935,1566,966,5858,1648,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,428261,167,54690,3958,26106,2710,18607,2741,5968,1448,1531,594,28584,2663,25548,2581,1805,787,1231,505,75897,4546,44567,3635,37713,3400,3605,1069,3249,1470,31330,2768,29839,2656,923,590,568,369,72910,4020,49478,3382,41176,3138,4507,1180,3795,1278,23432,2303,21805,2299,668,481,959,650,224764,4275,187981,4146,157583,4531,9950,1723,20448,2562,36783,3207,31094,3180,2274,1040,3415,865,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,13267581,9014,1867802,24625,804732,17401,380986,12793,335838,12912,87908,6880,1063070,17435,651006,15729,317994,9926,94070,6348,4033074,39265,2265075,32412,1601761,26576,518152,14633,145162,9472,1767999,24918,1429372,20749,242783,9877,95844,6089,3937476,37708,2600939,33078,1950537,30190,482606,12892,167796,8239,1336537,17691,1101552,15771,153157,8042,81828,6556,3429229,32583,2374462,31886,1718169,26851,431982,17247,224311,9786,1054767,19853,841183,16304,119189,6808,94395,6588,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
