GEO_ID,B07408_001E,B07408_001M,B07408_002E,B07408_002M,B07408_003E,B07408_003M,B07408_004E,B07408_004M,B07408_005E,B07408_005M,B07408_006E,B07408_006M,B07408_007E,B07408_007M,B07408_008E,B07408_008M,B07408_009E,B07408_009M,B07408_010E,B07408_010M,B07408_011E,B07408_011M,B07408_012E,B07408_012M,B07408_013E,B07408_013M,B07408_014E,B07408_014M,B07408_015E,B07408_015M,B07408_016E,B07408_016M,B07408_017E,B07408_017M,B07408_018E,B07408_018M,B07408_019E,B07408_019M,B07408_020E,B07408_020M,B07408_021E,B07408_021M,B07408_022E,B07408_022M,B07408_023E,B07408_023M,B07408_024E,B07408_024M,B07408_025E,B07408_025M,B07408_026E,B07408_026M,B07408_027E,B07408_027M,B07408_028E,B07408_028M,B07408_029E,B07408_029M,B07408_030E,B07408_030M,NAME,B07408_001EA,B07408_001MA,B07408_002MA,B07408_002EA,B07408_003MA,B07408_003EA,B07408_004EA,B07408_004MA,B07408_005EA,B07408_005MA,B07408_006EA,B07408_006MA,B07408_007MA,B07408_007EA,B07408_008MA,B07408_008EA,B07408_009MA,B07408_009EA,B07408_010EA,B07408_010MA,B07408_011EA,B07408_011MA,B07408_012EA,B07408_012MA,B07408_013MA,B07408_013EA,B07408_014MA,B07408_014EA,B07408_015EA,B07408_015MA,B07408_016EA,B07408_016MA,B07408_017EA,B07408_017MA,B07408_018MA,B07408_018EA,B07408_019MA,B07408_019EA,B07408_020MA,B07408_020EA,B07408_021EA,B07408_021MA,B07408_022EA,B07408_022MA,B07408_023EA,B07408_023MA,B07408_024EA,B07408_024MA,B07408_025MA,B07408_025EA,B07408_026EA,B07408_026MA,B07408_027EA,B07408_027MA,B07408_028EA,B07408_028MA,B07408_029MA,B07408_029EA,B07408_030MA,B07408_030EA,state
0400000US01,3853848,9994,1118518,17211,1886315,25586,474765,14974,101937,5620,272313,7215,3305733,17102,869381,16438,1710700,22886,399470,12735,77975,4691,248207,6973,333740,13453,147573,7847,109576,8559,45552,3535,15700,2334,15339,2079,128229,7681,64415,4457,31228,4097,19961,2865,6588,1318,6037,1391,86146,8075,37149,4216,34811,5610,9782,1989,1674,741,2730,945,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,601274,7859,201759,6552,289433,8666,75954,5520,11431,2057,22697,1750,453768,5685,134726,5140,236151,7519,56078,3757,8545,1732,18268,1602,63759,4747,28407,3236,22775,3611,8877,2059,1373,645,2327,785,15423,2325,6743,1196,5779,1713,2222,854,379,255,300,326,68324,7317,31883,4078,24728,4761,8777,2707,1134,536,1802,842,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,5070848,17164,1630347,22340,2414313,32067,647103,18320,99793,7318,279292,8875,4121671,29439,1200846,21489,2100522,30914,505692,15740,68031,5660,246580,8533,682497,24604,311484,14400,223893,15097,101844,8282,22407,2698,22869,2797,99483,9066,50228,5589,26749,4213,14640,3135,4967,2181,2899,1506,167197,12002,67789,5446,63149,7400,24927,3649,4388,1246,6944,1830,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2337879,7772,608057,13219,1199205,16942,315039,9638,56628,4505,158950,6224,1966427,13467,463622,11849,1067984,17090,256531,8374,37295,3052,140995,5248,228748,9845,86828,5909,82322,6675,35682,3838,13830,2538,10086,1525,83004,6782,35046,3882,27011,3968,13258,2418,3836,1143,3853,1114,59700,4554,22561,3068,21888,2935,9568,1970,1667,625,4016,1398,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,29910217,27084,10847730,48652,13892699,65954,2918129,33675,709166,15838,1542493,14852,25274272,53804,8598901,43607,12321655,67751,2419613,28043,534838,13714,1399265,15152,3256938,47506,1542194,33190,1123998,24971,355352,12044,133762,7857,101632,5697,901891,21573,477884,14213,272644,12216,94750,5979,28484,2897,28129,3195,477116,16235,228751,10130,174402,11574,48414,4174,12082,2043,13467,2443,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4024982,12396,1236264,15747,2054857,23221,480821,12073,67354,5165,185686,6171,3277187,17133,874915,15041,1803688,21474,384602,10691,46379,4537,167603,5810,390584,12617,183050,7994,131063,9552,54094,4312,12613,2209,9764,1537,219787,10042,114847,7386,66339,6472,28005,3031,5606,1304,4990,1190,137424,8228,63452,4329,53767,5638,14120,2183,2756,943,3329,906,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2928176,8307,972602,13262,1416013,15592,311041,9207,48248,3902,180272,6388,2594554,11717,800355,12713,1321015,15125,269320,8526,37032,3652,166832,6043,195726,10663,91794,6632,56550,5449,30437,3561,7849,1633,9096,1653,58083,4387,35254,3742,12115,2230,6287,1500,1875,909,2552,647,79813,5961,45199,3883,26333,4392,4997,1299,1492,665,1792,820,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,726660,4855,240025,6001,342182,6509,84487,4836,14555,2107,45411,3059,636836,6509,190555,6002,321981,6353,72539,4514,9629,1616,42132,3093,59565,4732,33916,3495,12832,2418,6957,1389,3441,1101,2419,709,7249,1699,3545,961,1600,661,1424,896,243,285,437,341,23010,3119,12009,2096,5769,1699,3567,1469,1242,957,423,315,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,523617,6105,296183,6843,137303,7307,49901,3722,11986,1860,28244,2545,420530,5558,226694,5760,114931,6065,43033,3312,9888,1773,25984,2344,57175,5244,41736,4517,8362,2015,4311,1018,1398,655,1368,775,0,193,0,193,0,193,0,193,0,193,0,193,45912,4451,27753,3147,14010,2927,2557,926,700,471,892,457,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,15565650,25790,4848827,38381,7175084,44150,2010699,26320,409704,12505,1121336,19113,13238554,48954,3786158,40136,6459608,46675,1672756,23764,301289,10058,1018743,18487,1483446,37411,660111,21095,461128,20256,223790,11356,77480,6827,60937,4983,479034,16939,243177,9843,125998,8801,70149,6098,19590,3306,20120,3284,364616,14419,159381,8467,128350,9495,44004,4473,11345,1827,21536,3032,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
