GEO_ID,C08007_001E,C08007_001M,C08007_002E,C08007_002M,C08007_003E,C08007_003M,C08007_004E,C08007_004M,C08007_005E,C08007_005M,C08007_006E,C08007_006M,C08007_007E,C08007_007M,C08007_008E,C08007_008M,C08007_009E,C08007_009M,NAME,C08007_001EA,C08007_001MA,C08007_002MA,C08007_002EA,C08007_003EA,C08007_003MA,C08007_004EA,C08007_004MA,C08007_005MA,C08007_005EA,C08007_006EA,C08007_006MA,C08007_007MA,C08007_007EA,C08007_008EA,C08007_008MA,C08007_009EA,C08007_009MA,state
0400000US01,1953274,17253,1421087,17946,532187,11247,1019461,11275,701569,10809,317892,7850,933813,12023,719518,11475,214295,7975,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,348777,5794,326102,5784,22675,2700,189514,3283,172924,3872,16590,2068,159263,4474,153178,4141,6085,1253,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2650164,18238,2493633,18463,156531,9772,1422670,14682,1319918,15043,102752,7970,1227494,13838,1173715,13505,53779,5289,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1215837,12175,912798,13291,303039,8151,641090,8414,464901,9825,176189,6334,574747,7958,447897,7601,126850,5245,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,16047067,39617,13291457,43705,2755610,34316,8742310,27503,7061885,31277,1680425,24237,7304757,29648,6229572,29090,1075185,20093,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2477748,12566,1616595,14635,861153,11771,1331573,9245,836136,10259,495437,9402,1146175,8818,780459,10560,365716,8929,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1711088,11556,1260277,15760,450811,9717,884552,7780,626588,10629,257964,7796,826536,8275,633689,10582,192847,6113,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,415063,5667,321631,6445,93432,5787,212315,3661,155986,4298,56329,4004,202748,4290,165645,4326,37103,3247,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,306801,5723,233325,5868,73476,4056,150382,3659,111339,4111,39043,3271,156419,4335,121986,4353,34433,2854,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7991880,34064,6484950,34958,1506930,23058,4131243,23571,3268399,28287,862844,16962,3860637,23822,3216551,20223,644086,15900,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,4154468,27187,2433860,30542,1720608,23487,2195687,16937,1230008,19084,965679,16284,1958781,18898,1203852,18457,754929,16117,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,650062,8002,641375,8040,8687,1729,349261,5444,343535,5491,5726,1213,300801,5502,297840,5495,2961,982,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,672900,9003,534255,8974,138645,7122,364040,6479,276375,6385,87665,5719,308860,6249,257880,5916,50980,3325,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,5820167,22162,4259690,25222,1560477,19132,3044418,13556,2143343,15991,901075,15109,2775749,14866,2116347,16958,659402,11635,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,2885033,16992,1955245,16704,929788,14210,1519602,11895,978163,12561,541439,10224,1365431,10841,977082,10191,388349,7858,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
