GEO_ID,B08505G_001E,B08505G_001M,B08505G_002E,B08505G_002M,B08505G_003E,B08505G_003M,B08505G_004E,B08505G_004M,B08505G_005E,B08505G_005M,B08505G_006E,B08505G_006M,B08505G_007E,B08505G_007M,NAME,B08505G_001MA,B08505G_001EA,B08505G_002MA,B08505G_002EA,B08505G_003EA,B08505G_003MA,B08505G_004EA,B08505G_004MA,B08505G_005MA,B08505G_005EA,B08505G_006MA,B08505G_006EA,B08505G_007MA,B08505G_007EA,state
0400000US01,17238,2284,14508,2139,1670,667,19,40,52,62,322,308,667,260,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,19477,2325,13567,1804,2628,790,491,381,1043,351,1154,405,594,430,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,53273,4730,38499,3832,7729,1827,1487,632,592,326,2795,1121,2171,948,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,17174,2407,13264,2130,2287,799,126,161,584,489,391,278,522,421,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,494524,16206,354127,12880,59986,5236,29030,3099,13980,2277,11853,2192,25548,2972,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,55232,4242,39780,3644,6304,1392,2253,656,2600,821,1022,444,3273,1048,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,28568,3383,20616,2545,3341,1000,1206,631,2561,1095,231,189,613,341,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,18653,2304,8008,1383,2025,844,6726,1363,1048,481,433,304,413,245,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,124035,7676,92134,6481,16346,2777,3209,1162,2355,852,3756,1211,6235,1496,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,51415,5074,37957,4133,7363,2225,1183,806,1150,527,1627,905,2135,679,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,129667,6373,90391,5291,21306,2888,5430,1231,4575,1250,4193,1359,3772,919,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,9899,1594,7778,1473,892,460,102,132,485,300,431,400,211,172,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,82388,5743,54405,4669,9342,1696,10706,1862,3289,1102,1816,829,2830,872,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,35163,3304,25795,2757,4216,1318,741,406,1729,782,1074,530,1608,671,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,15934,2319,11662,1952,2488,1168,319,354,942,358,198,249,325,219,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,28404,2675,21800,2416,4396,1237,248,217,636,292,244,216,1080,446,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,17574,2496,11946,1971,2574,965,856,602,655,365,549,456,994,513,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,22798,2750,17680,2620,2334,926,273,220,1194,421,780,473,537,382,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,5879,1153,3763,818,1045,554,0,193,654,442,34,59,383,217,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,45751,4451,31678,3337,7721,2091,1945,678,1749,592,896,573,1762,521,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,63037,6526,34886,4442,6647,1459,13106,2385,4567,1314,1728,774,2103,726,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,66090,4182,50983,3820,7091,1349,2027,794,1934,812,1509,474,2546,870,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,37650,3268,26019,2566,5606,1107,2334,790,1444,534,783,450,1464,520,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,7044,1461,5593,1262,545,312,195,191,286,280,158,228,267,254,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
