GEO_ID,C17001_001E,C17001_001M,C17001_002E,C17001_002M,C17001_003E,C17001_003M,C17001_004E,C17001_004M,C17001_005E,C17001_005M,C17001_006E,C17001_006M,C17001_007E,C17001_007M,C17001_008E,C17001_008M,C17001_009E,C17001_009M,C17001_010E,C17001_010M,C17001_011E,C17001_011M,C17001_012E,C17001_012M,C17001_013E,C17001_013M,C17001_014E,C17001_014M,C17001_015E,C17001_015M,C17001_016E,C17001_016M,C17001_017E,C17001_017M,C17001_018E,C17001_018M,C17001_019E,C17001_019M,NAME,C17001_001MA,C17001_001EA,C17001_002EA,C17001_002MA,C17001_003MA,C17001_003EA,C17001_004EA,C17001_004MA,C17001_005EA,C17001_005MA,C17001_006MA,C17001_006EA,C17001_007EA,C17001_007MA,C17001_008MA,C17001_008EA,C17001_009EA,C17001_009MA,C17001_010EA,C17001_010MA,C17001_011EA,C17001_011MA,C17001_012EA,C17001_012MA,C17001_013MA,C17001_013EA,C17001_014MA,C17001_014EA,C17001_015EA,C17001_015MA,C17001_016EA,C17001_016MA,C17001_017EA,C17001_017MA,C17001_018MA,C17001_018EA,C17001_019MA,C17001_019EA,state
0400000US01,4687363,2037,892483,23804,386574,12895,155300,6700,212172,9045,19102,2110,505909,14336,151673,7665,305864,8571,48372,2932,3794880,23675,1865896,13661,408814,7151,1197091,9634,259991,2134,1928984,14677,396341,8270,1206190,8270,326453,3605,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,706860,918,73905,5839,33986,3802,13512,2823,19255,2064,1219,448,39919,3308,13429,1824,24147,2105,2343,604,632955,5681,327004,3767,80820,2645,219663,2231,26521,815,305951,3727,77404,2095,201646,2300,26901,1040,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6336449,3861,1203501,38097,571297,21489,227461,11640,312117,13628,31719,2797,632204,20610,207489,11586,378575,13088,46140,3267,5132948,38522,2552974,22368,589536,12676,1576345,13627,387093,2999,2579974,21067,573210,11889,1560700,13293,446064,3542,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2856663,2079,555876,17602,248549,10001,103674,5909,130312,5854,14563,1608,307327,10548,92864,5956,185875,6885,28588,2212,2300787,17290,1151337,10511,257733,5658,726690,6337,166914,2095,1149450,10340,245279,6294,701640,7536,202531,2824,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,36941931,7933,6118803,71852,2818467,40748,1048644,20214,1619407,27016,150416,6235,3300336,41745,1035878,21449,1982562,27933,281896,7419,30823128,71089,15445066,41279,3618022,20693,10088795,27145,1738249,7161,15378062,41163,3424869,21038,9821899,27467,2131294,8137,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5002128,3154,674195,21621,318670,12520,115132,7391,189800,7723,13738,1521,355525,12079,101917,6325,223769,7952,29839,2067,4327933,21979,2175990,13063,507555,9085,1431559,7226,236876,1885,2151943,13654,489075,7074,1384089,9000,278779,2439,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3471802,1406,377856,17034,166124,9260,59660,4929,95844,6089,10620,1284,211732,10270,59149,5172,129451,6592,23132,2288,3093946,16999,1521324,9838,347218,5086,972835,6526,201271,1692,1572622,9912,328710,5187,985874,6674,258038,2514,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,882353,1386,104831,8149,43229,5028,17960,2969,23088,3023,2181,671,61602,5269,17256,2581,39091,3273,5255,942,777522,8409,381717,5308,84296,3115,242097,3151,55324,879,395805,5538,82079,2713,246426,3361,67300,1296,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,584583,305,109363,8006,48227,3955,16700,2206,28524,2813,3003,724,61136,5127,15069,2033,40631,3834,5436,796,475220,7944,228349,4093,36540,2243,167744,3023,24065,801,246871,5063,36441,2089,175239,3802,35191,924,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,18652057,5175,3173456,53070,1452721,32745,494088,15708,841054,21054,117579,6787,1720735,28423,485914,14842,1023837,18695,210984,8578,15478601,53494,7601378,32763,1518233,17359,4727908,21068,1355237,7647,7877223,30108,1435756,16660,4828406,19254,1613061,9490,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,9550271,4699,1827743,40709,824886,23658,334199,13257,457856,14173,32831,3402,1002857,23243,312625,11793,609020,14665,81212,4928,7722528,41277,3808705,25666,928099,14323,2465703,14625,414903,4400,3913823,23622,879840,12085,2516842,15560,517141,5441,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1338543,1297,161290,12291,73612,6760,26529,3505,41069,3961,6014,1369,87678,6883,24305,3349,53033,4072,10340,1569,1177253,12452,591399,7069,125904,3994,383678,4336,81817,1513,585854,7015,122432,3500,363313,4168,100109,1841,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1550082,2866,255027,13229,118472,7271,43244,4066,71006,5364,4222,756,136555,8058,41929,4402,85297,4602,9329,1505,1295055,13590,655439,8038,170919,4602,396425,5658,88095,1162,639616,8283,160810,4712,380402,5522,98404,1889,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,12566914,3774,1879965,34757,846939,18180,334718,10519,473679,12321,38542,2917,1033026,21453,323622,11317,617863,13059,91541,3883,10686949,35068,5288698,18978,1221690,11540,3429390,12336,637618,3593,5398251,22000,1174502,11597,3409426,13558,814323,4324,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,6318942,3376,1011017,27152,447464,13689,180748,8447,248802,7596,17914,2133,563553,16530,180111,8922,342681,9159,40761,3096,5307925,26958,2650635,14037,619289,8487,1693855,8390,337491,2593,2657290,16736,586202,9377,1647916,9435,423172,3323,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2963602,1740,378864,12247,169662,6680,60456,4931,100469,4382,8737,1003,209202,7542,62372,4276,125790,5365,21040,1637,2584738,12418,1293255,7113,301059,4726,811946,5128,180250,1487,1291483,7831,286608,4546,780409,5172,224466,2076,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2786855,2238,383467,13367,170564,8274,67116,4525,95418,5820,8030,1146,212903,7483,66440,4341,128344,5197,18119,1726,2403388,13660,1206654,8384,296650,5283,758504,5512,151500,1695,1196734,7982,279600,4630,730913,5971,186221,2317,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,4238283,2995,811277,24336,362007,12034,139873,6818,198871,7279,23263,2219,449270,15809,135521,7943,269318,9331,44431,3273,3427006,24718,1707692,12152,373741,7079,1107575,7380,226376,2692,1719314,15767,354923,7838,1087082,9716,277309,3256,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
