GEO_ID,B17014_001E,B17014_001M,B17014_002E,B17014_002M,B17014_003E,B17014_003M,B17014_004E,B17014_004M,B17014_005E,B17014_005M,B17014_006E,B17014_006M,B17014_007E,B17014_007M,B17014_008E,B17014_008M,B17014_009E,B17014_009M,B17014_010E,B17014_010M,B17014_011E,B17014_011M,B17014_012E,B17014_012M,B17014_013E,B17014_013M,B17014_014E,B17014_014M,B17014_015E,B17014_015M,B17014_016E,B17014_016M,B17014_017E,B17014_017M,B17014_018E,B17014_018M,B17014_019E,B17014_019M,B17014_020E,B17014_020M,B17014_021E,B17014_021M,B17014_022E,B17014_022M,B17014_023E,B17014_023M,B17014_024E,B17014_024M,B17014_025E,B17014_025M,B17014_026E,B17014_026M,B17014_027E,B17014_027M,B17014_028E,B17014_028M,B17014_029E,B17014_029M,B17014_030E,B17014_030M,B17014_031E,B17014_031M,B17014_032E,B17014_032M,B17014_033E,B17014_033M,B17014_034E,B17014_034M,B17014_035E,B17014_035M,NAME,B17014_001EA,B17014_001MA,B17014_002EA,B17014_002MA,B17014_003EA,B17014_003MA,B17014_004EA,B17014_004MA,B17014_005MA,B17014_005EA,B17014_006MA,B17014_006EA,B17014_007EA,B17014_007MA,B17014_008EA,B17014_008MA,B17014_009MA,B17014_009EA,B17014_010MA,B17014_010EA,B17014_011MA,B17014_011EA,B17014_012EA,B17014_012MA,B17014_013EA,B17014_013MA,B17014_014MA,B17014_014EA,B17014_015EA,B17014_015MA,B17014_016MA,B17014_016EA,B17014_017EA,B17014_017MA,B17014_018MA,B17014_018EA,B17014_019MA,B17014_019EA,B17014_020MA,B17014_020EA,B17014_021EA,B17014_021MA,B17014_022MA,B17014_022EA,B17014_023EA,B17014_023MA,B17014_024MA,B17014_024EA,B17014_025EA,B17014_025MA,B17014_026MA,B17014_026EA,B17014_027MA,B17014_027EA,B17014_028MA,B17014_028EA,B17014_029MA,B17014_029EA,B17014_030EA,B17014_030MA,B17014_031EA,B17014_031MA,B17014_032MA,B17014_032EA,B17014_033MA,B17014_033EA,B17014_034EA,B17014_034MA,B17014_035EA,B17014_035MA,state
0400000US01,1251795,13646,185909,6956,59150,3773,21676,2265,25260,2674,11226,1739,988,460,126759,6010,17144,2148,8327,1436,7336,1745,1481,545,0,190,109615,5436,47986,4035,53829,3580,6503,1410,1297,719,1065886,12576,830660,13121,132353,4337,221909,7012,397081,10277,79317,4853,235226,9305,62434,4569,6667,1174,34061,3236,17210,2502,4496,1257,172792,7372,23316,2440,94319,5113,47748,4231,7409,1431,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,173279,4602,12024,1704,3842,813,932,462,1473,488,1198,351,239,110,8182,1485,2416,849,1428,775,931,322,49,32,8,12,5766,1148,2277,784,3132,837,320,151,37,28,161255,4646,123435,4083,9310,1211,27765,2412,67964,3670,18396,1855,37820,2584,13328,1464,788,492,7731,1078,4352,907,457,263,24492,2226,1382,544,14487,1909,6835,1221,1788,542,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1543923,17041,217603,9605,86195,6025,20012,2233,43258,4758,19556,2709,3369,1002,131408,7640,29605,3457,9908,2167,16538,2592,2723,1262,436,484,101803,6253,39422,3995,53470,4755,7557,2019,1354,929,1326320,15922,1024155,15246,197080,6548,266492,10175,458827,11772,101756,5184,302165,11081,97891,6129,5584,1465,56557,4882,30915,3947,4835,1343,204274,9043,16621,2389,117271,7169,53576,4883,16806,2587,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,757205,8841,112534,5422,41651,3089,14711,1856,17950,2387,8149,1475,841,424,70883,4674,11297,1840,4057,1160,5675,1239,1496,762,69,113,59586,4236,21759,2519,33689,3189,3397,1057,741,452,644671,9383,514457,9045,85267,2869,137813,4840,248266,7514,43111,3368,130214,5525,36704,3575,3835,932,20929,2694,10473,1918,1467,666,93510,4397,9346,1191,53103,3801,25811,2705,5250,1194,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,8518518,30469,1056152,15484,455238,10817,115713,5622,218183,7729,100006,5057,21336,2495,600914,12384,126510,6051,38831,3507,71626,4064,13276,2039,2777,964,474404,11719,196563,7350,232811,8047,38051,3254,6979,1275,7462366,32642,5603947,36627,651189,11327,1489552,20381,2647606,22227,815600,15535,1858419,25132,621922,13214,38982,3041,329542,10958,180964,7532,72434,3960,1236497,18248,114001,5229,647244,11662,353291,9849,121961,6229,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1256471,12018,114546,5172,45650,3697,10307,1520,21381,2755,12603,1800,1359,544,68896,4246,13492,2118,4030,1169,8306,1719,1000,426,156,209,55404,3914,18996,2637,30372,2990,5278,1256,758,594,1141925,11786,924906,12060,104265,3540,217602,7873,503587,10698,99452,4729,217019,7600,74302,5184,3772,884,44028,3836,22858,3111,3644,811,142717,5553,10324,1697,75864,4606,47445,3901,9084,1986,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,893101,9280,70551,4637,19023,2289,6019,1237,8630,1650,3647,1127,727,590,51528,4149,7519,1540,2044,859,4446,1177,739,462,290,314,44009,3672,18073,2039,22714,2658,2824,884,398,300,822550,9225,641276,8599,71513,2912,151925,4713,319068,8556,98770,4257,181274,6406,45948,3395,4320,1151,23497,2635,14124,2109,4007,990,135326,5171,10665,1572,73449,4605,40144,3104,11068,1743,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,227101,3932,18261,1977,4541,1002,1599,590,1894,551,829,404,219,255,13720,1944,2561,1057,689,388,1847,926,25,43,0,192,11159,1600,3963,962,6789,1484,342,252,65,111,208840,3727,157214,3452,23395,1633,37321,2846,73193,3148,23305,2153,51626,3455,16124,2367,862,514,9247,1495,5287,1373,728,350,35502,2826,2999,920,18850,2094,11761,1437,1892,646,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,114045,3666,17608,2027,2165,759,940,480,606,380,566,529,53,90,15443,2076,2022,732,1197,685,648,429,177,196,0,200,13421,1862,6952,1410,4976,1055,1226,636,267,296,96437,3750,55082,3009,5002,809,11286,1428,34650,2600,4144,758,41355,3014,9106,1575,620,452,4461,1146,3022,985,1003,540,32249,2514,2554,668,18494,1970,9017,1375,2184,792,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4559858,26881,564395,15175,227560,9748,78611,6125,102199,6603,41728,3742,5022,1365,336835,10750,64057,5288,25428,3244,33646,3820,4674,1226,309,282,272778,8881,106349,5611,144022,6850,18975,2517,3432,1170,3995463,26744,3065495,26185,651944,11225,780159,16723,1337802,21350,295590,9254,929968,15536,260028,9424,22562,2743,144921,7237,73026,5688,19519,3131,669940,12950,58332,4398,386928,11091,180002,7489,44678,3814,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
