GEO_ID,B20017A_001E,B20017A_001M,B20017A_002E,B20017A_002M,B20017A_003E,B20017A_003M,B20017A_004E,B20017A_004M,B20017A_005E,B20017A_005M,B20017A_006E,B20017A_006M,B20017A_007E,B20017A_007M,NAME,B20017A_001EA,B20017A_001MA,B20017A_002EA,B20017A_002MA,B20017A_003EA,B20017A_003MA,B20017A_004EA,B20017A_004MA,B20017A_005EA,B20017A_005MA,B20017A_006MA,B20017A_006EA,B20017A_007EA,B20017A_007MA,state
0400000US41,26841,396,32359,439,47368,709,11035,352,21837,481,36860,712,10190,324,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,30863,159,37358,305,49721,587,10461,205,24698,271,37474,428,9211,181,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,33978,1381,40650,732,51560,904,11064,842,28998,1470,42220,1102,11534,533,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,29431,587,34888,846,45445,866,10598,414,24195,615,34778,902,9397,494,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,27738,838,33355,1234,40901,656,9568,1117,23024,668,31677,549,8614,645,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,27488,458,32141,355,42454,692,10100,345,22950,447,34133,628,9051,360,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,30073,174,35208,256,46267,401,10546,199,23800,298,36322,293,8838,161,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,26797,467,36641,660,49632,1015,9428,465,18365,793,33610,965,7641,431,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,29361,838,32120,774,44503,1687,10886,577,25993,795,38842,1126,10634,556,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,35921,297,43528,864,57447,1155,11044,275,29102,554,42401,540,10210,269,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,33629,510,41297,426,56596,665,12542,573,27050,418,41810,397,11625,225,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,25593,437,31802,485,42279,919,9498,617,20264,465,29819,771,8393,530,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,30411,202,36223,366,47108,352,10688,252,24736,415,36577,350,10360,192,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,31564,781,41642,1291,52188,1381,11619,967,23511,1306,34947,1495,9024,906,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,16775,224,16717,269,23590,598,6829,224,16844,304,22275,401,7688,315,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
