GEO_ID,B20017A_001E,B20017A_001M,B20017A_002E,B20017A_002M,B20017A_003E,B20017A_003M,B20017A_004E,B20017A_004M,B20017A_005E,B20017A_005M,B20017A_006E,B20017A_006M,B20017A_007E,B20017A_007M,NAME,B20017A_001EA,B20017A_001MA,B20017A_002EA,B20017A_002MA,B20017A_003EA,B20017A_003MA,B20017A_004EA,B20017A_004MA,B20017A_005EA,B20017A_005MA,B20017A_006MA,B20017A_006EA,B20017A_007EA,B20017A_007MA,state
0400000US01,29658,616,36137,673,47310,778,10939,392,22569,610,34570,913,9488,427,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,40484,786,50194,2501,60464,2028,22381,2146,30311,1049,42443,2406,12792,2112,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,30027,529,32982,1166,45379,1100,11374,379,25633,574,37176,494,10327,338,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,25878,406,30729,538,39997,967,9908,666,21686,462,31514,576,9108,518,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,31470,138,36353,238,51973,204,12494,242,26584,239,43649,556,11471,120,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,32035,313,39084,1169,51796,369,11848,297,26137,453,40940,449,10602,297,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,40233,343,47639,1201,63531,1828,12095,479,31801,523,50576,595,12090,320,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,35663,689,41446,827,51203,836,10731,849,28845,1892,42345,1179,10338,677,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,60892,1598,66826,3250,81609,9226,17923,3980,53900,2358,68634,3551,11035,1597,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,28093,366,31685,255,42411,381,11062,203,24736,416,35593,362,10704,204,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,30943,292,36247,522,49016,949,10718,361,25188,616,37601,714,9510,300,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,35733,1164,40539,1488,50777,944,16803,1819,28255,3806,45731,2419,11876,1562,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,23574,532,30556,719,42359,1566,10074,682,17999,818,31397,618,8299,592,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,32181,165,40370,285,52840,892,11127,228,25855,268,40397,320,10585,158,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,28970,372,35198,371,46238,389,9914,375,22872,439,34630,469,9578,275,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,29359,524,35139,518,44640,769,8834,352,23662,440,34126,649,9023,376,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,29052,543,35424,483,45435,633,9745,499,23036,527,34232,843,9050,388,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,26519,307,31602,359,42234,447,10447,331,21957,355,33123,804,9256,261,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,31947,324,40922,534,51592,491,12041,518,24343,632,35454,566,9499,474,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,26818,503,31726,609,44266,1193,10349,420,23045,773,34839,982,10180,388,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,41926,410,50716,471,64246,2149,12279,529,33635,947,50615,570,11732,295,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,38088,710,46035,547,62083,405,11519,333,31217,325,47709,808,12192,262,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,27336,249,34263,620,50752,292,10082,225,21770,221,37547,486,9771,196,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,32535,378,39680,694,51299,285,10849,245,27273,353,40944,264,10987,206,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,29741,868,35152,837,45148,1320,9920,647,23345,830,32428,1032,8235,566,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,27893,458,33730,658,44732,819,10572,265,22626,432,34479,636,8822,257,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,24409,686,30364,1000,42272,1223,10414,683,20242,747,31384,823,9913,578,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,28674,556,35165,490,43354,1461,9308,592,22399,517,33896,919,8403,451,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,30293,598,32645,1456,45587,1195,12452,1082,26604,817,36653,718,11237,480,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,33434,810,40946,737,52923,1845,10223,718,27461,950,41010,910,11384,447,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,41141,293,50826,375,64785,1170,13018,743,32247,350,50232,440,12210,195,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,26602,615,31180,882,45102,1704,10341,554,22168,714,35510,1079,8802,574,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,36308,245,42250,237,55919,461,12042,178,30499,259,45587,414,11303,156,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,29730,477,34108,748,45855,498,10305,330,24721,505,35898,448,9695,318,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,30129,571,36603,689,45387,1089,10791,600,22913,808,32825,1129,9496,768,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,29553,275,35640,268,47296,377,9809,233,23537,307,36475,317,9488,220,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,27690,514,33292,994,43420,1108,10305,446,22127,390,32299,484,8493,347,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
