GEO_ID,B27012_001E,B27012_001M,B27012_002E,B27012_002M,B27012_003E,B27012_003M,B27012_004E,B27012_004M,B27012_005E,B27012_005M,B27012_006E,B27012_006M,B27012_007E,B27012_007M,B27012_008E,B27012_008M,B27012_009E,B27012_009M,B27012_010E,B27012_010M,B27012_011E,B27012_011M,B27012_012E,B27012_012M,B27012_013E,B27012_013M,B27012_014E,B27012_014M,B27012_015E,B27012_015M,B27012_016E,B27012_016M,B27012_017E,B27012_017M,B27012_018E,B27012_018M,B27012_019E,B27012_019M,B27012_020E,B27012_020M,B27012_021E,B27012_021M,B27012_022E,B27012_022M,B27012_023E,B27012_023M,B27012_024E,B27012_024M,B27012_025E,B27012_025M,B27012_026E,B27012_026M,B27012_027E,B27012_027M,B27012_028E,B27012_028M,B27012_029E,B27012_029M,B27012_030E,B27012_030M,B27012_031E,B27012_031M,B27012_032E,B27012_032M,B27012_033E,B27012_033M,B27012_034E,B27012_034M,B27012_035E,B27012_035M,B27012_036E,B27012_036M,B27012_037E,B27012_037M,B27012_038E,B27012_038M,B27012_039E,B27012_039M,B27012_040E,B27012_040M,B27012_041E,B27012_041M,B27012_042E,B27012_042M,B27012_043E,B27012_043M,B27012_044E,B27012_044M,B27012_045E,B27012_045M,B27012_046E,B27012_046M,B27012_047E,B27012_047M,B27012_048E,B27012_048M,B27012_049E,B27012_049M,B27012_050E,B27012_050M,B27012_051E,B27012_051M,B27012_052E,B27012_052M,B27012_053E,B27012_053M,B27012_054E,B27012_054M,B27012_055E,B27012_055M,B27012_056E,B27012_056M,B27012_057E,B27012_057M,B27012_058E,B27012_058M,B27012_059E,B27012_059M,B27012_060E,B27012_060M,B27012_061E,B27012_061M,B27012_062E,B27012_062M,B27012_063E,B27012_063M,B27012_064E,B27012_064M,B27012_065E,B27012_065M,B27012_066E,B27012_066M,B27012_067E,B27012_067M,B27012_068E,B27012_068M,B27012_069E,B27012_069M,B27012_070E,B27012_070M,B27012_071E,B27012_071M,B27012_072E,B27012_072M,B27012_073E,B27012_073M,B27012_074E,B27012_074M,B27012_075E,B27012_075M,B27012_076E,B27012_076M,B27012_077E,B27012_077M,B27012_078E,B27012_078M,B27012_079E,B27012_079M,B27012_080E,B27012_080M,B27012_081E,B27012_081M,B27012_082E,B27012_082M,B27012_083E,B27012_083M,B27012_084E,B27012_084M,B27012_085E,B27012_085M,B27012_086E,B27012_086M,B27012_087E,B27012_087M,B27012_088E,B27012_088M,B27012_089E,B27012_089M,B27012_090E,B27012_090M,B27012_091E,B27012_091M,B27012_092E,B27012_092M,B27012_093E,B27012_093M,B27012_094E,B27012_094M,NAME,B27012_001EA,B27012_001MA,B27012_002EA,B27012_002MA,B27012_003EA,B27012_003MA,B27012_004MA,B27012_004EA,B27012_005MA,B27012_005EA,B27012_006EA,B27012_006MA,B27012_007EA,B27012_007MA,B27012_008EA,B27012_008MA,B27012_009MA,B27012_009EA,B27012_010MA,B27012_010EA,B27012_011EA,B27012_011MA,B27012_012EA,B27012_012MA,B27012_013EA,B27012_013MA,B27012_014MA,B27012_014EA,B27012_015MA,B27012_015EA,B27012_016MA,B27012_016EA,B27012_017EA,B27012_017MA,B27012_018EA,B27012_018MA,B27012_019EA,B27012_019MA,B27012_020MA,B27012_020EA,B27012_021MA,B27012_021EA,B27012_022MA,B27012_022EA,B27012_023EA,B27012_023MA,B27012_024EA,B27012_024MA,B27012_025EA,B27012_025MA,B27012_026MA,B27012_026EA,B27012_027MA,B27012_027EA,B27012_028MA,B27012_028EA,B27012_029EA,B27012_029MA,B27012_030EA,B27012_030MA,B27012_031MA,B27012_031EA,B27012_032MA,B27012_032EA,B27012_033MA,B27012_033EA,B27012_034EA,B27012_034MA,B27012_035EA,B27012_035MA,B27012_036EA,B27012_036MA,B27012_037MA,B27012_037EA,B27012_038MA,B27012_038EA,B27012_039EA,B27012_039MA,B27012_040EA,B27012_040MA,B27012_041EA,B27012_041MA,B27012_042MA,B27012_042EA,B27012_043MA,B27012_043EA,B27012_044EA,B27012_044MA,B27012_045EA,B27012_045MA,B27012_046EA,B27012_046MA,B27012_047EA,B27012_047MA,B27012_048MA,B27012_048EA,B27012_049MA,B27012_049EA,B27012_050EA,B27012_050MA,B27012_051EA,B27012_051MA,B27012_052EA,B27012_052MA,B27012_053MA,B27012_053EA,B27012_054MA,B27012_054EA,B27012_055EA,B27012_055MA,B27012_056EA,B27012_056MA,B27012_057EA,B27012_057MA,B27012_058EA,B27012_058MA,B27012_059MA,B27012_059EA,B27012_060MA,B27012_060EA,B27012_061EA,B27012_061MA,B27012_062EA,B27012_062MA,B27012_063EA,B27012_063MA,B27012_064EA,B27012_064MA,B27012_065MA,B27012_065EA,B27012_066EA,B27012_066MA,B27012_067EA,B27012_067MA,B27012_068EA,B27012_068MA,B27012_069EA,B27012_069MA,B27012_070MA,B27012_070EA,B27012_071MA,B27012_071EA,B27012_072MA,B27012_072EA,B27012_073EA,B27012_073MA,B27012_074EA,B27012_074MA,B27012_075MA,B27012_075EA,B27012_076MA,B27012_076EA,B27012_077MA,B27012_077EA,B27012_078EA,B27012_078MA,B27012_079EA,B27012_079MA,B27012_080EA,B27012_080MA,B27012_081MA,B27012_081EA,B27012_082MA,B27012_082EA,B27012_083MA,B27012_083EA,B27012_084EA,B27012_084MA,B27012_085EA,B27012_085MA,B27012_086MA,B27012_086EA,B27012_087MA,B27012_087EA,B27012_088MA,B27012_088EA,B27012_089EA,B27012_089MA,B27012_090EA,B27012_090MA,B27012_091EA,B27012_091MA,B27012_092MA,B27012_092EA,B27012_093MA,B27012_093EA,B27012_094EA,B27012_094MA,state
0400000US01,3597942,3382,1423212,17980,795916,11795,765567,11278,655228,11043,588555,9856,69469,3775,2903,762,9182,1415,110339,7342,30349,2527,29789,2514,19606,1957,7268,1194,25382,2258,935,351,560,527,627296,10865,610015,11106,543705,11327,497101,9835,51172,3621,2623,652,14067,2036,66310,4575,17281,1633,17233,1626,10214,1347,4924,884,15577,1503,1474,521,48,85,809868,14410,353592,8996,320864,8726,199304,6275,145076,5584,34571,3473,5311,1266,16418,2072,121560,6243,32728,2361,32549,2336,14097,1540,10335,1526,31979,2313,2323,533,179,207,456276,10436,424490,10243,309276,8972,227216,7448,51244,4150,5527,1215,34649,3536,115214,6051,31786,2737,31654,2733,12107,1410,11732,1379,30836,2715,2603,583,132,128,1364862,16240,544283,9446,328267,8155,241257,6710,93839,4658,31736,2971,78101,4456,87730,4744,87010,5281,216016,3815,215383,3795,79296,3192,73549,3202,213968,3792,33359,2572,633,332,820579,11692,494821,11317,382572,10295,178974,7158,55862,3981,81724,4525,128610,6636,112249,5917,325758,3472,325089,3428,102442,3378,112691,4350,322794,3637,70009,3596,669,432,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,511564,1925,223786,6600,124243,4574,120912,4589,97833,5121,84819,5097,7854,1207,330,198,2264,753,23079,2573,3331,720,3228,704,2125,561,491,304,2444,663,95,117,103,97,99543,4265,97089,4229,80914,3682,69855,3438,6192,1198,182,199,3620,993,16175,2162,2454,700,2441,700,1272,484,582,409,1895,668,178,206,13,17,167698,6136,84177,4008,78855,3995,46049,3256,35421,3072,4359,927,901,714,5380,1120,32806,2499,5322,804,5241,812,3109,705,721,313,4916,828,828,448,81,74,83521,4419,78645,4260,56497,3385,41171,3206,4845,981,497,264,9215,1454,22148,2384,4876,1253,4828,1245,2065,570,747,333,4572,1166,396,222,48,79,120080,4979,49307,2507,30220,2376,19850,2068,8325,1201,1509,577,4525,1067,8190,1425,10370,1539,19087,1061,18900,1084,8419,882,3329,742,18744,1069,3888,940,187,191,70773,3756,48859,3508,35949,2893,18905,2019,2176,692,3973,870,10961,1654,12910,1869,21914,1168,21283,1144,8919,1196,4098,635,21018,1123,4968,774,631,432,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,4756450,2424,1856480,22085,1059693,15282,1026298,14723,828251,15444,710981,15197,90142,7493,4266,1365,44212,4175,198047,10335,33395,3202,32653,3193,16640,1997,8831,2237,27259,3030,1294,458,742,646,796787,15073,775152,14027,664599,14033,579322,13913,61301,5420,3351,1099,45505,3519,110553,7371,21635,2870,21001,2879,12890,1869,5491,1585,16704,2750,789,404,634,519,1118143,23015,521140,14545,470651,13457,300331,9466,180530,7620,46828,3620,5388,1183,73795,5974,170320,9609,50489,3968,49545,3921,18899,2194,13708,2117,48647,3871,3132,1022,944,556,597003,14992,552391,15202,417906,13537,259695,10138,60857,3941,9408,2323,107509,6712,134485,8016,44612,3545,43908,3535,14629,1980,15701,2306,42806,3628,3386,785,704,423,1781827,19124,730444,14008,395516,13539,280502,10604,97635,6791,32566,3603,50373,4046,134857,7810,115014,7763,334928,4181,332423,4201,110935,5551,108654,5082,327324,4277,43655,3482,2505,822,1051383,13323,625426,12344,476943,10106,210792,9369,67051,5360,53327,4077,189660,7949,148483,7415,425957,4325,421797,4697,124838,5119,141520,5993,416443,4646,62047,4834,4160,1179,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2176324,1917,878990,12897,492157,9453,475207,9021,380953,8928,338321,8581,50086,3384,1677,623,6947,1351,94254,6299,16950,1944,16887,1954,10733,1475,4291,868,14789,1793,778,417,63,78,386833,7729,374597,7478,323413,7780,293855,7259,32577,2976,1463,519,10318,2060,51184,3881,12236,1581,12204,1585,6999,1208,3117,834,10312,1448,1076,472,32,55,495766,10562,230530,7929,207635,7652,115839,6350,76926,5349,22636,2818,4633,1126,15308,2316,91796,4906,22895,1979,22714,2002,7620,1138,8433,1070,22568,1994,2114,650,181,162,265236,7628,243216,7212,158041,6154,111636,5287,26291,2647,5961,1302,25206,2576,85175,4890,22020,1853,21838,1799,7217,1259,9481,1371,21603,1795,2047,610,182,286,801568,10190,323033,6362,181401,6136,132286,5995,44008,3912,18996,2066,47926,3454,50109,3582,49115,3837,141632,2547,141379,2529,36887,2081,53025,2349,140660,2525,21190,1909,253,202,478535,7765,281672,7595,201745,6876,86445,5008,27834,2075,50030,3384,77195,5073,79927,5227,196863,2129,196665,2104,44453,2394,77238,3628,195707,2162,40082,2450,198,182,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,27909323,5329,10852493,43518,6359574,29470,6149646,28865,4942669,27630,4319863,29348,550093,14195,18371,2217,195082,7654,1206977,19453,209928,6059,202323,6089,116577,4956,44659,3307,162129,5669,10474,1416,7605,1671,4492919,30418,4371416,29476,3790725,26778,3364552,27705,355219,10378,13095,1927,176019,6876,580691,11800,121503,5199,118935,5114,72065,4144,24969,2652,88653,4178,5572,1153,2568,958,7398888,49709,3442216,28183,3207292,27582,1933018,22689,1289601,18289,370804,10621,34813,3281,311156,9264,1274274,20293,234924,6300,230142,6198,94524,4032,63139,3718,221813,6029,18514,2151,4782,1369,3956672,35510,3725404,33760,2715371,28439,1854816,26339,460355,11150,36006,3481,477377,12443,1010033,17245,231268,6945,225982,6721,89087,3463,70502,3523,214240,6859,20346,2341,5286,1236,9657942,41763,3803730,22711,2359917,21445,1595130,21562,659021,13457,273518,8347,242929,8355,630764,13199,764787,13757,1443813,8489,1425043,8394,478375,8795,337276,8642,1397590,8974,302670,7200,18770,2642,5854212,32011,3793793,29460,2724140,30188,1293487,22181,444072,10909,252209,9117,1016100,16542,1069653,15299,2060419,8826,2025038,8824,570254,10241,542990,8832,1991251,9123,504996,9946,35381,3347,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3798057,3075,1688005,16353,976089,10386,947340,10393,806659,10582,696338,11719,101186,4598,3786,1349,20045,2547,140681,6419,28749,2268,28722,2271,17326,1975,7635,1225,23191,2183,1242,381,27,43,711916,11537,692677,11371,617522,11277,542046,11194,63344,4181,2128,813,19496,2524,75155,4725,19239,1786,18902,1782,10335,1416,4678,1176,16269,1752,1509,682,337,256,1085606,15254,493956,10271,454326,10419,292546,9710,184819,7398,71209,5542,5956,1343,34680,3380,161780,9261,39630,2670,39061,2742,14421,1625,12473,1736,37683,2721,3490,995,569,416,591650,9920,552553,9813,433105,9280,292952,8894,85796,4301,6740,1283,58706,4202,119448,5862,39097,2318,38734,2328,14199,1521,14408,1778,36964,2379,1996,504,363,259,1024446,11719,398779,8377,216544,7558,158449,6197,67255,3992,27577,2971,33105,2689,51971,4694,58095,4590,182235,3573,181066,3432,65656,3306,58420,3160,179103,3375,22889,1818,1169,658,625667,8334,375385,7844,290208,7695,145655,6671,53497,3824,34134,2726,81965,4845,85177,3946,250282,3316,249190,3271,77495,3586,90470,3928,244809,3324,40270,2632,1092,489,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2720359,1220,1165186,12251,659870,7668,633298,7745,574180,8838,518447,8369,56593,3761,1774,752,19475,2553,59118,4685,26572,1981,25926,1918,18500,1781,5148,905,21253,1761,842,309,646,541,505316,8877,486870,8700,458113,8331,417935,8405,32599,2314,1545,513,23015,2749,28757,3139,18446,1827,18128,1787,12612,1598,4391,770,14710,1695,545,327,318,279,750235,11581,319618,7702,283632,7379,211876,6500,151423,5639,33607,2669,5789,1207,33277,3247,71756,4403,35986,2167,35862,2168,18071,1884,12407,1467,34305,2087,2929,697,124,137,430617,8105,396324,7831,346915,7938,250522,7540,46152,3039,5244,1057,63552,4214,49409,3591,34293,2342,34127,2298,16013,1604,10633,1425,32326,2294,3336,791,166,224,804938,9839,317394,7609,168061,6725,132467,5829,58282,4373,17350,1936,26568,2394,51220,3588,35594,2999,149333,2886,148707,2899,61445,3102,51327,2687,146593,2893,20698,1754,626,496,487544,5992,259113,5850,222445,6070,118400,4293,29906,2779,27930,2484,76516,4218,36668,2980,228431,2876,226045,2826,84302,2977,85761,3608,223100,2874,37307,2490,2386,944,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,687837,960,295025,6834,161542,4411,154534,4038,135918,4038,125375,3915,12323,2052,981,428,5422,1284,18616,2709,7008,1303,7008,1303,4484,1101,1582,714,5710,1158,329,248,0,192,133483,4819,129823,4696,119666,4498,108761,4178,11405,1923,595,377,7582,1669,10157,1705,3660,1035,3660,1035,2263,715,875,496,2788,923,37,68,0,192,171117,5950,74318,4287,65799,4066,50376,3640,35173,2866,6522,1195,1167,525,9986,1954,15423,2429,8519,1192,8479,1184,4227,843,2333,585,8426,1175,790,431,40,68,96799,4244,88295,4178,76903,3579,54402,3659,8045,1344,1775,651,16929,2165,11392,2058,8504,1291,8504,1291,4180,1069,2552,688,8208,1231,568,279,0,192,221695,5120,88738,3504,46760,2928,38581,2534,18288,2052,3856,1025,8871,1474,15758,1915,8179,1711,41978,1600,41893,1586,23042,1912,12454,1214,41648,1572,4260,1037,85,89,132957,3867,72566,3535,62391,3272,31010,2512,5970,1221,9649,1612,24940,2479,10175,2126,60391,1503,59842,1607,28658,1704,19865,1633,59618,1609,8574,1351,549,507,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,502853,418,241679,5732,120226,3781,115279,3737,107671,3724,94329,3714,14995,2656,369,352,6928,1949,7608,1473,4947,836,4947,836,4124,785,1318,590,3845,849,340,215,0,200,121453,4159,116942,4160,111389,3990,99198,3684,13210,2266,595,376,9175,1568,5553,1321,4511,825,4511,825,3951,762,894,384,3416,729,527,266,0,200,112647,5800,49673,3871,45664,3706,37514,3257,24963,2577,7864,1558,427,235,8123,1476,8150,1550,4009,879,4009,879,2636,690,821,339,3704,882,811,417,0,200,62974,3715,59246,3676,53987,3703,33079,2945,12162,1911,604,289,14444,1944,5259,1314,3728,570,3655,581,2265,525,1277,472,3493,567,546,302,73,89,148527,5340,61816,3287,43704,3280,37913,2993,14994,2680,5667,1242,3793,1047,21073,2086,5791,1219,18112,919,17957,966,10115,1126,4652,648,16505,1033,4309,944,155,165,86711,4189,54323,4083,49310,3738,19883,2641,6524,1119,4035,1223,26792,2710,5013,1556,32388,1183,32116,1225,17578,1399,9416,1099,30561,1303,9793,962,272,297,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,14765348,4813,5607707,31759,3050193,23061,2922298,23615,2221292,26597,1928313,24974,267299,11047,9110,1735,53432,5035,701006,16160,127895,6087,124508,5773,70920,4316,21957,2251,105853,5130,7453,1624,3387,1406,2557514,22943,2476746,22127,2041252,22221,1815089,22855,196693,8668,9222,1814,73755,5735,435494,16601,80768,4076,79933,4119,44734,3548,16664,2143,65564,3774,4814,1413,835,642,3367103,32554,1563033,23473,1385933,21513,743601,15751,490779,12654,143010,7435,20546,3063,101279,6218,642332,16331,177100,7316,173034,7162,60208,3713,53823,3861,169601,7030,13358,1702,4066,1159,1804070,25028,1656745,23982,1081722,22038,728509,18029,190965,7621,21293,2989,164246,8754,575023,16945,147325,6377,145937,6404,43491,3378,46821,3253,142590,6265,10681,1648,1388,670,5790538,34890,2435673,21815,1267852,21000,799479,20182,311653,12777,123904,7991,195100,8875,290742,13366,468373,14679,1167821,9270,1156552,9221,364589,9559,357286,9026,1141054,9163,165077,6525,11269,2285,3354865,22113,1758913,20855,1192835,19626,544894,15594,215434,9492,180193,8783,382677,12683,566078,15929,1595952,7887,1568934,8449,424324,11185,502867,10286,1548912,8989,277952,9305,27018,3708,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
