GEO_ID,B14007H_001E,B14007H_001M,B14007H_002E,B14007H_002M,B14007H_003E,B14007H_003M,B14007H_004E,B14007H_004M,B14007H_005E,B14007H_005M,B14007H_006E,B14007H_006M,B14007H_007E,B14007H_007M,B14007H_008E,B14007H_008M,B14007H_009E,B14007H_009M,B14007H_010E,B14007H_010M,B14007H_011E,B14007H_011M,B14007H_012E,B14007H_012M,B14007H_013E,B14007H_013M,B14007H_014E,B14007H_014M,B14007H_015E,B14007H_015M,B14007H_016E,B14007H_016M,B14007H_017E,B14007H_017M,B14007H_018E,B14007H_018M,B14007H_019E,B14007H_019M,NAME,B14007H_001EA,B14007H_001MA,B14007H_002MA,B14007H_002EA,B14007H_003EA,B14007H_003MA,B14007H_004EA,B14007H_004MA,B14007H_005EA,B14007H_005MA,B14007H_006EA,B14007H_006MA,B14007H_007MA,B14007H_007EA,B14007H_008EA,B14007H_008MA,B14007H_009EA,B14007H_009MA,B14007H_010EA,B14007H_010MA,B14007H_011EA,B14007H_011MA,B14007H_012EA,B14007H_012MA,B14007H_013MA,B14007H_013EA,B14007H_014EA,B14007H_014MA,B14007H_015EA,B14007H_015MA,B14007H_016MA,B14007H_016EA,B14007H_017EA,B14007H_017MA,B14007H_018MA,B14007H_018EA,B14007H_019EA,B14007H_019MA,state
0400000US01,3103740,4098,751093,7512,39919,2885,37761,3329,38335,3248,36280,2945,35771,3004,37961,3631,37199,3481,40213,2721,42436,3098,41948,3104,39067,2957,38435,2463,36618,2910,39069,3179,180463,6026,29618,2863,2352647,7204,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,442207,1335,110683,3667,3703,846,4431,791,5825,1016,4297,1023,5478,1146,5716,1188,4518,1135,5432,1085,6036,1405,5890,1276,5863,1120,5497,877,5441,1180,5639,997,27629,2811,9288,1561,331524,3902,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,3609202,4829,818821,10361,38867,3829,33476,4273,39038,3915,36904,4134,42131,3864,37493,4079,38612,4219,37719,3556,29886,2960,36952,4354,39536,3814,36509,2923,41144,3535,36827,3277,240309,9787,53418,5688,2790381,10873,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2112843,3242,499234,6608,33223,3001,23265,2884,24666,3026,24439,2387,27586,2708,26120,2451,23539,2594,26584,2555,25799,2319,28855,2603,26180,2457,25889,1922,25795,1828,25369,2538,112395,5360,19530,2491,1613609,6793,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,14545472,9915,3246165,19957,184899,6610,130876,6166,134080,7159,138912,5954,133647,6082,132216,5983,137162,5973,139866,4905,142717,6143,145753,6083,144052,6652,153232,5862,160117,5197,168197,6280,959853,16177,240586,7615,11299307,19098,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3451904,4270,850521,8856,55230,3909,37640,2781,40072,3253,36373,3482,43241,3426,37623,2852,39303,3051,38147,2885,39264,3156,38769,2938,39245,3269,40668,2653,41509,3030,39122,3180,226559,7500,57756,3594,2601383,8823,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2473126,3241,594135,5750,38230,2607,26094,2062,24656,2358,27976,2689,28616,2059,29310,2742,29084,2473,26621,2663,30537,2590,27037,2466,32878,2710,32073,2385,30832,2442,36311,2756,135588,4233,38292,3227,1878991,5290,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,575107,1363,132408,3121,7194,1131,7400,1005,4809,975,5866,921,5784,1055,5568,1072,7206,1185,6334,1335,6436,1347,5769,1045,6761,1060,6911,1247,5232,926,7141,1553,35610,2782,8387,1376,442699,3458,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,211631,695,50771,2979,3190,624,1372,519,883,391,858,314,783,269,1136,358,900,348,657,353,757,407,805,386,695,360,463,269,650,342,517,350,23234,2682,13871,1900,160860,2971,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,10664897,8057,2192495,14596,136929,7336,96226,5040,104836,6590,92147,5479,94645,5735,103449,6111,97092,6213,105205,6082,104825,6080,118765,6431,105915,6041,110543,5582,105592,4980,109863,5570,586375,13463,120088,8289,8472402,15042,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,5269835,5859,1314650,13574,84011,5925,74041,5577,67446,4973,65723,4979,60918,4910,71175,4103,67854,4389,69060,5276,66224,5329,65131,3929,69132,5040,63936,4546,61141,4321,66014,3837,300623,9349,62221,4353,3955185,12208,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,306119,1148,54877,2565,2280,644,2561,585,1438,486,2154,707,2411,673,2855,827,2527,721,2090,659,2509,866,1955,679,2024,738,2044,676,1380,399,1822,669,19074,2327,5753,1209,251242,2688,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1272122,3147,356239,5426,18417,2326,16708,2389,22396,2338,17000,2205,20265,2521,17174,2225,17638,2116,18767,2167,17644,2264,15908,1845,19051,2174,19420,2025,17301,2249,17194,1930,87966,4880,13390,1749,915883,6317,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,7881650,6454,1944340,12870,127726,5696,88248,4381,84989,4496,89776,4025,95206,4994,89008,5211,92947,4483,96296,5087,91393,4568,92778,4230,93829,3948,96454,3610,102184,3234,103824,4114,467467,10577,132215,5661,5937310,13866,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,5118874,5304,1326409,9541,78596,4487,62126,3862,60614,3926,65842,3786,67533,4302,64269,3857,72040,4377,65754,3343,65057,3856,72057,3926,70269,4033,70000,3627,64099,3505,70964,3962,324631,7477,52558,3658,3792465,9125,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2613883,2660,667469,6902,45889,2647,33887,2748,31614,2635,31246,2386,32994,2530,30173,2069,32164,2255,34032,2478,30054,2207,32302,2750,34431,2881,34016,2023,34981,2110,33982,2048,166985,5871,28719,3166,1946414,6826,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2156438,2816,570699,6934,38270,2301,27013,2473,26195,2259,27102,2432,26516,2477,28225,2297,26869,2062,28529,2700,25743,2315,29196,2275,26981,2439,28090,2018,28095,2288,29511,2697,142945,5844,31419,2735,1585739,6715,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,3635081,3780,912592,9133,49670,3531,49473,2894,46281,3476,46335,2891,43806,3370,46067,3373,44802,3056,49196,3259,43878,2972,49453,3254,49137,3350,47674,3323,42345,2792,52480,3787,210302,7737,41693,3353,2722489,9038,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,2652972,3878,647677,8100,43974,3820,32653,2693,32521,2834,34807,2979,32088,2880,33134,2807,34871,2672,33635,2852,31639,2800,32867,3042,35484,2657,32292,2858,33589,2704,27542,2851,147154,6392,29427,2640,2005295,7829,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1217843,1845,274070,4501,13930,1646,13323,1267,15257,1806,12609,1344,13909,1564,13617,1587,12410,1665,13140,1596,14448,1650,14420,1444,14577,1831,16803,1399,14405,1464,14335,1576,62638,3491,14249,1931,943773,4297,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,3069269,4025,746525,9104,44061,2848,31728,3213,35927,3050,30006,2594,35554,2958,32989,2800,36592,3024,31104,2777,35396,2791,37498,2614,34078,2973,40447,2826,36853,2537,36543,3037,187242,6182,60507,4116,2322744,7922,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,4860061,7542,1206487,10058,81837,3975,50800,3643,48220,3086,50208,3077,50538,3186,51969,3780,55790,3781,53325,3474,54878,3559,58364,3993,56842,3223,58224,3131,61528,3044,61393,3546,315087,7088,97484,4936,3653574,11006,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,7314227,4777,1890130,12408,100448,4327,84322,3737,87523,4686,85552,3431,82565,4097,91530,3986,91864,3628,92600,4100,88495,4012,93085,4039,100155,4625,100330,3994,94751,3646,95425,3733,506278,9136,95207,4800,5424097,12971,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,4277415,3161,1067712,6678,70372,3329,49273,2351,52857,2952,51865,3458,52315,2894,50213,2816,53362,3377,53979,3097,51352,2641,50140,2650,53159,2479,57254,2439,52380,2516,58603,2971,256000,6950,54588,3612,3209703,7270,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1663320,2983,411899,6138,23932,2389,22829,2687,18204,2384,21850,2398,21086,2222,19623,2503,22270,2358,23730,2983,21766,2439,20445,2565,20311,2671,24293,2436,18061,2303,21521,2307,94175,4693,17803,2336,1251421,6290,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,4693768,4541,1174389,9638,75891,3979,61380,3974,53610,4306,56429,3433,58090,3549,57097,3517,56482,3759,58475,3303,59285,3414,59926,3763,63004,3778,58216,2903,60703,2953,57905,3209,276640,7445,61256,4231,3519379,10564,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,844905,1446,196434,4444,14389,1872,10369,1458,8981,1237,8972,1254,9580,1402,10895,1373,8424,1436,10344,1220,8325,1268,9729,1310,9346,1273,10200,1371,11005,1369,9034,1236,45005,3321,11836,2779,648471,4249,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1453016,2512,387075,4893,24279,1823,19421,1754,19744,1937,17311,1438,18695,1805,18843,1696,18160,1411,17522,1843,17781,1565,19127,1503,18576,1727,17400,1450,19085,1487,20570,1900,100072,3984,20489,2100,1065941,5192,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1416641,2684,296800,7501,14021,2424,15359,2337,13643,2240,13883,2607,15325,2632,16432,2951,14589,2035,13288,2274,13260,1696,10871,1802,14421,2238,14373,1928,16461,2530,15817,2120,77454,5669,17603,2487,1119841,8312,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1178831,2630,284602,3763,14051,1613,12910,1775,12475,1504,14595,1819,13264,1394,13777,1923,14705,1646,13328,1661,14746,1678,14027,1633,15527,1809,16965,1598,16084,1668,15631,1863,67619,3231,14898,1837,894229,4012,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,5024382,6268,1202973,8251,84846,3746,57987,3589,56374,3500,52545,2907,56489,2857,57881,3882,58795,3727,60689,3509,63320,3269,64892,3751,61526,3368,67168,2948,64884,3111,67416,3781,261882,6750,66279,4167,3821409,7937,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,812258,2035,172563,4455,8108,1246,7352,1432,6151,1244,6246,1217,8108,1618,6048,1115,10913,1736,8242,1595,5931,1083,8371,1586,8247,1564,8173,1598,6837,1186,7675,1274,53660,3570,12501,1871,639695,3939,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,10928837,7267,2597377,15197,153406,5246,120299,5347,116128,5871,117021,4836,121710,4660,112996,4135,120706,4704,119262,4751,122445,5043,132877,6163,126205,5761,132256,4278,130843,5646,131928,4915,651694,11278,187601,6810,8331460,14301,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,6080740,5858,1468428,12337,82040,5147,71508,5160,64230,4106,68011,5289,71626,4931,72629,4713,71073,4506,75766,5080,73962,4847,74595,5563,68661,4606,71594,4630,73296,4744,71600,4340,385616,10030,72221,5001,4612312,12644,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,582802,1229,146744,3244,7399,1159,7378,1163,7001,1255,6731,1051,7695,1165,5820,789,7143,1159,5563,878,6186,1030,5488,652,6416,1024,7506,764,6086,801,7550,1153,46620,2935,6162,1223,436058,3252,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
