GEO_ID,C25073_001E,C25073_001M,C25073_002E,C25073_002M,C25073_003E,C25073_003M,C25073_004E,C25073_004M,C25073_005E,C25073_005M,C25073_006E,C25073_006M,C25073_007E,C25073_007M,C25073_008E,C25073_008M,C25073_009E,C25073_009M,C25073_010E,C25073_010M,C25073_011E,C25073_011M,C25073_012E,C25073_012M,C25073_013E,C25073_013M,C25073_014E,C25073_014M,C25073_015E,C25073_015M,C25073_016E,C25073_016M,C25073_017E,C25073_017M,C25073_018E,C25073_018M,C25073_019E,C25073_019M,C25073_020E,C25073_020M,C25073_021E,C25073_021M,NAME,C25073_001MA,C25073_001EA,C25073_002EA,C25073_002MA,C25073_003EA,C25073_003MA,C25073_004MA,C25073_004EA,C25073_005MA,C25073_005EA,C25073_006MA,C25073_006EA,C25073_007MA,C25073_007EA,C25073_008EA,C25073_008MA,C25073_009MA,C25073_009EA,C25073_010MA,C25073_010EA,C25073_011MA,C25073_011EA,C25073_012MA,C25073_012EA,C25073_013EA,C25073_013MA,C25073_014EA,C25073_014MA,C25073_015EA,C25073_015MA,C25073_016MA,C25073_016EA,C25073_017MA,C25073_017EA,C25073_018MA,C25073_018EA,C25073_019EA,C25073_019MA,C25073_020EA,C25073_020MA,C25073_021MA,C25073_021EA,state
0400000US01,555329,9348,233272,7523,88885,4967,100079,5394,44308,3436,84369,5019,35571,3186,43338,3711,5460,1234,121113,6698,53307,4845,61339,4153,6467,1423,49776,3577,23350,2709,24605,2730,1821,598,66799,4911,21590,2635,30269,3407,14940,2219,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,95018,4471,34247,2700,16364,2185,12841,1486,5042,779,27303,2686,14389,1950,11551,1849,1363,619,19036,2382,10327,1718,8087,1346,622,443,9968,1306,4988,993,4919,1026,61,68,4464,1172,2426,960,1178,588,860,543,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,854527,15846,364745,11891,162622,9796,159761,7957,42362,4824,99064,5813,45720,4433,49081,3866,4263,1207,188347,6702,87902,5053,90994,5851,9451,2665,147829,6461,59514,4446,79931,5143,8384,2089,54542,5126,19599,2886,25671,3715,9272,2237,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,376637,8537,172260,6618,69267,5502,72109,4608,30884,2787,62359,4036,26284,2685,31833,3315,4242,1182,67467,4000,27903,3033,36164,3486,3400,1097,31741,2788,14767,2191,14942,1823,2032,978,42810,3399,16860,2374,16725,2055,9225,1621,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,5625374,23999,2069512,20185,806816,14739,1092110,18688,170586,5860,849708,14779,350289,11508,473754,11295,25665,2522,1282389,15444,531064,12955,712040,12314,39285,4076,1294406,14093,517566,10861,724138,11960,52702,4174,129359,6635,45751,4548,65366,4304,18242,2171,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,703584,11056,258886,7636,116011,5449,120707,5749,22168,2744,82474,5110,38112,3907,41446,3552,2916,852,177066,6907,85489,5509,86770,5482,4807,1200,163032,6036,76646,4748,80955,4910,5431,1167,22126,2251,6027,1236,13326,2151,2773,893,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,440584,7734,89187,4805,36281,3685,39334,3203,13572,1677,166781,4817,66487,3910,94102,4468,6192,1368,90370,4483,40135,3361,47117,3946,3118,965,92087,4221,41566,2844,47499,3214,3022,1095,2159,761,1035,577,965,510,159,159,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,94632,4248,38385,3435,16161,2230,18640,2667,3584,975,12943,1682,5658,1203,6725,1261,560,359,25188,2483,12099,1707,12430,1990,659,416,12297,1703,6771,1223,5424,1265,102,128,5819,1498,1529,825,3876,1269,414,243,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,158045,3930,25871,2439,12052,1865,11415,1681,2404,756,20640,2321,9815,1675,9476,1471,1349,604,39479,3142,17571,2114,20078,2101,1830,706,71713,3356,35761,2936,32135,2370,3817,1026,342,264,212,247,130,161,0,200,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,2365114,25972,847158,19835,290978,10315,463066,13143,93114,5653,322106,10057,113003,7177,193353,8309,15750,2686,544084,12878,214870,9346,304867,11711,24347,2806,501865,14307,185923,9428,289915,10793,26027,3299,149901,8363,48727,4347,77813,5702,23361,3087,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
