GEO_ID,B08008_001E,B08008_001M,B08008_002E,B08008_002M,B08008_003E,B08008_003M,B08008_004E,B08008_004M,B08008_005E,B08008_005M,B08008_006E,B08008_006M,B08008_007E,B08008_007M,B08008_008E,B08008_008M,B08008_009E,B08008_009M,B08008_010E,B08008_010M,B08008_011E,B08008_011M,B08008_012E,B08008_012M,B08008_013E,B08008_013M,B08008_014E,B08008_014M,B08008_015E,B08008_015M,NAME,B08008_001EA,B08008_001MA,B08008_002EA,B08008_002MA,B08008_003MA,B08008_003EA,B08008_004MA,B08008_004EA,B08008_005EA,B08008_005MA,B08008_006EA,B08008_006MA,B08008_007EA,B08008_007MA,B08008_008MA,B08008_008EA,B08008_009MA,B08008_009EA,B08008_010EA,B08008_010MA,B08008_011EA,B08008_011MA,B08008_012EA,B08008_012MA,B08008_013MA,B08008_013EA,B08008_014MA,B08008_014EA,B08008_015MA,B08008_015EA,state
0400000US01,1953274,17253,1296184,14531,579493,11755,716691,13261,657090,13717,1019461,11275,664436,10084,274623,7520,389813,10130,355025,9392,933813,12023,631748,10606,304870,7555,326878,8454,302065,8613,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,348777,5794,337575,6279,244962,5234,92613,4453,11202,1894,189514,3283,183038,3783,129314,3978,53724,3208,6476,1412,159263,4474,154537,4449,115648,3281,38889,2941,4726,1096,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2650164,18238,2482289,19492,1179916,19998,1302373,21968,167875,10820,1422670,14682,1333198,15247,602742,13822,730456,15675,89472,6293,1227494,13838,1149091,13606,577174,11638,571917,15120,78403,5938,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1215837,12175,822591,12411,430426,10776,392165,9229,393246,9014,641090,8414,429875,8587,215543,8257,214332,6887,211215,5647,574747,7958,392716,8005,214883,6915,177833,5976,182031,5958,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,16047067,39617,15252825,42430,5757266,38088,9495559,44394,794242,16680,8742310,27503,8293229,28820,2947047,27922,5346182,33671,449081,10747,7304757,29648,6959596,31346,2810219,24767,4149377,25573,345161,9607,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2477748,12566,2136773,13122,906513,11941,1230260,12498,340975,9214,1331573,9245,1146988,8931,459528,8095,687460,9604,184585,5697,1146175,8818,989785,9638,446985,8849,542800,8919,156390,5823,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1711088,11556,1021301,11052,318883,8562,702418,10259,689787,10729,884552,7780,525784,7888,155893,6369,369891,7705,358768,6956,826536,8275,495517,7716,162990,5336,332527,6835,331019,6672,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,415063,5667,184508,6641,41357,3233,143151,5515,230555,7458,212315,3661,94040,3800,20299,2260,73741,3357,118275,4861,202748,4290,90468,4622,21058,1985,69410,4279,112280,4871,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,306801,5723,306801,5723,233325,5868,73476,4056,0,200,150382,3659,150382,3659,111339,4111,39043,3271,0,200,156419,4335,156419,4335,121986,4353,34433,2854,0,200,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7991880,34064,6228128,36564,2018052,26628,4210076,34209,1763752,20882,4131243,23571,3202210,27365,1005508,19389,2196702,23269,929033,14075,3860637,23822,3025918,24967,1012544,17202,2013374,23004,834719,15695,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
