GEO_ID,C25074_001E,C25074_001M,C25074_002E,C25074_002M,C25074_003E,C25074_003M,C25074_004E,C25074_004M,C25074_005E,C25074_005M,C25074_006E,C25074_006M,C25074_007E,C25074_007M,C25074_008E,C25074_008M,C25074_009E,C25074_009M,C25074_010E,C25074_010M,C25074_011E,C25074_011M,C25074_012E,C25074_012M,C25074_013E,C25074_013M,C25074_014E,C25074_014M,C25074_015E,C25074_015M,C25074_016E,C25074_016M,C25074_017E,C25074_017M,C25074_018E,C25074_018M,C25074_019E,C25074_019M,C25074_020E,C25074_020M,C25074_021E,C25074_021M,C25074_022E,C25074_022M,C25074_023E,C25074_023M,C25074_024E,C25074_024M,C25074_025E,C25074_025M,NAME,C25074_001MA,C25074_001EA,C25074_002MA,C25074_002EA,C25074_003MA,C25074_003EA,C25074_004EA,C25074_004MA,C25074_005EA,C25074_005MA,C25074_006MA,C25074_006EA,C25074_007MA,C25074_007EA,C25074_008MA,C25074_008EA,C25074_009EA,C25074_009MA,C25074_010EA,C25074_010MA,C25074_011MA,C25074_011EA,C25074_012MA,C25074_012EA,C25074_013EA,C25074_013MA,C25074_014EA,C25074_014MA,C25074_015EA,C25074_015MA,C25074_016EA,C25074_016MA,C25074_017MA,C25074_017EA,C25074_018EA,C25074_018MA,C25074_019MA,C25074_019EA,C25074_020EA,C25074_020MA,C25074_021MA,C25074_021EA,C25074_022EA,C25074_022MA,C25074_023EA,C25074_023MA,C25074_024EA,C25074_024MA,C25074_025MA,C25074_025EA,state
0400000US13,1237839,18123,224805,7757,9289,1556,148521,6740,66995,4844,229179,9797,20778,2252,190273,9266,18128,2743,280121,11651,73324,5350,191701,9160,15096,2086,196319,8913,124838,6529,62575,5251,8906,1613,177102,7837,153201,7794,17671,2629,6230,1519,130313,7436,123308,7152,3271,1262,3734,1033,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,193863,5082,22210,2619,967,409,13878,2139,7365,1667,21698,2028,3136,886,16978,1753,1584,524,32953,2996,3865,1025,27069,2651,2019,635,32405,3195,9132,1574,21387,2578,1886,657,37055,2900,17232,2074,17233,1900,2590,801,47542,2862,37975,2758,7086,1498,2481,646,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,181377,6700,28503,3188,1537,669,21069,2621,5897,1620,41435,3300,5817,1047,32905,3212,2713,1079,48191,4550,19180,2307,24723,3313,4288,1034,24969,3094,18906,2508,3949,1251,2114,699,22958,2821,20257,2661,1327,675,1374,481,15321,2338,13406,2123,181,242,1734,827,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,1546926,16631,255834,8076,16770,2301,176209,6925,62855,5268,283506,7438,35920,2666,235542,6808,12044,1621,336036,8658,85755,4858,237444,7929,12837,1358,225066,7093,141494,5159,74836,4301,8736,1333,227764,7303,190210,7554,29715,3221,7839,1084,218720,8204,202162,7850,7498,1915,9060,1271,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,747049,12479,141036,5743,8015,1347,100877,5093,32144,2712,156052,6524,19185,1826,129620,6170,7247,1026,177249,6061,69115,4490,98920,4806,9214,1291,113757,5067,87505,4642,20065,2454,6187,1147,100829,5490,92247,5163,4992,1217,3590,834,58126,4339,53654,4066,640,432,3832,1170,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,336397,7489,57999,4026,3358,780,43518,3311,11123,1604,74670,3868,12473,1495,58214,3735,3983,915,80218,3796,38852,2597,36297,2833,5069,879,50818,3712,41448,3009,6001,1608,3369,675,45780,3400,40349,2999,1679,725,3752,930,26912,2749,23479,2623,246,227,3187,577,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,354622,5979,52058,3422,3966,807,39299,2810,8793,1406,65743,3954,10564,1349,51511,3667,3668,779,89208,4631,35960,2683,47000,3339,6248,987,60198,3961,46179,3390,10639,1839,3380,660,52114,4373,45507,3959,3097,1010,3510,731,35301,3216,31566,2991,304,249,3431,882,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,520655,11195,116766,5962,10781,1613,79813,4939,26172,2730,118496,5409,16873,1833,89324,4566,12299,1654,115023,5549,50992,3846,54300,3850,9731,1356,74825,4860,60051,4629,8902,1470,5872,1163,60014,4460,54007,4136,1137,503,4870,1161,35531,3080,31153,2836,485,367,3893,949,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,571336,10145,121978,5587,4966,1002,84214,4875,32798,2865,127857,5561,14513,1931,98006,5319,15338,1636,118320,6014,37264,3403,69966,4605,11090,1781,74274,4346,48636,3480,16666,1984,8972,1489,70206,4884,60997,4592,3636,1334,5573,1132,58701,4838,52649,4269,1308,1079,4744,1068,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,160354,5460,27043,2552,3358,770,19411,2191,4274,982,38105,2853,7326,1309,28516,2469,2263,515,38106,2824,11605,1736,23346,2436,3155,829,21928,2188,14687,1736,5864,1173,1377,595,20845,2300,17630,2193,2323,719,892,384,14327,2019,13612,1945,150,146,565,269,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,697070,9889,82483,4818,9932,1585,55549,3969,17002,2275,90543,4404,10300,1644,75339,4199,4904,1262,127054,7479,17804,2477,104600,6440,4650,964,104813,5974,36548,3353,65663,4862,2602,1041,132734,6508,86575,5105,41204,3903,4955,1141,159443,7161,144156,6979,10515,1553,4772,1141,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,958788,13982,139259,5929,18370,2059,95132,5225,25757,2631,168926,7376,39789,2940,123623,6301,5514,1160,174760,7091,38818,3106,129413,6397,6529,1198,133667,6227,57758,4130,71113,4971,4796,1070,149982,6832,105794,5622,40526,3733,3662,829,192194,6943,177392,7029,9478,1675,5324,1046,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,1066153,10655,213428,6151,13525,1465,154834,5417,45069,3416,236201,7037,27748,1975,196804,6951,11649,1259,240492,6139,82336,4467,146593,5752,11563,1301,150877,7123,109600,5509,34525,3356,6752,1148,128451,5119,112224,4950,9153,1389,7074,1155,96704,5054,89880,5018,1500,572,5324,1007,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,571028,8946,90018,4024,11035,1866,67127,3851,11856,1651,113531,5215,19635,1931,88345,4701,5551,868,125841,4795,41885,2858,77746,4175,6210,1123,88986,4632,58725,3652,25686,2578,4575,905,88054,5045,75496,4229,9011,1782,3547,565,64598,3852,58830,3714,2003,697,3765,842,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,326328,6852,75285,4441,4526,1013,48523,3911,22236,2601,75170,4500,10503,1916,54380,3722,10287,1535,72140,4373,24754,2782,37483,2779,9903,1686,45077,4101,31357,3446,8720,1865,5000,1161,33952,3014,28152,2851,1215,540,4585,1129,24704,2580,21076,2245,687,636,2941,988,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,748043,11337,133604,5922,7647,1501,98032,5053,27925,2444,156285,5806,24274,2394,120867,4998,11144,1611,178024,7096,75254,4480,91093,5035,11677,1935,120974,5759,91595,5233,22142,2533,7237,1293,94022,5162,83316,5220,6265,1573,4441,843,65134,4138,60493,4125,890,583,3751,836,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,129680,4780,17509,1970,2066,651,12797,1689,2646,761,28151,2876,4766,1076,21130,2466,2255,731,33063,3170,14233,1883,15429,2525,3401,763,20451,2364,15419,2072,3176,1037,1856,554,17735,2276,14636,2082,1064,621,2035,664,12771,1817,10699,1765,302,383,1770,478,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,239492,5819,35559,3235,3258,795,27137,2734,5164,1042,42974,2827,7489,1071,33256,2595,2229,529,62189,3422,29869,2899,28361,2438,3959,770,37383,3274,28731,2813,5722,1172,2930,628,39613,2834,35835,2743,1622,639,2156,507,21774,2290,19680,2274,370,225,1724,387,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,429361,9097,48504,3987,960,512,34163,3374,13381,2524,67327,3720,4174,1016,60324,3553,2829,943,92838,5872,19849,2978,70122,4926,2867,870,74833,5642,41042,4037,31014,3763,2777,1470,75875,6316,62644,5350,12411,2758,820,543,69984,6068,64754,5662,3836,1869,1394,693,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,147384,4801,17654,2093,1129,451,12322,1749,4203,1057,23947,2421,5773,1138,17205,2224,969,413,34432,3050,6613,1373,26187,2737,1632,582,24827,2329,13436,2023,10430,1497,961,507,23561,2378,20152,2067,2712,745,697,401,22963,2184,21487,2125,477,329,999,473,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1107149,14128,132018,6277,11269,1584,88905,5168,31844,2875,168582,7356,22009,2274,139668,6633,6905,1221,212607,7864,26282,2470,179222,7651,7103,1513,158738,6091,57399,4097,96110,5536,5229,1090,186176,6971,126456,5756,53475,4065,6245,1134,249028,8001,229854,8025,11417,1845,7757,1480,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,244281,6805,47665,3562,2809,850,32768,2685,12088,1774,48598,3899,5054,1274,39465,3609,4079,847,56155,3776,20597,2475,32321,3329,3237,778,38102,3733,26070,3031,8508,1612,3524,1180,28474,3265,24142,2984,2709,836,1623,556,25287,3110,23338,2956,436,329,1513,546,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,3336251,18987,495517,12105,31891,3403,366956,10136,96670,6095,555268,10036,76822,4827,458799,9303,19647,2182,617311,12349,135934,5699,459768,11095,21609,2300,447229,11831,200355,7415,231831,8037,15043,2084,511306,13637,353709,10285,140865,7733,16732,2262,709620,14356,635586,13922,53566,4790,20468,2007,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,1233462,17570,208968,6940,11704,1909,144728,6038,52536,3806,258542,10259,27624,2616,210119,9319,20799,2487,305242,9914,105057,5866,177396,8297,22789,2726,183063,6866,129070,6375,42122,3798,11871,2196,164899,9032,142302,7885,14416,2875,8181,1605,112748,7449,104887,6947,1433,598,6428,1468,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,97186,3186,14766,2131,856,292,11790,1880,2120,789,17083,1628,4111,806,11555,1482,1417,405,25480,2637,11960,1772,10761,2108,2759,652,14704,1688,11511,1614,1487,508,1706,483,14952,1773,12702,1753,1179,805,1071,272,10201,1383,8602,1328,135,181,1464,351,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,1498842,14730,294069,7868,27049,2405,206845,7291,60175,4127,327852,9232,45138,3383,263159,8450,19555,1924,345000,10550,136328,5925,191049,7931,17623,1930,215205,7286,166679,6533,38902,3249,9624,1178,189743,7618,170757,7634,10127,2080,8859,1519,126973,5556,118452,5323,1532,555,6989,1052,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,475733,8920,80544,4373,4926,841,55907,3951,19711,1883,101514,4111,14126,1563,78180,3745,9208,1282,115725,5192,49697,3684,55897,3240,10131,1367,70874,3783,54696,3568,11171,1601,5007,808,64394,4149,56317,3592,3060,1038,5017,901,42682,3040,39320,3029,194,188,3168,722,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,594967,11145,92070,4839,5397,1123,69398,4699,17275,2051,111230,6568,9314,1476,96671,6043,5245,1159,139077,6570,35343,3420,96939,5346,6795,1354,97726,5787,60927,3989,33103,3589,3696,918,88950,5554,75389,4928,9773,1935,3788,882,65914,4874,61240,4818,2597,923,2077,603,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,1506310,15295,247757,7126,22701,2174,179226,5697,45830,3963,313372,8313,48969,3697,241615,7937,22788,2396,331184,10255,109599,4943,200232,8045,21353,1924,227478,7457,154628,5693,61091,4569,11759,1625,216101,7272,181543,6341,22920,2457,11638,1560,170418,6047,154108,5733,5000,1276,11310,1622,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,162505,5344,25941,2669,3481,943,18032,2231,4428,1136,32246,2868,7078,1381,24034,2783,1134,602,31989,3168,7677,1026,23458,2790,854,417,23326,2652,14317,2239,8223,1549,786,436,25035,2488,20639,2474,3340,871,1056,637,23968,2613,22573,2489,701,484,694,424,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,545360,11328,105328,5650,4718,1026,68609,4612,32001,3481,114044,6894,11546,1955,88795,5709,13703,2077,128232,6620,42685,4145,74931,4971,10616,1827,80040,5909,55298,4895,19427,3303,5315,1365,70108,4625,60579,4519,4819,1614,4710,1274,47608,4128,42897,3928,1530,966,3181,1282,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,101833,4336,13352,1576,2083,613,8861,1303,2408,590,22252,2366,6942,1509,13980,1593,1330,406,27699,2221,14173,1685,11519,1686,2007,523,13416,1535,10709,1383,1167,435,1540,435,15157,1765,12616,1715,488,363,2053,540,9957,1776,8542,1686,246,295,1169,389,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,807352,12867,158733,6330,10839,1428,106946,4944,40948,3823,170833,6873,24146,2770,130889,6111,15798,2328,199255,8596,74607,4823,109496,6149,15152,2104,117645,5732,85771,5535,24708,2878,7166,1516,94240,5503,82245,5273,5430,1590,6565,1587,66646,5502,60793,5395,1942,769,3911,882,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,3282070,27556,464841,11443,22616,2288,331983,9536,110242,6914,568794,14433,52990,3975,478133,13432,37671,3234,751438,15691,211542,9197,500793,13959,39103,3386,527848,15031,356094,11314,147103,7187,24651,3358,507042,15269,435547,14347,46590,4819,24905,3153,462107,11584,436616,11002,6963,1425,18528,2267,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,270754,7097,36297,2907,2218,645,26485,2824,7594,1591,47039,3495,4213,1070,39870,3274,2956,752,65790,5168,17120,2046,45215,4262,3455,1006,44396,3617,30720,3376,12688,1804,988,442,45929,3990,39833,3821,4726,1371,1370,666,31303,2883,29268,2871,458,341,1577,553,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,73906,2835,9408,1293,584,355,7392,1193,1432,452,15369,1817,2871,695,11552,1583,946,368,16357,1703,4398,932,11023,1505,936,382,12641,1701,7336,1298,4542,894,763,349,11946,1673,9234,1579,1732,633,980,331,8185,1408,7374,1326,133,179,678,370,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,977055,13943,120736,5545,9339,1498,82242,5040,29155,2683,137931,5429,15666,2075,110703,4969,11562,1410,181605,6654,40808,3470,129398,6365,11399,1954,147315,7149,67219,4808,73169,5351,6927,1192,168788,7771,115708,6423,45262,4026,7818,1526,220680,8658,201277,8643,13800,2457,5603,1128,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,978909,14209,120880,6482,11373,1776,89117,5466,20390,2599,155316,6476,17564,1891,130804,5705,6948,1415,202271,8038,45846,3467,149486,6842,6939,1320,160758,7456,91327,5789,63384,5200,6047,1141,170049,6771,132681,6034,31555,3306,5813,1225,169635,6781,158633,6530,5750,1321,5252,1183,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
