GEO_ID,B27003_001E,B27003_001M,B27003_002E,B27003_002M,B27003_003E,B27003_003M,B27003_004E,B27003_004M,B27003_005E,B27003_005M,B27003_006E,B27003_006M,B27003_007E,B27003_007M,B27003_008E,B27003_008M,B27003_009E,B27003_009M,B27003_010E,B27003_010M,B27003_011E,B27003_011M,B27003_012E,B27003_012M,B27003_013E,B27003_013M,B27003_014E,B27003_014M,B27003_015E,B27003_015M,B27003_016E,B27003_016M,B27003_017E,B27003_017M,B27003_018E,B27003_018M,B27003_019E,B27003_019M,B27003_020E,B27003_020M,B27003_021E,B27003_021M,B27003_022E,B27003_022M,B27003_023E,B27003_023M,B27003_024E,B27003_024M,B27003_025E,B27003_025M,B27003_026E,B27003_026M,B27003_027E,B27003_027M,B27003_028E,B27003_028M,B27003_029E,B27003_029M,B27003_030E,B27003_030M,B27003_031E,B27003_031M,B27003_032E,B27003_032M,B27003_033E,B27003_033M,B27003_034E,B27003_034M,B27003_035E,B27003_035M,B27003_036E,B27003_036M,B27003_037E,B27003_037M,B27003_038E,B27003_038M,B27003_039E,B27003_039M,B27003_040E,B27003_040M,B27003_041E,B27003_041M,B27003_042E,B27003_042M,B27003_043E,B27003_043M,B27003_044E,B27003_044M,B27003_045E,B27003_045M,B27003_046E,B27003_046M,B27003_047E,B27003_047M,B27003_048E,B27003_048M,B27003_049E,B27003_049M,B27003_050E,B27003_050M,B27003_051E,B27003_051M,B27003_052E,B27003_052M,B27003_053E,B27003_053M,B27003_054E,B27003_054M,B27003_055E,B27003_055M,B27003_056E,B27003_056M,B27003_057E,B27003_057M,NAME,B27003_001EA,B27003_001MA,B27003_002EA,B27003_002MA,B27003_003MA,B27003_003EA,B27003_004MA,B27003_004EA,B27003_005EA,B27003_005MA,B27003_006EA,B27003_006MA,B27003_007EA,B27003_007MA,B27003_008MA,B27003_008EA,B27003_009MA,B27003_009EA,B27003_010MA,B27003_010EA,B27003_011EA,B27003_011MA,B27003_012EA,B27003_012MA,B27003_013EA,B27003_013MA,B27003_014EA,B27003_014MA,B27003_015MA,B27003_015EA,B27003_016EA,B27003_016MA,B27003_017EA,B27003_017MA,B27003_018EA,B27003_018MA,B27003_019EA,B27003_019MA,B27003_020MA,B27003_020EA,B27003_021MA,B27003_021EA,B27003_022MA,B27003_022EA,B27003_023MA,B27003_023EA,B27003_024EA,B27003_024MA,B27003_025MA,B27003_025EA,B27003_026MA,B27003_026EA,B27003_027MA,B27003_027EA,B27003_028EA,B27003_028MA,B27003_029EA,B27003_029MA,B27003_030MA,B27003_030EA,B27003_031MA,B27003_031EA,B27003_032MA,B27003_032EA,B27003_033MA,B27003_033EA,B27003_034EA,B27003_034MA,B27003_035EA,B27003_035MA,B27003_036MA,B27003_036EA,B27003_037MA,B27003_037EA,B27003_038MA,B27003_038EA,B27003_039EA,B27003_039MA,B27003_040EA,B27003_040MA,B27003_041MA,B27003_041EA,B27003_042MA,B27003_042EA,B27003_043MA,B27003_043EA,B27003_044EA,B27003_044MA,B27003_045EA,B27003_045MA,B27003_046EA,B27003_046MA,B27003_047MA,B27003_047EA,B27003_048MA,B27003_048EA,B27003_049EA,B27003_049MA,B27003_050EA,B27003_050MA,B27003_051EA,B27003_051MA,B27003_052MA,B27003_052EA,B27003_053MA,B27003_053EA,B27003_054MA,B27003_054EA,B27003_055EA,B27003_055MA,B27003_056EA,B27003_056MA,B27003_057EA,B27003_057MA,state
0400000US01,4720067,2155,2262898,5633,185616,4083,89574,4437,96042,4589,383491,4927,145588,5687,237903,5582,235435,3207,22953,2771,212482,3645,279980,4180,26812,2951,253168,4843,284399,3324,33187,3230,251212,4706,327164,3015,51783,3395,275381,3938,287720,1701,77176,3726,210544,3943,171501,1563,165184,2022,6317,1245,107592,1452,106932,1625,660,418,2457169,5482,172283,3590,87945,4130,84338,3288,380735,4774,146876,6830,233859,6976,239509,2334,38636,3716,200873,4233,309685,3586,44422,3425,265263,5015,313892,3440,34677,3223,279215,4738,349996,2883,50924,3493,299072,4385,316244,1782,70584,3768,245660,3674,204722,1433,200689,1586,4033,994,170103,1485,168518,1629,1585,634,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,699272,1868,353412,2409,33525,1292,12973,1566,20552,1782,62160,1391,19835,2243,42325,2331,36558,1332,4155,946,32403,1499,49026,1853,4573,947,44453,2041,43468,1474,4355,1045,39113,1875,53827,1388,7215,1300,46612,1881,47108,810,9032,1305,38076,1470,18879,724,17559,759,1320,458,8861,529,8615,563,246,192,345860,1555,30868,1199,13839,1585,17029,1321,61155,1241,19251,1925,41904,2264,33476,1036,6884,1231,26592,1416,49697,1598,6591,1322,43106,1871,45740,1542,5420,1130,40320,1670,52364,1319,4454,990,47910,1667,43316,783,4459,826,38857,1003,18371,919,16793,874,1578,502,10873,414,10692,472,181,197,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6378280,1787,3141397,5192,273955,4932,121657,7462,152298,7465,556165,5588,197504,9300,358661,8570,319414,2860,61114,5033,258300,5622,414109,3603,65808,5065,348301,5776,400454,2645,60531,5056,339923,5306,402493,2432,66386,5049,336107,5493,355995,1385,86708,4703,269287,4620,246149,1443,235153,2422,10996,1962,172663,1141,168641,1647,4022,1216,3236883,4797,264887,5678,111752,6817,153135,6390,526823,5632,180132,9885,346691,11054,308566,2324,74462,5446,234104,5609,420107,2813,93394,5969,326713,6664,403218,2656,77990,5440,325228,6288,425489,2111,74870,4681,350619,5071,395589,1465,69407,5129,326182,5225,274832,1575,262836,2231,11996,1690,217372,1632,213151,2135,4221,1279,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2885212,1095,1412433,4390,119246,3475,72055,3692,47191,3138,247467,3317,121388,5747,126079,5138,138726,3214,14115,2089,124611,3413,182262,3921,16020,2473,166242,3932,176043,3284,20176,2763,155867,3789,193582,2637,32970,2893,160612,3439,173630,1736,52147,3429,121483,3271,110563,1268,107939,1423,2624,877,70914,1344,70502,1372,412,286,1472779,4226,114782,3103,67899,3795,46883,3357,227393,3102,105043,5448,122350,5151,138069,2317,22732,2324,115337,3294,189664,3210,26798,3389,162866,4312,181529,2798,24446,2474,157083,3658,203380,2183,31844,2696,171536,3121,186843,1581,42181,2990,144662,3331,124362,1227,121319,1296,3043,849,106757,1364,106341,1373,416,249,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,37161789,5236,18337173,8165,1559703,10345,699502,13871,860201,13175,3171950,9927,1176597,19791,1995353,21635,1971667,5732,251166,8397,1720501,9405,2650888,6226,260405,9382,2390483,10804,2520280,4835,255014,8675,2265266,9321,2562909,4671,324967,9135,2237942,9554,2011111,2808,378551,9353,1632560,9841,1092291,2538,1009674,5536,82617,4369,796374,2679,775721,3219,20653,2200,18824616,6478,1495945,9659,681683,12056,814262,13059,3024868,9757,1130890,16044,1893978,16023,1901869,3557,356838,10557,1545031,11624,2621136,4439,423490,11734,2197646,12160,2564538,4815,361332,8803,2203206,9407,2626928,3174,341090,9516,2285838,9969,2176142,2641,355185,9532,1820957,9844,1262473,2583,1172700,5801,89773,4915,1150717,2960,1121839,4332,28878,3172,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5024885,2530,2498871,4767,211664,3709,76398,3732,135266,4767,418383,3952,104591,6000,313792,6599,245747,2706,21079,3161,224668,4029,360129,3347,30907,3357,329222,4907,349106,3094,27326,2851,321780,3834,358068,2229,38340,3200,319728,3614,305160,1537,52084,3337,253076,3673,154588,1301,145843,1943,8745,1587,96026,1395,94561,1332,1465,551,2526014,4098,198790,3382,68525,4065,130265,4713,397991,3769,109447,6295,288544,6799,236420,2373,32002,3139,204418,3731,358145,3180,46892,3439,311253,3990,343791,2857,36975,2950,306816,4052,363502,2389,37737,2877,325765,3734,318757,1418,38076,2255,280681,2645,170177,1363,162449,1601,7728,1090,138441,1350,135639,1545,2802,762,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3522709,1144,1707415,2399,120568,2238,46039,2920,74529,2666,289965,2513,78291,4273,211674,4529,163422,1483,21774,2503,141648,2954,204871,2089,26394,2744,178477,3538,221423,1747,26453,2627,194970,3178,275188,1739,31145,2630,244043,2849,220087,1154,33449,2202,186638,2458,120443,1037,112051,1667,8392,1402,91448,1083,90375,1073,1073,553,1815294,2210,116657,2115,40936,2811,75721,2984,275160,2298,77745,4448,197415,4685,160873,1195,30114,2923,130759,3160,212676,1245,47991,3375,164685,3553,239207,1065,40082,3006,199125,3192,292900,1215,34613,3020,258287,2932,236651,935,31335,2224,205316,2188,140257,883,132185,1343,8072,1171,140913,1267,137951,1485,2962,993,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,892132,847,428892,1281,34100,1262,16310,1942,17790,2123,70194,1286,23082,2729,47112,2986,43346,836,5529,1320,37817,1565,52887,1079,8665,1389,44222,1650,54016,969,7012,1371,47004,1706,62592,966,9902,1540,52690,1787,54252,496,10750,1455,43502,1608,35027,624,33579,835,1448,594,22478,651,22229,729,249,279,463240,1136,31943,1122,12755,1633,19188,1646,68058,1321,25512,2797,42546,3144,45488,579,9917,1464,35571,1519,57543,1078,14688,1544,42855,1668,57813,702,11318,1695,46495,1808,68876,651,10562,1603,58314,1760,60964,573,9771,1218,51193,1189,40223,612,38592,796,1631,638,32332,745,32022,838,310,294,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,608165,325,285171,863,21805,955,10519,1608,11286,1265,31651,1049,16024,1654,15627,1702,36002,693,8552,1271,27450,1370,60367,517,6856,1648,53511,1660,40822,805,6452,1208,34370,1467,37118,717,9483,1103,27635,1124,30338,525,9471,1315,20867,1417,16200,382,13888,917,2312,784,10868,549,10299,630,569,315,322994,788,21186,899,9541,1094,11645,1194,30670,958,16500,1886,14170,1696,45955,307,9849,1252,36106,1326,70487,455,11864,1561,58623,1629,40935,517,10958,1209,29977,1372,37513,520,9874,1318,27639,1449,35621,334,10552,1270,25069,1257,21260,249,18820,764,2440,821,19367,539,18650,639,717,313,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,18752294,3756,9088985,8711,664588,7751,314907,11163,349681,11315,1375498,8266,487502,14456,887996,14099,880382,5967,93604,6521,786778,8096,1109896,7423,99296,7003,1010600,9521,1145398,5512,112945,6671,1032453,8490,1311300,5846,174582,8145,1136718,9542,1129107,3351,242329,8610,886778,9148,821680,3876,779585,4905,42095,3650,651136,2667,639251,3158,11885,2197,9663309,8195,633126,8002,300049,10292,333077,10192,1313734,8552,469060,11775,844674,12924,864757,5267,125976,6591,738781,7236,1147452,5987,162545,7422,984907,8297,1209801,4703,137714,7536,1072087,9355,1389317,5047,157701,8071,1231616,8988,1281077,3783,189288,8262,1091789,8527,943420,3543,894723,5949,48697,5001,880625,2977,862413,4154,18212,2678,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
