GEO_ID,B17010A_001E,B17010A_001M,B17010A_002E,B17010A_002M,B17010A_003E,B17010A_003M,B17010A_004E,B17010A_004M,B17010A_005E,B17010A_005M,B17010A_006E,B17010A_006M,B17010A_007E,B17010A_007M,B17010A_008E,B17010A_008M,B17010A_009E,B17010A_009M,B17010A_010E,B17010A_010M,B17010A_011E,B17010A_011M,B17010A_012E,B17010A_012M,B17010A_013E,B17010A_013M,B17010A_014E,B17010A_014M,B17010A_015E,B17010A_015M,B17010A_016E,B17010A_016M,B17010A_017E,B17010A_017M,B17010A_018E,B17010A_018M,B17010A_019E,B17010A_019M,B17010A_020E,B17010A_020M,B17010A_021E,B17010A_021M,B17010A_022E,B17010A_022M,B17010A_023E,B17010A_023M,B17010A_024E,B17010A_024M,B17010A_025E,B17010A_025M,B17010A_026E,B17010A_026M,B17010A_027E,B17010A_027M,B17010A_028E,B17010A_028M,B17010A_029E,B17010A_029M,B17010A_030E,B17010A_030M,B17010A_031E,B17010A_031M,B17010A_032E,B17010A_032M,B17010A_033E,B17010A_033M,B17010A_034E,B17010A_034M,B17010A_035E,B17010A_035M,B17010A_036E,B17010A_036M,B17010A_037E,B17010A_037M,B17010A_038E,B17010A_038M,B17010A_039E,B17010A_039M,B17010A_040E,B17010A_040M,B17010A_041E,B17010A_041M,NAME,B17010A_001MA,B17010A_001EA,B17010A_002EA,B17010A_002MA,B17010A_003MA,B17010A_003EA,B17010A_004MA,B17010A_004EA,B17010A_005EA,B17010A_005MA,B17010A_006MA,B17010A_006EA,B17010A_007EA,B17010A_007MA,B17010A_008MA,B17010A_008EA,B17010A_009EA,B17010A_009MA,B17010A_010EA,B17010A_010MA,B17010A_011MA,B17010A_011EA,B17010A_012MA,B17010A_012EA,B17010A_013MA,B17010A_013EA,B17010A_014MA,B17010A_014EA,B17010A_015EA,B17010A_015MA,B17010A_016MA,B17010A_016EA,B17010A_017MA,B17010A_017EA,B17010A_018MA,B17010A_018EA,B17010A_019MA,B17010A_019EA,B17010A_020EA,B17010A_020MA,B17010A_021EA,B17010A_021MA,B17010A_022MA,B17010A_022EA,B17010A_023MA,B17010A_023EA,B17010A_024EA,B17010A_024MA,B17010A_025EA,B17010A_025MA,B17010A_026EA,B17010A_026MA,B17010A_027MA,B17010A_027EA,B17010A_028MA,B17010A_028EA,B17010A_029EA,B17010A_029MA,B17010A_030EA,B17010A_030MA,B17010A_031EA,B17010A_031MA,B17010A_032EA,B17010A_032MA,B17010A_033MA,B17010A_033EA,B17010A_034MA,B17010A_034EA,B17010A_035EA,B17010A_035MA,B17010A_036EA,B17010A_036MA,B17010A_037EA,B17010A_037MA,B17010A_038MA,B17010A_038EA,B17010A_039MA,B17010A_039EA,B17010A_040MA,B17010A_040EA,B17010A_041EA,B17010A_041MA,state
0400000US31,426843,5632,31643,2462,12069,1389,7925,1211,1654,585,2851,858,3420,867,4144,737,19574,2286,3204,889,2333,800,347,288,679,529,1307,508,871,478,16370,2052,15370,1947,4312,1186,4703,1107,6355,1372,1000,396,395200,5340,333439,5055,136025,3849,25191,2325,28479,2117,82355,3077,197414,4132,61761,3703,21960,2170,13276,1849,3307,995,1803,723,8166,1348,8684,1170,39801,2711,24915,2220,5101,1190,3304,856,16510,1825,14886,1509,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,477472,9464,46906,4043,23926,3117,15460,2585,1229,598,6888,2142,7343,1759,8466,1784,22980,2816,4688,1367,3559,1169,1232,633,828,562,1499,657,1129,709,18292,2449,16540,2391,2595,1043,3598,1041,10347,1916,1752,680,430566,8442,330603,8435,132427,6706,24696,3334,30329,3538,77402,5677,198176,5472,99963,5920,37100,4408,19578,3522,3102,1539,2375,900,14101,3282,17522,2654,62863,3865,38777,3238,7262,2179,5685,1486,25830,2972,24086,2776,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,333168,4906,18078,2251,6000,1107,3338,984,866,640,998,534,1474,533,2662,695,12078,2131,1713,859,1345,776,238,231,41,60,1066,734,368,315,10365,1911,9670,1906,2304,937,2020,819,5346,1469,695,300,315090,4795,258521,5484,97551,3709,19800,2099,14434,1741,63317,3031,160970,4990,56569,3543,18464,2431,10396,1823,1877,758,1254,710,7265,1570,8068,1494,38105,2740,21440,2031,3392,1094,2006,912,16042,1802,16665,1807,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1575836,13451,84868,5351,36141,3398,19978,2451,2916,723,7928,1509,9134,1581,16163,1930,48727,4077,8799,1321,6177,1200,1699,757,1436,619,3042,882,2622,846,39928,3729,33335,3200,6790,1334,8627,1272,17918,2437,6593,1271,1490968,13258,1197752,13352,511244,8402,93158,4887,89778,4056,328308,6318,686508,9914,293216,8778,86477,5184,36722,3733,7115,1717,3565,1233,26042,2836,49755,2970,206739,6301,103457,5288,17142,2061,8820,1284,77495,4557,103282,5199,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,380842,7883,50390,3885,20591,2368,12460,1794,2343,834,4262,1071,5855,1375,8131,1498,29799,3055,6203,1577,4441,1271,1444,625,1461,818,1536,561,1762,752,23596,2697,20858,2724,4483,1250,6066,1319,10309,2066,2738,1003,330452,6828,260013,6560,93612,4376,17392,2333,22201,2718,54019,3491,166401,5042,70439,4006,22407,2470,12186,1761,1845,857,1440,612,8901,1439,10221,1400,48032,3455,27948,3113,5581,1391,3320,1036,19047,2756,20084,2287,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,3153437,17879,251206,7919,104973,4257,63819,3483,12266,1570,24007,2288,27546,2618,41154,2762,146233,7185,29032,2724,19823,2398,5100,1247,4187,1099,10536,1843,9209,1756,117201,6586,97632,5983,22128,2608,22359,2431,53145,3945,19569,2137,2902231,17452,2322299,17070,927989,10877,185622,5761,161307,5099,581060,9855,1394310,14454,579932,11942,175540,7025,79083,4857,18752,2774,10217,1761,50114,2892,96457,4727,404392,10514,198444,6946,31710,3314,19182,2271,147552,6702,205948,6550,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,1812725,16400,174845,6998,75610,4872,42608,3903,7810,1644,14491,2542,20307,2878,33002,3325,99235,5323,17576,2475,13675,2203,3504,1169,3866,992,6305,1494,3901,1187,81659,5053,71240,4877,16018,2207,18056,2813,37166,3581,10419,1824,1637880,15591,1383511,15744,517544,11854,103891,6260,93394,5986,320259,9904,865967,13003,254369,8802,80814,5862,44940,4585,9355,1924,5754,1652,29831,3377,35874,3475,173555,6714,97978,5395,14049,2219,9742,2104,74187,5363,75577,4621,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,161319,3616,8997,1335,3104,760,1600,671,532,342,572,470,496,286,1504,350,5893,1263,1073,762,773,717,257,293,49,57,467,598,300,281,4820,1025,4284,990,1670,675,1213,560,1401,460,536,361,152322,3500,132228,3559,52297,2871,12361,1868,10573,1332,29363,2148,79931,2612,20094,1832,7703,1159,3927,812,576,345,829,369,2522,722,3776,951,12391,1408,8223,1240,1399,559,1203,550,5621,1052,4168,751,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,2496841,14793,236730,7900,86012,3946,54319,3631,9049,1531,17077,2256,28193,2534,31693,2437,150718,6711,26525,2734,20248,2164,5421,1318,3185,1020,11642,1695,6277,1283,124193,5981,108405,5815,28640,3150,27231,2784,52534,3356,15788,2061,2260111,14957,1858649,15003,704057,11558,130288,5056,127880,5494,445889,8984,1154592,11737,401462,9689,127902,5268,67149,4278,14161,1819,6680,1294,46308,3525,60753,3419,273560,7660,151351,5384,21543,2525,16345,1883,113463,4821,122209,4975,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,752377,6749,77954,3960,32997,2726,19603,2079,3767,821,7319,1522,8517,1112,13394,1493,44957,2917,8108,1262,5777,1050,1370,468,1377,560,3030,808,2331,623,36849,2520,31854,2264,8347,1331,9090,1306,14417,1497,4995,874,674423,6610,557986,6841,215891,5537,41894,2445,44503,3490,129494,4761,342095,5487,116437,4447,40054,2489,24930,2271,4705,1066,3827,954,16398,1899,15124,1645,76383,3528,45123,3156,7332,1363,3884,986,33907,3025,31260,2205,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,841092,9963,84906,4565,34331,3115,21674,2339,3559,1061,8095,1596,10020,1487,12657,1765,50575,4181,11772,1885,9334,1921,2521,1014,1147,638,5666,1439,2438,810,38803,3673,32523,3212,7440,1643,7431,1509,17652,1894,6280,1508,756186,9085,622531,8278,225742,6740,45305,3892,43054,4094,137383,5081,396789,7362,133655,6406,48566,3765,28896,3173,5491,1470,4009,1040,19396,2305,19670,2246,85089,4696,44938,3123,6615,1217,3866,1063,34457,2986,40151,3361,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,2739604,14916,195788,6939,71377,3954,37711,3134,5475,899,11776,1652,20460,2370,33666,2329,124411,5170,21902,2130,17435,1932,4617,1037,3348,1072,9470,1486,4467,980,102509,5016,88198,4882,22123,2632,22068,2682,44007,3107,14311,1705,2543816,15582,2086273,16251,779901,12575,141781,6052,133712,4691,504408,9408,1306372,11488,457543,8736,151641,6195,74869,4584,15794,2211,6835,1197,52240,3792,76772,3964,305902,7427,153204,5506,24166,2579,15357,1862,113681,4890,152698,4886,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,215816,4840,15759,1927,5410,1179,2930,951,405,385,1387,748,1138,511,2480,690,10349,1694,1637,643,1136,531,122,150,377,341,637,406,501,363,8712,1509,7683,1433,2492,933,1534,588,3657,902,1029,440,200057,4749,155974,4838,59523,3063,9773,1451,9754,1576,39996,2831,96451,3816,44083,3176,13500,1950,6526,1424,1226,592,749,465,4551,1298,6974,1453,30583,2908,15879,2253,2328,777,1413,659,12138,1981,14704,1838,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,850513,11013,78131,4657,34469,3323,20316,2690,3442,1195,7737,1668,9137,1966,14153,2184,43662,3329,8375,1705,6425,1504,1664,728,1124,571,3637,1313,1950,748,35287,3130,29674,3159,6226,1418,9406,2001,14042,2246,5613,1221,772382,10608,651606,10293,240726,8719,49287,4214,47120,4177,144319,6689,410880,8260,120776,5842,39066,3509,20734,2716,5411,1449,2238,984,13085,2034,18332,2573,81710,4778,43999,3719,6536,1847,4927,1363,32536,3558,37711,3282,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,189175,4036,12360,1886,4633,900,2174,566,463,252,994,447,717,289,2459,611,7727,1623,2283,810,1956,765,1014,617,505,447,437,326,327,241,5444,1309,4709,1189,1722,623,1411,680,1576,613,735,413,176815,4148,149374,4062,55453,3190,12144,1645,12902,1325,30407,2273,93921,3251,27441,2795,10377,1657,5153,1151,1217,598,631,373,3305,893,5224,1235,17064,2149,12444,1976,3065,1089,2142,863,7237,1348,4620,973,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1319870,13111,144527,5613,67449,3915,43207,3757,6530,1460,12547,1985,24130,2705,24242,2320,77078,4657,15595,2171,11422,1953,2521,816,1309,670,7592,1815,4173,1083,61483,4275,52185,4130,13142,2079,10954,1942,28089,3005,9298,1473,1175343,14286,978911,12370,370541,8932,73752,5476,66149,4405,230640,6956,608370,9265,196432,8204,63503,4456,30384,2802,4428,1196,3299,1135,22657,2656,33119,3457,132929,6320,69640,4389,12488,1901,5864,1254,51288,3437,63289,4637,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,4745065,22106,599783,11847,277262,8531,203423,7766,30609,3032,79361,5283,93453,6237,73839,5276,322521,9364,53485,3927,41673,3415,10772,1913,12053,2576,18848,2093,11812,1914,269036,8631,238330,8405,41557,3558,77715,5576,119058,5884,30706,3134,4145282,23502,3313888,23419,1493227,17901,276768,9172,327763,11877,888696,14561,1820661,16983,831394,17838,266093,9639,135835,7369,27299,3352,20089,2766,88447,6363,130258,8016,565301,14443,340252,12762,52870,4711,46180,3873,241202,10863,225049,7007,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,598575,7906,54968,4065,26717,2953,19302,2455,4960,1149,6920,1488,7422,1667,7415,1270,28251,2888,6529,1714,3709,1227,1073,646,825,593,1811,770,2820,1201,21722,2323,18678,2358,4049,1131,5094,1420,9535,1707,3044,788,543607,7826,464131,7791,233382,5940,47079,2942,69278,3333,117025,4917,230749,5164,79476,4543,25484,3009,14928,2222,2152,796,2649,947,10127,1816,10556,1734,53992,3761,32613,3174,4667,1135,5430,1503,22516,2893,21379,2120,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,156490,3418,10346,1428,3834,829,2300,593,598,331,698,252,1004,432,1534,492,6512,1137,1148,495,1055,498,392,332,229,214,434,316,93,97,5364,997,5180,1008,1830,731,874,430,2476,631,184,137,146144,3074,121034,3153,42609,2236,7839,1046,6406,1090,28364,1853,78425,2340,25110,1939,9742,1254,5785,1025,1298,484,563,332,3924,996,3957,705,15368,1547,9931,1221,1733,544,728,329,7470,1050,5437,944,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,1464489,13403,85427,5200,37568,3562,21897,2481,2234,693,7299,1473,12364,1784,15671,2214,47859,4161,8652,1446,5627,1010,1074,548,1249,526,3304,917,3025,1039,39207,3797,33949,3635,8210,1843,6291,1296,19448,2438,5258,985,1379062,11950,1154857,12418,468592,9060,98779,6112,83510,4316,286303,7415,686265,9153,224205,8653,76594,5039,41693,3709,8535,1588,3853,1173,29305,3181,34901,3571,147611,7060,81236,5185,11856,1807,9424,2157,59956,4369,66375,3787,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1403084,11712,106939,4367,40908,3025,23764,2539,3492,989,7394,1523,12878,1797,17144,1613,66031,3535,11601,1790,9199,1788,1995,750,1822,798,5382,1355,2402,774,54430,3630,47213,3403,11557,1982,11739,1895,23917,2535,7217,1761,1296145,10844,1057578,11072,416926,8980,87384,4749,76250,4409,253292,7154,640652,7901,238567,7827,79900,5716,45385,4297,10805,2165,5278,1292,29302,3159,34515,3325,158667,5603,89954,4951,11585,1816,10690,1870,67679,4678,68713,3773,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,456957,7539,59646,3710,24640,2097,14043,1793,2196,663,2931,777,8916,1523,10597,1260,35006,3157,5766,1221,4085,952,739,356,497,317,2849,793,1681,561,29240,2797,24119,2559,6435,1170,5072,1262,12612,1702,5121,1056,397311,7277,320798,6129,107522,4701,19729,2312,17620,1879,70173,3969,213276,5471,76513,4453,27589,2309,13548,1780,2857,839,1183,539,9508,1557,14041,1647,48924,3811,23076,2780,3184,952,2665,735,17227,2425,25848,2501,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1322826,11144,88249,4315,32515,2298,19188,2017,3283,749,7203,1213,8702,1293,13327,1482,55734,3633,12420,1893,8860,1596,2368,688,2237,900,4255,959,3560,1155,43314,3187,38623,2970,9487,1751,9568,1400,19568,2086,4691,1009,1234577,11275,1034318,10196,387918,7313,72671,3652,71912,3577,243335,6508,646400,7330,200259,6378,71301,3611,42466,2907,9785,1470,4362,1009,28319,2431,28835,2330,128958,5289,78204,4036,11041,1661,8463,1569,58700,3430,50754,3196,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,133680,3871,9613,1596,3817,1081,2611,905,565,421,1187,551,859,426,1206,513,5796,1240,977,491,848,438,121,150,116,147,611,394,129,196,4819,1209,4357,1110,1095,511,1567,618,1695,726,462,396,124067,4041,105337,3732,37463,2575,8455,1427,7707,1199,21301,1689,67874,2691,18730,1987,6470,1213,4783,1156,1323,585,383,252,3077,1009,1687,631,12260,1559,7936,1278,1291,589,636,301,6009,1169,4324,1034,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,616902,9191,246246,6123,111348,4479,48727,3232,8682,1514,9471,1655,30574,2803,62621,3316,134898,5723,26850,2659,17051,2410,3276,926,4046,1065,9729,1438,9799,1516,108048,4846,74881,3876,10908,1267,16100,1884,47873,3201,33167,2778,370656,8515,263121,6397,93402,4294,15067,1646,12750,1463,65585,3814,169719,4633,107535,5289,23340,2243,9820,1478,3154,799,1020,565,5646,1142,13520,1485,84195,4320,37520,2918,4737,1046,4212,1147,28571,2785,46675,3147,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
