GEO_ID,B17010A_001E,B17010A_001M,B17010A_002E,B17010A_002M,B17010A_003E,B17010A_003M,B17010A_004E,B17010A_004M,B17010A_005E,B17010A_005M,B17010A_006E,B17010A_006M,B17010A_007E,B17010A_007M,B17010A_008E,B17010A_008M,B17010A_009E,B17010A_009M,B17010A_010E,B17010A_010M,B17010A_011E,B17010A_011M,B17010A_012E,B17010A_012M,B17010A_013E,B17010A_013M,B17010A_014E,B17010A_014M,B17010A_015E,B17010A_015M,B17010A_016E,B17010A_016M,B17010A_017E,B17010A_017M,B17010A_018E,B17010A_018M,B17010A_019E,B17010A_019M,B17010A_020E,B17010A_020M,B17010A_021E,B17010A_021M,B17010A_022E,B17010A_022M,B17010A_023E,B17010A_023M,B17010A_024E,B17010A_024M,B17010A_025E,B17010A_025M,B17010A_026E,B17010A_026M,B17010A_027E,B17010A_027M,B17010A_028E,B17010A_028M,B17010A_029E,B17010A_029M,B17010A_030E,B17010A_030M,B17010A_031E,B17010A_031M,B17010A_032E,B17010A_032M,B17010A_033E,B17010A_033M,B17010A_034E,B17010A_034M,B17010A_035E,B17010A_035M,B17010A_036E,B17010A_036M,B17010A_037E,B17010A_037M,B17010A_038E,B17010A_038M,B17010A_039E,B17010A_039M,B17010A_040E,B17010A_040M,B17010A_041E,B17010A_041M,NAME,B17010A_001MA,B17010A_001EA,B17010A_002EA,B17010A_002MA,B17010A_003MA,B17010A_003EA,B17010A_004MA,B17010A_004EA,B17010A_005EA,B17010A_005MA,B17010A_006MA,B17010A_006EA,B17010A_007EA,B17010A_007MA,B17010A_008MA,B17010A_008EA,B17010A_009EA,B17010A_009MA,B17010A_010EA,B17010A_010MA,B17010A_011MA,B17010A_011EA,B17010A_012MA,B17010A_012EA,B17010A_013MA,B17010A_013EA,B17010A_014MA,B17010A_014EA,B17010A_015EA,B17010A_015MA,B17010A_016MA,B17010A_016EA,B17010A_017MA,B17010A_017EA,B17010A_018MA,B17010A_018EA,B17010A_019MA,B17010A_019EA,B17010A_020EA,B17010A_020MA,B17010A_021EA,B17010A_021MA,B17010A_022MA,B17010A_022EA,B17010A_023MA,B17010A_023EA,B17010A_024EA,B17010A_024MA,B17010A_025EA,B17010A_025MA,B17010A_026EA,B17010A_026MA,B17010A_027MA,B17010A_027EA,B17010A_028MA,B17010A_028EA,B17010A_029EA,B17010A_029MA,B17010A_030EA,B17010A_030MA,B17010A_031EA,B17010A_031MA,B17010A_032EA,B17010A_032MA,B17010A_033MA,B17010A_033EA,B17010A_034MA,B17010A_034EA,B17010A_035EA,B17010A_035MA,B17010A_036EA,B17010A_036MA,B17010A_037EA,B17010A_037MA,B17010A_038MA,B17010A_038EA,B17010A_039MA,B17010A_039EA,B17010A_040MA,B17010A_040EA,B17010A_041EA,B17010A_041MA,state
0400000US13,1541566,14048,153476,9678,73078,5867,47253,4669,8087,1783,16897,2982,22269,2700,25825,2771,80398,6317,19456,3207,13861,2706,3520,1331,2211,890,8130,2050,5595,1541,60942,5401,48553,4571,10434,1846,11095,2448,27024,2830,12389,2338,1388090,15472,1164749,17049,490383,12207,91921,5705,93153,5703,305309,9170,674366,13406,223341,9150,70686,5857,38095,4255,7187,1816,6497,1938,24411,3313,32591,3507,152655,7111,82408,5120,13194,2398,10650,2476,58564,4158,70247,4630,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,94580,3599,5401,909,2402,696,1672,680,567,403,184,118,921,535,730,330,2999,720,602,395,561,383,49,74,27,45,485,378,41,68,2397,605,1997,628,400,256,289,204,1308,639,400,202,89179,3508,73791,3466,27369,1979,7041,1271,5940,1221,14388,1587,46422,2705,15388,1958,5549,1132,2573,876,409,307,237,203,1927,799,2976,893,9839,1691,5431,1154,1108,527,556,362,3767,942,4408,1397,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,374854,6681,40768,2905,18172,1827,10748,1405,3014,972,3732,969,4002,873,7424,1252,22596,2551,4269,1331,2829,798,579,328,469,306,1781,745,1440,1057,18327,2179,16832,2171,2859,996,5079,1248,8894,1554,1495,525,334086,7438,284564,7544,120454,5285,19487,2310,31534,3182,69433,4265,164110,5043,49522,4277,17928,2496,11461,2006,1304,538,1387,735,8770,1731,6467,1357,31594,3167,18957,2467,2776,896,2248,768,13933,2073,12637,1938,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,2363067,15881,179436,6470,77250,4938,51678,3804,6758,1370,21092,2790,23828,2750,25572,2607,102186,5368,18456,2348,13784,2210,4058,1146,2783,853,6943,1653,4672,957,83730,4595,72769,4483,15639,2036,18296,2321,38834,3063,10961,1608,2183631,15806,1800174,15310,745907,10291,143656,5308,135163,5863,467088,9197,1054267,13005,383457,9055,125087,4928,66227,4374,14150,1933,8475,1476,43602,3457,58860,3008,258370,7572,133511,5498,21648,2470,13171,1979,98692,4741,124859,5373,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1436611,12142,134558,6500,47521,3692,27928,2775,4064,1051,10784,1893,13080,1777,19593,1907,87037,4967,16930,2573,13545,2329,3699,1130,3834,1211,6012,1423,3385,948,70107,4173,61853,4041,14120,2098,18072,2488,29661,2901,8254,1179,1302053,11877,1067998,13069,423642,9215,80807,4195,82775,4704,260060,7480,644356,9671,234055,7666,74053,4313,39827,3045,7895,1497,3875,929,28057,2692,34226,2993,160002,6286,92818,4645,13141,1934,11113,2012,68564,3975,67184,3953,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,739295,7706,52284,3336,19783,1774,11964,1413,1865,729,5446,1078,4653,906,7819,1179,32501,2671,4686,844,4005,773,1556,540,672,319,1777,644,681,267,27815,2570,25529,2494,7081,1067,6012,1319,12436,1759,2286,561,687011,8207,579189,6994,221841,5337,43650,3149,44464,2520,133727,4264,357348,5456,107822,4481,36901,2665,20703,2318,4352,1060,2280,652,14071,1706,16198,1991,70921,3227,45752,3091,7029,1345,6607,1318,32116,2666,25169,2124,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,636545,6587,48786,2998,18050,2001,12554,1845,2408,790,5217,1116,4929,935,5496,1007,30736,2452,4696,952,3643,844,1309,512,732,388,1602,706,1053,475,26040,2358,23560,2324,6115,1096,6855,1420,10590,1359,2480,662,587759,6721,489910,6545,202779,5501,37550,2784,40812,2848,124417,4819,287131,4759,97849,4210,33778,2913,20718,2473,4966,1036,2247,833,13505,2027,13060,1611,64071,3651,39656,3070,6817,1411,4438,1186,28401,2326,24415,2136,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1010579,10049,134242,5908,54047,3681,30916,2766,7014,1320,8088,1225,15814,1915,23131,2173,80195,4525,16509,1984,12766,1759,2733,865,2052,738,7981,1426,3743,953,63686,3802,55406,3710,13561,1964,12859,2191,28986,2614,8280,1428,876337,9538,719394,10833,279219,7640,49104,3153,51928,3785,178187,6040,440175,7787,156943,6540,49171,3640,26386,2613,4709,1203,3244,1146,18433,2012,22785,2342,107772,5138,56894,4012,7931,1509,7457,1323,41506,3902,50878,3115,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,749590,9052,70837,4205,28090,3018,12837,2104,2366,775,3880,1488,6591,1343,15253,2073,42747,3183,7272,1387,5630,1177,1211,595,1301,585,3118,825,1642,633,35475,2912,29921,2865,8076,1402,6634,1220,15211,2266,5554,1079,678753,9380,553997,8213,223042,6538,42363,3268,44635,3598,136044,5663,330955,5987,124756,5605,44271,3558,24581,3116,7429,1918,3301,1108,13851,2123,19690,2220,80485,4497,44309,3055,8490,1644,4748,1188,31071,2611,36176,3195,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,338070,6955,30317,2419,10708,1407,5742,952,1448,612,1776,591,2518,645,4966,1011,19609,2259,4128,1110,3538,1026,743,363,167,157,2628,987,590,274,15481,1971,13796,1939,3950,1004,2567,689,7279,1388,1685,545,307753,6795,253596,6654,84230,3586,15859,1808,12728,1541,55643,3115,169366,4814,54157,2906,18295,1898,11502,1658,2968,941,935,498,7599,1220,6793,881,35862,2386,21239,1939,2234,644,1589,484,17416,1749,14623,1488,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,883826,8179,40855,3682,13477,1769,7285,1577,1109,411,2655,1040,3521,1025,6192,1197,27378,3367,4843,1425,3087,1116,825,479,1151,943,1111,531,1756,710,22535,2813,19220,2686,3324,1014,5058,1519,10838,2148,3315,876,842971,8959,688957,8241,275650,6302,53783,3962,46025,3054,175842,5409,413307,7215,154014,6099,47679,3914,26305,3109,6329,1761,3042,941,16934,2365,21374,2395,106335,5035,59197,3887,9131,1452,7394,1413,42672,3620,47138,3582,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1317461,13180,77786,4715,25061,2639,13347,2217,2863,1153,4345,1184,6139,1203,11714,1550,52725,3793,6568,1497,4949,1508,1666,924,1141,612,2142,895,1619,724,46157,3482,39229,3473,8152,1585,8215,1709,22862,2696,6928,1305,1239675,13292,995839,12988,416580,8696,81580,4737,63907,3938,271093,7503,579259,10420,243836,8046,68236,3855,30401,2694,6770,1398,3916,1041,19715,2089,37835,2634,175600,6930,90459,5416,14411,2115,8459,1565,67589,4525,85141,4390,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2043311,11161,192504,5551,80668,4166,51101,3387,8863,1625,17738,1977,24500,2309,29567,2108,111836,4511,23930,2519,18065,2250,5507,1318,2840,754,9718,1504,5865,940,87906,4265,73950,4075,16826,2238,17015,1844,40109,2819,13956,1721,1850807,10958,1528292,11285,573323,8486,101890,4194,99901,4099,371532,6942,954969,8980,322515,6757,106126,4583,54847,3680,11271,1498,4951,1066,38625,3023,51279,3355,216389,6585,112984,4614,16863,1703,11888,1579,84233,4137,103405,4458,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1212129,9127,67092,3023,24382,1893,13927,1590,2278,611,4632,901,7017,1269,10455,1030,42710,2459,8497,1209,6539,1062,1670,676,1645,662,3224,647,1958,663,34213,2265,29924,2319,8944,1389,7313,1242,13667,1304,4289,699,1145037,8859,964031,7921,386847,5929,76987,3986,70345,3327,239515,4586,577184,6588,181006,6170,62574,3481,36685,2593,9256,1744,3507,619,23922,2164,25889,2183,118432,4522,70987,3834,9847,1644,8302,1473,52838,3379,47445,2846,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,472097,6444,44292,3671,17722,2174,9619,1563,1874,846,2937,880,4808,1110,8103,1506,26570,2679,3933,935,2207,793,604,485,573,440,1030,426,1726,763,22637,2719,17765,2262,3690,1413,4236,1310,9839,1645,4872,1312,427805,6442,355497,7322,139302,4843,26614,2735,25199,2543,87489,4332,216195,5375,72308,4198,22286,2364,12078,1535,2619,879,1320,797,8139,1666,10208,1744,50022,3518,27632,2700,4347,1444,3124,1157,20161,2496,22390,2329,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1320610,12342,124572,5551,49462,3763,28573,2721,5641,1143,10223,1629,12709,1722,20889,2374,75110,4071,13303,1872,9842,1629,2166,932,2005,763,5671,1141,3461,1019,61807,3601,53625,3222,13900,1921,12950,2307,26775,2340,8182,1321,1196038,11074,991463,11028,383531,7691,74639,4123,73172,4123,235720,6131,607932,8805,204575,6534,65316,4085,37282,3173,8688,1312,5635,1397,22959,2628,28034,3038,139259,5641,80715,4333,12133,1962,9641,1722,58941,3937,58544,3694,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,232791,4332,18747,1923,8506,1242,4429,991,968,589,972,405,2489,808,4077,956,10241,1608,1665,572,1510,581,385,307,241,165,884,503,155,119,8576,1406,7062,1161,1849,562,1773,693,3440,810,1514,661,214044,4180,180107,4649,59814,3128,12304,1478,12137,1625,35373,2547,120293,3836,33937,2900,11714,1789,6795,1551,1207,495,866,575,4722,1178,4919,1208,22223,2261,12248,1540,1980,773,1448,677,8820,1495,9975,1758,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
