GEO_ID,B16005B_001E,B16005B_001M,B16005B_002E,B16005B_002M,B16005B_003E,B16005B_003M,B16005B_004E,B16005B_004M,B16005B_005E,B16005B_005M,B16005B_006E,B16005B_006M,B16005B_007E,B16005B_007M,B16005B_008E,B16005B_008M,B16005B_009E,B16005B_009M,B16005B_010E,B16005B_010M,B16005B_011E,B16005B_011M,NAME,B16005B_001EA,B16005B_001MA,B16005B_002MA,B16005B_002EA,B16005B_003EA,B16005B_003MA,B16005B_004EA,B16005B_004MA,B16005B_005MA,B16005B_005EA,B16005B_006EA,B16005B_006MA,B16005B_007MA,B16005B_007EA,B16005B_008MA,B16005B_008EA,B16005B_009MA,B16005B_009EA,B16005B_010MA,B16005B_010EA,B16005B_011EA,B16005B_011MA,state
0400000US01,1188461,3999,1177363,4038,1162857,4528,14506,2197,11308,2001,3198,929,11098,2286,4006,1371,7092,1815,3567,1191,3525,1320,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,21386,1842,19384,1741,18473,1717,911,488,788,467,123,159,2002,763,719,604,1283,448,404,223,879,406,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,246103,6834,222756,8328,215278,8443,7478,2250,6311,2170,1167,596,23347,4700,7498,2688,15849,3558,9028,2470,6821,2083,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,426286,4024,422842,3771,418649,4000,4193,1525,3909,1495,284,228,3444,2101,624,368,2820,1991,1992,1547,828,606,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,2115360,14486,1962649,16874,1885745,16678,76904,5566,66766,4899,10138,2071,152711,10664,54067,5741,98644,8129,59595,5992,39049,4949,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,188536,4376,164656,5249,158515,5459,6141,1769,5280,1503,861,526,23880,4032,4273,1343,19607,3854,10363,2953,9244,2476,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,335128,5160,265142,7343,245875,6971,19267,2887,16328,2504,2939,1075,69986,5892,38796,3919,31190,4585,14838,3001,16352,2634,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,180663,2958,167567,3975,160979,4043,6588,1766,5705,1624,883,542,13096,3602,4744,1783,8352,2972,4770,2340,3582,1645,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,290559,2034,272127,3856,266842,3934,5285,1283,4348,1167,937,460,18432,3326,7770,1729,10662,2741,6981,2266,3681,1159,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,2819197,17843,2212482,20483,2041775,19083,170707,10960,147221,9507,23486,4027,606715,18772,261844,12401,344871,16528,140987,9219,203884,12865,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2795725,12185,2629181,16174,2566230,16683,62951,6652,52942,6184,10009,2103,166544,13736,84530,8978,82014,9513,51532,6757,30482,5349,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,24353,1423,22830,1410,21491,1589,1339,619,1191,598,148,146,1523,656,900,470,623,487,501,438,122,216,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,7472,1412,6172,1023,5619,971,553,442,434,437,119,155,1300,935,341,293,959,843,634,626,325,314,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,1736602,9600,1671780,10828,1635525,11863,36255,4825,30170,4614,6085,1372,64822,7165,21250,3637,43572,6360,29168,4491,14404,4459,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,543117,6143,525074,7088,513648,7072,11426,2547,8716,2229,2710,980,18043,3711,4751,1773,13292,3437,8834,2359,4458,1889,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,79441,2615,70310,2930,67499,3242,2811,1001,2639,968,172,165,9131,1668,2904,871,6227,1578,3784,1532,2443,1011,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,152276,4384,142509,4418,139052,4418,3457,1108,3343,1101,114,136,9767,2366,3591,1270,6176,1861,4320,1551,1856,945,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
