GEO_ID,C20005C_001E,C20005C_001M,C20005C_002E,C20005C_002M,C20005C_003E,C20005C_003M,C20005C_004E,C20005C_004M,C20005C_005E,C20005C_005M,C20005C_006E,C20005C_006M,C20005C_007E,C20005C_007M,C20005C_008E,C20005C_008M,C20005C_009E,C20005C_009M,C20005C_010E,C20005C_010M,C20005C_011E,C20005C_011M,C20005C_012E,C20005C_012M,C20005C_013E,C20005C_013M,C20005C_014E,C20005C_014M,C20005C_015E,C20005C_015M,C20005C_016E,C20005C_016M,C20005C_017E,C20005C_017M,C20005C_018E,C20005C_018M,C20005C_019E,C20005C_019M,C20005C_020E,C20005C_020M,C20005C_021E,C20005C_021M,C20005C_022E,C20005C_022M,C20005C_023E,C20005C_023M,C20005C_024E,C20005C_024M,C20005C_025E,C20005C_025M,C20005C_026E,C20005C_026M,C20005C_027E,C20005C_027M,C20005C_028E,C20005C_028M,C20005C_029E,C20005C_029M,C20005C_030E,C20005C_030M,C20005C_031E,C20005C_031M,C20005C_032E,C20005C_032M,C20005C_033E,C20005C_033M,C20005C_034E,C20005C_034M,C20005C_035E,C20005C_035M,C20005C_036E,C20005C_036M,C20005C_037E,C20005C_037M,C20005C_038E,C20005C_038M,C20005C_039E,C20005C_039M,NAME,C20005C_001EA,C20005C_001MA,C20005C_002EA,C20005C_002MA,C20005C_003EA,C20005C_003MA,C20005C_004EA,C20005C_004MA,C20005C_005EA,C20005C_005MA,C20005C_006EA,C20005C_006MA,C20005C_007MA,C20005C_007EA,C20005C_008EA,C20005C_008MA,C20005C_009MA,C20005C_009EA,C20005C_010EA,C20005C_010MA,C20005C_011EA,C20005C_011MA,C20005C_012EA,C20005C_012MA,C20005C_013EA,C20005C_013MA,C20005C_014EA,C20005C_014MA,C20005C_015EA,C20005C_015MA,C20005C_016MA,C20005C_016EA,C20005C_017EA,C20005C_017MA,C20005C_018MA,C20005C_018EA,C20005C_019EA,C20005C_019MA,C20005C_020MA,C20005C_020EA,C20005C_021MA,C20005C_021EA,C20005C_022EA,C20005C_022MA,C20005C_023EA,C20005C_023MA,C20005C_024EA,C20005C_024MA,C20005C_025MA,C20005C_025EA,C20005C_026MA,C20005C_026EA,C20005C_027MA,C20005C_027EA,C20005C_028EA,C20005C_028MA,C20005C_029MA,C20005C_029EA,C20005C_030EA,C20005C_030MA,C20005C_031MA,C20005C_031EA,C20005C_032MA,C20005C_032EA,C20005C_033EA,C20005C_033MA,C20005C_034EA,C20005C_034MA,C20005C_035EA,C20005C_035MA,C20005C_036MA,C20005C_036EA,C20005C_037EA,C20005C_037MA,C20005C_038EA,C20005C_038MA,C20005C_039EA,C20005C_039MA,state
0400000US01,19593,2000,9744,1435,4282,1045,0,190,4282,1045,64,123,519,463,773,394,1178,553,1287,587,461,316,5462,1184,3816,944,1646,572,748,348,281,241,384,284,46,87,68,99,119,166,9849,1250,4409,877,0,190,4409,877,157,186,1064,566,1127,527,1598,841,317,198,146,158,5440,1076,4119,912,1321,527,736,362,229,180,245,428,80,124,31,52,0,190,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,74798,2430,39135,1479,9080,1121,0,149,9080,1121,220,149,620,151,1057,493,2909,623,2165,673,2109,624,30055,1457,12474,1034,17581,1131,8684,796,4073,773,1752,448,1590,443,794,269,688,323,35663,1592,9277,1212,0,149,9277,1212,69,42,786,299,1842,563,4424,896,1289,428,867,443,26386,1459,13781,1291,12605,1136,6713,790,2325,402,2139,585,885,258,268,149,275,195,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,207367,4070,100199,2796,29644,2063,0,229,29644,2063,1845,767,5506,1365,6052,1298,10152,1561,3441,1052,2648,1094,70555,3296,50327,2702,20228,2226,9554,1574,5077,1192,2668,1061,2184,867,312,206,433,328,107168,2330,29866,2019,0,229,29866,2019,1849,746,6836,1337,6459,1270,10975,1661,2577,559,1170,370,77302,2213,54189,2704,23113,2511,12801,1855,5548,1186,2441,961,1321,464,976,554,26,33,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,225247,10419,111935,5904,38809,3212,0,208,38809,3212,898,408,4333,1112,5873,1191,12295,1842,7640,1488,7770,1395,73126,5146,44931,3645,28195,2995,15361,2300,6081,1242,2900,824,2416,830,1030,442,407,239,113312,6122,29020,2935,0,208,29020,2935,646,399,3955,974,5807,1208,8892,1787,6449,1363,3271,1013,84292,4828,54507,3888,29785,2848,14528,1862,8962,1693,2854,1109,2003,667,662,403,776,436,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,38917,3336,20098,2232,7327,1261,0,201,7327,1261,355,449,869,443,1102,518,2192,673,1487,599,1322,589,12771,1935,8031,1451,4740,1059,2656,749,1205,619,568,365,273,236,0,201,38,65,18819,2006,6125,1142,0,201,6125,1142,510,327,808,412,1812,811,1685,577,508,347,802,374,12694,1709,6514,1147,6180,1364,3150,896,1657,709,766,370,607,478,0,201,0,201,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,50817,5011,25336,3438,9879,2390,0,238,9879,2390,231,245,1305,881,2479,1410,3759,1370,449,333,1656,808,15457,2794,10107,2331,5350,1346,2701,1025,1736,730,338,280,169,173,406,383,0,238,25481,2603,6517,1465,0,238,6517,1465,640,621,965,482,1984,915,1904,744,738,616,286,335,18964,2472,12172,1924,6792,1551,2477,864,3140,1448,411,296,373,290,200,193,191,216,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
