GEO_ID,C18103_001E,C18103_001M,C18103_002E,C18103_002M,C18103_003E,C18103_003M,C18103_004E,C18103_004M,C18103_005E,C18103_005M,C18103_006E,C18103_006M,C18103_007E,C18103_007M,C18103_008E,C18103_008M,C18103_009E,C18103_009M,C18103_010E,C18103_010M,C18103_011E,C18103_011M,C18103_012E,C18103_012M,C18103_013E,C18103_013M,C18103_014E,C18103_014M,C18103_015E,C18103_015M,C18103_016E,C18103_016M,C18103_017E,C18103_017M,C18103_018E,C18103_018M,C18103_019E,C18103_019M,C18103_020E,C18103_020M,C18103_021E,C18103_021M,NAME,C18103_001MA,C18103_001EA,C18103_002EA,C18103_002MA,C18103_003EA,C18103_003MA,C18103_004EA,C18103_004MA,C18103_005MA,C18103_005EA,C18103_006MA,C18103_006EA,C18103_007MA,C18103_007EA,C18103_008EA,C18103_008MA,C18103_009EA,C18103_009MA,C18103_010EA,C18103_010MA,C18103_011EA,C18103_011MA,C18103_012MA,C18103_012EA,C18103_013EA,C18103_013MA,C18103_014EA,C18103_014MA,C18103_015EA,C18103_015MA,C18103_016MA,C18103_016EA,C18103_017MA,C18103_017EA,C18103_018MA,C18103_018EA,C18103_019EA,C18103_019MA,C18103_020EA,C18103_020MA,C18103_021MA,C18103_021EA,state
0400000US01,4720067,2155,2262898,5633,569107,4176,5134,1130,563973,4180,1414698,4262,34765,3280,1379933,5046,279093,1597,20378,2012,258715,2342,2457169,5482,553018,4336,4314,1021,548704,4266,1529326,3226,40500,3043,1488826,4321,374825,1967,34958,2340,339867,3179,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,699272,1868,353412,2409,95685,1288,594,377,95091,1270,229987,2044,2722,596,227265,2048,27740,691,2793,986,24947,1138,345860,1555,92023,1337,154,93,91869,1345,224593,1324,2823,764,221770,1485,29244,918,2251,534,26993,1025,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6378280,1787,3141397,5192,830120,3869,5692,1448,824428,4184,1892465,3160,29273,3574,1863192,4813,418812,1439,23678,2707,395134,3054,3236883,4797,791710,3468,5644,1706,786066,4107,1952969,2665,29272,3924,1923697,4519,492204,1546,32322,3616,459882,3833,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2885212,1095,1412433,4390,366713,3444,4795,1135,361918,3550,864243,2843,24555,2621,839688,3907,181477,1394,15665,1853,165812,2201,1472779,4226,342175,3336,3586,1052,338589,3386,899485,2675,30569,3096,868916,4209,231119,1618,19821,1741,211298,2618,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,37161789,5236,18337173,8165,4731653,4465,32438,3294,4699215,5594,11716855,6623,173459,8041,11543396,9168,1888665,2997,116382,5843,1772283,6287,18824616,6478,4520813,4109,30707,3202,4490106,4773,11890613,4441,174986,6782,11715627,6975,2413190,2783,183149,6809,2230041,7097,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5024885,2530,2498871,4767,630047,3241,4689,1248,625358,3245,1618210,3693,23576,2668,1594634,4426,250614,1187,15911,1835,234703,2138,2526014,4098,596781,3604,3583,931,593198,3633,1620615,3014,21412,2536,1599203,3283,308618,1578,24199,2461,284419,2829,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3522709,1144,1707415,2399,410533,1411,2779,877,407754,1547,1084991,1817,12740,1593,1072251,2220,211891,1346,8823,1438,203068,1975,1815294,2210,391817,1419,2060,594,389757,1554,1142307,1643,15975,1804,1126332,2298,281170,1372,16205,1892,264965,2379,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,892132,847,428892,1281,104294,951,929,540,103365,1070,267093,1107,3812,860,263281,1392,57505,652,3468,960,54037,1121,463240,1136,100001,916,523,318,99478,971,290684,969,5281,1358,285403,1694,72555,728,4371,1107,68184,1172,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,608165,325,285171,863,53456,450,445,435,53011,724,204647,794,4482,1171,200165,1452,27068,387,1383,679,25685,727,322994,788,51856,427,205,170,51651,445,230511,708,4101,1062,226410,1244,40627,548,3854,918,36773,1023,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,18752294,3756,9088985,8711,2040086,5645,13037,2511,2027049,5839,5576083,6738,93107,6376,5482976,8086,1472816,3748,86566,6035,1386250,6100,9663309,8195,1946860,6048,11716,2310,1935144,6663,5892404,5507,96523,5607,5795881,8304,1824045,4157,126804,7545,1697241,8306,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
