GEO_ID,C01001D_001E,C01001D_001M,C01001D_002E,C01001D_002M,C01001D_003E,C01001D_003M,C01001D_004E,C01001D_004M,C01001D_005E,C01001D_005M,C01001D_006E,C01001D_006M,C01001D_007E,C01001D_007M,C01001D_008E,C01001D_008M,C01001D_009E,C01001D_009M,NAME,C01001D_001EA,C01001D_001MA,C01001D_002MA,C01001D_002EA,C01001D_003MA,C01001D_003EA,C01001D_004EA,C01001D_004MA,C01001D_005EA,C01001D_005MA,C01001D_006EA,C01001D_006MA,C01001D_007MA,C01001D_007EA,C01001D_008MA,C01001D_008EA,C01001D_009MA,C01001D_009EA,state
0400000US34,747620,6615,365462,3616,90616,2396,246930,2392,27916,709,382158,3959,86992,2360,262266,2573,32900,638,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,25637,1939,11292,1244,2943,648,7218,1086,1131,410,14345,1352,2061,705,10568,1137,1716,402,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,1447760,9725,698729,5878,151365,3007,486720,4027,60644,1075,749031,5942,137989,3299,535145,3787,75897,1261,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,211328,5649,101171,3964,25208,2636,71153,2436,4810,601,110157,3540,27941,2283,75184,2979,7032,994,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,7070,1051,3346,697,553,311,2793,600,0,143,3724,681,777,503,2829,496,118,130,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,194814,5015,91417,3088,21642,2135,63699,1795,6076,708,103397,3358,23621,2191,71094,2095,8682,931,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,65513,3141,30429,2186,6960,1171,21453,1482,2016,357,35084,1586,6824,1019,25232,1305,3028,501,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,152909,4397,69531,3004,17219,1776,46818,1980,5494,751,83378,2554,17580,1482,57777,1815,8021,829,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,358168,4389,171365,2814,40520,1774,118521,1920,12324,797,186803,2816,40741,2103,131741,1805,14321,774,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,33235,1460,15740,1273,3953,702,10809,895,978,464,17495,868,3708,601,12444,693,1343,347,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,63356,2782,28772,2235,6124,1220,20989,2018,1659,745,34584,1911,7661,1589,24239,1445,2684,986,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,7855,869,3403,699,779,428,2348,550,276,219,4452,759,1447,623,2842,583,163,171,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,92286,4046,42333,2438,11055,1468,28208,1840,3070,651,49953,2441,11796,1578,34016,1697,4141,865,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,999118,10194,484252,6593,124694,4348,325915,4470,33643,1367,514866,5562,120723,3886,352034,3629,42109,1395,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,56679,3028,26292,1911,6137,1382,18574,1223,1581,317,30387,1762,7049,1015,21107,1174,2231,350,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,7733,983,2683,679,537,251,1990,603,156,164,5050,697,1112,405,3583,529,355,76,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,455242,7971,212686,5011,52058,2859,145570,3320,15058,1111,242556,4259,53859,2183,169197,3382,19500,1066,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,501712,7684,231518,4544,54909,3018,157854,3339,18755,883,270194,4652,51222,2667,189834,3281,29138,1114,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,11492,1378,5234,862,1740,764,3169,888,325,169,6258,941,818,449,4936,728,504,235,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,130617,3336,61970,2192,18434,1759,40994,1087,2542,565,68647,2121,21731,1428,43779,1513,3137,597,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,4833,1100,2132,700,470,342,1589,596,73,95,2701,806,437,245,1807,648,457,419,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,9489,2369,2875,1114,796,545,1745,907,334,236,6614,1636,1433,699,4148,1136,1033,574,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
