GEO_ID,C01001D_001E,C01001D_001M,C01001D_002E,C01001D_002M,C01001D_003E,C01001D_003M,C01001D_004E,C01001D_004M,C01001D_005E,C01001D_005M,C01001D_006E,C01001D_006M,C01001D_007E,C01001D_007M,C01001D_008E,C01001D_008M,C01001D_009E,C01001D_009M,NAME,C01001D_001EA,C01001D_001MA,C01001D_002MA,C01001D_002EA,C01001D_003MA,C01001D_003EA,C01001D_004EA,C01001D_004MA,C01001D_005EA,C01001D_005MA,C01001D_006EA,C01001D_006MA,C01001D_007MA,C01001D_007EA,C01001D_008MA,C01001D_008EA,C01001D_009MA,C01001D_009EA,state
0400000US01,54259,2260,25036,1904,6232,1065,17393,1210,1411,496,29223,1770,6762,827,20024,1489,2437,655,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,37971,2083,16858,1239,4320,902,11537,672,1001,215,21113,1389,4338,756,14212,1045,2563,729,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,177297,6178,82239,4215,19460,2818,56649,2229,6130,604,95058,3295,17721,1958,67077,1953,10260,989,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,34342,2594,15969,1695,4622,1162,11172,1007,175,176,18373,1525,4439,961,12449,966,1485,595,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,4970627,17933,2354672,11166,511388,7108,1588183,7190,255101,1876,2615955,10016,484014,6380,1787661,7264,344280,2308,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,143760,3834,63993,2586,16841,1834,42341,1652,4811,614,79767,2770,19192,1879,53801,1804,6774,554,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,141081,2409,66463,1732,18036,1102,44914,1293,3513,450,74618,1649,18616,873,51379,1377,4623,237,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,29930,1168,14652,897,3842,517,9385,524,1425,391,15278,653,3295,492,10349,610,1634,361,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,22510,968,9123,656,630,352,8238,625,255,254,13387,727,999,486,11438,506,950,200,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,463164,8849,214255,5961,46091,3184,148613,3807,19551,1155,248909,5283,47227,3219,173738,3843,27944,1877,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,322841,7505,153403,4492,37758,2457,106243,3267,9402,965,169438,4966,39613,2539,117767,3349,12058,1734,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,523824,9782,244741,5644,40748,2950,155374,3834,48619,1169,279083,5657,39072,3049,171073,3787,68938,1016,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,20913,2460,9385,1585,1702,735,6855,1194,828,449,11528,1544,2887,909,7056,980,1585,664,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,599115,6487,286623,3777,65807,2191,195508,2895,25308,1022,312492,4150,66887,2627,214757,3132,30848,1216,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,102695,4396,49934,2683,12201,1583,35128,1717,2605,604,52761,3122,12199,1688,36505,2218,4057,852,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,56040,2355,26866,1566,5919,1081,19904,1128,1043,343,29174,1699,7048,986,20489,1242,1637,452,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,67235,3040,31765,1892,7900,1256,21593,1503,2272,543,35470,1886,8680,1120,24587,1273,2203,270,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,50424,2713,23045,1644,7073,1042,14352,1220,1620,503,27379,1821,7560,1279,17464,1427,2355,492,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,72484,2804,34102,1914,7999,1225,23665,1393,2438,591,38382,2231,8974,1441,26295,1665,3113,799,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,13498,1852,5751,1089,1191,614,4117,919,443,255,7747,1124,2212,676,4492,720,1043,463,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,329770,4691,158942,2981,38622,1882,106394,2030,13926,590,170828,2642,34920,1710,118984,1550,16924,598,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,365968,4987,174460,3059,41275,1897,121789,1971,11396,535,191508,2953,41370,1692,136134,2121,14004,574,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,242232,5033,118300,3054,30347,1970,80339,2119,7614,495,123932,3029,29979,1845,84205,2113,9748,677,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,216270,3768,105120,2286,33065,1934,67785,1673,4270,553,111150,2609,32281,1825,72433,1622,6436,688,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,27077,3206,14365,2147,5282,1420,8526,1437,557,288,12712,1752,2259,827,9231,1247,1222,487,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,96187,3149,47086,2142,11064,1523,32829,1611,3193,490,49101,2265,10263,1147,35409,1596,3429,475,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,5714,1173,1583,783,231,239,1262,668,90,126,4131,848,629,349,3121,789,381,281,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,34517,1779,16656,989,4780,614,11289,697,587,263,17861,1184,3630,782,13183,953,1048,415,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,194695,6015,90172,3813,20421,2146,60124,2816,9627,536,104523,3663,16517,2542,73797,2263,14209,615,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,29002,2149,13711,1463,3816,918,9257,938,638,276,15291,1306,3423,813,11189,860,679,329,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
