GEO_ID,B19215_001E,B19215_001M,B19215_002E,B19215_002M,B19215_003E,B19215_003M,B19215_004E,B19215_004M,B19215_005E,B19215_005M,B19215_006E,B19215_006M,B19215_007E,B19215_007M,B19215_008E,B19215_008M,B19215_009E,B19215_009M,B19215_010E,B19215_010M,B19215_011E,B19215_011M,B19215_012E,B19215_012M,B19215_013E,B19215_013M,B19215_014E,B19215_014M,B19215_015E,B19215_015M,NAME,B19215_001EA,B19215_001MA,B19215_002MA,B19215_002EA,B19215_003MA,B19215_003EA,B19215_004EA,B19215_004MA,B19215_005MA,B19215_005EA,B19215_006EA,B19215_006MA,B19215_007EA,B19215_007MA,B19215_008EA,B19215_008MA,B19215_009EA,B19215_009MA,B19215_010EA,B19215_010MA,B19215_011MA,B19215_011EA,B19215_012MA,B19215_012EA,B19215_013MA,B19215_013EA,B19215_014EA,B19215_014MA,B19215_015EA,B19215_015MA,state
0400000US01,23482,640,28587,1118,26706,781,29078,1762,21360,1261,39985,2891,40302,3107,34402,13782,20461,567,19084,677,21744,900,16735,540,36459,4041,35839,4284,45313,9922,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,42813,2507,48876,5420,41063,2255,42910,3418,32829,2644,84144,6163,84010,9096,85356,32451,39250,4188,32133,4060,39037,3873,18318,3316,75138,8189,76635,9722,68576,38476,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,30542,578,33351,1646,29694,1597,31427,1094,23683,1219,52487,4404,52891,4386,50013,10070,27386,797,24774,806,29208,1973,21429,838,50277,3836,50311,4801,50133,5708,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,22028,675,25397,1426,22926,1202,24342,1426,18973,1228,40876,2717,42032,3648,31046,2644,19488,796,17732,839,21081,1084,15780,677,33188,3323,33225,3433,32852,11062,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,37584,519,43497,827,36781,567,41068,562,27267,899,66490,2433,68187,2694,53526,3780,32923,574,28398,586,37217,866,21381,378,61804,1596,63032,2687,53630,3052,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,35251,756,39333,1687,34680,1397,36554,1300,25471,2068,59221,5100,58771,5335,62685,11103,31438,814,28101,994,34238,1707,20802,656,52990,2472,52965,2707,53139,10811,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,38361,1632,43899,1947,40495,1036,43861,2478,26856,1445,73520,4015,74629,4540,52112,22488,32482,1244,28525,1539,40762,1907,21679,959,69767,3037,69811,3254,69540,9331,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,36758,2155,44502,5134,40568,1781,45156,6249,26836,4532,65206,14606,65407,14201,47302,92111,29800,2489,25610,2457,34151,3889,20524,2158,59510,10739,62609,12258,49819,20065,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,56745,3245,61940,2734,51841,3775,55767,5890,30414,10477,108188,9598,111681,14195,36471,32617,51620,2231,47125,3328,54306,5033,22686,2987,94355,9343,95691,10249,44713,27489,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,28348,445,32835,737,28819,750,31389,693,23545,823,51579,2067,52014,2165,49304,3780,25029,466,22564,498,27696,863,19293,424,45323,2510,46270,3048,42877,2682,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,28217,786,32708,1286,30082,1269,31637,1086,22140,1287,47991,2517,48210,2482,42686,10131,24811,646,22942,734,28795,1869,17357,535,42635,4020,44089,4022,37940,4111,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,38510,1611,46058,1780,40869,1858,43108,3362,31308,4998,65379,10498,68091,9507,55169,6586,31479,2364,26514,2229,34510,3615,21215,1724,49811,11104,53478,10834,38182,8823,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,25306,1230,28516,1968,25840,1837,27025,2359,22065,2646,38987,2963,38336,3734,54836,18636,21973,1059,20431,1043,22238,2305,18144,1462,38815,5692,37801,5664,42462,29865,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,32164,373,37830,1073,33717,1233,37003,792,26284,907,60457,1413,60968,1461,49970,8280,28029,675,25478,526,33566,1053,20592,426,54003,2895,55550,3281,42640,5579,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,27038,519,32399,733,30102,897,31401,898,25336,1163,46585,1972,46525,1994,47986,11610,22776,564,21293,461,25518,970,18725,528,42853,2968,43266,3349,41232,4513,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,27633,706,32468,998,29811,916,31425,802,24185,1501,53938,2507,54300,2871,50090,11155,23696,755,21636,594,26280,1357,18817,590,40441,4603,39717,4116,48945,4812,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,28305,797,33819,1772,30499,1128,31796,1373,24989,1488,50316,3580,50426,3623,48237,14067,25019,787,22892,837,26821,1102,19694,724,42271,2621,41886,2797,49084,9142,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,22915,520,27331,1081,24350,974,26185,1413,19655,1338,45045,2998,44938,3017,46270,13313,19999,583,18572,548,21859,1062,16697,511,37061,4595,36286,4538,45734,6108,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,23747,770,29886,1574,26397,971,28756,2730,19803,1250,46415,2874,46815,2775,39124,10619,20264,525,18207,699,21247,1004,16044,496,40556,5370,41372,6160,37826,6725,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,25640,809,28486,1402,22991,1171,24766,1720,19496,1813,48705,2698,48317,2742,59401,6892,23673,898,20312,870,24404,1308,17345,898,47953,3105,48272,3161,40942,16123,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,44115,1091,51452,886,45537,1871,50960,998,30736,2778,71536,5256,72395,5840,53864,16756,39245,1514,34538,1461,44944,2067,23157,1012,76556,5181,77823,6341,63351,17968,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,36654,848,44032,1633,36101,1187,42073,1143,23682,1197,75915,2544,76700,2575,53713,11196,31124,943,25652,935,37933,1751,18688,583,71052,3017,72626,2966,59490,11511,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,26897,382,31257,528,28767,824,30600,708,25153,759,45302,1693,45269,1681,46117,7471,23952,473,22411,444,26563,911,19913,330,41356,1512,41145,1684,42777,3096,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,33288,655,38940,1235,33820,1252,36845,917,23894,1116,61506,2054,62005,2225,52993,7435,29273,806,25905,654,33374,1358,19877,589,53507,3339,53925,3823,51173,4448,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,20212,741,24802,1373,22365,1491,24766,1696,17398,1246,37887,3490,40627,3292,24530,3333,17603,802,16564,688,19403,1161,14946,645,36596,5703,36085,5023,46250,22851,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,26940,527,31909,622,28605,1120,30791,904,23373,1047,48722,2427,49122,2619,42005,8746,23151,648,21083,586,26153,878,18244,489,42747,3105,43401,2969,34398,6683,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,26035,736,30523,1972,25787,2078,26937,2828,23243,2451,49345,2881,49521,3212,46396,14670,23161,1229,21021,862,24163,1989,18004,1697,41296,3549,41238,3325,43011,17779,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,28224,1107,33667,1737,31244,895,32158,975,24897,2076,49543,6037,48630,6202,53521,5527,23796,814,21836,843,24864,1542,19141,799,40291,4196,40439,4723,36791,9050,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,32539,1189,35609,1853,30533,1846,32095,2251,26081,2535,57268,6712,60658,6063,40814,11766,30008,1567,26501,1348,30904,2007,20945,1552,53144,6981,54969,7393,44455,14073,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,33136,1244,39009,2672,33212,2075,35406,2401,26526,2379,67398,11903,71388,10870,55065,10168,29405,1876,24132,1167,31786,1792,19333,1247,57407,8649,60332,8938,50845,11532,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,36944,686,46190,1446,40357,1141,46320,1826,26229,996,82121,3123,83522,3659,63021,9859,31229,676,28046,777,39794,1746,21318,542,71618,4064,75057,4806,58260,9722,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,25905,1120,28599,1615,25426,1802,26103,1937,23406,2406,46562,4019,46641,4368,45026,13186,23752,1404,21577,976,24044,2043,19310,1231,39613,7489,39284,9212,42524,7653,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,34427,611,41416,608,35246,751,39303,1536,25092,956,71954,2117,73504,2191,56851,6348,29198,567,25445,447,36105,975,18990,337,64728,2619,66611,2501,48648,4325,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,26541,483,30876,650,27579,1075,30101,1008,20483,1307,44700,3084,45162,3159,37846,6554,23474,657,21686,546,26400,846,17721,588,40267,2502,40380,2719,38060,8845,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,30132,1607,33606,2826,30710,1494,31844,1513,21070,3804,61144,11700,61194,12027,60208,30058,24937,1924,22370,1871,30249,3778,17519,1256,53000,8520,51298,9137,68534,24515,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,26706,321,31566,475,28579,770,30687,521,24132,751,49771,1909,50476,1833,41463,3285,23304,312,21452,283,26032,626,18795,307,43806,1796,43945,2027,43014,3361,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,25042,502,28961,1093,26265,816,28297,1610,20997,1099,41816,3025,43135,4673,34461,6596,22061,531,20566,540,23762,904,18145,681,40837,3789,41274,4058,34884,13726,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,30134,855,33034,1599,28019,1833,29573,2231,25399,2045,50944,6662,51407,6950,48283,12220,27307,1060,23544,1246,27518,2056,20913,753,46541,1939,47071,2374,41662,6326,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,28014,391,34319,752,30835,557,34812,1009,22858,557,55522,2236,56456,2247,44515,5260,23964,324,21904,317,28192,844,18671,281,50576,1535,51544,1599,40567,3809,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,32923,2059,41533,1336,36143,2381,40176,3048,23028,2744,58924,5886,59973,7410,44082,26696,25683,2017,21902,1198,32718,3252,17835,1136,57510,6255,58487,4914,47616,8674,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
