GEO_ID,C17020B_001E,C17020B_001M,C17020B_002E,C17020B_002M,C17020B_003E,C17020B_003M,C17020B_004E,C17020B_004M,C17020B_005E,C17020B_005M,C17020B_006E,C17020B_006M,C17020B_007E,C17020B_007M,C17020B_008E,C17020B_008M,C17020B_009E,C17020B_009M,NAME,C17020B_001MA,C17020B_001EA,C17020B_002EA,C17020B_002MA,C17020B_003EA,C17020B_003MA,C17020B_004EA,C17020B_004MA,C17020B_005MA,C17020B_005EA,C17020B_006MA,C17020B_006EA,C17020B_007MA,C17020B_007EA,C17020B_008EA,C17020B_008MA,C17020B_009EA,C17020B_009MA,state
0400000US01,1238796,5344,400999,15082,157722,7674,217844,9030,25433,1922,837797,15154,186854,7473,558467,9018,92476,2376,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,21776,2068,3799,1581,1199,1036,2422,953,178,254,17977,2476,4770,1360,12390,1552,817,485,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,251084,8083,57778,8855,20924,4747,34021,5081,2833,791,193306,10854,56160,6203,122112,5660,15034,1300,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,442375,4791,146010,10817,61544,6083,75727,5705,8739,1186,296365,10903,74133,6206,194139,5901,28093,1523,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,2147462,16189,537757,18786,182842,9897,326512,12005,28403,2334,1609705,20887,350079,10880,1065037,14138,194589,3068,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,191005,4973,52182,7183,18467,3819,30591,4182,3124,988,138823,7201,31562,4273,95188,4081,12073,1146,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,343943,5814,78883,8808,32860,5106,42308,4619,3715,760,265060,8051,63668,4669,176094,4914,25298,1246,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,184484,3120,37173,5225,13797,2981,20705,2783,2671,756,147311,5914,37456,3811,95673,3100,14182,887,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,297909,3403,82745,7488,28881,3804,47227,4430,6637,1093,215164,7747,37986,3778,141995,4686,35183,1212,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,2928947,20050,866761,26287,340841,14308,470229,14417,55691,4393,2062186,30335,486660,15682,1372159,19428,203367,4709,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2906723,15377,810179,25505,320753,14389,442106,13899,47320,3726,2096544,26803,511739,15205,1412122,15901,172683,4194,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,23675,1569,2629,920,610,493,1785,646,234,241,21046,1706,5170,616,14855,1356,1021,438,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
