GEO_ID,B25055_001E,B25055_001M,B25055_002E,B25055_002M,B25055_003E,B25055_003M,B25055_004E,B25055_004M,B25055_005E,B25055_005M,B25055_006E,B25055_006M,B25055_007E,B25055_007M,B25055_008E,B25055_008M,B25055_009E,B25055_009M,B25055_010E,B25055_010M,B25055_011E,B25055_011M,B25055_012E,B25055_012M,B25055_013E,B25055_013M,NAME,B25055_001EA,B25055_001MA,B25055_002EA,B25055_002MA,B25055_003MA,B25055_003EA,B25055_004MA,B25055_004EA,B25055_005EA,B25055_005MA,B25055_006EA,B25055_006MA,B25055_007EA,B25055_007MA,B25055_008MA,B25055_008EA,B25055_009MA,B25055_009EA,B25055_010MA,B25055_010EA,B25055_011EA,B25055_011MA,B25055_012EA,B25055_012MA,B25055_013EA,B25055_013MA,state
0400000US01,494799,8886,380424,8350,491,279,379933,8329,60642,3253,208,234,60434,3209,28699,2436,246,199,28453,2427,25034,2048,5546,1042,19488,1844,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,87464,4343,70685,4121,394,242,70291,4080,10989,1377,0,149,10989,1377,3680,845,65,89,3615,842,2110,460,296,298,1814,379,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,808981,15757,633351,13898,2071,907,631280,13835,94027,5086,632,398,93395,5037,42058,3624,1770,843,40288,3546,39545,3131,14603,2209,24942,2406,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,337844,8248,261304,7918,1157,682,260147,7778,40392,2818,358,250,40034,2832,19376,1875,367,256,19009,1891,16772,1772,4166,1011,12606,1555,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,5437229,23667,4147974,24060,11858,2149,4136116,24449,663586,12370,5942,1355,657644,12606,315741,7730,8326,1630,307415,7498,309928,7561,66510,3881,243418,6800,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,679218,11180,538788,10779,1261,605,537527,10905,70265,3761,1377,597,68888,3679,34495,2868,1275,663,33220,2785,35670,2369,12078,1657,23592,2001,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,422286,7857,298660,7071,622,352,298038,7050,56054,3848,303,315,55751,3840,31048,2756,467,236,30581,2753,36524,2381,7275,1053,29249,2143,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,90922,4096,68603,4042,522,456,68081,3964,9801,1304,0,192,9801,1304,5659,1070,236,243,5423,994,6859,1252,1595,528,5264,1195,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,154292,4091,117789,3416,420,386,117369,3445,17646,1791,181,189,17465,1786,10567,1344,243,189,10324,1327,8290,1159,978,448,7312,1113,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,2241408,25426,1681444,23729,7463,1748,1673981,23544,271151,9107,2539,906,268612,9117,140518,5972,4323,1668,136195,5783,148295,5595,44611,3428,103684,5157,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
