GEO_ID,B08524_001E,B08524_001M,B08524_002E,B08524_002M,B08524_003E,B08524_003M,B08524_004E,B08524_004M,B08524_005E,B08524_005M,B08524_006E,B08524_006M,B08524_007E,B08524_007M,B08524_008E,B08524_008M,B08524_009E,B08524_009M,B08524_010E,B08524_010M,B08524_011E,B08524_011M,B08524_012E,B08524_012M,B08524_013E,B08524_013M,B08524_014E,B08524_014M,B08524_015E,B08524_015M,B08524_016E,B08524_016M,B08524_017E,B08524_017M,B08524_018E,B08524_018M,B08524_019E,B08524_019M,B08524_020E,B08524_020M,B08524_021E,B08524_021M,B08524_022E,B08524_022M,B08524_023E,B08524_023M,B08524_024E,B08524_024M,B08524_025E,B08524_025M,B08524_026E,B08524_026M,B08524_027E,B08524_027M,B08524_028E,B08524_028M,B08524_029E,B08524_029M,B08524_030E,B08524_030M,B08524_031E,B08524_031M,B08524_032E,B08524_032M,B08524_033E,B08524_033M,B08524_034E,B08524_034M,B08524_035E,B08524_035M,B08524_036E,B08524_036M,B08524_037E,B08524_037M,B08524_038E,B08524_038M,B08524_039E,B08524_039M,B08524_040E,B08524_040M,B08524_041E,B08524_041M,B08524_042E,B08524_042M,B08524_043E,B08524_043M,B08524_044E,B08524_044M,B08524_045E,B08524_045M,B08524_046E,B08524_046M,B08524_047E,B08524_047M,B08524_048E,B08524_048M,B08524_049E,B08524_049M,NAME,B08524_001MA,B08524_001EA,B08524_002EA,B08524_002MA,B08524_003MA,B08524_003EA,B08524_004EA,B08524_004MA,B08524_005EA,B08524_005MA,B08524_006EA,B08524_006MA,B08524_007EA,B08524_007MA,B08524_008EA,B08524_008MA,B08524_009EA,B08524_009MA,B08524_010MA,B08524_010EA,B08524_011EA,B08524_011MA,B08524_012MA,B08524_012EA,B08524_013EA,B08524_013MA,B08524_014MA,B08524_014EA,B08524_015MA,B08524_015EA,B08524_016EA,B08524_016MA,B08524_017EA,B08524_017MA,B08524_018EA,B08524_018MA,B08524_019MA,B08524_019EA,B08524_020MA,B08524_020EA,B08524_021MA,B08524_021EA,B08524_022EA,B08524_022MA,B08524_023MA,B08524_023EA,B08524_024EA,B08524_024MA,B08524_025MA,B08524_025EA,B08524_026EA,B08524_026MA,B08524_027EA,B08524_027MA,B08524_028EA,B08524_028MA,B08524_029MA,B08524_029EA,B08524_030MA,B08524_030EA,B08524_031EA,B08524_031MA,B08524_032EA,B08524_032MA,B08524_033EA,B08524_033MA,B08524_034MA,B08524_034EA,B08524_035EA,B08524_035MA,B08524_036MA,B08524_036EA,B08524_037EA,B08524_037MA,B08524_038MA,B08524_038EA,B08524_039EA,B08524_039MA,B08524_040EA,B08524_040MA,B08524_041EA,B08524_041MA,B08524_042EA,B08524_042MA,B08524_043EA,B08524_043MA,B08524_044EA,B08524_044MA,B08524_045MA,B08524_045EA,B08524_046EA,B08524_046MA,B08524_047MA,B08524_047EA,B08524_048EA,B08524_048MA,B08524_049EA,B08524_049MA,state
0400000US01,1914756,17722,631545,12744,326893,9855,469510,10730,193264,8263,288890,9263,4654,1160,1626125,16768,549051,11236,268647,9093,408443,10593,153233,7343,243079,7957,3672,1015,188241,9426,48012,4688,39606,4002,36969,3459,29608,2817,33695,4003,351,271,8782,1424,1521,683,2557,772,1959,673,959,569,1786,609,0,193,20821,2668,6022,1298,3217,908,5522,1198,2582,1133,2867,1103,611,319,19661,2491,3785,1187,5961,1554,2223,848,2996,1101,4676,1156,20,33,51126,4304,23154,2662,6905,1551,14394,2578,3886,1038,2787,772,0,193,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,355925,6110,124053,5076,56973,4420,80138,4831,47256,3595,39397,3690,8108,1469,239776,6215,88604,4225,36346,3451,57404,4167,28781,2845,22995,2782,5646,1124,43590,3508,13288,1818,8100,2270,10499,2002,6591,1209,4183,945,929,570,6061,1575,1079,426,1384,663,2206,969,537,319,855,552,0,193,27655,2070,8210,1164,4861,726,5080,820,3506,1063,5528,1221,470,324,21968,1876,5787,820,3149,764,2427,623,5647,1021,4428,1145,530,298,16875,2033,7085,1524,3133,880,2522,711,2194,812,1408,552,533,502,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2623436,18031,895273,18474,530501,14402,699966,15006,242532,10477,247751,10659,7413,1281,1991552,20267,701601,15895,385715,12407,536499,13518,177753,8700,186168,9203,3816,945,303211,12323,83333,5899,67968,7438,76940,5851,40264,4592,34108,3905,598,374,52302,4776,10565,1941,16422,3283,16755,2312,3425,1052,5135,1230,0,193,58610,6476,14166,2265,18907,3574,16100,4217,4722,1120,3538,1241,1177,494,71979,5728,18680,2988,20792,3300,12942,1937,7354,1863,12022,2581,189,195,145782,8522,66928,6076,20697,3293,40730,4602,9014,2012,6780,2008,1633,490,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1214826,11798,374991,9274,209303,7359,297807,8560,129206,5756,200645,7663,2874,1097,1005949,12850,317037,8914,164994,6599,255532,8197,100454,5095,165462,7308,2470,1058,124777,6639,31858,3009,24403,2854,24961,3014,19790,2637,23663,2626,102,129,5346,1194,848,405,1898,744,675,322,388,299,1537,825,0,193,21936,2456,5707,1203,5321,1506,4481,955,4035,1281,2179,730,213,204,16249,2462,2774,989,4021,1214,2601,890,1904,706,4949,1458,0,193,40569,3617,16767,2470,8666,1541,9557,2163,2635,837,2855,776,89,175,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,16042489,40016,5856574,37010,3031953,32358,3873101,34033,1483391,23483,1732768,25651,64702,4632,11759523,45850,4434488,31982,2045765,30095,2920236,32328,1038749,16534,1283792,19603,36493,3073,1781154,26616,514857,11927,355356,11889,387902,11493,280435,11479,237861,9910,4743,1373,825845,15872,244366,8764,239802,9050,202144,7960,45885,3892,92579,5465,1069,533,443040,12873,131973,6928,126749,6890,110776,6456,29054,3421,34505,3337,9983,2524,375575,11879,121854,6461,89063,6927,67126,4790,45780,4341,50142,4754,1610,609,857352,17561,409036,10764,175218,6721,184917,7102,43488,3712,33889,3449,10804,2148,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2462381,12823,975994,14972,419263,11510,595297,13190,228576,7730,222586,8529,20665,2049,1862725,13933,746189,14843,303715,9914,460428,11158,167445,6941,174133,7219,10815,1940,238625,8207,73981,5229,50593,4124,46741,3884,40668,3322,24712,3070,1930,665,76857,4987,25899,2774,18566,2729,19710,2750,4895,1537,7726,1658,61,105,71869,4964,22978,2842,16865,2054,16116,2219,4733,1079,3767,1266,7410,714,57351,4675,21156,2583,10896,2015,13010,2348,5366,1286,6709,1564,214,192,154954,7327,85791,5209,18628,2557,39292,3732,5469,1122,5539,1438,235,295,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1710953,13550,687301,13531,309152,8964,411338,9995,131840,6442,165687,8048,5635,1376,1352837,13807,562176,11757,224719,7890,330226,9272,102128,5397,130755,7000,2833,1096,151893,8209,43336,3992,37531,4215,33369,3297,17846,2654,19759,2557,52,93,59778,4949,15471,2258,20620,2318,14649,2117,3057,1178,5931,1784,50,82,51759,4224,17690,2365,12391,1971,13118,2076,3222,2021,4145,1239,1193,413,22251,3257,7859,1986,6195,1576,3338,972,1690,643,3029,1002,140,136,72435,4059,40769,3202,7696,1363,16638,1919,3897,1180,2068,722,1367,845,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,407733,7229,156804,5726,69883,3755,100524,5637,37769,3167,41877,3395,876,431,333736,8376,130881,5105,54025,3463,85576,5482,30611,3015,31767,3333,876,431,36345,3475,12728,2053,7087,1344,6268,1070,4940,1145,5322,1280,0,193,10449,2026,2720,778,2711,1062,2857,948,331,296,1830,965,0,193,8687,1755,2043,732,2867,1075,1882,709,810,694,1085,649,0,193,3493,951,1262,631,896,425,295,272,352,262,688,370,0,193,15023,1984,7170,1144,2297,895,3646,873,725,509,1185,732,0,193,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,805581,14168,491465,11674,110168,6496,131058,6929,33061,3511,34805,3352,5024,1561,345873,10435,199550,7354,51731,4831,54068,4308,18713,2802,19113,2535,2698,1144,80499,5357,48151,4165,9632,1737,12311,1781,6014,1529,4121,1325,270,273,306244,10741,194124,8344,38643,4586,55455,4732,6907,1697,10051,1861,1064,677,37409,3153,24973,2541,4717,1205,5783,1450,143,166,955,421,838,528,20856,2345,15547,2085,2042,691,1725,704,866,692,522,295,154,199,14700,2159,9120,1504,3403,1230,1716,800,418,363,43,71,0,193,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7951248,35473,2611868,28779,1696347,25773,2195986,31237,718680,20183,700941,15291,27426,2899,6346735,39773,2160075,25946,1288710,22595,1793297,28792,529434,16731,559258,14396,15961,2466,789125,21924,202157,9733,202933,9864,190388,10222,118834,8110,73094,5929,1719,629,166437,9668,26855,3959,65980,5179,42561,4254,14739,2947,15855,2568,447,295,120196,7428,26873,3048,42322,5135,31246,3374,9649,2231,8329,1737,1777,736,160642,8144,31549,3666,48982,5459,33445,3891,20721,3740,25369,4016,576,321,368113,13214,164359,8049,47420,5080,105049,6858,25303,3364,19036,3567,6946,1277,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
