GEO_ID,C23023_001E,C23023_001M,C23023_002E,C23023_002M,C23023_003E,C23023_003M,C23023_004E,C23023_004M,C23023_005E,C23023_005M,C23023_006E,C23023_006M,C23023_007E,C23023_007M,C23023_008E,C23023_008M,C23023_009E,C23023_009M,C23023_010E,C23023_010M,C23023_011E,C23023_011M,C23023_012E,C23023_012M,C23023_013E,C23023_013M,C23023_014E,C23023_014M,C23023_015E,C23023_015M,C23023_016E,C23023_016M,C23023_017E,C23023_017M,C23023_018E,C23023_018M,C23023_019E,C23023_019M,C23023_020E,C23023_020M,C23023_021E,C23023_021M,C23023_022E,C23023_022M,C23023_023E,C23023_023M,NAME,C23023_001MA,C23023_001EA,C23023_002EA,C23023_002MA,C23023_003MA,C23023_003EA,C23023_004EA,C23023_004MA,C23023_005MA,C23023_005EA,C23023_006EA,C23023_006MA,C23023_007EA,C23023_007MA,C23023_008EA,C23023_008MA,C23023_009EA,C23023_009MA,C23023_010MA,C23023_010EA,C23023_011EA,C23023_011MA,C23023_012EA,C23023_012MA,C23023_013EA,C23023_013MA,C23023_014EA,C23023_014MA,C23023_015EA,C23023_015MA,C23023_016EA,C23023_016MA,C23023_017EA,C23023_017MA,C23023_018EA,C23023_018MA,C23023_019EA,C23023_019MA,C23023_020EA,C23023_020MA,C23023_021MA,C23023_021EA,C23023_022EA,C23023_022MA,C23023_023EA,C23023_023MA,state
0400000US01,3135185,5080,1533892,5623,231431,7622,82027,5224,42672,3404,39355,3424,149404,5915,1302461,9196,1041178,9520,736701,11221,304477,7852,261283,7221,1601293,4431,225118,8681,68487,4390,32630,3015,35857,2714,156631,7371,1376175,8976,981700,11653,579989,11399,401711,9114,394475,9402,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,496311,2003,258566,1555,27228,2443,15607,1802,7846,1280,7761,1265,11621,1594,231338,2847,204713,3020,127280,4598,77433,4022,26625,2251,237745,1638,19580,1749,9097,1468,3720,1101,5377,1027,10483,1223,218165,2132,173956,3891,95961,4224,77995,4216,44209,3043,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,4121106,5055,2070237,3912,206954,9537,85659,7008,41832,4491,43827,5197,121295,7409,1863283,9269,1463947,14599,1002595,15122,461352,12786,399336,12525,2050869,3956,191234,8437,72773,6124,32131,3906,40642,3986,118461,5851,1859635,9391,1276059,13232,745525,13905,530534,15001,583576,12201,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1872619,3374,933438,3243,144545,6211,58019,4051,30220,2630,27799,3046,86526,4294,788893,7023,643165,6442,451123,8764,192042,7150,145728,6449,939181,2960,139526,5609,48195,3608,23917,2340,24278,2983,91331,4867,799655,6173,578824,8273,351985,8092,226839,6610,220831,7291,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,25132744,11935,12653467,9216,1053812,15983,398226,10257,195535,8130,202691,5649,655586,13350,11599655,18582,9189760,23120,6064759,28003,3125001,27110,2409895,19816,12479277,8069,977514,17636,343221,10539,148884,6824,194337,8088,634293,13470,11501763,18319,7840745,29358,4237959,28873,3602786,33300,3661018,29830,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3444775,4661,1750140,3682,162805,6166,81632,4637,43353,3626,38279,3521,81173,5029,1587335,7435,1377963,8714,929458,10650,448505,10308,209372,8377,1694635,3763,146024,5924,69071,4785,31354,3314,37717,3453,76953,4546,1548611,6948,1202665,9818,666378,11478,536287,9879,345946,8933,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2359452,3175,1165409,2364,100136,4766,47087,3161,20052,2098,27035,2424,53049,3127,1065273,5353,901328,7596,621347,7937,279981,7648,163945,6042,1194043,2885,99203,4335,42765,2654,19681,1974,23084,2213,56438,3175,1094840,4998,857904,6626,468004,8789,389900,8706,236936,6702,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,592825,1803,288626,1316,27095,2497,12003,2002,6223,1397,5780,1379,15092,1823,261531,2797,215864,3224,151265,4056,64599,4137,45667,3001,304199,1345,32676,2919,12938,1869,5738,1160,7200,1590,19738,2065,271523,3402,209016,4636,124684,4856,84332,4344,62507,3650,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,453335,925,216289,868,20221,2535,7689,1587,3406,917,4283,1276,12532,1809,196068,2724,156690,3757,113903,3952,42787,3303,39378,3187,237046,547,19754,2103,6845,1162,3665,863,3180,844,12909,1976,217292,2165,171515,4472,113606,4285,57909,3628,45777,4101,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,12186117,9136,6034562,7363,646526,15218,231397,9422,113412,6332,117985,6594,415129,13646,5388036,15371,4181561,22156,2853008,23793,1328553,20872,1206475,18250,6151555,6544,564163,14177,191365,7471,92655,5131,98710,5891,372798,11319,5587392,16426,3990829,23196,2392610,21560,1598219,24226,1596563,22502,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
