GEO_ID,B10054_001E,B10054_001M,B10054_002E,B10054_002M,B10054_003E,B10054_003M,B10054_004E,B10054_004M,B10054_005E,B10054_005M,B10054_006E,B10054_006M,B10054_007E,B10054_007M,B10054_008E,B10054_008M,B10054_009E,B10054_009M,B10054_010E,B10054_010M,B10054_011E,B10054_011M,B10054_012E,B10054_012M,B10054_013E,B10054_013M,B10054_014E,B10054_014M,B10054_015E,B10054_015M,B10054_016E,B10054_016M,B10054_017E,B10054_017M,NAME,B10054_001MA,B10054_001EA,B10054_002MA,B10054_002EA,B10054_003EA,B10054_003MA,B10054_004MA,B10054_004EA,B10054_005MA,B10054_005EA,B10054_006MA,B10054_006EA,B10054_007MA,B10054_007EA,B10054_008EA,B10054_008MA,B10054_009MA,B10054_009EA,B10054_010MA,B10054_010EA,B10054_011MA,B10054_011EA,B10054_012MA,B10054_012EA,B10054_013EA,B10054_013MA,B10054_014EA,B10054_014MA,B10054_015MA,B10054_015EA,B10054_016MA,B10054_016EA,B10054_017MA,B10054_017EA,state
0400000US01,119988,5433,114266,5757,64735,3883,43856,3508,20879,2456,49531,4321,5722,1404,2574,932,1394,706,857,543,537,363,1180,575,3148,986,517,327,269,219,248,227,2631,1013,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,15120,1947,8846,1872,3494,901,1904,678,1590,626,5352,1406,6274,1054,3350,651,1509,373,910,295,599,218,1841,553,2924,763,1044,482,446,240,598,367,1880,634,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,167100,9264,86572,7141,34530,3594,21227,2946,13303,2355,52042,6110,80528,6535,33520,3839,16065,2643,11574,2256,4491,1018,17455,3200,47008,4747,13428,2242,9702,2038,3726,996,33580,4297,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,66271,5143,59407,4617,34960,3168,22693,2521,12267,1717,24447,3362,6864,2260,1096,570,686,410,550,367,136,138,410,384,5768,2112,746,375,719,387,27,45,5022,2019,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,1117387,21494,364205,13713,142573,8573,85938,6492,56635,4466,221632,10357,753182,18569,164477,9253,50095,5018,34276,4398,15819,2005,114382,7286,588705,16408,123706,7319,85237,5966,38469,3597,464999,14648,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,92500,6540,59205,4971,23675,2950,15645,2313,8030,1444,35530,3575,33295,3593,10155,1667,4931,1252,3330,1004,1601,688,5224,1368,23140,3359,8583,1802,6680,1780,1903,912,14557,2595,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,62737,4835,35703,3628,13975,2265,8084,1413,5891,1699,21728,2945,27034,3455,11182,2225,4128,1415,3357,1216,771,472,7054,1900,15852,2287,3341,1060,2070,739,1271,611,12511,2086,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,22515,2980,18662,2697,7684,1532,4637,1082,3047,833,10978,1867,3853,1236,1199,853,157,153,157,153,0,192,1042,832,2654,908,539,376,477,364,62,75,2115,794,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,10592,1468,9193,1413,3557,946,2380,814,1177,476,5636,1244,1399,631,472,392,261,241,44,73,217,237,211,310,927,403,366,245,273,205,93,113,561,295,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,450430,17448,265338,13955,120756,7516,77249,5949,43507,4242,144582,12329,185092,10727,46943,5489,15076,2664,11946,2419,3130,881,31867,4975,138149,10153,29176,5005,14937,2987,14239,3153,108973,8104,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,264875,12510,218776,11452,107193,7943,69146,6391,38047,3890,111583,7543,46099,5923,12141,3118,2899,1297,2174,911,725,574,9242,2811,33958,5218,7262,1814,5538,1649,1724,910,26696,5044,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,55428,4158,32508,3262,8589,1788,4509,1221,4080,1116,23919,2733,22920,2866,7912,1677,2120,822,1216,544,904,579,5792,1503,15008,2327,2849,906,1239,576,1610,627,12159,1999,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,28322,2910,24171,2734,10354,1859,6960,1663,3394,1093,13817,2379,4151,1026,1543,561,648,327,496,317,152,174,895,485,2608,858,508,292,357,273,151,145,2100,864,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,273239,9257,164838,7046,76761,5341,48439,4161,28322,2718,88077,4642,108401,6200,22095,2676,6136,1545,5024,1388,1112,514,15959,2314,86306,5823,15671,2436,10862,2022,4809,1204,70635,5158,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,135610,7386,122565,6627,64664,4875,45199,3883,19465,2377,57901,4490,13045,2141,4730,1244,1562,709,919,468,643,465,3168,950,8315,1733,1529,532,1382,516,147,163,6786,1618,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,36181,2855,30558,2909,13745,1999,8832,1690,4913,964,16813,2013,5623,1181,1176,581,709,575,577,556,132,134,467,258,4447,984,1047,411,600,325,447,334,3400,855,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,46063,3829,36214,3759,16354,1972,10731,1858,5623,1016,19860,2844,9849,1532,2551,739,842,399,711,367,131,126,1709,640,7298,1514,2265,905,2070,854,195,198,5033,1127,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,97429,6026,92293,5687,52859,3882,35120,3309,17739,2167,39434,3967,5136,1462,1663,773,610,448,500,429,110,141,1053,621,3473,1211,1202,498,440,290,762,452,2271,1072,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,119156,7065,106868,6660,60152,4712,39781,4351,20371,2507,46716,4347,12288,1768,7272,1348,3281,935,2225,799,1056,488,3991,883,5016,1328,1089,532,613,405,476,332,3927,1253,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,16669,2391,15005,2265,6952,1683,5528,1592,1424,527,8053,1530,1664,642,888,487,261,211,116,123,145,158,627,430,776,379,87,134,0,157,87,134,689,360,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,139181,7571,105793,5957,41602,3791,27708,3278,13894,1998,64191,4783,33388,3958,8605,1623,2133,751,1616,700,517,309,6472,1424,24783,3395,4557,1524,2314,1028,2243,1014,20226,3210,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,121429,6469,74233,5408,24341,3023,14327,2213,10014,1756,49892,4240,47196,4403,11997,1666,4277,1147,3334,1051,943,500,7720,1353,35199,3913,9209,1779,5639,1397,3570,995,25990,3198,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,169478,6403,141392,5608,59193,4172,39195,3726,19998,1895,82199,4499,28086,3230,9944,1542,3202,768,2115,707,1087,392,6742,1339,18142,2655,2754,925,1896,835,858,373,15388,2382,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,67342,4182,51699,3513,22985,2738,15694,2366,7291,1233,28714,2577,15643,2213,3475,1024,1602,718,1086,703,516,346,1873,784,12168,2009,2505,814,1959,759,546,241,9663,1796,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
