GEO_ID,B22002_001E,B22002_001M,B22002_002E,B22002_002M,B22002_003E,B22002_003M,B22002_004E,B22002_004M,B22002_005E,B22002_005M,B22002_006E,B22002_006M,B22002_007E,B22002_007M,B22002_008E,B22002_008M,B22002_009E,B22002_009M,B22002_010E,B22002_010M,B22002_011E,B22002_011M,B22002_012E,B22002_012M,B22002_013E,B22002_013M,B22002_014E,B22002_014M,B22002_015E,B22002_015M,B22002_016E,B22002_016M,B22002_017E,B22002_017M,B22002_018E,B22002_018M,B22002_019E,B22002_019M,B22002_020E,B22002_020M,B22002_021E,B22002_021M,B22002_022E,B22002_022M,B22002_023E,B22002_023M,B22002_024E,B22002_024M,B22002_025E,B22002_025M,B22002_026E,B22002_026M,B22002_027E,B22002_027M,NAME,B22002_001EA,B22002_001MA,B22002_002EA,B22002_002MA,B22002_003MA,B22002_003EA,B22002_004EA,B22002_004MA,B22002_005MA,B22002_005EA,B22002_006EA,B22002_006MA,B22002_007EA,B22002_007MA,B22002_008MA,B22002_008EA,B22002_009EA,B22002_009MA,B22002_010MA,B22002_010EA,B22002_011EA,B22002_011MA,B22002_012EA,B22002_012MA,B22002_013EA,B22002_013MA,B22002_014EA,B22002_014MA,B22002_015MA,B22002_015EA,B22002_016MA,B22002_016EA,B22002_017EA,B22002_017MA,B22002_018EA,B22002_018MA,B22002_019MA,B22002_019EA,B22002_020EA,B22002_020MA,B22002_021MA,B22002_021EA,B22002_022EA,B22002_022MA,B22002_023EA,B22002_023MA,B22002_024MA,B22002_024EA,B22002_025EA,B22002_025MA,B22002_026EA,B22002_026MA,B22002_027EA,B22002_027MA,state
0400000US01,1844546,11416,313871,8277,174481,6995,57183,4059,115992,6258,12162,1994,103830,5685,1306,682,139390,5509,26566,2449,31680,2468,6661,1233,25019,2373,81144,4390,1530675,10586,421465,8812,306086,8750,113270,6199,30926,3551,82344,4638,2109,673,1109210,10222,499975,7686,101043,4965,29829,2825,71214,4048,508192,10576,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,257330,3380,26807,2450,17132,2010,7206,1258,9590,1402,2124,721,7466,1276,336,293,9675,1205,1405,471,1326,311,560,220,766,256,6944,1135,230523,3279,77649,3669,52666,3109,24693,2093,9244,1460,15449,1585,290,202,152874,4060,66000,2863,10393,1498,3816,890,6577,1155,76481,3681,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2356055,12130,325811,10308,193039,8454,77368,5962,113226,6422,23717,3214,89509,5594,2445,850,132772,6399,26129,3104,29353,3397,9547,2008,19806,2500,77290,5564,2030244,13791,570447,14470,387812,11706,178622,9180,56705,5047,121917,7580,4013,1099,1459797,15061,619041,12131,112372,6928,37527,3842,74845,5393,728384,14290,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1127621,7837,172475,7533,99141,5273,34099,3276,63871,4768,8916,1738,54955,4206,1171,624,73334,5189,12402,1734,12935,1540,3205,919,9730,1341,47997,4062,955146,8493,263962,7903,189238,6386,72632,5010,19962,2829,52670,3650,2092,761,691184,8675,320369,6703,51659,3866,15918,2053,35741,3051,319156,7402,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,12468743,22250,1040799,14953,776635,12538,315739,9971,453257,10329,88972,5004,364285,10516,7639,1502,264164,8622,53771,3489,79389,4048,22868,2620,56521,3297,131004,7257,11427944,25858,3789156,22330,2699667,22895,1063596,18912,333591,9781,730005,15654,25893,3231,7638788,25977,2990008,25618,863091,15502,303001,9394,560090,12153,3785689,26174,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1975388,9057,164571,6275,95840,5255,36583,3263,57802,4231,11910,2247,45892,3777,1455,553,68731,3980,10710,1773,10736,1697,2250,652,8486,1621,47285,3241,1810817,10896,542044,10355,404170,10260,134622,5899,46029,4286,88593,4096,3252,1006,1268773,12186,519093,8850,82755,4335,27605,2924,55150,3688,666925,10687,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1351643,7309,152131,5261,70688,3868,16845,1893,53276,3447,5340,1316,47936,2982,567,287,81443,3432,11016,1367,18818,2005,3922,994,14896,1889,51609,3181,1199512,8434,363816,7425,270143,6802,91467,4391,22048,2630,69419,3620,2206,777,835696,8732,362295,7948,69241,3825,22157,2144,47084,3275,404160,8386,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,333192,3426,39761,2908,23154,2319,6603,1309,16332,2006,3688,1033,12644,1637,219,237,16607,1834,2295,680,3583,832,972,497,2611,656,10729,1559,293431,3938,84689,4189,58869,3117,25037,2923,8061,1734,16976,2380,783,577,208742,4691,93988,3106,20394,2203,5964,1279,14430,1795,94360,3894,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,268670,3200,38777,2972,16224,1797,1730,547,14430,1798,1879,861,12551,1660,64,103,22553,2286,1424,532,6359,1174,916,327,5443,1117,14770,1989,229893,4238,38218,2331,19153,1754,18959,2081,3769,1066,15190,1986,106,136,191675,4282,34940,2672,17050,2204,4564,1183,12486,1636,139685,4255,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7106283,31131,1009671,16292,501522,13592,191578,8487,301954,10881,55557,5127,246397,9798,7990,1979,508149,12488,105596,7158,120492,6824,33499,3331,86993,5332,282061,8017,6096612,34131,1513499,17759,1023856,16000,477704,15067,123672,7175,354032,12291,11939,2216,4583113,32807,1972025,20061,366653,12443,111357,5772,255296,10359,2244435,27602,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
