GEO_ID,B10061_001E,B10061_001M,B10061_002E,B10061_002M,B10061_003E,B10061_003M,B10061_004E,B10061_004M,B10061_005E,B10061_005M,B10061_006E,B10061_006M,B10061_007E,B10061_007M,B10061_008E,B10061_008M,B10061_009E,B10061_009M,B10061_010E,B10061_010M,B10061_011E,B10061_011M,NAME,B10061_001MA,B10061_001EA,B10061_002MA,B10061_002EA,B10061_003MA,B10061_003EA,B10061_004EA,B10061_004MA,B10061_005EA,B10061_005MA,B10061_006MA,B10061_006EA,B10061_007MA,B10061_007EA,B10061_008MA,B10061_008EA,B10061_009EA,B10061_009MA,B10061_010EA,B10061_010MA,B10061_011EA,B10061_011MA,state
0400000US30,14202,1779,10558,1458,5245,1127,3538,1019,1707,497,5313,1107,3644,1215,1821,631,1519,556,302,227,1823,815,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,24071,2560,18014,2342,8680,1517,5891,1209,2789,656,9334,1722,6057,1147,3188,803,2045,594,1143,452,2869,918,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,68247,7039,38573,5079,14377,2780,8341,2189,6036,1488,24196,4372,29674,4865,10916,2572,8000,2191,2916,1369,18758,4111,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,19020,2342,16230,2215,4330,990,2774,754,1556,609,11900,1987,2790,902,736,485,351,251,385,395,2054,802,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,186969,7528,134118,6877,29424,3085,14917,2440,14507,1916,104694,6268,52851,4201,16402,2551,11654,2033,4748,1282,36449,3822,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,54584,4571,45007,4466,21286,2869,13381,2354,7905,1479,23721,3197,9577,1629,5109,1205,3599,942,1510,679,4468,1173,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,429305,10755,246720,9249,64946,4618,39705,3682,25241,2449,181774,7972,182585,7825,68053,4894,48008,4463,20045,2568,114532,6926,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,215652,11725,150820,9493,71407,5742,44718,4924,26689,3175,79413,6710,64832,5413,30170,3864,23324,3684,6846,1028,34662,3949,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,6933,1585,4998,1488,2135,1272,1737,1269,398,204,2863,796,1935,712,1080,450,890,416,190,154,855,600,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,223431,8728,162189,6795,73199,4424,46625,3600,26574,2864,88990,5738,61242,5047,31688,3398,25793,3135,5895,1498,29554,3513,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,86586,5295,63873,4375,33124,3150,21222,2333,11902,1539,30749,2800,22713,2914,11220,1876,8741,1768,2479,714,11493,1984,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,65276,5852,44566,4599,16937,2405,9088,1840,7849,1635,27629,3975,20710,3675,7484,1813,5401,1612,2083,742,13226,2847,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,230370,9687,174643,8845,56114,4191,36788,3462,19326,2150,118529,7161,55727,5222,24347,3053,18190,2768,6157,1248,31380,3502,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,19988,2693,12485,2055,3977,1177,2261,920,1716,729,8508,1522,7503,1627,2444,1022,1821,848,623,404,5059,1408,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,114891,6500,82350,5644,38911,4516,24323,3617,14588,2104,43439,3861,32541,4072,14060,2233,11109,2053,2951,1084,18481,3330,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,10829,1829,7650,1553,3590,1052,1635,630,1955,861,4060,1135,3179,1021,2043,615,1245,441,798,375,1136,809,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,150320,7225,111958,6129,51764,3917,33440,3292,18324,2227,60194,4552,38362,4068,19274,3180,15137,3256,4137,1128,19088,2746,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,767522,18600,572515,14592,241588,10636,166422,9365,75166,5707,330927,11719,195007,10273,87111,6360,69668,5972,17443,2567,107896,8492,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,60926,4841,50422,4607,14899,2160,9661,1847,5238,1026,35523,3865,10504,2395,3440,1468,2230,1145,1210,691,7064,1877,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,6898,1230,5325,876,2225,709,1478,575,747,371,3100,699,1573,863,826,776,812,776,14,24,747,383,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,178036,9439,132248,8334,48743,4524,27430,3201,21313,2757,83505,6304,45788,5011,21591,3265,16892,2782,4699,1298,24197,3210,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,119336,6751,83188,5847,32789,3734,18745,2892,14044,2453,50399,4501,36148,4333,11990,2437,10123,2373,1867,653,24158,3390,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,40205,4015,30972,3191,16820,2176,10842,1652,5978,1266,14152,2155,9233,2103,3534,1107,2792,945,742,445,5699,1578,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,69355,3532,52788,3089,18549,2097,12112,1788,6437,1060,34239,2919,16567,2583,7704,2131,6473,1825,1231,587,8863,1534,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,7577,1448,6559,1337,3559,953,1625,589,1934,709,3000,923,1018,540,854,550,768,499,86,99,164,143,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,110953,5185,84674,4704,38335,3848,22896,2843,15439,2182,46339,3366,26279,3307,13254,2081,10179,1893,3075,843,13025,2160,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
