GEO_ID,B01002D_001E,B01002D_001M,B01002D_002E,B01002D_002M,B01002D_003E,B01002D_003M,NAME,B01002D_001MA,B01002D_001EA,B01002D_002MA,B01002D_002EA,B01002D_003EA,B01002D_003MA,state
0400000US01,32.7,1.5,29.9,2.2,34.5,2.2,Alabama,null,null,null,null,null,null,01
0400000US02,36.5,1.2,32.7,3.4,40.1,2.3,Alaska,null,null,null,null,null,null,02
0400000US04,36.3,0.9,33.3,1.3,38.4,1.0,Arizona,null,null,null,null,null,null,04
0400000US05,30.5,1.8,29.5,3.9,30.8,2.2,Arkansas,null,null,null,null,null,null,05
0400000US06,38.1,0.1,36.5,0.2,39.4,0.2,California,null,null,null,null,null,null,06
0400000US08,34.5,0.9,32.8,1.2,36.0,1.3,Colorado,null,null,null,null,null,null,08
0400000US09,32.6,0.6,32.3,1.0,32.7,0.9,Connecticut,null,null,null,null,null,null,09
0400000US10,34.4,1.2,34.4,1.7,34.3,1.6,Delaware,null,null,null,null,null,null,10
0400000US11,31.7,0.7,32.3,0.9,30.9,1.0,District of Columbia,null,null,null,null,null,null,11
0400000US12,36.8,0.5,35.2,0.9,38.1,0.5,Florida,null,null,null,null,null,null,12
0400000US13,34.5,0.5,33.9,1.0,35.1,0.7,Georgia,null,null,null,null,null,null,13
0400000US15,47.3,0.5,46.0,0.7,48.8,0.7,Hawaii,null,null,null,null,null,null,15
0400000US16,38.2,4.5,37.5,10.0,39.0,3.9,Idaho,null,null,null,null,null,null,16
0400000US17,35.0,0.3,34.4,0.4,35.4,0.3,Illinois,null,null,null,null,null,null,17
0400000US18,30.4,0.8,27.9,1.4,33.1,1.1,Indiana,null,null,null,null,null,null,18
0400000US19,29.2,0.6,29.1,1.1,29.2,0.7,Iowa,null,null,null,null,null,null,19
0400000US20,31.0,1.4,30.0,1.2,33.0,2.0,Kansas,null,null,null,null,null,null,20
0400000US21,31.3,1.8,27.9,3.0,33.6,2.2,Kentucky,null,null,null,null,null,null,21
0400000US22,33.5,0.9,33.5,1.5,33.5,1.7,Louisiana,null,null,null,null,null,null,22
0400000US23,34.1,5.2,35.4,5.5,32.1,5.3,Maine,null,null,null,null,null,null,23
0400000US24,36.3,0.3,35.0,0.6,37.0,0.6,Maryland,null,null,null,null,null,null,24
0400000US25,32.3,0.4,32.1,0.5,32.4,0.4,Massachusetts,null,null,null,null,null,null,25
0400000US26,32.7,0.6,31.2,0.9,33.7,0.5,Michigan,null,null,null,null,null,null,26
0400000US27,27.5,0.6,26.4,0.8,28.5,0.7,Minnesota,null,null,null,null,null,null,27
0400000US28,30.7,2.1,28.2,4.3,35.2,6.9,Mississippi,null,null,null,null,null,null,28
0400000US29,33.2,1.2,30.7,1.5,34.7,1.0,Missouri,null,null,null,null,null,null,29
0400000US30,34.0,7.5,34.4,12.7,33.7,10.8,Montana,null,null,null,null,null,null,30
0400000US31,30.2,1.5,27.3,2.1,33.1,2.7,Nebraska,null,null,null,null,null,null,31
0400000US32,40.0,0.9,36.5,1.4,42.4,1.0,Nevada,null,null,null,null,null,null,32
0400000US33,33.9,1.7,34.4,3.1,33.5,3.3,New Hampshire,null,null,null,null,null,null,33
0400000US34,35.5,0.2,35.1,0.3,35.9,0.4,New Jersey,null,null,null,null,null,null,34
0400000US35,36.1,2.7,29.7,4.3,42.4,2.7,New Mexico,null,null,null,null,null,null,35
0400000US36,35.8,0.2,35.0,0.2,36.5,0.3,New York,null,null,null,null,null,null,36
0400000US37,33.3,0.6,32.9,1.3,33.5,0.9,North Carolina,null,null,null,null,null,null,37
0400000US38,28.7,2.0,27.7,3.8,32.2,5.9,North Dakota,null,null,null,null,null,null,38
0400000US39,33.1,0.7,32.3,1.0,33.6,0.7,Ohio,null,null,null,null,null,null,39
0400000US40,33.7,1.2,31.3,1.8,35.3,0.7,Oklahoma,null,null,null,null,null,null,40
0400000US41,34.6,0.7,33.2,1.6,35.7,0.9,Oregon,null,null,null,null,null,null,41
0400000US42,33.2,0.4,32.7,0.5,33.6,0.5,Pennsylvania,null,null,null,null,null,null,42
0400000US44,29.4,1.5,28.0,1.7,30.3,1.7,Rhode Island,null,null,null,null,null,null,44
0400000US45,34.8,1.2,34.3,2.7,35.4,2.1,South Carolina,null,null,null,null,null,null,45
0400000US46,25.5,1.7,25.8,2.1,24.0,5.5,South Dakota,null,null,null,null,null,null,46
0400000US47,33.7,1.9,33.1,2.8,34.3,2.3,Tennessee,null,null,null,null,null,null,47
0400000US48,34.4,0.3,33.6,0.5,35.0,0.4,Texas,null,null,null,null,null,null,48
0400000US49,33.1,1.5,32.5,2.5,33.5,1.7,Utah,null,null,null,null,null,null,49
0400000US50,37.7,2.2,38.7,3.8,37.3,4.6,Vermont,null,null,null,null,null,null,50
0400000US51,35.2,0.3,34.2,0.8,35.9,0.7,Virginia,null,null,null,null,null,null,51
0400000US53,36.0,0.5,33.7,0.7,37.6,0.7,Washington,null,null,null,null,null,null,53
0400000US54,31.1,4.3,23.8,6.7,40.2,5.6,West Virginia,null,null,null,null,null,null,54
0400000US55,26.7,0.8,26.6,1.2,26.8,1.2,Wisconsin,null,null,null,null,null,null,55
0400000US56,30.8,6.8,28.4,6.0,36.7,9.9,Wyoming,null,null,null,null,null,null,56
0400000US72,36.2,6.1,39.6,15.9,35.6,6.2,Puerto Rico,null,null,null,null,null,null,72
