GEO_ID,B21004_001E,B21004_001M,B21004_002E,B21004_002M,B21004_003E,B21004_003M,B21004_004E,B21004_004M,B21004_005E,B21004_005M,B21004_006E,B21004_006M,B21004_007E,B21004_007M,NAME,B21004_001EA,B21004_001MA,B21004_002EA,B21004_002MA,B21004_003EA,B21004_003MA,B21004_004EA,B21004_004MA,B21004_005MA,B21004_005EA,B21004_006MA,B21004_006EA,B21004_007EA,B21004_007MA,state
0400000US01,21870,239,35312,736,35852,735,27820,3645,20556,256,26316,482,16961,268,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,31384,690,46956,2383,49236,3902,39459,9026,29272,1201,38355,2776,25008,1266,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,25186,284,35945,903,36391,890,32047,2524,23657,337,28373,795,20664,363,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,21235,279,30282,946,30451,946,28135,6116,20325,283,24736,578,16789,297,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,25879,119,40396,456,40896,472,31396,1139,24895,119,29854,279,21447,130,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,29567,438,40194,937,40757,962,32982,5640,27823,506,34836,702,23069,365,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,32063,352,41427,952,41745,936,28612,4530,31304,353,40717,573,25609,497,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,30268,521,40490,1856,41014,1603,27129,8236,28623,899,36826,1000,23284,872,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,40412,793,49707,5527,48938,6625,62700,19466,40136,1219,43782,2889,36442,1285,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,23415,195,34043,525,34413,563,30127,1527,22159,158,26272,264,19799,203,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,24291,233,36005,715,36614,741,31097,1920,22893,243,27601,577,19935,320,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,29269,730,43115,2208,44009,2345,35782,6080,27287,538,32017,667,24024,785,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,22215,387,31723,1096,32255,1259,22064,3385,21114,433,27836,1043,16545,446,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,27352,174,35217,590,35460,582,29334,3228,26686,174,34275,565,21838,145,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,25052,230,32222,559,32493,682,24658,5436,24004,278,31590,309,19535,275,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,26732,286,32243,688,32463,825,29276,2193,26055,298,33481,670,21119,295,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,26266,256,33884,903,34318,1001,30573,2243,25396,281,32362,513,20686,299,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,21877,214,30799,672,31232,679,21917,3437,21005,217,26301,396,17495,292,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,22418,294,31984,973,32543,1270,25862,3276,21596,261,29740,893,17289,269,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,24049,463,32306,1124,32601,1295,27893,3752,22782,528,28525,1168,19739,473,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,34820,471,48746,1783,48297,1914,52632,6002,32862,508,40404,404,29036,566,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,31059,211,36836,955,37159,1017,30799,2352,30649,216,40003,483,24655,351,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,23781,158,32213,345,32477,427,25516,2775,22667,179,30423,292,18952,178,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,29961,255,35792,607,36064,601,28403,3770,29055,331,36191,339,23575,315,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,20362,282,31512,1016,32000,1239,26294,4899,19325,333,24808,758,16261,293,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,24441,265,32053,522,32352,607,27355,2854,23253,291,30406,311,19605,344,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,23168,542,31027,1475,31797,1435,18869,5378,22211,452,29283,1372,18707,616,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,26594,310,35543,1017,36122,929,28366,3916,25577,335,32654,741,20696,416,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,26241,413,37215,1656,38200,2001,29470,4804,25037,465,28553,905,21927,413,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,30902,419,39967,1555,40350,1364,31221,6040,30046,603,37472,1318,24128,601,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,32302,213,40976,916,41352,917,33461,3770,31752,211,41352,428,26043,283,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,22780,500,35846,1047,36292,1030,29958,3868,21292,424,25802,736,18072,602,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,27815,257,36239,534,36554,538,29933,2628,27117,163,33436,470,22771,228,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,23670,267,34237,814,34799,826,30007,1976,22296,207,27205,385,19586,311,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,27506,629,36698,1346,37105,1742,26777,13026,26638,507,35462,1091,20927,607,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,24763,152,32241,436,32455,527,26396,2098,23659,152,31212,247,19614,192,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,23284,224,32447,901,33163,1101,25329,2429,22123,186,28233,542,18466,275,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,24097,333,32997,1211,33686,1263,25861,4308,22962,366,29506,809,19460,423,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,25759,142,32256,370,32480,446,28000,3105,24967,176,32689,396,20263,155,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,27865,941,38138,2776,37753,2532,45146,13342,26904,629,34902,1466,21936,749,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,22754,302,34368,1423,35323,1091,26298,1946,21324,247,26768,496,18180,316,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,25980,481,35294,1872,35405,2038,34463,8182,24840,570,31720,666,21069,465,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,22448,206,31423,727,31666,758,29229,1917,21486,193,26729,379,17896,304,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,25100,133,38553,758,39178,753,32866,2847,23887,141,29629,337,20062,156,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,24840,369,38163,1818,38709,1840,29927,8539,23626,380,33206,783,17360,363,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,27313,589,35630,1194,35535,1284,36768,4703,26429,561,31434,696,23053,730,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,30227,200,48560,1218,49540,1211,42190,2534,27496,305,34519,653,23314,294,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,29284,360,40903,712,41633,742,33417,3247,27191,284,35687,515,22100,276,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,21087,258,29615,1096,29790,1108,24764,4606,20160,294,26171,642,16300,313,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,26689,203,31918,546,32198,567,27048,2499,26066,219,33443,560,21388,202,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,28844,1290,35775,1872,36208,1950,30072,9326,27251,964,39239,2867,21514,796,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,12084,154,18939,958,18962,951,18190,5399,11793,154,13101,243,10660,198,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
