GEO_ID,B24090_001E,B24090_001M,B24090_002E,B24090_002M,B24090_003E,B24090_003M,B24090_004E,B24090_004M,B24090_005E,B24090_005M,B24090_006E,B24090_006M,B24090_007E,B24090_007M,B24090_008E,B24090_008M,B24090_009E,B24090_009M,B24090_010E,B24090_010M,B24090_011E,B24090_011M,B24090_012E,B24090_012M,B24090_013E,B24090_013M,B24090_014E,B24090_014M,B24090_015E,B24090_015M,B24090_016E,B24090_016M,B24090_017E,B24090_017M,B24090_018E,B24090_018M,B24090_019E,B24090_019M,B24090_020E,B24090_020M,B24090_021E,B24090_021M,NAME,B24090_001EA,B24090_001MA,B24090_002MA,B24090_002EA,B24090_003MA,B24090_003EA,B24090_004MA,B24090_004EA,B24090_005MA,B24090_005EA,B24090_006EA,B24090_006MA,B24090_007EA,B24090_007MA,B24090_008MA,B24090_008EA,B24090_009EA,B24090_009MA,B24090_010EA,B24090_010MA,B24090_011EA,B24090_011MA,B24090_012EA,B24090_012MA,B24090_013MA,B24090_013EA,B24090_014EA,B24090_014MA,B24090_015EA,B24090_015MA,B24090_016EA,B24090_016MA,B24090_017EA,B24090_017MA,B24090_018EA,B24090_018MA,B24090_019EA,B24090_019MA,B24090_020EA,B24090_020MA,B24090_021EA,B24090_021MA,state
0400000US01,1413424,18010,791093,11866,589403,11540,554433,10999,34970,2976,31143,2613,53962,3626,37566,3479,39550,3135,38958,3778,511,435,622331,10822,410388,9499,401374,9323,9014,1595,55526,4379,60979,4218,51337,3778,24485,2720,17845,2047,1771,899,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,222348,6529,123388,4488,73230,4198,67959,4202,5271,1141,8849,1547,9842,1599,10101,1858,13743,2474,7615,1412,8,15,98960,4281,47421,3358,45646,3185,1775,681,14527,1792,9597,1300,13230,1934,9386,1604,4597,1091,202,278,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1845139,22207,1052444,15240,799658,15164,746619,14989,53039,4273,43114,4981,68370,5117,36682,3862,48014,5238,55726,5210,880,470,792695,15393,539747,14001,521412,13800,18335,2529,67612,6134,72929,5608,52414,4321,28351,3062,30804,3599,838,525,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,873712,12831,489228,9447,366108,9117,343409,8967,22699,2208,19621,2729,28198,2793,28299,2535,15398,1797,31258,3077,346,313,384484,7727,244951,6264,237808,6416,7143,1516,34781,3525,31324,2954,49695,3549,11554,1976,11784,1886,395,300,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,10773167,42923,6315700,28951,4740871,29512,4468782,26773,272089,8595,289319,9798,402682,11099,221434,9294,190438,7360,465333,11408,5623,1351,4457467,30205,2959099,24132,2867359,23757,91740,6224,430259,12011,467502,11860,246354,9123,116371,5629,232471,7876,5411,1369,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1675442,16365,968034,10496,729909,10109,669973,10574,59936,4075,48800,3357,63904,3993,33585,3022,40515,3486,50628,3317,693,311,707408,11457,460099,10114,439095,9660,21004,2479,78267,5321,71716,4697,40914,3512,27505,2765,27669,3081,1238,595,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1158553,12256,655956,7852,492462,7278,457465,6615,34997,3064,42599,3002,37941,2978,27955,2315,13007,1958,41134,3091,858,484,502597,8796,334670,8371,325457,8223,9213,1290,69984,3590,46276,3184,27703,2928,6573,1087,16985,1862,406,421,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,293128,6715,160413,4384,122612,4846,112461,4749,10151,1818,7716,1290,4593,1073,13710,2227,6871,1635,4678,926,233,230,132715,4737,90867,4237,88554,4304,2313,609,15466,2055,4621,914,15234,1798,3372,1083,3113,973,42,72,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,238362,5837,118391,3847,60894,3584,57284,3461,3610,946,18078,1791,4670,940,2050,845,27817,2217,4725,1590,157,271,119971,4171,48900,3498,47278,3312,1622,618,27207,2310,7115,1385,3778,943,30666,2502,2305,762,0,200,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,5570022,32482,3031622,23272,2321897,25453,2085754,25577,236143,8340,126794,6883,235323,9774,85779,5056,95695,6448,162445,8015,3689,1288,2538400,23933,1800882,24033,1717657,23286,83225,5503,230659,9256,248839,10350,114364,6384,60352,4749,81429,5970,1875,649,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2926834,26209,1640537,17088,1271251,19269,1177499,18030,93752,5239,66195,5235,99438,5124,50267,3791,67671,4605,84530,6611,1185,598,1286297,17235,869546,17246,842432,16910,27114,3296,99208,6289,137543,6597,90381,5295,52583,4102,35507,2997,1529,881,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,436825,8914,239203,6025,154444,5732,143372,5725,11072,1733,12608,1823,12312,1436,18643,2136,26679,2388,14336,1969,181,189,197622,5369,120615,5109,115259,4982,5356,1188,20354,2238,7536,1892,29591,2312,11899,1790,7465,1291,162,139,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,434878,9243,261066,6784,181426,6824,165955,6318,15471,2322,12427,2159,18659,2729,14611,2080,11686,1923,22145,2738,112,134,173812,5608,105411,5007,100076,5048,5335,1589,15367,2287,23783,2936,14066,1957,6046,1249,9046,1363,93,93,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,4038911,22545,2275433,16230,1787245,15333,1674954,14970,112291,4595,115107,4962,143237,5980,73661,4251,50367,3939,104102,5117,1714,712,1763478,14877,1199101,14649,1165635,14230,33466,3085,220431,7169,156557,5704,85967,4728,44457,3790,55128,4005,1837,927,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1982085,16428,1147729,12309,909606,12462,862750,13066,46856,4001,61432,4232,64446,3982,32677,2741,24636,3171,53336,4061,1596,716,834356,10926,580789,11161,568192,11360,12597,1823,111332,5354,63050,3895,39710,3838,17410,2255,21735,2557,330,232,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,1051421,10918,598466,7660,452062,7497,419941,7595,32121,2375,28185,2048,33083,2006,25177,2230,11909,1696,47004,2681,1046,484,452955,7146,293481,6829,284829,6597,8652,1446,58870,3303,37163,2678,32733,2575,9965,1246,19950,1785,793,318,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,969747,10386,557023,8599,408016,7878,382099,7807,25917,2133,28918,2808,39119,3210,21697,2057,16808,1844,41611,2737,854,359,412724,6619,261405,6972,253069,7035,8336,1232,47513,2627,40139,2598,34434,2986,13054,1597,15805,1610,374,176,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1251409,12129,706672,7653,527493,7836,497940,7939,29553,2376,36567,2670,42208,3517,38963,2871,21727,2139,39033,2741,681,404,544737,8842,355262,8132,347042,8235,8220,1393,61966,3771,42676,2953,54033,3484,15367,1918,15017,1625,416,266,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1385636,16850,766701,12146,586978,11704,546062,11502,40916,3458,26650,2829,49744,3596,35724,2804,22343,2722,44854,3722,408,304,618935,9771,401127,9274,389309,9258,11818,1580,54316,3956,66484,3988,60727,3884,19455,2159,15976,1953,850,502,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,417226,7707,229778,5189,160501,4242,147298,4511,13203,1613,17782,1814,14813,1455,8927,1208,7945,1271,19548,1788,262,278,187448,4621,111935,4376,107341,4311,4594,771,34294,2812,19088,1847,8944,1201,5222,1183,7885,1177,80,78,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,2085109,16644,1120508,11547,731962,12304,677862,12586,54100,3854,77185,4153,71888,4334,45328,3400,145242,5714,47696,3603,1207,574,964601,13109,522806,11145,506320,10898,16486,2072,128538,5545,92108,5222,54640,3643,138521,6802,27340,2937,648,341,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,2158319,15011,1217408,10549,892986,10633,836517,11078,56469,4104,104263,4698,73889,4661,44766,3469,30824,3286,69259,3965,1421,642,940911,11036,602833,11189,588339,11446,14494,2109,161015,6188,77215,3956,46049,3205,16093,1834,37323,2855,383,248,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2655627,17639,1503508,14080,1190157,11952,1109366,11824,80791,4820,87836,4006,78818,4511,48584,2983,28313,2074,68156,3205,1644,554,1152119,11486,766952,11294,744052,10987,22900,2262,165934,5596,89876,4307,65422,3495,26723,2068,35728,2212,1484,495,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
