GEO_ID,B22010_001E,B22010_001M,B22010_002E,B22010_002M,B22010_003E,B22010_003M,B22010_004E,B22010_004M,B22010_005E,B22010_005M,B22010_006E,B22010_006M,B22010_007E,B22010_007M,NAME,B22010_001EA,B22010_001MA,B22010_002MA,B22010_002EA,B22010_003EA,B22010_003MA,B22010_004EA,B22010_004MA,B22010_005MA,B22010_005EA,B22010_006EA,B22010_006MA,B22010_007EA,B22010_007MA,state
0400000US01,1844546,11416,313871,8277,146694,6264,167177,7409,1530675,10586,420709,8898,1109966,11273,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,257330,3380,26807,2450,11311,1405,15496,1806,230523,3279,46723,2722,183800,4228,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2356055,12130,325811,10308,118265,5836,207546,7679,2030244,13791,431374,12204,1598870,15660,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1127621,7837,172475,7533,79204,4954,93271,5970,955146,8493,284702,6601,670444,8982,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,12468743,22250,1040799,14953,347425,8986,693374,12519,11427944,25858,2440562,21941,8987382,30131,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1975388,9057,164571,6275,66672,4248,97899,5754,1810817,10896,344889,9388,1465928,12602,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1351643,7309,152131,5261,68241,3396,83890,4639,1199512,8434,226062,5766,973450,8917,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,333192,3426,39761,2908,16798,1897,22963,2577,293431,3938,65857,3727,227574,4588,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,268670,3200,38777,2972,16976,2113,21801,2426,229893,4238,35972,2610,193921,4667,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7106283,31131,1009671,16292,411710,10036,597961,12097,6096612,34131,1366285,18748,4730327,36726,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,3494542,15336,528925,11735,224089,8565,304836,8942,2965617,15052,636939,12025,2328678,17695,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,448563,5562,48347,3770,21644,2562,26703,2623,400216,6354,83463,3752,316753,5947,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,580193,6204,78411,4431,32269,3077,46142,3604,501782,6576,121358,5054,380424,6554,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,4737208,12865,574248,10994,226482,6554,347766,8570,4162960,15855,793692,11378,3369268,20001,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,2467111,11107,309162,8196,140867,5813,168295,5818,2157949,12996,505339,9552,1652610,14941,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,1216765,7072,131640,5418,54752,3579,76888,3988,1085125,8270,216076,5143,869049,9571,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1101701,5567,107137,4443,52005,2924,55132,3647,994564,7378,220966,5809,773598,8789,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1672134,9367,290470,7415,153480,5541,136990,5656,1381664,10026,381833,8252,999831,11743,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1702030,9725,279937,8094,127180,5635,152757,6342,1422093,10446,376051,8428,1046042,10438,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,552051,5238,96409,4677,49602,3404,46807,3309,455642,6085,109827,3981,345815,6215,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,2134517,9936,212016,7143,91267,4837,120749,5348,1922501,10879,357522,7944,1564979,12672,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,2532067,9349,307473,7794,149948,5031,157525,6417,2224594,11646,430452,9506,1794142,14053,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,3772433,14208,683932,9276,307141,6889,376791,8219,3088501,13401,715181,9964,2373320,14306,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,2096477,7824,179303,5379,77243,3905,102060,4497,1917174,8979,349014,7300,1568160,9581,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1080991,8431,186626,6405,86733,4068,99893,5059,894365,8171,257659,7527,636706,9193,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,2341074,10807,328652,8229,157307,5993,171345,6464,2012422,12300,471818,9167,1540604,12802,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,404250,4567,43998,3042,19542,2158,24456,2433,360252,4789,83789,3572,276463,4422,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
