GEO_ID,B12505_001E,B12505_001M,B12505_002E,B12505_002M,B12505_003E,B12505_003M,B12505_004E,B12505_004M,B12505_005E,B12505_005M,B12505_006E,B12505_006M,B12505_007E,B12505_007M,B12505_008E,B12505_008M,B12505_009E,B12505_009M,B12505_010E,B12505_010M,B12505_011E,B12505_011M,B12505_012E,B12505_012M,B12505_013E,B12505_013M,NAME,B12505_001EA,B12505_001MA,B12505_002EA,B12505_002MA,B12505_003EA,B12505_003MA,B12505_004EA,B12505_004MA,B12505_005MA,B12505_005EA,B12505_006EA,B12505_006MA,B12505_007MA,B12505_007EA,B12505_008EA,B12505_008MA,B12505_009EA,B12505_009MA,B12505_010MA,B12505_010EA,B12505_011EA,B12505_011MA,B12505_012MA,B12505_012EA,B12505_013EA,B12505_013MA,state
0400000US13,7736263,6684,3739449,6625,1345344,16065,2394105,14510,1727464,18166,506630,13608,160011,7658,3996814,5885,1219446,15283,2777368,15427,1993286,17778,605086,12987,178996,7094,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1121353,683,558393,1015,205093,5267,353300,5169,282330,5641,58752,3331,12218,1802,562960,1147,159458,5025,403502,4739,327103,5350,64901,3411,11498,1555,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1224412,1966,609408,2137,175841,5497,433567,5385,301193,6040,97898,4967,34476,2723,615004,1973,141249,5192,473755,5278,319754,6264,111560,5243,42441,2980,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,10316699,2433,5009508,3372,1876251,14162,3133257,13994,2465794,17183,546411,10762,121052,5523,5307191,3215,1693848,13519,3613343,13495,2855275,15808,627758,10016,130310,4718,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,5194347,3254,2532594,3460,848257,10881,1684337,10167,1207966,14163,360191,9615,116180,4945,2661753,2995,730864,8593,1930889,9137,1373098,11304,418884,9383,138907,5268,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2461674,2155,1206487,2566,388597,6203,817890,6372,628262,7275,150059,4657,39569,2499,1255187,2605,319280,6071,935907,5694,714933,6427,175817,4899,45157,2730,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2267066,2221,1114875,2893,364910,6493,749965,6127,549861,8263,151664,5288,48440,3033,1152191,2495,288863,6428,863328,5870,625652,7553,178094,5646,59582,3272,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,3518242,3244,1710913,3874,533733,8863,1177180,9109,812147,10675,267130,7590,97903,4550,1807329,3048,445483,6502,1361846,6705,945700,10473,312683,8882,103463,4786,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,3641422,2429,1758929,3091,662690,9336,1096239,8817,790776,9820,237943,7330,67520,3760,1882493,3339,594052,9576,1288441,9252,946991,10909,267300,7446,74150,4697,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1107596,1310,536592,1587,165947,4286,370645,4471,267013,5149,81327,3750,22305,2137,571004,1535,139017,3936,431987,4105,310682,5641,97472,3659,23833,2260,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,4717856,2208,2256241,2677,846285,9499,1409956,9137,1087906,11493,273579,6837,48471,3423,2461615,2322,811897,10188,1649718,9752,1299259,11770,299868,9051,50591,3458,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,5440246,1157,2601690,1712,994302,10416,1607388,10238,1321362,13288,250682,8062,35344,3173,2838556,1713,942325,10509,1896231,10565,1576746,12150,280286,6613,39199,2977,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,8005678,3029,3890962,3564,1395316,11562,2495646,11402,1876636,12557,498480,9449,120530,4642,4114716,2620,1203080,10055,2911636,9643,2191138,12259,578722,9561,141776,5558,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,4283571,2642,2113814,2506,741758,7838,1372056,7991,1116910,9864,215815,6152,39331,2719,2169757,2762,609556,8268,1560201,7827,1259803,8779,256236,6543,44162,2137,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,2350019,2263,1122460,2887,402920,8347,719540,7507,499168,9923,164424,6396,55948,3623,1227559,3691,383433,8432,844126,8275,593281,10395,189687,7532,61158,4059,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,4841501,3725,2348195,3734,767491,9692,1580704,10323,1113599,12563,353606,8370,113499,4589,2493306,3505,659092,8593,1834214,9075,1292980,10878,413881,9083,127353,5626,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,814821,2086,405999,1918,132191,4421,273808,4253,192529,5379,64653,3519,16626,1713,408822,1735,98063,3970,310759,3969,218099,5038,72720,3520,19940,1935,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1456792,1639,715219,2046,230278,5485,484941,5676,381344,6110,85361,3068,18236,1919,741573,2004,192895,4756,548678,4826,427780,4861,96986,4026,23912,1984,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,2172537,1505,1090897,1751,384147,8484,706750,8243,491950,9279,158978,6610,55822,4111,1081640,1757,307934,7943,773706,7714,533022,10002,176692,6888,63992,4545,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1090942,1111,534297,1466,165024,4190,369273,4170,275724,5370,78199,3494,15350,1688,556645,1366,140855,3565,415790,3785,311477,5242,86261,4270,18052,1944,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,7142414,1172,3440823,1777,1264259,12123,2176564,12305,1794374,14089,337754,8162,44436,3527,3701591,1789,1147599,11846,2553992,11777,2143989,13903,366391,9473,43612,3068,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,1648114,2276,812152,2718,289273,6762,522879,6353,385384,6583,105958,4681,31537,2685,835962,2061,248066,6199,587896,6205,429744,7144,123085,4755,35067,2977,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,15957521,2927,7642666,3361,3105939,19363,4536727,19296,3739143,22159,685981,11925,111603,4850,8314855,2880,2905094,18124,5409761,18341,4509366,23051,800448,14948,99947,4399,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,7740082,5462,3718727,5897,1247017,14078,2471710,13847,1801709,16824,533720,14473,136281,6376,4021355,5982,1116514,14334,2904841,14836,2116606,17616,633376,11371,154859,5777,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,557188,1180,280190,1398,96741,3143,183449,3255,150134,3716,28670,2111,4645,858,276998,1247,72880,3352,204118,3161,164547,3729,33214,2317,6357,1209,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,9326330,2868,4505750,3595,1535368,13654,2970382,13701,2184524,15970,618624,9075,167234,5898,4820580,3454,1358691,12476,3461889,12246,2562943,15481,707040,10307,191906,6776,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,3007125,2477,1476110,2495,445201,7436,1030909,7189,687914,9679,240988,5891,102007,3775,1531015,2529,357595,7184,1173420,6867,780599,9235,274277,6400,118544,3677,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,3154977,2389,1546819,2717,514054,8191,1032765,8275,726157,10066,230223,6473,76385,3849,1608158,2256,426026,7944,1182132,7639,816986,10827,274698,7071,90448,4207,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,10488199,2574,5063080,3607,1840825,11987,3222255,12030,2547207,12004,567807,10603,107241,4591,5425119,3135,1646965,12218,3778154,12558,3028984,15061,638480,10332,110690,4443,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,872663,811,416897,1100,162214,4281,254683,4077,202223,4134,45937,3258,6523,1179,455766,868,146041,4170,309725,4259,250655,4408,51579,2945,7491,1201,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,3776148,3735,1818218,3612,624932,11681,1193286,11154,861442,11897,258936,8973,72908,5262,1957930,3086,553637,9473,1404293,9811,1027035,13639,299463,8434,77795,4664,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,655380,1117,324608,1987,107240,4185,217368,4327,171747,4729,37056,2246,8565,1173,330772,1821,90226,3491,240546,3291,189120,3947,41443,2399,9983,1311,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,5168315,3916,2490152,5003,797739,11441,1692413,11751,1153113,12548,401009,9782,138291,6121,2678163,4528,689287,9939,1988876,10330,1361490,12738,456205,9031,171181,5456,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,19838518,5831,9761236,6595,3390793,22254,6370443,23418,4704018,24302,1273913,18624,392512,11261,10077282,6628,2844458,23382,7232824,22515,5339704,27577,1455428,21144,437692,10488,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,2065211,2224,1031388,2278,334989,7842,696399,8106,542142,8587,115652,4322,38605,3324,1033823,2404,268030,5772,765793,6269,589283,7832,132181,5118,44329,3051,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,524589,924,256055,850,86573,2568,169482,2588,126889,3042,36478,2099,6115,844,268534,970,74750,2390,193784,2460,147605,3044,38608,2109,7571,847,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,6556778,4112,3191036,5421,1106826,14441,2084210,13947,1572610,15041,416251,10829,95349,4630,3365742,4420,950106,11740,2415636,11121,1827702,13421,480221,9821,107713,4821,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,5516743,2703,2735194,3518,930503,10902,1804691,11047,1313954,14344,381238,8599,109499,4501,2781549,3262,737006,9872,2044543,9891,1484356,12302,432912,9081,127275,5784,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1536058,2247,749911,2912,237676,5284,512235,5730,361492,6021,114670,5186,36073,2677,786147,2484,186274,5990,599873,5468,426266,7393,132467,4354,41140,3249,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,4618557,2447,2276263,3070,784853,9815,1491410,9695,1183018,11605,259603,6071,48789,2482,2342294,2533,657745,9012,1684549,8635,1337170,9446,292828,6678,54551,2868,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,454581,1245,230621,1802,74624,3638,155997,3729,107041,3930,36311,2227,12645,1493,223960,1462,52869,2794,171091,2894,119897,4043,37266,2744,13928,1588,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,2996646,1100,1408693,2235,583195,8832,825498,8654,649297,8289,146160,5168,30041,2712,1587953,2304,547586,9011,1040367,8671,877123,9368,145446,5282,17798,1945,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
