GEO_ID,B12002H_001E,B12002H_001M,B12002H_002E,B12002H_002M,B12002H_003E,B12002H_003M,B12002H_004E,B12002H_004M,B12002H_005E,B12002H_005M,B12002H_006E,B12002H_006M,B12002H_007E,B12002H_007M,B12002H_008E,B12002H_008M,B12002H_009E,B12002H_009M,B12002H_010E,B12002H_010M,B12002H_011E,B12002H_011M,B12002H_012E,B12002H_012M,B12002H_013E,B12002H_013M,NAME,B12002H_001MA,B12002H_001EA,B12002H_002MA,B12002H_002EA,B12002H_003MA,B12002H_003EA,B12002H_004EA,B12002H_004MA,B12002H_005MA,B12002H_005EA,B12002H_006MA,B12002H_006EA,B12002H_007MA,B12002H_007EA,B12002H_008EA,B12002H_008MA,B12002H_009EA,B12002H_009MA,B12002H_010EA,B12002H_010MA,B12002H_011MA,B12002H_011EA,B12002H_012MA,B12002H_012EA,B12002H_013EA,B12002H_013MA,state
0400000US01,2656214,1633,1285584,1108,326272,6921,749771,10752,21218,3107,38368,2961,149955,7451,1370630,1301,258425,5662,737462,11199,28330,2926,158696,5340,187717,7881,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,378986,283,200669,224,60828,3103,106843,3994,3662,1232,3357,853,25979,2597,178317,213,41761,2515,98773,3223,3162,1084,10801,1035,23820,2592,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,3162280,2071,1552841,1764,451576,9510,832053,13102,21670,3245,55746,4188,191796,7518,1609439,1420,352498,9089,806555,13564,23733,3271,163504,6155,263149,8954,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1798976,1266,875320,1207,217217,5911,501627,7230,13981,2170,25096,2288,117399,4632,923656,1251,167200,4889,495749,8099,20428,2133,106017,4164,134262,5705,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,12897092,6410,6393893,4325,2138656,14732,3259360,22440,103744,5926,193714,6253,698419,12976,6503199,3174,1671303,15232,3084499,22896,120804,6418,685825,9606,940768,13204,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2977472,2254,1479547,1956,472499,8934,801687,11423,16597,3212,35207,2321,153557,6924,1497925,1137,367936,6321,774025,11083,21321,2503,114251,4177,220392,8099,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2143394,1888,1032035,1006,332404,6891,564179,8771,8595,1440,30130,2730,96727,5156,1111359,1192,281819,5471,557814,8485,12466,2223,120558,4120,138702,5138,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,501879,255,240917,23,74935,2717,128525,2943,3126,1209,9090,1769,25241,2211,260962,251,67602,2652,125495,3512,4647,1042,28346,1897,34872,2697,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,199393,238,98413,152,55891,2215,34416,2396,845,497,1079,496,6182,1237,100980,148,58958,1696,30888,1853,855,478,3628,761,6651,1220,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,9456472,4395,4603104,2907,1342634,16030,2403260,19480,83937,6576,185905,7339,587368,15108,4853368,3523,1029293,11741,2381543,21410,91922,5274,631648,13967,718962,14155,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,4479007,2137,2187139,2902,612847,9517,1244551,14004,32460,3636,55923,3852,241358,9429,2291868,2982,496226,10091,1207650,14486,49808,4932,237825,7329,300359,10252,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,278555,415,151321,521,42697,2476,85217,3413,2555,1062,3471,785,17381,2179,127234,399,28136,2211,69566,2792,1034,415,9013,1471,19485,2090,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1050352,2444,518624,1406,137548,4809,302130,6332,5502,1163,10613,1935,62831,4317,531728,1447,113713,4412,293997,6670,6785,1205,44822,2680,72411,4571,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,6796638,4243,3297611,4015,1052449,9890,1792417,14142,33469,3183,95743,4037,323533,9276,3499027,2170,897677,9724,1773399,12762,48347,3573,373086,6129,406518,9658,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,4329141,1798,2105097,1450,638315,7834,1142369,12044,23401,2396,54257,2920,246755,7476,2224044,1108,537750,7181,1121962,12299,32864,2950,223934,6644,307534,9554,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2221769,897,1084745,875,325709,5566,605718,7306,10205,1683,29270,2319,113843,5302,1137024,714,265471,4696,600429,7015,14948,2079,123016,3633,133160,4465,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1824743,1319,890863,1232,262419,5049,503035,5891,7748,1732,22535,1928,95126,4131,933880,1134,205571,4472,497140,7734,12921,1803,95001,3374,123247,4971,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,3081323,1993,1494381,1875,425735,7148,805296,11143,31056,3405,45640,3267,186654,6698,1586942,1295,351228,5556,804054,11761,36369,3078,169215,4596,226076,8152,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,2257967,1856,1101492,1425,328701,6093,603610,8650,18165,2396,31512,2476,119504,5659,1156475,1905,264578,5530,584002,8769,25798,3284,129166,3863,152931,5708,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1056025,364,511698,488,154712,4055,273910,5508,4509,1012,14717,1305,63850,4001,544327,549,128797,3650,272756,6768,7684,1655,53552,2350,81538,4399,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,2658617,1587,1288171,1000,402093,6417,706916,8827,23588,2420,36186,2894,119388,5434,1370446,1018,345038,6579,694545,7649,27895,2997,139722,4457,163246,6697,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,4234345,5258,2025933,2739,710495,9120,1055885,12010,25407,2749,60740,3532,173406,7575,2208412,2952,658635,9691,1034607,13294,36069,3195,227310,6241,251791,6826,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,6264897,1542,3060867,1016,967259,8888,1645259,12222,29681,2502,87143,3893,331525,8241,3204030,784,786499,7883,1643284,11423,40612,3169,330264,6180,403371,7949,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,3655546,1210,1795274,850,580218,6156,999569,8209,14009,1772,42342,2214,159136,5580,1860272,611,473577,6910,995573,9404,16673,1795,165619,3919,208830,5679,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1410910,1345,684074,1665,180980,5378,394108,6844,12977,2399,19621,2195,76388,4840,726836,2115,147564,5386,376845,8301,15111,2462,88229,3835,99087,5443,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,3990326,2143,1939320,1823,564201,9587,1072613,10965,28753,2932,53606,3111,220147,7016,2051006,1266,466522,7244,1066780,12362,35490,2881,214480,5384,267734,6387,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,726770,570,364024,500,111227,3785,194959,4842,3407,870,9349,1174,45082,3007,362746,438,77873,3289,193942,5320,5158,1206,37677,2074,48096,3365,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1232267,903,602756,774,180307,4642,340227,5047,5585,1010,16562,1703,60075,3642,629511,831,147609,3849,340298,5196,6708,1224,61063,2229,73833,3718,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1243406,1093,631669,935,190813,6238,305911,8202,12313,2188,18484,1988,104148,5833,611737,922,140061,5149,299766,8475,12756,2271,57822,3489,101332,6563,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1017079,859,497593,419,151091,3657,278136,5479,4918,1020,11161,1454,52287,3685,519486,503,128752,3625,269564,5635,7281,1736,44575,2566,69314,3363,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,4328295,4402,2081129,2525,652020,8985,1176069,12868,23146,2269,71836,4044,158058,6996,2247166,2322,565940,9026,1143071,13404,36036,3155,266650,4999,235469,7085,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,722321,1819,354680,1587,91991,3076,198133,4848,3295,918,11504,1756,49757,3292,367641,1454,76532,4100,185971,5152,5976,1261,37561,2093,61601,4147,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,9499883,4519,4588623,2440,1604548,13212,2402145,15983,73960,4217,142070,5351,365900,8616,4911260,2646,1425133,14395,2334412,17345,99682,4664,549114,8842,502919,10245,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,5230338,2715,2524404,2503,687848,9548,1464101,15632,61207,5031,69966,4620,241282,8920,2705934,2343,572435,9848,1450181,17198,76483,6085,282460,7577,324375,9509,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,504190,64,254043,361,83239,2842,139383,3285,1440,538,6236,876,23745,2331,250147,354,61663,2747,135759,3802,1719,668,26844,1522,24162,2075,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,7709392,1748,3734257,1546,1155458,10607,1992984,15582,51595,3398,117286,3920,416934,10174,3975135,1214,974544,9460,1993521,15774,71838,4344,413722,6792,521510,11614,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,2154455,906,1049494,947,267205,5155,597425,7333,16220,1992,34427,2557,134217,4577,1104961,916,213089,4435,591360,7731,22627,2416,122208,3715,155677,5511,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,2554766,2336,1245690,1331,384653,6863,651279,8694,16740,2320,32804,2497,160214,5960,1309076,1430,318546,7003,651814,10290,23396,2842,120001,4410,195319,7475,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,8497070,3344,4102713,2716,1331096,10368,2206223,13600,70495,4010,140576,5106,354323,9358,4394357,1418,1153169,10343,2180762,17755,86692,4677,514888,7336,458846,11029,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,686203,1606,326502,999,115563,3809,163046,4724,4517,1273,10467,1434,32909,3164,359701,946,102095,3492,162716,5144,4669,1086,40698,2257,49523,3229,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,2498194,1731,1211645,1690,329770,8332,695725,10665,27283,2930,35132,3153,123735,6791,1286549,1399,266728,7477,695243,10329,36860,5091,142546,5057,145172,7895,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,569083,1055,281354,1108,83996,3548,158753,4797,2583,734,7972,1077,28050,2618,287729,600,69316,2955,157323,3967,2701,782,28416,1719,29973,2635,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,3996596,1328,1929620,1441,524961,8956,1075527,12121,28848,3210,58979,3288,241305,7909,2066976,1549,425750,7569,1080397,11555,42066,3595,224358,6777,294405,9327,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,9571384,4372,4691905,3587,1292445,14401,2672007,19467,65531,5783,130092,6047,531830,13252,4879479,3362,1042884,13800,2581360,21410,88188,5549,488891,10288,678156,14151,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,1690565,1572,837596,1168,251803,6725,490213,7764,9407,1994,13975,1793,72198,3560,852969,976,206135,4789,488157,7221,12790,2066,52411,2552,93476,4529,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,496972,488,242872,269,80130,2373,128277,3327,2079,569,5070,716,27316,1931,254100,344,68101,2324,128231,3619,3303,719,21482,1507,32983,2243,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,4353010,2254,2129267,2287,635150,9047,1204712,11952,39623,3732,54817,3028,194965,7124,2223743,2254,517716,8320,1180616,12682,52388,4447,211574,5697,261449,7445,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,4139025,2183,2047288,1152,627045,8802,1099018,11421,24455,2417,51258,3271,245512,9187,2091737,1667,489601,7360,1067197,11754,35611,3420,181894,6414,317434,7261,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1440641,1633,700887,1726,213138,5055,364254,6887,9704,1459,25387,2348,88404,4069,739754,1441,166233,5277,363405,6684,17652,2128,93094,3745,99370,4981,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,3946740,1598,1940448,936,603624,7714,1077760,9597,16442,2093,49930,2718,192692,5996,2006292,871,495561,7587,1063916,10390,19626,1936,198421,4144,228768,7024,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,397572,287,201133,535,60970,3194,109579,3992,2662,849,4466,873,23456,2285,196439,541,44255,2526,105895,3325,1965,591,16351,1239,27973,2489,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,23867,3082,13036,1990,4815,1081,6391,1414,46,59,543,319,1241,483,10831,1813,3165,1159,4844,1197,154,244,770,396,1898,666,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
