GEO_ID,C17020H_001E,C17020H_001M,C17020H_002E,C17020H_002M,C17020H_003E,C17020H_003M,C17020H_004E,C17020H_004M,C17020H_005E,C17020H_005M,C17020H_006E,C17020H_006M,C17020H_007E,C17020H_007M,C17020H_008E,C17020H_008M,C17020H_009E,C17020H_009M,NAME,C17020H_001MA,C17020H_001EA,C17020H_002MA,C17020H_002EA,C17020H_003EA,C17020H_003MA,C17020H_004MA,C17020H_004EA,C17020H_005MA,C17020H_005EA,C17020H_006MA,C17020H_006EA,C17020H_007EA,C17020H_007MA,C17020H_008EA,C17020H_008MA,C17020H_009MA,C17020H_009EA,state
0400000US47,4724784,5296,682962,23123,194089,10730,419905,15020,68968,3947,4041822,23491,798572,11112,2564404,15337,678846,3716,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,11224614,8715,1058273,32462,248649,15669,692058,19400,117566,6449,10166341,34228,2040937,17295,6491963,20915,1633441,6655,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,2218443,2923,227438,13832,70572,7621,145137,7942,11729,1629,1991005,13595,583398,7492,1184538,7959,223069,1715,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,567477,1117,62249,4500,15602,2295,40461,2754,6186,999,505228,4524,95809,2228,326771,2830,82648,1018,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,5074847,4278,434331,13958,93230,6329,294706,9509,46395,3090,4640516,14622,936672,7061,2977458,9623,726386,3216,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,4817009,5630,512802,13873,115142,7233,347026,10956,50634,3693,4304207,14843,810915,8002,2804599,10902,688693,3737,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1687011,2768,298172,13088,83081,5766,189211,8815,25880,2616,1388839,13459,256765,6831,876508,8510,255566,2535,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,4625255,4396,449863,16081,111211,7036,289031,10657,49621,2754,4175392,17579,842358,7935,2664728,11400,668306,2799,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,475570,1174,47922,4941,13533,2373,30476,3446,3913,786,427648,4988,90307,2491,276023,3386,61318,852,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,27760,3827,10803,1891,2599,957,7714,1360,490,271,16957,3146,2887,1416,11540,2096,2530,782,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
