GEO_ID,C17020H_001E,C17020H_001M,C17020H_002E,C17020H_002M,C17020H_003E,C17020H_003M,C17020H_004E,C17020H_004M,C17020H_005E,C17020H_005M,C17020H_006E,C17020H_006M,C17020H_007E,C17020H_007M,C17020H_008E,C17020H_008M,C17020H_009E,C17020H_009M,NAME,C17020H_001MA,C17020H_001EA,C17020H_002MA,C17020H_002EA,C17020H_003EA,C17020H_003MA,C17020H_004MA,C17020H_004EA,C17020H_005MA,C17020H_005EA,C17020H_006MA,C17020H_006EA,C17020H_007EA,C17020H_007MA,C17020H_008EA,C17020H_008MA,C17020H_009MA,C17020H_009EA,state
0400000US01,3136217,3526,405634,16711,106239,8520,258949,11274,40446,3271,2730583,16931,551162,8782,1698788,11174,480633,3368,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,450858,781,33045,4105,9057,2357,21694,2510,2294,736,417813,4134,87558,2324,290430,2559,39825,725,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,3643754,3693,434403,20408,101690,10958,284261,13156,48452,4007,3209351,20766,557252,11047,1951432,13281,700667,3922,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2127253,2210,322137,13094,90688,6591,198238,9109,33211,2849,1805116,13343,361738,6533,1112276,9265,331102,2948,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,14626498,10225,1485672,31232,254195,13885,1038406,22194,193071,6998,13140826,32802,2208207,15235,8490762,22670,2441857,7514,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3493163,3784,329666,13426,69599,6912,229723,8297,30344,2409,3163497,13531,626726,7413,2095129,8144,441642,2457,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2461480,3201,153710,9868,27240,4277,102243,6820,24227,2399,2307770,10289,453347,4436,1449511,7542,404912,2684,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,576791,989,44571,5705,9658,2715,30875,3704,4038,808,532220,5802,97950,2807,331412,3843,102858,1003,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,200464,2293,13573,2371,87,102,12989,2366,497,347,186891,2480,20132,199,145927,2453,20832,422,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,10718454,7207,1232796,32760,262936,13738,800018,21002,169842,8473,9485658,34274,1513020,14680,5616637,21709,2356001,8810,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,5322786,5363,666632,25633,168408,11558,438394,17016,59830,3943,4656154,25383,980810,11659,2955447,16597,719897,3920,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,302830,1579,33899,3771,5794,1582,25121,2723,2984,834,268931,3876,35647,1578,187876,2882,45408,1046,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1297713,3180,179753,10526,48917,5528,118993,6626,11843,1763,1117960,11311,269897,6101,672854,6905,175209,1826,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,7948851,6224,751484,20478,183239,10380,492014,14292,76231,3981,7197367,21867,1424057,10988,4599320,15456,1173990,4304,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,5149132,5131,638577,25774,191365,12992,399576,14056,47636,3755,4510555,25390,963029,13082,2844973,13622,702553,3936,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2625568,2129,275343,10149,72945,6003,174662,6199,27736,1993,2350225,9969,505699,6165,1451384,6131,393142,2258,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2170423,2537,226759,9829,57737,4878,147404,6267,21618,2222,1943664,9809,425719,4906,1207632,6524,310313,2336,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,3660935,4451,629211,19778,192812,10190,376938,11101,59461,4035,3031724,20440,613210,10689,1947232,11216,471282,3955,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,2689248,3512,343294,15059,86212,6529,220557,9974,36525,2800,2345954,15887,491114,7044,1486925,10264,367915,2884,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1220157,1829,161919,7825,40610,3267,105560,5472,15749,1801,1058238,8319,195663,3714,673467,5501,189108,1838,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,3089825,3981,199083,11880,41806,5743,129926,7646,27351,2510,2890742,12939,568428,6432,1852141,7751,470173,2854,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,4832866,6319,383257,17177,78661,7996,246489,10152,58107,3867,4449609,17866,851469,7976,2871746,10798,726394,4135,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,7393166,3820,974672,18661,267425,10141,626032,11475,81215,4355,6418494,18731,1278276,10112,4053750,12116,1086468,4601,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,4327833,2232,375577,10629,83637,4741,245507,8529,46433,2486,3952256,10901,838675,4786,2522287,8895,591294,2661,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1676773,2764,219755,12954,56585,5259,138335,8632,24835,2583,1457018,13198,306047,5469,898799,8600,252172,2697,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,4726992,4837,610671,18987,176214,10449,379512,11007,54945,3116,4116321,19640,855241,10507,2580658,11378,680422,3053,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,853471,1351,105416,7420,26839,3660,68025,4987,10552,1525,748055,7520,147645,3819,471485,5001,128925,1529,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1466955,1848,143611,8103,37237,4236,89749,4799,16625,1624,1323344,7959,289288,4395,826150,4941,207906,1797,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1438185,2030,159182,9372,35497,4487,104742,6801,18943,2605,1279003,9481,219905,4550,823105,7044,235993,2684,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1177796,1926,96551,7318,26175,3848,59954,4549,10422,1567,1081245,8023,214350,4241,705140,4730,161755,1572,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,5078740,6461,299457,13922,71154,7584,177014,8368,51289,3220,4779283,15260,955157,7633,2984717,9657,839409,3416,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,821307,1851,95700,7894,19998,3494,66864,5544,8838,1480,725607,8376,114090,3610,453022,6038,158495,1741,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,10972095,8241,1110970,22423,281707,11200,685489,14124,143774,6171,9861125,23788,1851268,11605,6301281,15076,1708576,6333,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,6125699,5157,741204,25695,185897,11491,481185,15428,74122,4765,5384495,26112,1056348,11743,3403873,15577,924274,4971,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,585431,765,54572,4251,10269,1975,35133,3055,9170,972,530859,4367,110399,2018,340130,3102,80330,1040,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,9121814,5543,1173683,28950,345347,15069,733525,17806,94811,4949,7948131,31239,1620119,16605,5015965,18205,1312047,5106,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,2517367,2698,328354,11888,84118,5649,210538,7412,33698,2779,2189013,12053,427447,6026,1370698,7501,390868,2870,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,2960351,4572,437623,15315,105041,7952,299426,10696,33156,2681,2522728,15294,445377,7623,1608871,10818,468480,2909,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,9795640,5899,968486,24200,237232,11646,615424,15570,115830,4506,8827154,25365,1685698,12453,5550824,16599,1590632,4536,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,768144,2318,75222,7661,16252,3224,47168,5247,11802,1707,692922,8129,119910,3474,451331,5483,121681,1744,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,2915366,3892,368047,16536,98976,9028,236359,10052,32712,2805,2547319,16303,490299,9143,1593102,9616,463918,3075,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,673994,1833,65769,4982,14734,2335,39814,3187,11221,1700,608225,5396,136042,2609,377035,3487,95148,1714,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
