GEO_ID,B19037A_001E,B19037A_001M,B19037A_002E,B19037A_002M,B19037A_003E,B19037A_003M,B19037A_004E,B19037A_004M,B19037A_005E,B19037A_005M,B19037A_006E,B19037A_006M,B19037A_007E,B19037A_007M,B19037A_008E,B19037A_008M,B19037A_009E,B19037A_009M,B19037A_010E,B19037A_010M,B19037A_011E,B19037A_011M,B19037A_012E,B19037A_012M,B19037A_013E,B19037A_013M,B19037A_014E,B19037A_014M,B19037A_015E,B19037A_015M,B19037A_016E,B19037A_016M,B19037A_017E,B19037A_017M,B19037A_018E,B19037A_018M,B19037A_019E,B19037A_019M,B19037A_020E,B19037A_020M,B19037A_021E,B19037A_021M,B19037A_022E,B19037A_022M,B19037A_023E,B19037A_023M,B19037A_024E,B19037A_024M,B19037A_025E,B19037A_025M,B19037A_026E,B19037A_026M,B19037A_027E,B19037A_027M,B19037A_028E,B19037A_028M,B19037A_029E,B19037A_029M,B19037A_030E,B19037A_030M,B19037A_031E,B19037A_031M,B19037A_032E,B19037A_032M,B19037A_033E,B19037A_033M,B19037A_034E,B19037A_034M,B19037A_035E,B19037A_035M,B19037A_036E,B19037A_036M,B19037A_037E,B19037A_037M,B19037A_038E,B19037A_038M,B19037A_039E,B19037A_039M,B19037A_040E,B19037A_040M,B19037A_041E,B19037A_041M,B19037A_042E,B19037A_042M,B19037A_043E,B19037A_043M,B19037A_044E,B19037A_044M,B19037A_045E,B19037A_045M,B19037A_046E,B19037A_046M,B19037A_047E,B19037A_047M,B19037A_048E,B19037A_048M,B19037A_049E,B19037A_049M,B19037A_050E,B19037A_050M,B19037A_051E,B19037A_051M,B19037A_052E,B19037A_052M,B19037A_053E,B19037A_053M,B19037A_054E,B19037A_054M,B19037A_055E,B19037A_055M,B19037A_056E,B19037A_056M,B19037A_057E,B19037A_057M,B19037A_058E,B19037A_058M,B19037A_059E,B19037A_059M,B19037A_060E,B19037A_060M,B19037A_061E,B19037A_061M,B19037A_062E,B19037A_062M,B19037A_063E,B19037A_063M,B19037A_064E,B19037A_064M,B19037A_065E,B19037A_065M,B19037A_066E,B19037A_066M,B19037A_067E,B19037A_067M,B19037A_068E,B19037A_068M,B19037A_069E,B19037A_069M,NAME,B19037A_001EA,B19037A_001MA,B19037A_002EA,B19037A_002MA,B19037A_003EA,B19037A_003MA,B19037A_004EA,B19037A_004MA,B19037A_005EA,B19037A_005MA,B19037A_006EA,B19037A_006MA,B19037A_007MA,B19037A_007EA,B19037A_008MA,B19037A_008EA,B19037A_009EA,B19037A_009MA,B19037A_010EA,B19037A_010MA,B19037A_011EA,B19037A_011MA,B19037A_012EA,B19037A_012MA,B19037A_013MA,B19037A_013EA,B19037A_014EA,B19037A_014MA,B19037A_015EA,B19037A_015MA,B19037A_016EA,B19037A_016MA,B19037A_017EA,B19037A_017MA,B19037A_018MA,B19037A_018EA,B19037A_019MA,B19037A_019EA,B19037A_020EA,B19037A_020MA,B19037A_021EA,B19037A_021MA,B19037A_022EA,B19037A_022MA,B19037A_023EA,B19037A_023MA,B19037A_024EA,B19037A_024MA,B19037A_025EA,B19037A_025MA,B19037A_026EA,B19037A_026MA,B19037A_027EA,B19037A_027MA,B19037A_028EA,B19037A_028MA,B19037A_029MA,B19037A_029EA,B19037A_030EA,B19037A_030MA,B19037A_031EA,B19037A_031MA,B19037A_032EA,B19037A_032MA,B19037A_033EA,B19037A_033MA,B19037A_034EA,B19037A_034MA,B19037A_035EA,B19037A_035MA,B19037A_036EA,B19037A_036MA,B19037A_037EA,B19037A_037MA,B19037A_038EA,B19037A_038MA,B19037A_039MA,B19037A_039EA,B19037A_040MA,B19037A_040EA,B19037A_041EA,B19037A_041MA,B19037A_042EA,B19037A_042MA,B19037A_043EA,B19037A_043MA,B19037A_044EA,B19037A_044MA,B19037A_045EA,B19037A_045MA,B19037A_046EA,B19037A_046MA,B19037A_047EA,B19037A_047MA,B19037A_048EA,B19037A_048MA,B19037A_049MA,B19037A_049EA,B19037A_050MA,B19037A_050EA,B19037A_051MA,B19037A_051EA,B19037A_052MA,B19037A_052EA,B19037A_053EA,B19037A_053MA,B19037A_054MA,B19037A_054EA,B19037A_055EA,B19037A_055MA,B19037A_056EA,B19037A_056MA,B19037A_057MA,B19037A_057EA,B19037A_058MA,B19037A_058EA,B19037A_059EA,B19037A_059MA,B19037A_060EA,B19037A_060MA,B19037A_061EA,B19037A_061MA,B19037A_062MA,B19037A_062EA,B19037A_063MA,B19037A_063EA,B19037A_064EA,B19037A_064MA,B19037A_065EA,B19037A_065MA,B19037A_066EA,B19037A_066MA,B19037A_067EA,B19037A_067MA,B19037A_068MA,B19037A_068EA,B19037A_069EA,B19037A_069MA,state
0400000US01,1314768,8237,53986,3878,11176,1714,5198,1265,6819,1495,5441,1430,4979,1361,4252,1228,2558,834,3078,990,2094,589,3249,838,2714,948,1921,830,392,330,96,119,19,25,0,190,390071,6004,23847,2773,14772,2091,17538,2311,20048,2861,20376,2764,20097,2507,20552,3041,20288,2318,19675,2547,36363,3400,45445,3590,60428,3875,34780,3451,14792,2386,13483,1809,7587,1457,531318,5185,37516,3756,27000,2528,23616,2152,28183,2805,22995,2226,22872,2440,22380,2347,27258,3283,22623,2111,39971,2836,60107,3675,66608,3435,51552,3201,26496,2632,27036,2670,25105,2347,339393,4275,25001,2581,34707,2697,30493,2550,32396,2330,27406,2390,24369,2309,21025,1831,17629,1997,15552,1535,26229,2318,26898,2421,24888,1931,13085,1672,6956,1091,5388,1199,7371,1042,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,193742,3154,9884,1456,718,445,212,153,522,416,834,460,491,359,698,432,665,384,1713,670,501,409,811,434,1019,508,1031,429,25,32,439,433,62,77,143,227,70455,2316,1920,719,2097,849,1210,431,2425,746,1721,605,2692,692,2387,653,2322,797,2848,926,5193,1392,10261,1615,11532,1630,8602,1305,5530,1434,6865,1504,2850,857,84818,2362,2612,734,2172,633,1232,564,1830,504,2607,811,2118,811,2523,862,3140,904,2422,685,6798,1167,10490,1483,14733,1793,11229,1537,6982,1207,8054,1302,5876,1156,28585,1255,1555,552,1750,560,1997,547,1512,579,1324,468,1683,696,1228,437,1143,424,1267,485,2307,603,3242,1003,3791,806,2077,559,1267,486,1468,561,974,410,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1980030,12659,84699,5251,18225,2997,7571,1578,6706,1384,8693,1841,7718,2021,6103,1514,6125,1934,5251,1413,3046,1066,4935,1465,4100,1083,3279,1324,1560,859,1297,1037,0,229,90,115,620799,9763,42550,4215,26057,3342,26910,3246,32772,4343,28174,3253,33528,4352,32954,3808,34869,3937,34012,3992,54900,5159,76087,6775,80734,6304,50656,4576,27515,3301,23356,3317,15725,2299,760161,8869,55301,5498,32045,3444,34024,3714,39163,4043,32689,3402,35749,3815,33235,3403,35361,3052,29392,3781,61324,4582,80829,5571,98258,5447,68107,4451,43749,3679,42007,4679,38928,3871,514371,5944,31589,2963,37830,3163,43537,3651,45424,3134,40608,3436,36020,3335,33010,3546,29854,2742,22236,2405,42647,2902,42201,3150,48809,4193,23567,2455,12541,2025,12175,2200,12323,2015,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,909536,6940,44886,3184,10536,1960,4233,1231,4335,1219,4829,1172,4159,1305,3999,1296,2414,874,2429,860,1724,817,3091,881,1507,685,1130,516,436,534,40,72,24,43,0,192,274613,6328,19069,2296,13759,2336,15745,2392,16830,2541,15121,2316,16325,1889,13575,1870,16501,2215,15676,2349,24602,2738,30871,2834,35155,2912,20118,2161,8543,1811,8308,1694,4415,1169,350229,4239,27838,3037,21954,2476,17609,1769,19470,2132,18145,2168,17639,1725,18472,1872,17933,1901,14393,1743,30868,2847,39043,3104,41770,2901,27533,2467,14242,1802,12689,1763,10631,1743,239808,3223,18033,1891,30586,2263,27062,2295,20355,1882,18380,1685,16165,1611,15876,1542,12961,1517,10607,1399,17567,1581,16357,2206,17742,1876,6325,1074,5249,1100,3363,916,3180,853,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,8488352,27903,280355,8632,51432,4602,23752,2515,21133,2396,24938,2969,19063,2666,20588,2764,14449,2128,15543,2702,14278,1888,21788,2803,21488,2603,17800,2621,6556,1499,2699,975,2937,1040,1911,779,2766181,21189,129843,6610,96047,4726,109649,6271,129414,6841,126818,6799,134116,6841,123327,7174,129004,5335,116287,6252,215288,8982,289541,8682,372059,11000,280413,9985,168382,7198,180590,7835,165403,5837,3452339,14477,174692,7429,136120,6398,119765,6416,135734,6740,117963,6107,125095,5565,120870,6215,124884,5872,123128,5795,232712,7394,336741,9663,460050,11575,374193,9131,237511,7144,286168,7441,346713,8707,1989477,12208,106215,4550,176315,6796,163229,6441,143706,4984,129282,4908,116453,4971,106162,5075,95436,5559,88456,4885,146089,5392,180184,5546,186286,5296,115277,4875,71475,3949,75633,4196,89279,4164,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1730551,11052,87795,5037,17769,2554,8790,1949,7333,1523,8381,1653,6972,1942,5427,1453,5226,1272,5896,1627,3862,886,7157,1480,4886,1397,3989,902,1329,563,647,444,0,201,131,212,615668,8386,28032,2704,18992,2529,19416,2199,23307,2725,24066,2564,31404,3556,30425,3066,32608,3014,25528,3011,60276,4855,75401,5451,92319,5642,61811,3755,34488,3133,33357,3066,24238,2801,694352,6226,37739,3468,20641,2055,24438,2298,26881,3230,22276,2733,28337,2606,28570,2668,28126,2713,28345,3255,53408,3388,68600,4005,93890,5280,75637,4110,45546,2924,57723,3804,54195,3524,332736,4064,20621,1940,28806,2115,27507,2291,28356,2664,21622,1839,23810,2161,17987,2011,16246,1812,17472,1558,25768,2079,30455,2234,31035,2288,16076,1334,8787,1122,8705,1210,9483,1317,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1102216,6222,21259,2221,3369,823,2027,769,1558,566,1384,524,1410,561,1096,537,898,463,1469,762,1354,608,2383,805,1742,551,1702,564,715,414,0,198,84,101,68,79,305048,5315,12004,1918,8740,1724,8377,1444,8190,1625,6930,1413,11050,1643,8961,2034,15066,2525,10745,1979,22388,2397,31295,2699,48242,3575,38398,3299,22405,2279,25804,2262,26453,2452,492146,3841,21729,2019,10939,1738,13536,2181,10775,1643,11860,1832,12888,1841,12937,1866,17295,1755,14187,1723,31668,2602,46609,3370,74812,3846,57222,2986,40247,2787,52453,2580,62989,3108,283763,3478,16043,1778,20537,2042,24977,2438,21959,1771,19550,1776,16412,1804,13628,1623,13836,1632,12291,1538,21954,2193,25134,1922,26877,2006,15891,1587,10077,1412,10735,1440,13862,1257,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,248392,3571,7419,1280,1027,420,663,459,789,460,72,81,1055,819,454,257,389,382,182,134,159,180,832,495,574,482,777,513,156,162,290,321,0,192,0,192,68072,2565,2180,1056,1169,412,2193,776,2440,803,2598,898,3413,837,1935,652,3902,1161,2961,851,5300,1278,7278,1417,13229,1771,7569,1349,5447,1269,3855,918,2603,679,104038,2152,3327,864,3123,881,2085,761,3231,1131,3220,850,3280,887,3781,984,4265,930,4488,1091,7893,1104,11291,1461,16064,1812,12995,1909,8104,1298,8063,1356,8828,1347,68863,1873,3014,695,4062,976,6240,1077,5137,905,3973,807,4275,898,3035,677,4459,962,4302,986,5670,848,7929,1198,7383,1321,4777,878,1576,415,1572,659,1459,435,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,119021,3301,7994,1285,1981,710,589,333,203,200,245,241,288,267,364,312,361,293,499,387,363,266,545,293,790,420,870,437,759,343,0,200,137,225,0,200,64932,2735,1750,774,555,441,228,175,804,554,903,423,1247,551,1932,961,1941,647,1456,678,4190,1090,6669,1325,9649,1678,10662,1616,6101,1390,6031,1034,10814,1471,30244,1529,1495,733,149,120,278,290,783,581,138,138,25,43,177,187,244,185,384,251,1222,561,1697,638,2641,932,3343,903,2015,505,4980,953,10673,1338,15851,789,297,206,294,260,496,371,723,348,562,407,180,173,517,346,728,414,324,230,1011,405,1000,472,1422,550,1018,390,1631,596,1200,467,4448,771,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,5746158,23697,165329,6685,34111,3389,13958,2638,17284,2658,14984,2655,13726,2279,12910,2420,12505,2285,8182,1730,8284,1901,10581,1776,7574,1569,7057,1797,2544,1056,913,623,273,229,443,294,1550737,16245,91052,5934,61146,4840,71255,5516,83832,6200,85726,5018,91027,6398,85303,6192,85450,6345,76550,6102,140750,7535,185893,8967,206243,9299,121755,6615,57532,4557,58780,4400,48443,4787,2246804,16910,163300,7580,103818,4967,100442,5008,111618,6564,109353,6760,111003,6187,108576,5096,108679,6565,92066,5485,187639,6979,240884,8944,275786,9343,189735,7848,111556,6400,113451,6760,118898,6226,1783288,12892,127686,6014,160660,7713,164929,7304,156583,6934,139513,6302,121498,5749,107136,5911,94478,4951,86023,5111,140359,6680,147980,6189,139429,5714,74516,4433,40778,3374,37561,2827,44159,3192,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
