GEO_ID,B20001_001E,B20001_001M,B20001_002E,B20001_002M,B20001_003E,B20001_003M,B20001_004E,B20001_004M,B20001_005E,B20001_005M,B20001_006E,B20001_006M,B20001_007E,B20001_007M,B20001_008E,B20001_008M,B20001_009E,B20001_009M,B20001_010E,B20001_010M,B20001_011E,B20001_011M,B20001_012E,B20001_012M,B20001_013E,B20001_013M,B20001_014E,B20001_014M,B20001_015E,B20001_015M,B20001_016E,B20001_016M,B20001_017E,B20001_017M,B20001_018E,B20001_018M,B20001_019E,B20001_019M,B20001_020E,B20001_020M,B20001_021E,B20001_021M,B20001_022E,B20001_022M,B20001_023E,B20001_023M,B20001_024E,B20001_024M,B20001_025E,B20001_025M,B20001_026E,B20001_026M,B20001_027E,B20001_027M,B20001_028E,B20001_028M,B20001_029E,B20001_029M,B20001_030E,B20001_030M,B20001_031E,B20001_031M,B20001_032E,B20001_032M,B20001_033E,B20001_033M,B20001_034E,B20001_034M,B20001_035E,B20001_035M,B20001_036E,B20001_036M,B20001_037E,B20001_037M,B20001_038E,B20001_038M,B20001_039E,B20001_039M,B20001_040E,B20001_040M,B20001_041E,B20001_041M,B20001_042E,B20001_042M,B20001_043E,B20001_043M,NAME,B20001_001EA,B20001_001MA,B20001_002EA,B20001_002MA,B20001_003EA,B20001_003MA,B20001_004EA,B20001_004MA,B20001_005EA,B20001_005MA,B20001_006EA,B20001_006MA,B20001_007MA,B20001_007EA,B20001_008MA,B20001_008EA,B20001_009MA,B20001_009EA,B20001_010EA,B20001_010MA,B20001_011EA,B20001_011MA,B20001_012MA,B20001_012EA,B20001_013MA,B20001_013EA,B20001_014MA,B20001_014EA,B20001_015MA,B20001_015EA,B20001_016EA,B20001_016MA,B20001_017MA,B20001_017EA,B20001_018MA,B20001_018EA,B20001_019MA,B20001_019EA,B20001_020MA,B20001_020EA,B20001_021EA,B20001_021MA,B20001_022MA,B20001_022EA,B20001_023MA,B20001_023EA,B20001_024MA,B20001_024EA,B20001_025MA,B20001_025EA,B20001_026EA,B20001_026MA,B20001_027MA,B20001_027EA,B20001_028MA,B20001_028EA,B20001_029MA,B20001_029EA,B20001_030MA,B20001_030EA,B20001_031EA,B20001_031MA,B20001_032MA,B20001_032EA,B20001_033MA,B20001_033EA,B20001_034MA,B20001_034EA,B20001_035MA,B20001_035EA,B20001_036EA,B20001_036MA,B20001_037EA,B20001_037MA,B20001_038MA,B20001_038EA,B20001_039MA,B20001_039EA,B20001_040MA,B20001_040EA,B20001_041EA,B20001_041MA,B20001_042EA,B20001_042MA,B20001_043MA,B20001_043EA,state
0400000US01,2284772,15397,1185874,8952,74492,4053,49727,3383,43879,3442,39956,3751,57709,4391,32155,3516,44684,3906,33806,2993,56949,5213,36735,3540,80261,4258,84135,5142,61645,4029,66217,4282,50209,4313,63824,4329,79654,5341,56440,3685,80892,4510,92505,4326,1098898,11908,90240,4679,65194,4726,62060,4155,55782,4189,83446,5599,47007,3741,63952,4895,50292,4666,61046,3725,43199,3092,82557,4903,74667,4919,59316,4226,59058,3901,41430,3281,43334,3426,42667,3165,26038,2879,25960,2482,21653,2321,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,418924,5175,228818,2871,10804,1441,7784,1154,8269,1339,5497,1098,8688,1475,4787,1090,8251,1341,4594,894,8812,1289,5943,1013,10819,1469,13038,1860,9465,1489,16186,2748,9261,1710,11977,1885,17007,2564,14495,2064,24969,2512,28172,2924,190106,4154,14569,1600,9014,1307,9245,1349,6093,1172,10455,1841,3721,798,7376,1473,5424,1322,9357,1418,7720,1497,16226,1775,14668,1827,12034,2001,11663,1599,7109,1232,8214,1156,11431,1793,9094,1503,10867,1545,5826,1449,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,3047900,19591,1633111,14850,103154,6780,65310,5011,65440,4890,44854,3915,86272,6277,47842,5023,81851,6555,53990,5804,78252,5382,51505,4952,96782,7476,112222,7993,83949,5019,99637,7487,66146,5874,69757,5007,100925,7012,69767,5399,109308,6786,146148,6627,1414789,12875,109655,6334,72160,5421,84967,5771,60876,4206,97714,6516,53494,5313,71187,5973,43988,3973,72290,6051,50765,4563,103177,6778,111431,7951,90491,6355,81290,5621,48766,3694,49618,4632,65342,5209,46965,4336,54269,4042,46344,4387,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1401900,10158,740865,7086,43835,3115,34320,3078,37376,3366,21782,2715,38526,3481,22586,2610,30265,2701,21624,2666,45003,3753,32468,3867,55678,3969,52442,3985,46202,4044,39803,3256,27578,2849,36096,3746,43900,3217,25682,3025,37085,2877,48614,4207,661035,7959,51900,3850,40581,4061,36574,3492,29541,3109,51220,3458,31780,3106,40159,3839,28384,3144,40603,3298,30844,2903,49892,4049,45712,3457,35882,2930,33588,2947,25568,2401,20760,2577,25151,2720,15927,2141,16439,2203,10530,1780,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,18566876,43969,10031697,23155,517179,12762,364644,10434,402683,12568,305530,10231,535565,13893,280916,10429,443767,10308,313501,10119,474502,13467,334661,10966,567254,15117,579885,13302,472336,12209,482707,11192,354020,10156,441141,12236,580754,11134,448528,11583,792785,14594,1339339,16091,8535179,32898,624675,13795,435345,10713,496363,12557,367396,10333,570795,12382,298498,9667,405813,12155,281307,9068,400205,11964,290788,10774,493214,11868,525653,14939,402574,11844,414129,10835,305651,9524,335787,9698,456028,11746,344124,11115,538402,12308,548432,11519,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2857729,12936,1527847,9379,83289,4424,64335,4280,58457,4673,43106,3595,72435,5678,31228,3161,48275,3966,36700,3436,61780,4101,41097,3816,81934,4813,102877,5357,79984,5137,83867,4361,62592,4180,85769,5188,97467,5463,79422,4426,128063,5589,185170,7177,1329882,9385,109003,5914,75311,4641,75623,4769,51667,4041,84505,4720,45044,3429,58236,4359,42822,3912,65248,3901,47737,3923,89392,5571,93177,5009,73362,3441,73689,4733,53399,4433,54628,4254,69029,4238,48068,3510,65349,3967,54593,4653,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1964074,9511,1010858,7284,58688,3563,36535,3291,37813,3153,23455,2914,39196,3709,19079,2378,31068,3413,17468,2249,32617,2816,17182,2474,52268,4468,52227,3972,43909,3233,56738,3990,39457,3474,51935,3792,70808,3938,58147,3590,105202,5622,167066,5377,953216,6407,74564,4207,50871,3418,45597,3160,29621,2386,52230,3296,24795,2179,38847,3013,24670,2635,41822,3386,26420,2336,55876,3278,62949,4265,49579,3822,51656,3951,38914,3676,44977,3592,59925,3230,49993,3243,71866,3852,58044,3835,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,477181,5254,243112,3619,13498,2011,9258,1400,8970,1472,7406,1352,8870,1569,4792,996,6708,1451,5277,1234,7569,1481,6905,1461,12979,2006,14421,1914,15496,2215,15262,2263,12762,1956,16312,2155,17339,2154,13961,2061,19649,2088,25678,2067,234069,4020,18579,2008,13541,1746,12329,1884,10329,1917,10665,1567,7731,1569,8940,1444,7217,1330,10543,1983,6903,1479,15902,1933,17031,2016,16083,2085,13863,1893,10927,1856,10046,1771,13861,1744,9639,1770,11718,1610,8222,1206,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,359904,5559,173361,3376,8567,1358,5887,1400,4258,831,2668,842,6208,1451,2498,684,3338,768,2532,906,6722,1238,4806,1457,6701,1278,10083,1876,7266,1197,8976,1457,5214,1232,7444,1314,11925,1641,11807,2137,16123,1949,40338,2270,186543,4340,14896,2203,7532,1512,6564,1270,4757,1227,7143,1536,2160,660,5562,1248,3200,900,4391,1334,3561,896,7825,1498,9279,1179,8909,1344,9925,1610,7630,1191,10850,1543,15388,2045,11497,1659,19039,2040,26435,2292,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,9127479,35717,4717809,23508,262851,8874,184523,7694,212937,8713,161635,10059,258199,10099,141856,9068,224565,11023,155639,9241,245749,9796,156551,8152,324106,10773,344220,12038,259306,10696,254239,11402,175524,8631,225541,8725,273887,9564,175477,8848,276189,10100,404815,12883,4409670,22554,300883,11846,209208,8050,237632,10077,191541,9127,317671,12776,184745,9551,246915,8768,174601,8889,259521,10683,166889,7516,356934,12779,330272,11685,264344,10198,259651,9824,165399,7966,153990,6550,202606,9960,118676,7404,142048,7271,126144,6977,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
