GEO_ID,B13015_001E,B13015_001M,B13015_002E,B13015_002M,B13015_003E,B13015_003M,B13015_004E,B13015_004M,B13015_005E,B13015_005M,B13015_006E,B13015_006M,B13015_007E,B13015_007M,B13015_008E,B13015_008M,B13015_009E,B13015_009M,B13015_010E,B13015_010M,B13015_011E,B13015_011M,B13015_012E,B13015_012M,B13015_013E,B13015_013M,B13015_014E,B13015_014M,B13015_015E,B13015_015M,NAME,B13015_001EA,B13015_001MA,B13015_002EA,B13015_002MA,B13015_003EA,B13015_003MA,B13015_004MA,B13015_004EA,B13015_005MA,B13015_005EA,B13015_006MA,B13015_006EA,B13015_007EA,B13015_007MA,B13015_008EA,B13015_008MA,B13015_009EA,B13015_009MA,B13015_010MA,B13015_010EA,B13015_011MA,B13015_011EA,B13015_012EA,B13015_012MA,B13015_013EA,B13015_013MA,B13015_014EA,B13015_014MA,B13015_015MA,B13015_015EA,state
0400000US01,1173490,4143,70601,4956,42216,4264,754,442,41462,4216,28385,2827,1890,825,26495,2877,1102889,6384,500203,10951,5518,1205,494685,10816,602686,10760,13162,2201,589524,10816,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,178692,1847,12883,2123,8310,1798,513,461,7797,1785,4573,1154,378,231,4195,1124,165809,2745,78198,3229,1585,758,76613,3304,87611,3797,4397,1152,83214,3756,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1529727,4606,84696,6441,51256,4786,991,565,50265,4829,33440,4003,3074,1017,30366,3908,1445031,7609,620960,13222,10582,1979,610378,13252,824071,14638,24220,2885,799851,14917,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,693482,3922,36586,3760,23419,2865,869,493,22550,2724,13167,2092,1499,748,11668,1875,656896,5108,317914,7314,5855,1330,312059,7646,338982,6800,11262,1906,327720,6949,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,9542324,11302,518722,12551,342864,10098,16068,1935,326796,9964,175858,7386,32296,3402,143562,7218,9023602,18670,3922967,29503,110268,6208,3812699,31180,5100635,31375,213391,7916,4887244,29761,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1260971,4155,75261,5050,53281,4296,1557,951,51724,4269,21980,2730,2209,940,19771,2695,1185710,6674,554197,9539,5185,1268,549012,9472,631513,11262,10248,1555,621265,11522,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,869059,3310,39770,3134,24603,2180,992,528,23611,2172,15167,2324,2857,985,12310,2046,829289,4543,361491,6671,5411,1378,356080,6516,467798,6340,17480,2544,450318,6361,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,220541,1737,10066,1528,5960,1148,105,126,5855,1138,4106,1098,111,150,3995,1120,210475,2157,84419,3248,1915,737,82504,3254,126056,3086,3021,811,123035,3033,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,189049,987,7070,1539,3479,967,0,200,3479,967,3591,1117,831,431,2760,976,181979,1952,37180,2551,701,497,36479,2475,144799,2912,6848,1343,137951,3059,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4423846,9181,206786,9924,124030,7260,2085,1017,121945,7045,82756,6765,4803,1260,77953,6668,4217060,12435,1764035,21922,22790,3006,1741245,21906,2453025,21328,41113,3641,2411912,21423,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
