GEO_ID,C08501_001E,C08501_001M,C08501_002E,C08501_002M,C08501_003E,C08501_003M,C08501_004E,C08501_004M,C08501_005E,C08501_005M,C08501_006E,C08501_006M,C08501_007E,C08501_007M,C08501_008E,C08501_008M,C08501_009E,C08501_009M,C08501_010E,C08501_010M,C08501_011E,C08501_011M,C08501_012E,C08501_012M,C08501_013E,C08501_013M,C08501_014E,C08501_014M,C08501_015E,C08501_015M,C08501_016E,C08501_016M,C08501_017E,C08501_017M,C08501_018E,C08501_018M,C08501_019E,C08501_019M,C08501_020E,C08501_020M,C08501_021E,C08501_021M,C08501_022E,C08501_022M,C08501_023E,C08501_023M,C08501_024E,C08501_024M,C08501_025E,C08501_025M,C08501_026E,C08501_026M,C08501_027E,C08501_027M,C08501_028E,C08501_028M,C08501_029E,C08501_029M,C08501_030E,C08501_030M,C08501_031E,C08501_031M,C08501_032E,C08501_032M,C08501_033E,C08501_033M,C08501_034E,C08501_034M,C08501_035E,C08501_035M,C08501_036E,C08501_036M,C08501_037E,C08501_037M,C08501_038E,C08501_038M,C08501_039E,C08501_039M,C08501_040E,C08501_040M,C08501_041E,C08501_041M,C08501_042E,C08501_042M,NAME,C08501_001EA,C08501_001MA,C08501_002EA,C08501_002MA,C08501_003MA,C08501_003EA,C08501_004MA,C08501_004EA,C08501_005EA,C08501_005MA,C08501_006EA,C08501_006MA,C08501_007EA,C08501_007MA,C08501_008EA,C08501_008MA,C08501_009MA,C08501_009EA,C08501_010MA,C08501_010EA,C08501_011EA,C08501_011MA,C08501_012EA,C08501_012MA,C08501_013EA,C08501_013MA,C08501_014MA,C08501_014EA,C08501_015MA,C08501_015EA,C08501_016EA,C08501_016MA,C08501_017EA,C08501_017MA,C08501_018EA,C08501_018MA,C08501_019EA,C08501_019MA,C08501_020MA,C08501_020EA,C08501_021MA,C08501_021EA,C08501_022EA,C08501_022MA,C08501_023EA,C08501_023MA,C08501_024EA,C08501_024MA,C08501_025EA,C08501_025MA,C08501_026MA,C08501_026EA,C08501_027MA,C08501_027EA,C08501_028EA,C08501_028MA,C08501_029MA,C08501_029EA,C08501_030EA,C08501_030MA,C08501_031EA,C08501_031MA,C08501_032MA,C08501_032EA,C08501_033EA,C08501_033MA,C08501_034EA,C08501_034MA,C08501_035MA,C08501_035EA,C08501_036EA,C08501_036MA,C08501_037MA,C08501_037EA,C08501_038EA,C08501_038MA,C08501_039EA,C08501_039MA,C08501_040MA,C08501_040EA,C08501_041EA,C08501_041MA,C08501_042MA,C08501_042EA,state
0400000US01,1914756,17722,57180,3734,188833,5675,827597,9875,448198,6835,181062,6365,211886,7586,1626125,16768,45057,3137,155635,5690,698098,10636,387897,6462,158298,5854,181140,6940,188241,9426,7608,1492,22207,2399,91299,6426,38190,3549,13800,1736,15137,2030,8782,1424,529,319,1692,654,3334,889,1737,611,906,498,584,314,40482,3352,3321,723,6805,1455,15735,2384,7768,1470,2650,894,4203,953,51126,4304,665,418,2494,715,19131,2905,12606,2112,5408,1034,10822,1449,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,355925,6110,12668,1431,41336,2302,151893,3666,81567,3044,35766,2946,32695,2194,239776,6215,6574,1102,26137,2532,104167,4548,56229,3284,24880,2711,21789,1917,43590,3508,3205,1009,6081,1310,19689,2767,8655,1592,3399,887,2561,647,6061,1575,380,289,1160,679,2588,834,886,587,733,390,314,217,49623,2737,2013,418,6326,870,19660,1941,12510,1404,4810,1041,4304,868,16875,2033,496,385,1632,676,5789,1312,3287,748,1944,676,3727,938,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2623436,18031,89842,5957,267145,7351,1174862,10982,575848,8290,239467,7962,276272,8980,1991552,20267,56427,5202,194161,7711,902035,13635,439694,8470,183649,6803,215586,7559,303211,12323,16349,3453,35823,3390,141959,8870,66773,4906,22190,2743,20117,2612,52302,4776,2627,1146,8632,2038,23837,3018,9019,1652,4891,982,3296,1057,130589,8586,10882,2451,21679,3357,54636,5450,24282,2861,10543,2044,8567,1465,145782,8522,3557,1183,6850,1628,52395,5465,36080,3256,18194,2520,28706,3887,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1214826,11798,39404,3277,126040,4803,526928,7775,271477,6000,117433,4359,133544,4633,1005949,12850,28221,2906,101981,5079,437087,8682,227139,6354,97901,4310,113620,4258,124777,6639,5616,1279,15536,2595,57170,5083,26210,2761,11599,2060,8646,1200,5346,1194,109,148,642,418,2522,967,996,400,590,426,487,292,38185,3863,4316,954,5967,1456,14013,2710,7112,1182,2324,733,4453,1284,40569,3617,1142,550,1914,666,16136,2564,10020,1646,5019,1173,6338,1216,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,16042489,40016,403742,9438,1604889,14366,7400661,26045,3648003,19690,1421455,16197,1563739,19258,11759523,45850,244399,7849,1112325,13673,5455347,32590,2737921,22658,1067218,15912,1142313,17402,1781154,26616,64732,4045,203233,8697,861809,19516,386404,10842,136003,5287,128973,6216,825845,15872,29212,2680,108217,6173,401448,12683,155406,6834,60047,3906,71515,4466,818615,17235,50676,4111,138524,7072,368425,13846,142313,5491,57222,3949,61455,3562,857352,17561,14723,1983,42590,3928,313632,11397,225959,8017,100965,5009,159483,6605,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2462381,12823,83037,4583,242291,6190,1103818,9813,549173,7049,238871,6972,245191,8497,1862725,13933,52027,3581,171464,6704,842920,10795,424662,7347,186293,6445,185359,6761,238625,8207,12894,2346,29499,3591,119130,6121,47660,3895,15105,1793,14337,2354,76857,4987,4840,1326,11498,1903,32863,3002,15155,1941,6336,1522,6165,1333,129220,6854,11166,1703,25444,3287,51846,4517,20604,2089,9631,1694,10529,1559,154954,7327,2110,693,4386,1304,57059,4550,41092,4030,21506,2754,28801,2864,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1710953,13550,62381,3952,140959,4188,677343,9124,441365,5181,175176,5039,213729,6238,1352837,13807,35867,3196,101119,4195,533885,9590,360900,5896,144590,5100,176476,5744,151893,8209,12516,1737,15190,2804,65457,5062,33875,2628,12999,1715,11856,1588,59778,4949,3035,731,7026,1576,29218,3391,11343,1853,4986,1169,4170,1000,74010,5885,9224,1523,14332,1884,28794,3834,11599,1732,4417,908,5644,1063,72435,4059,1739,662,3292,858,19989,2238,23648,2230,8184,1270,15583,1731,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,407733,7229,11967,1398,40002,2539,168414,5117,98914,3491,39198,2771,49238,3416,333736,8376,8539,1384,31153,2579,135312,5274,84555,3502,32915,2426,41262,3320,36345,3475,2351,726,4728,1106,17476,2544,6414,1313,2361,833,3015,874,10449,2026,190,235,1387,655,5333,1453,2183,1055,924,424,432,209,12180,1842,818,457,2158,782,4555,1421,2112,794,1682,715,855,328,15023,1984,69,82,576,387,5738,1147,3650,978,1316,436,3674,1093,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,805581,14168,7373,1362,51573,4067,393132,10667,189557,7870,77889,4458,86057,3502,345873,10435,1431,568,15222,2736,159147,7640,92728,5866,35309,3559,42036,2305,80499,5357,581,491,2990,927,39242,3428,20716,2814,8959,1722,8011,1493,306244,10741,3804,1136,24504,2619,155510,7645,64153,4772,28759,3161,29514,2514,58265,4008,1351,779,7672,1561,32744,3112,9114,1553,3138,889,4246,1026,14700,2159,206,189,1185,671,6489,1451,2846,773,1724,777,2250,650,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7951248,35473,217309,8160,734506,12319,3378597,19154,1908447,16742,766438,15973,945951,14699,6346735,39773,148234,7734,557115,12489,2698830,21439,1549703,16210,634705,14698,758148,13393,789125,21924,35763,4898,89916,6800,362661,15114,172289,9623,56771,5066,71725,5099,166437,9668,6995,1612,25797,4726,72974,6242,33334,4231,12286,2199,15051,2277,280838,11745,20520,2908,43807,4804,112481,8045,57023,5166,19546,2568,27461,3201,368113,13214,5797,1242,17871,2266,131651,7855,96098,6792,43130,4453,73566,5113,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
