GEO_ID,B14007G_001E,B14007G_001M,B14007G_002E,B14007G_002M,B14007G_003E,B14007G_003M,B14007G_004E,B14007G_004M,B14007G_005E,B14007G_005M,B14007G_006E,B14007G_006M,B14007G_007E,B14007G_007M,B14007G_008E,B14007G_008M,B14007G_009E,B14007G_009M,B14007G_010E,B14007G_010M,B14007G_011E,B14007G_011M,B14007G_012E,B14007G_012M,B14007G_013E,B14007G_013M,B14007G_014E,B14007G_014M,B14007G_015E,B14007G_015M,B14007G_016E,B14007G_016M,B14007G_017E,B14007G_017M,B14007G_018E,B14007G_018M,B14007G_019E,B14007G_019M,NAME,B14007G_001EA,B14007G_001MA,B14007G_002EA,B14007G_002MA,B14007G_003MA,B14007G_003EA,B14007G_004MA,B14007G_004EA,B14007G_005EA,B14007G_005MA,B14007G_006EA,B14007G_006MA,B14007G_007EA,B14007G_007MA,B14007G_008MA,B14007G_008EA,B14007G_009MA,B14007G_009EA,B14007G_010MA,B14007G_010EA,B14007G_011EA,B14007G_011MA,B14007G_012EA,B14007G_012MA,B14007G_013EA,B14007G_013MA,B14007G_014MA,B14007G_014EA,B14007G_015EA,B14007G_015MA,B14007G_016EA,B14007G_016MA,B14007G_017EA,B14007G_017MA,B14007G_018EA,B14007G_018MA,B14007G_019MA,B14007G_019EA,state
0400000US13,170712,11231,89158,7865,8938,1882,5510,1544,5811,1431,5561,1718,5854,1572,4778,1347,4920,1299,4916,1399,5871,1503,5324,1288,5694,1638,3561,1257,4206,1502,3775,1084,11285,1983,3154,1278,81554,6277,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,310124,12745,123478,6273,9613,1608,8330,1520,6693,1488,8539,1475,6122,1097,6307,1227,6535,995,5797,1495,6774,1226,6958,1307,6601,1319,7077,1182,5647,1019,6880,1306,22196,2614,3409,973,186646,9074,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,36576,3641,19415,2403,1251,540,2096,972,1067,645,1334,653,1504,494,1309,591,1217,573,1201,508,1374,514,200,123,807,492,538,330,404,277,909,550,3832,1074,372,231,17161,2785,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,238727,11827,124538,7720,13834,2129,8182,1680,9264,1480,6815,1232,7835,1733,6665,1164,7012,1322,6507,1379,5714,1183,6401,1503,6529,1160,5061,1115,6106,1163,4728,1107,20157,2512,3728,1320,114189,6758,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,128857,6901,70922,5463,6683,1204,4445,1121,4708,1113,3258,888,3952,973,4005,822,3979,936,4976,1161,3016,1181,3510,1129,3848,1041,2928,890,4311,1028,3755,1004,11616,1660,1932,682,57935,4332,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,53944,4544,31826,3363,2385,759,1440,500,2840,802,2020,724,2468,692,1771,688,1954,579,1653,553,2051,627,1514,579,1711,465,2215,671,910,411,1730,700,4740,970,424,335,22118,2817,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,86542,6016,43952,4541,2712,811,2428,823,2483,837,2009,708,3171,1143,2185,644,2417,811,3216,823,2858,1021,2979,877,2629,784,3029,925,2630,812,2202,845,6352,1434,652,384,42590,3575,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,70327,5739,39607,4313,2501,652,3319,1371,3255,1158,3378,1069,3374,873,1314,554,1696,696,2146,616,2637,1044,1747,543,2159,630,2404,970,1079,468,1824,779,6179,1565,595,395,30720,3395,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,70702,6074,32230,4413,2282,810,1687,781,1824,729,1900,748,1877,689,1430,543,2293,761,1851,579,1976,704,2293,667,1626,678,1774,671,1437,626,1183,435,5362,1539,1435,819,38472,3531,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,22995,2685,12398,2109,451,292,1090,625,1601,752,714,412,494,270,1053,662,619,351,839,472,1105,577,576,462,635,356,340,197,420,223,687,395,1734,741,40,67,10597,1655,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,137819,7871,73610,4890,7278,1623,4536,1317,5038,1247,4422,1263,3736,991,3944,1063,3129,912,5252,1422,3511,865,5007,1412,2367,736,3125,866,2866,789,2862,688,13272,2230,3265,872,64209,5030,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,153528,10625,68600,5751,4592,1053,3758,1147,3272,976,2867,882,3366,861,4567,1107,3559,974,3249,969,3914,1103,4539,998,3055,735,3752,1185,4179,1104,3287,964,13328,2236,3316,907,84928,6909,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,229789,9108,119128,6681,11210,1732,7837,1286,7237,1203,6451,1127,8549,1383,7059,1137,6913,1257,6344,1229,6528,1406,5400,1051,5771,1077,6567,1387,5326,1162,6382,1311,19382,2444,2172,622,110661,5076,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,119500,7978,65690,5738,6617,1386,5364,1487,3277,782,4210,956,4943,1044,3910,984,3497,845,3611,944,3292,770,3714,933,3046,862,4331,1030,2750,756,3618,975,7937,1411,1573,663,53810,3988,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,29833,4335,15452,3165,1465,636,864,412,1335,629,997,669,1018,585,1256,538,597,344,933,536,504,370,1404,693,1133,801,754,460,282,250,599,489,2037,747,274,340,14381,2209,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,130698,7575,64545,5124,5439,1075,4448,1242,3150,905,5825,1241,3088,979,3304,937,3211,950,3088,967,3483,939,2751,1023,3534,1201,4388,1194,3597,1136,2771,777,10793,1650,1675,642,66153,4336,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,22537,2590,10846,1641,714,325,919,606,490,573,680,479,653,390,532,280,752,339,512,334,782,451,371,267,1091,436,684,379,534,481,362,200,1265,478,505,517,11691,1866,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,35314,3586,20294,2553,1344,533,1206,669,1413,595,1608,636,446,206,1764,686,803,322,1031,495,1037,385,742,339,1806,708,1094,481,798,526,724,372,3927,1120,551,403,15020,2327,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,96420,9836,45088,5678,3840,1382,2428,1139,3110,1318,3007,1013,2390,943,2921,1742,1726,1123,1974,788,2257,1039,1887,1097,3314,1002,2036,790,2244,862,2138,784,8532,1855,1284,935,51332,6407,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,20760,2034,9731,1493,836,388,851,435,1032,545,945,410,550,432,284,200,637,333,510,324,360,235,822,496,614,441,306,267,280,224,270,176,1189,463,245,171,11029,1500,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,196093,12140,86083,6658,10606,1892,4337,1097,3622,940,4939,1370,4178,1090,4297,909,5418,1036,3589,797,5469,1178,5221,1060,5158,1373,3997,977,3043,716,4646,1049,14842,2333,2721,749,110010,7575,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,57861,4990,25956,3549,2454,857,1950,822,2458,936,1263,726,1082,462,800,530,1077,616,1729,691,1479,651,1349,688,867,413,631,318,1004,483,1670,687,5629,1240,514,411,31905,2805,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,480715,16306,211683,10313,19043,2243,14291,2002,11616,1690,11577,1460,10670,1341,11768,1800,10763,1696,11582,1536,9220,1690,10018,1871,9915,1569,10591,1710,8826,1422,11041,1539,41782,3446,8980,1477,269032,10188,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,183733,13058,96491,8476,9663,2295,7347,1902,3918,1226,5428,1709,5588,1603,6085,1827,5432,1528,6387,2000,5815,1448,5281,1331,5775,1384,4380,1213,4011,1233,4316,1277,14974,2292,2091,725,87242,7180,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,10995,1488,6130,1305,814,796,737,375,419,322,460,289,145,110,248,183,418,291,208,156,190,152,335,219,313,222,99,141,342,233,118,113,1177,524,107,148,4865,1002,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,234716,10731,129135,6962,12215,1928,9698,1818,9901,1865,7711,1414,7765,1318,8164,1525,7328,1517,7388,1374,8349,1498,6918,1204,6814,1258,5607,1107,5239,1138,4895,1105,17252,2356,3891,843,105581,6166,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,278225,8785,113237,5784,9225,1493,8877,1534,6761,1088,7923,1423,6804,1016,6068,892,6262,1001,6769,1193,6076,1171,6637,1106,6119,1175,6761,1138,4556,910,5657,1070,16924,1911,1818,648,164988,5258,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,124543,6588,55987,4812,4469,1109,2578,684,2885,799,3074,815,2713,872,2216,596,2750,790,3018,920,3167,960,2952,807,1965,723,2612,751,2693,863,3688,963,13183,2231,2024,819,68556,4490,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,219641,10307,120846,6753,10262,1661,9793,1861,8531,1583,6680,1056,6540,1278,7212,1336,6570,1309,7484,1242,7221,1547,7612,1412,6164,1309,6325,1400,4215,1046,5707,1082,17735,2229,2795,959,98795,5514,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,26929,4136,12829,2557,1152,742,407,289,286,229,1071,444,1035,657,755,375,1083,513,343,209,455,277,447,309,754,390,620,444,756,421,533,350,2869,796,263,245,14100,2499,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,74538,6857,39579,4689,2886,1093,2621,964,2827,1183,2881,1020,3343,1299,2958,1220,1883,855,2054,799,1774,909,1468,567,1748,751,1493,757,1604,599,2713,1125,6865,1821,461,306,34959,4468,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,18379,2603,7973,1659,392,205,576,432,823,355,814,344,606,385,260,167,241,162,369,302,858,538,353,190,550,300,652,382,381,232,481,361,579,279,38,60,10406,1630,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,111098,7078,53507,4867,3545,905,3400,922,3407,966,4010,1108,2661,915,3841,1395,3822,1405,4393,1421,2656,935,3548,848,4266,1625,1919,631,2117,890,2062,872,6619,1443,1241,625,57591,4684,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,547486,17213,261574,12385,20009,2937,21221,3750,18071,2758,15969,2519,15449,2253,15855,2729,14494,2337,13855,2453,14095,2636,13847,2744,11647,1947,9908,1586,11604,2418,10129,1712,47897,4595,7524,1707,285912,9447,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,61194,5843,32353,3489,2402,942,2614,868,1600,573,2132,691,1721,594,1946,750,2209,739,1508,621,1254,529,2587,802,1170,648,1458,485,2016,702,1022,471,6311,1311,403,294,28841,3667,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,12794,1464,5699,947,367,290,728,354,115,93,297,208,482,345,135,121,154,128,410,196,287,249,186,118,88,67,370,234,70,56,270,305,1637,536,103,115,7095,1325,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,217184,13411,108475,8089,8479,1672,5920,1598,7641,1638,6416,1471,6701,1471,5350,1205,5643,1304,4909,1217,5655,1582,5780,1358,5048,1193,4187,1108,5814,1447,4922,1334,21741,2918,4269,1369,108709,8559,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,292854,12385,146435,7777,13550,1943,10654,1963,9406,1503,7468,1565,6176,1226,7943,1327,9274,1957,8263,1555,8240,1700,6608,1526,7252,1617,7945,1371,6983,1390,7554,1476,26583,2726,2536,782,146419,7945,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,35218,2717,15906,1730,1024,437,765,302,1362,524,856,306,1109,379,1167,532,894,355,768,366,880,373,740,310,1074,443,719,260,909,358,459,305,2517,721,663,620,19312,2184,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,104960,5694,52582,3832,4041,991,4319,830,4105,919,4646,1101,3039,696,3240,948,2272,633,2493,616,3064,702,2704,775,3217,819,2231,738,1817,582,2664,803,7819,1522,911,555,52378,3730,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,13618,2035,5819,1285,248,161,315,195,154,122,361,237,193,209,135,122,270,176,445,337,237,170,618,407,533,459,130,166,121,159,324,241,1698,633,37,73,7799,1519,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,479265,15224,147717,7386,8814,1893,8199,1925,7826,1319,5955,1353,8188,1482,7622,1648,7748,1130,9087,1812,9272,1504,8705,1594,7063,1437,7931,1482,7307,1330,7657,1394,31503,2748,4840,1377,331548,11152,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
