GEO_ID,C25055_001E,C25055_001M,C25055_002E,C25055_002M,C25055_003E,C25055_003M,C25055_004E,C25055_004M,C25055_005E,C25055_005M,NAME,C25055_001EA,C25055_001MA,C25055_002MA,C25055_002EA,C25055_003MA,C25055_003EA,C25055_004MA,C25055_004EA,C25055_005EA,C25055_005MA,state
0400000US01,494799,8886,380424,8350,60642,3253,28699,2436,25034,2048,Alabama,null,null,null,null,null,null,null,null,null,null,01
0400000US02,87464,4343,70685,4121,10989,1377,3680,845,2110,460,Alaska,null,null,null,null,null,null,null,null,null,null,02
0400000US04,808981,15757,633351,13898,94027,5086,42058,3624,39545,3131,Arizona,null,null,null,null,null,null,null,null,null,null,04
0400000US05,337844,8248,261304,7918,40392,2818,19376,1875,16772,1772,Arkansas,null,null,null,null,null,null,null,null,null,null,05
0400000US06,5437229,23667,4147974,24060,663586,12370,315741,7730,309928,7561,California,null,null,null,null,null,null,null,null,null,null,06
0400000US08,679218,11180,538788,10779,70265,3761,34495,2868,35670,2369,Colorado,null,null,null,null,null,null,null,null,null,null,08
0400000US09,422286,7857,298660,7071,56054,3848,31048,2756,36524,2381,Connecticut,null,null,null,null,null,null,null,null,null,null,09
0400000US10,90922,4096,68603,4042,9801,1304,5659,1070,6859,1252,Delaware,null,null,null,null,null,null,null,null,null,null,10
0400000US11,154292,4091,117789,3416,17646,1791,10567,1344,8290,1159,District of Columbia,null,null,null,null,null,null,null,null,null,null,11
0400000US12,2241408,25426,1681444,23729,271151,9107,140518,5972,148295,5595,Florida,null,null,null,null,null,null,null,null,null,null,12
0400000US13,1160519,17631,924679,16224,130977,5921,57791,3787,47072,3774,Georgia,null,null,null,null,null,null,null,null,null,null,13
0400000US15,180016,5329,130551,4170,25863,2549,11936,1649,11666,1487,Hawaii,null,null,null,null,null,null,null,null,null,null,15
0400000US16,165924,6328,127246,5871,20619,2718,9398,1421,8661,1546,Idaho,null,null,null,null,null,null,null,null,null,null,16
0400000US17,1480942,16395,1107771,14377,179386,6293,91297,4885,102488,4140,Illinois,null,null,null,null,null,null,null,null,null,null,17
0400000US18,705853,12150,535106,11185,82331,3889,39641,3237,48775,3260,Indiana,null,null,null,null,null,null,null,null,null,null,18
0400000US19,313121,7594,234153,6422,31604,2471,17453,1764,29911,1884,Iowa,null,null,null,null,null,null,null,null,null,null,19
0400000US20,330349,5910,252943,5877,34140,2539,16544,1609,26722,1967,Kansas,null,null,null,null,null,null,null,null,null,null,20
0400000US21,470157,10291,354106,8737,59324,3130,29778,2542,26949,2402,Kentucky,null,null,null,null,null,null,null,null,null,null,21
0400000US22,508821,9841,401533,9166,59530,3552,26303,2428,21455,1871,Louisiana,null,null,null,null,null,null,null,null,null,null,22
0400000US23,149898,5586,104388,4971,18868,1970,11003,1239,15639,1872,Maine,null,null,null,null,null,null,null,null,null,null,23
0400000US24,669699,9700,498420,8616,85378,4056,39506,2953,46395,3047,Maryland,null,null,null,null,null,null,null,null,null,null,24
0400000US25,926876,13594,656133,11909,116735,4703,71043,3885,82965,3296,Massachusetts,null,null,null,null,null,null,null,null,null,null,25
0400000US26,1007825,10853,743625,10272,125018,4668,63076,2920,76106,3357,Michigan,null,null,null,null,null,null,null,null,null,null,26
0400000US27,542320,8575,395057,8032,55491,3096,30774,2434,60998,3113,Minnesota,null,null,null,null,null,null,null,null,null,null,27
0400000US28,281686,7203,220199,6374,32367,3075,15717,1798,13403,1893,Mississippi,null,null,null,null,null,null,null,null,null,null,28
0400000US29,699445,10997,525046,9979,85536,3896,40890,2492,47973,2846,Missouri,null,null,null,null,null,null,null,null,null,null,29
0400000US30,116928,4638,84846,3683,15497,1803,6863,1192,9722,1321,Montana,null,null,null,null,null,null,null,null,null,null,30
0400000US31,224591,5566,169605,5132,23617,1978,11564,1269,19805,1373,Nebraska,null,null,null,null,null,null,null,null,null,null,31
0400000US32,414835,9039,315406,8202,50669,3972,28896,2535,19864,2296,Nevada,null,null,null,null,null,null,null,null,null,null,32
0400000US33,141067,4822,102429,4592,17670,1935,8980,1245,11988,1316,New Hampshire,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1067470,14008,759757,12719,142144,5229,82211,4390,83358,3862,New Jersey,null,null,null,null,null,null,null,null,null,null,34
0400000US35,225675,7033,173916,6555,28111,2606,14023,1883,9625,1396,New Mexico,null,null,null,null,null,null,null,null,null,null,35
0400000US36,3224233,19128,2214352,15377,459367,8847,278466,6307,272048,7020,New York,null,null,null,null,null,null,null,null,null,null,36
0400000US37,1140538,17301,891604,16862,131872,5981,61716,4010,55346,3556,North Carolina,null,null,null,null,null,null,null,null,null,null,37
0400000US38,87989,3021,65666,2975,7738,1241,4704,954,9881,1038,North Dakota,null,null,null,null,null,null,null,null,null,null,38
0400000US39,1414671,14928,1031781,12784,187015,6103,91765,4059,104110,4036,Ohio,null,null,null,null,null,null,null,null,null,null,39
0400000US40,434400,8495,338180,7186,47890,2949,23560,2035,24770,2059,Oklahoma,null,null,null,null,null,null,null,null,null,null,40
0400000US41,567391,10470,422450,9765,71121,4411,31667,2878,42153,3066,Oregon,null,null,null,null,null,null,null,null,null,null,41
0400000US42,1412380,15634,977412,13150,183127,6783,102116,4548,149725,5703,Pennsylvania,null,null,null,null,null,null,null,null,null,null,42
0400000US44,157101,5121,108124,4215,21264,2123,12092,1671,15621,1629,Rhode Island,null,null,null,null,null,null,null,null,null,null,44
0400000US45,488896,11272,379255,11259,59806,4689,29354,2781,20481,2572,South Carolina,null,null,null,null,null,null,null,null,null,null,45
0400000US46,92413,4199,65857,3339,10550,1486,4774,908,11232,1212,South Dakota,null,null,null,null,null,null,null,null,null,null,46
0400000US47,737868,12192,564648,11002,92163,4039,45087,3431,35970,2939,Tennessee,null,null,null,null,null,null,null,null,null,null,47
0400000US48,3101244,26981,2523733,24043,300376,9124,144869,5765,132266,5118,Texas,null,null,null,null,null,null,null,null,null,null,48
0400000US49,257658,7326,214657,6231,22748,2533,10442,1530,9811,1455,Utah,null,null,null,null,null,null,null,null,null,null,49
0400000US50,68862,2737,50847,2278,7873,1271,3736,702,6406,949,Vermont,null,null,null,null,null,null,null,null,null,null,50
0400000US51,922977,14314,721655,12729,103389,5197,47243,3345,50690,3431,Virginia,null,null,null,null,null,null,null,null,null,null,51
0400000US53,941304,13776,717408,11986,107702,4792,52823,3449,63371,3471,Washington,null,null,null,null,null,null,null,null,null,null,53
0400000US54,168158,5518,125205,5438,23504,2238,11386,1509,8063,1099,West Virginia,null,null,null,null,null,null,null,null,null,null,54
0400000US55,699201,10152,508603,9048,81655,3924,40586,2646,68357,3257,Wisconsin,null,null,null,null,null,null,null,null,null,null,55
0400000US56,59709,3095,46356,2947,7259,1368,2662,827,3432,904,Wyoming,null,null,null,null,null,null,null,null,null,null,56
0400000US72,236112,6095,173671,5200,27829,2520,21609,1971,13003,1382,Puerto Rico,null,null,null,null,null,null,null,null,null,null,72
