GEO_ID,C17010H_001E,C17010H_001M,C17010H_002E,C17010H_002M,C17010H_003E,C17010H_003M,C17010H_004E,C17010H_004M,C17010H_005E,C17010H_005M,C17010H_006E,C17010H_006M,C17010H_007E,C17010H_007M,C17010H_008E,C17010H_008M,C17010H_009E,C17010H_009M,C17010H_010E,C17010H_010M,C17010H_011E,C17010H_011M,C17010H_012E,C17010H_012M,C17010H_013E,C17010H_013M,C17010H_014E,C17010H_014M,C17010H_015E,C17010H_015M,C17010H_016E,C17010H_016M,C17010H_017E,C17010H_017M,NAME,C17010H_001EA,C17010H_001MA,C17010H_002EA,C17010H_002MA,C17010H_003EA,C17010H_003MA,C17010H_004EA,C17010H_004MA,C17010H_005MA,C17010H_005EA,C17010H_006EA,C17010H_006MA,C17010H_007EA,C17010H_007MA,C17010H_008EA,C17010H_008MA,C17010H_009EA,C17010H_009MA,C17010H_010MA,C17010H_010EA,C17010H_011MA,C17010H_011EA,C17010H_012MA,C17010H_012EA,C17010H_013EA,C17010H_013MA,C17010H_014EA,C17010H_014MA,C17010H_015MA,C17010H_015EA,C17010H_016MA,C17010H_016EA,C17010H_017MA,C17010H_017EA,state
0400000US21,997155,9738,130861,5925,52563,3623,29655,2750,78298,4531,15770,2010,12027,1769,62528,3802,54401,3725,866294,9259,711981,10526,274650,7418,154313,6377,47835,3573,25685,2613,106478,5117,56285,4052,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,724484,8286,66980,4088,26399,2856,11932,2012,40581,3087,6834,1338,5192,1108,33747,2768,28369,2711,657504,8701,537554,7974,214208,6555,119950,5561,42483,3592,23087,3041,77467,4366,42620,2978,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,335481,6930,29622,2437,10531,1370,5565,934,19091,2283,4047,1097,3491,1015,15044,1995,13359,1980,305859,6710,252287,6571,83505,3543,53572,2880,18181,1901,11502,1658,35391,2411,20952,1976,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,832995,7591,34985,3396,11229,1499,5519,1240,23756,3150,4306,1375,2566,1049,19450,2529,16349,2409,798010,8455,659312,8388,255968,6184,138698,5770,41100,3610,21798,3009,97598,4579,53144,3581,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1252690,12473,62679,4434,22005,2471,11285,2043,40674,3545,5286,1307,4046,1310,35388,3235,29627,3163,1190011,12623,965399,12503,398661,8194,224612,7593,64325,3671,28403,2696,160287,6511,80654,4876,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,1987414,10696,178282,4994,75318,3844,46367,3108,102964,4020,22272,2364,16663,2116,80692,3776,67287,3555,1809132,10746,1500061,11047,557329,8147,309071,6443,101370,4375,52335,3494,207701,6267,106458,4392,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1183257,8584,61102,2937,21910,1621,11680,1338,39192,2517,7583,1202,5825,991,31609,2206,27320,2246,1122155,8430,950341,7615,377122,5857,171814,5805,59138,3383,34574,2552,112676,4300,67116,3515,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,462494,6044,41301,3438,15646,1885,7981,1376,25655,2745,3523,965,1845,685,22132,2705,17410,2282,421193,6082,350235,6999,135556,4716,70958,4202,21161,2349,11619,1539,49797,3524,27513,2684,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1296037,12091,119600,5683,46599,3559,25998,2521,73001,4027,12625,1911,9380,1586,60376,3529,52251,3155,1176437,10632,976830,10568,375030,7612,199607,6195,63480,3963,36262,3166,136127,5428,78328,4217,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,228874,4161,18060,1913,8203,1218,4152,933,9857,1614,1593,578,1438,586,8264,1407,6750,1157,210814,4031,177753,4570,58552,3078,33061,2935,11533,1768,6667,1537,21528,2251,11742,1509,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,402224,5555,25663,2099,9053,1113,5020,849,16610,1844,2809,759,1991,613,13801,1714,12949,1615,376561,5131,320915,4995,127414,3560,55646,3483,19008,2004,11178,1624,36638,2529,22232,2092,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,382450,7766,27459,2933,13307,2162,6023,1369,14152,2157,2295,916,1270,625,11857,1958,10664,1958,354991,7197,278911,7619,96575,6345,76080,5514,28001,3943,13568,3057,48079,3634,27226,2975,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,327960,4931,17307,2261,5873,1101,3251,988,11434,2106,1713,859,1345,776,9721,1862,9068,1826,310653,4830,255717,5351,95734,3606,54936,3500,18033,2428,10178,1844,36903,2694,20859,1979,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1368042,11902,51739,4141,25448,2800,11915,1821,26291,3113,5319,1250,3415,1023,20972,2741,16511,2357,1316303,11792,1087839,12529,448129,8198,228464,7325,65282,4341,25326,2875,163182,5928,76344,4553,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,229010,4994,15896,2180,6639,1451,3167,945,9257,1458,1478,592,1099,506,7779,1295,6669,1235,213114,4678,176554,4738,53301,3191,36560,2643,11337,1619,6491,1295,25223,2607,13842,2409,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,2844691,16018,189754,6009,87263,3978,51137,3225,102491,5594,21889,2534,15177,2127,80602,4875,68310,4563,2654937,15468,2162543,15865,841443,10618,492394,11418,147059,6586,64646,4250,345335,9928,164831,6442,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,1715036,14714,146067,6406,61997,4462,31067,2936,84070,5090,14218,2351,10380,2073,69852,4649,59792,4522,1568969,14718,1335297,15411,483771,11567,233672,8434,71902,5432,39544,3982,161770,6493,89152,5089,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,159941,3364,8675,1349,3018,768,1514,679,5657,1265,1073,762,773,717,4584,1026,4048,967,151266,3266,131321,3355,51516,2740,19945,1824,7554,1153,3778,816,12391,1408,8223,1240,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,2453196,14632,226047,7648,82312,3883,51332,3556,143735,6470,25955,2807,19763,2222,117780,5788,102632,5504,2227149,14777,1833408,14501,689974,11080,393741,9670,125403,5249,65623,4290,268338,7617,147685,5416,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,713103,6307,67393,3297,26965,2323,14410,1688,40428,2606,7041,1128,4821,900,33387,2271,28482,2038,645710,6412,536450,6766,202495,5360,109260,4228,37044,2401,23510,2248,72216,3416,41951,3069,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,790720,9558,74581,4338,28237,2969,15963,2136,46344,3847,10985,1788,8796,1833,35359,3358,29335,3006,716139,9047,591976,8259,203498,6274,124163,6096,43519,3358,25157,2859,80644,4652,42016,3126,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,2657335,14939,173120,6277,66143,3458,33785,2961,106977,5011,18675,1996,14616,1741,88302,4630,74805,4381,2484215,15508,2046286,15373,754850,12051,437929,8772,145165,6178,71047,4472,292764,7299,144399,5525,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,202573,4441,12296,1851,3910,989,1818,747,8386,1559,1193,547,802,442,7193,1424,6164,1342,190277,4431,150884,4608,56513,3135,39393,2641,11477,1754,5170,1309,27916,2457,14006,1895,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,821526,10636,70077,4390,30312,3082,16705,2383,39765,3301,7841,1655,5891,1478,31924,3074,26311,3076,751449,10426,636556,9989,230052,8537,114893,5690,36151,3469,18916,2486,78742,4704,41908,3688,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,186871,3916,11806,1795,4533,917,2089,576,7273,1488,2143,794,1816,747,5130,1163,4395,1061,175065,3973,148681,4017,54964,3144,26384,2703,9929,1543,5153,1151,16455,2109,11849,1902,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1288329,12748,134574,5596,61644,3577,38175,3146,72930,4630,15034,2185,10894,1956,57896,4293,49104,4131,1153755,13865,963291,11989,360579,8524,190464,8388,60022,4512,28034,2811,130442,6388,67923,4352,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,3101460,17686,190332,8563,82626,5786,43041,4404,107706,5771,19696,2111,14528,1979,88010,5350,73728,5003,2911128,17453,2431585,19268,951305,12877,479543,13066,150888,7788,78523,6089,328655,10501,187748,8777,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,553756,7527,42582,3249,20278,2303,13276,1828,22304,2388,4900,1382,2464,974,17404,2008,14591,1979,511174,7375,439490,7214,217309,5467,71684,4207,22303,2627,12383,1895,49381,3728,29000,3187,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,155056,3310,10187,1397,3834,829,2300,593,6353,1091,1148,495,1055,498,5205,944,5021,953,144869,3021,119977,3086,42151,2209,24892,1946,9584,1256,5707,1025,15308,1558,9904,1227,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,1384500,12351,73766,4329,32683,3086,17980,2039,41083,3310,7667,1338,4855,971,33416,2995,28629,2879,1310734,10905,1106400,11201,437537,8300,204334,7783,67646,4374,35445,3184,136688,6466,73602,4623,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1316776,10676,89348,4125,34291,2806,17998,2218,55057,3319,10152,1586,7750,1586,44905,3262,38542,3030,1227428,10000,1008232,10573,384161,8579,219196,7051,71452,5006,40195,3700,147744,5290,81952,4565,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,454495,7369,59222,3716,24445,2115,13912,1803,34777,3150,5718,1213,4037,944,29059,2794,23938,2547,395273,7112,319165,6021,106625,4668,76108,4401,27381,2284,13548,1780,48727,3797,23076,2780,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1275349,11550,78087,4187,29181,2283,16642,1827,48906,3445,10513,1798,7251,1415,38393,3080,33935,2829,1197262,11885,1010107,10120,371941,6809,187155,5785,64604,3276,37704,2769,122551,5133,73085,3835,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,128952,3732,8573,1555,3602,1026,2396,848,4971,1153,825,479,696,419,4146,1128,3684,1017,120379,3969,101975,3653,35245,2476,18404,1918,6456,1211,4769,1155,11948,1497,7624,1239,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,6518,1267,2052,657,947,449,544,357,1105,462,78,114,78,114,1027,450,853,427,4466,1127,3414,898,1334,534,1052,534,363,312,49,85,689,400,518,368,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
